feature,BayesianRidge,lgbm,gbc,Adaboost,rf,mean
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.07116619655088137,0.0,0.0,0.0,0.0016646159014615581,0.014566162490468585
305,0.08094213158815829,0.32142857142857145,0.0002691365391023788,0.0002671108564713132,0.010939973257382806,0.08276938473393725
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.11418795883677887,0.0,0.0013613025262552152,0.0,0.04311746234781181,0.03173334474216918
309,0.03007972645131487,0.07142857142857142,0.0001872246561210877,0.001927062986152479,0.011157905604752289,0.02295609822538243
310,0.04807770107601428,0.0,0.0003373268590708581,0.0,0.0023605971077273243,0.010155125008562492
311,0.0,0.0,0.0,0.0,0.0,0.0
312,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.23854821738366563,0.0,0.004199226272808137,0.0,0.0040660277448854865,0.04936269428027185
316,0.15961422016004306,0.0,0.2248278273955202,0.0,0.11178319931236877,0.0992450493735864
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.04545613420313844,0.0,0.0,0.0027730981956080145,0.02178736343337555,0.014003319166424402
319,0.0364778857722145,0.42857142857142855,0.00040881968651850897,0.00020701184592771877,0.009911392907862627,0.09511530775679038
320,0.10015522043808614,0.0,0.008506916536580913,0.05448698139180843,0.208931162962561,0.0744160562658073
321,0.1269452265439661,0.07142857142857142,0.0009600521421232804,0.0017525611285091653,0.026248963168506455,0.04546707488233528
322,0.10509006565614154,0.11904761904761905,0.00106815134227963,0.0426708147390895,0.2088683098613361,0.09534899212929317
323,0.03500026541598513,0.0,4.882494006378965e-07,0.0008105140573853395,0.021792948976189695,0.01152084333979216
324,0.14079783480562183,0.0,0.003457194386036962,0.0,0.037972602433932454,0.03644552632511825
325,0.10726917616433668,0.0,2.1164093160853427e-05,0.0,0.0036152726286023257,0.02218112257721997
326,0.17383040522952262,0.0,5.124699413059194e-05,0.0,0.01887551497676555,0.03855143344008375
327,0.047123572484840816,0.0,0.00010928237355100961,0.0,0.003407108710215275,0.010127992713721421
328,0.09130540763943122,0.03571428571428571,0.0007983954387987016,0.0,0.021664342875174804,0.029896486333538086
329,0.08878626622709669,0.0,0.00010063787111840902,0.05309698026090756,0.18883028976620497,0.06616283482506553
330,0.12748746755707122,0.21428571428571427,0.006781032308932637,0.020315906172029906,0.012435328195754351,0.07626108970390047
331,0.09229864147215792,0.0,0.0034346201682706936,0.0,0.03191208673962121,0.025529069676009965
332,0.17590525469542115,0.30357142857142855,0.0005882968191884585,0.001548635836748859,0.004868907381163738,0.09729650466079015
333,0.0513669146178921,0.11904761904761905,0.0005286032315527535,0.0009243660652026714,0.007993536244398958,0.035972207841333106
334,0.10702254889319465,0.08571428571428572,0.000541282224920246,0.0,0.007437112788538202,0.04014304592418776
335,0.05170547265497358,0.05102040816326531,0.0003697975640567355,0.0,0.0042115242755983995,0.021461440531578804
336,0.07880564656141865,0.023809523809523808,0.00029225416274117826,0.0,0.028875866376510444,0.026356658182038816
337,0.009038585637256055,0.0,0.0,0.0,0.0040688793111142915,0.0026214929896740693
338,0.07866378957968334,0.07142857142857142,0.0028566571335710725,3.98970116244837e-05,0.007135894868195587,0.03202496200432918
339,0.02001752193428564,0.07142857142857142,4.923555783559749e-05,0.0,0.00016930924779473818,0.018332927633697475
340,0.1388425491595235,0.0,0.0005283232430663476,0.04301558934878501,0.34959338079624697,0.10639596850952437
341,0.11360109887298955,0.25,0.001077788716508591,0.007590411397412271,0.0020112071069833867,0.07485610121877875
342,0.046530571836166955,0.0,0.00011893945870673523,0.0,0.0003844146227363701,0.009406785183522013
343,0.046530571836166955,0.0,0.00011893945870673523,0.0,0.0003844146227363701,0.009406785183522013
344,0.04303750808614389,0.07142857142857142,0.000538986794255055,0.0,0.002734440157369441,0.023547901293267965
345,0.08439330324221041,0.14285714285714285,0.0006812218367430963,0.0,0.0014130224539564897,0.04586893807801057
346,0.14103027736672746,0.17857142857142858,0.0004364733568018605,0.0,0.003373670913012371,0.06468237004159406
347,0.003999431315561358,0.03571428571428571,8.341035235166168e-06,0.0,0.001201324434528353,0.008184676499922118
348,0.03354432452125689,0.39285714285714285,0.0012955025065739193,0.000376152194903953,0.0058845342640123505,0.08679153126877799
349,0.08296980492292504,0.21428571428571427,9.490028155396552e-05,0.0,0.007652858314358796,0.06100065556091041
350,0.12373999703170539,0.03571428571428571,0.0,0.0,0.0033419691619919886,0.03255925038159661
351,0.09999248243369892,0.07142857142857142,0.00048285254794218943,0.0,0.0450973698066906,0.043400255243380634
352,0.13146985028378355,0.0,0.0,0.00016683476154569964,0.008222276797358681,0.027971792368537585
353,0.05771016209085008,0.07142857142857142,0.00014767776808776576,0.000355140247286387,0.0030829172870351384,0.02654489376436616
354,0.11177768249513355,0.14285714285714285,0.0,0.000710280494572774,0.0017535294568925023,0.051419727060748335
