Name	!color
XP_025908305.1	#00ff69
AAV53959.1	#00dbff
AAX99142.1	#610061
P90680.2	#3c00e3
O61303.1	#610061
Q17053.1	#a7ff00
NP_001011639.2	#a6ff00
NP_001071293.1	#1eff00
AAC47455.1	#3c00e3
XP_063828999.1	#5800cb
XP_007060009.2	#00ffae
XP_037745366.1	#610061
XP_007063569.1	#00ff95
EMP42464.1	#c4ff00
EMP28593.1	#610061
XP_040264312.1	#00ff68
XP_040261019.1	#b4ff00
XP_040260821.1	#0021ff
XP_040269468.1	#6e0083
XP_023368985.1	#0077ff
XP_003802604.1	#78ff00
XP_003796277.1	#00ff81
AAC05634.1	#78ff00
NP_990821.1	#00ff17
NP_990769.1	#6200bf
P22329.1	#d9ff00
P28682.1	#0064ff
NP_001384426.1	#00ff69
NP_990771.2	#d5ff00
BAA00610.1	#00ff69
QSG73683.1	#caff00
QSG73671.1	#2eff00
QSG73659.1	#0031ff
NP_001274211.1	#00ff72
XP_006269113.1	#007aff
XP_006269091.1	#27ff00
XP_013769672.1	#004bff
XP_005746429.1	#004cff
XP_005746428.1	#4700dc
XP_005746427.1	#c2ff00
XP_005740576.1	#00ff89
XP_005735242.1	#25ff00
XP_005734277.1	#610061
XP_005724528.1	#33ff00
XP_005724527.1	#00ffea
XP_005724526.1	#4aff00
BAG56593.1	#a5ff00
AAW34328.1	#00ff89
XP_012670449.3	#00e6ff
XP_012670450.2	#00f9ff
XP_031424171.1	#00ffff
XP_031424169.1	#00ffff
XP_031423339.1	#00ff9d
XP_031423222.1	#c8ff00
XP_012681595.2	#00ff6f
XP_012694208.2	#00ff7f
AJD38881.1	#1d00f5
XP_072314503.1	#a9ff00
XP_072309153.1	#00ff54
XP_072308520.1	#00ff42
XP_072308519.1	#00c3ff
XP_072308518.1	#00eeff
XP_072308046.1	#004fff
XP_072308045.1	#4800db
XP_072308043.1	#c9ff00
XP_072305782.1	#00ff33
BAM95292.1	#aaff00
BAM95291.1	#0026ff
BAM95290.1	#610061
P08255.2	#66006b
P04950.1	#610061
P08099.1	#4fff00
P06002.1	#00e3ff
NP_524368.5	#27ff00
NP_001285859.1	#2100f3
NP_524035.2	#610061
AAA28856.1	#66006b
AAA28735.1	#00e6ff
AAB38966.1	#0f00fb
Q95170.1	#aaff00
XP_017922189.1	#00ff97
XP_005679502.1	#3600e7
AQZ42176.1	#00ff85
XP_014825989.1	#6800b5
XP_014825099.1	#00ff85
XP_014824711.1	#aeff00
XP_014865567.1	#610061
XP_014861789.1	#00ffb5
XP_014852059.1	#00ffff
XP_014843610.1	#00d8ff
XP_014843608.1	#2dff00
AEQ53950.1	#2dff00
AEQ53941.1	#27ff00
AEQ53940.1	#4aff00
AEQ53939.1	#8cff00
AEQ53938.1	#bbff00
QPZ85621.1	#0041ff
QPZ85617.1	#00ff09
QPZ85609.1	#00ffa3
AAC47084.1	#83ff00
AAC05091.1	#610061
ACJ72020.1	#610061
ADA69285.1	#00fcff
ADA69284.1	#00feff
ADA69283.1	#00ffe5
ACB45448.1	#00ffe9
XP_043108868.1	#beff00
XP_043108418.1	#001cff
XP_043107194.1	#00ffce
XP_043089278.1	#00ff7e
XP_043087652.1	#00ffbf
XP_060931597.1	#00ff8a
XP_060926603.1	#00f0ff
XP_060926602.1	#2aff00
XP_060925700.1	#00d1ff
XP_060925660.1	#0092ff
XP_060925644.1	#00f5ff
XP_060925007.1	#b2ff00
XP_060924954.1	#0050ff
XP_060924952.1	#5d00c6
XP_060927972.1	#610061
QGW08865.1	#ddff00
QGW08854.1	#0094ff
QGW08843.1	#00ff8a
XP_021484930.1	#00ff6d
XP_021517546.1	#610061
XP_021496704.1	#00ff8b
XP_038553369.1	#2aff00
XP_038594995.1	#2eff00
XP_038578251.1	#00ff54
XP_055950065.1	#5b00c8
XP_055950062.1	#5b00c8
XP_055950061.1	#5e00c4
XP_055931861.1	#00fcff
KAF8793839.1	#00f6ff
KAF8763727.1	#44ff00
KAF8763225.1	#5cff00
XP_004548807.3	#4aff00
XP_004571970.3	#0046ff
XP_004571972.3	#a1ff00
XP_004546142.2	#00ffa4
XP_004548809.1	#2eff00
XP_004548806.1	#00dfff
XP_004538122.1	#0bff00
NP_001297003.1	#610061
NP_001297001.1	#4c00d8
ADJ54173.1	#610061
AAY26029.1	#00ff95
ADI72254.1	#2fff00
ADI72253.1	#31ff00
ADI72141.1	#004cff
ADW80533.1	#2eff00
ADW80522.1	#c3ff00
ADW80520.1	#004cff
AAY26030.1	#00ff8e
AAX11204.1	#c7ff00
ADB98069.1	#4aff00
AAY26067.1	#2eff00
ADA77663.1	#00dfff
ADA77657.1	#00ff8d
NP_776991.1	#a8ff00
P51490.1	#2b00ee
0811197A	#00ffb6
NP_001166460.1	#2eff00
NP_001166556.1	#00ff7c
NP_001166229.1	#5900ca
XP_063101603.1	#2eff00
AAX99141.1	#610061
XP_060992476.1	#8eff00
XP_060983575.1	#00ff9b
XP_061021723.1	#3400e9
AGI97248.1	#6d00a6
AGI97246.1	#6d00a6
AGI97243.1	#6d00a6
AGI97241.1	#6d00a6
XP_065393952.1	#c4ff00
XP_045244360.1	#5d00c5
XP_045241599.1	#00ff8d
AAD41526.1	#7fff00
AAB33079.2	#00ff8d
AAD41128.1	#5d00c5
AAD40325.1	#5dff00
AWC68273.1	#610061
AWC68211.1	#86ff00
AWC68092.1	#00e2ff
XP_027429736.1	#6500ba
XP_027440374.1	#00ffad
XP_027464164.1	#aaff00
XP_053281067.1	#00ff98
XP_053270919.1	#610061
XP_053298287.1	#83ff00
XP_053293970.1	#004bff
XP_053291508.1	#5d00c6
XP_053291463.1	#005cff
XP_053289603.1	#00f5ff
XP_053289590.1	#2aff00
XP_053289576.1	#00cdff
XP_053267310.1	#00ffbb
AVR48165.1	#00ff98
ART29965.1	#6e0083
ART29964.1	#610061
ART29963.1	#0b00fc
ART29962.1	#8eff00
ART29960.1	#0600fe
AAY16538.2	#700095
AAY16540.1	#8eff00
AAY16539.1	#000fff
AAY16537.1	#610061
XP_071226740.1	#3800e6
XP_071226725.1	#90ff00
XP_071226711.1	#b1ff00
XP_071204881.1	#00ff77
XP_071192239.1	#00ff19
XP_071192235.1	#07ff00
XP_071192234.1	#00faff
XP_071192233.1	#00ffc4
XP_071187826.1	#beff00
NP_001274761.1	#00ff8e
NP_001273254.1	#c3ff00
NP_001273246.1	#31ff00
XP_005941617.1	#24ff00
XP_005938994.1	#00ff77
XP_005927576.1	#4aff00
XP_005927575.1	#00ffea
XP_005915344.1	#4700dc
NP_001273231.1	#004cff
AAY26036.1	#00ff8b
AAY26031.1	#00ff8b
AAY26027.1	#00ff8e
AAX11205.1	#c7ff00
AAX11203.1	#c3ff00
BAM64745.1	#31ff00
BAM64744.1	#2eff00
BAM64743.1	#31ff00
BAM64735.1	#2eff00
BAM64733.1	#2dff00
BAM64732.1	#31ff00
BAM64563.1	#00ff89
BAM64176.1	#a1ff00
BAM64175.1	#4700dc
BAM64174.1	#004cff
BAM64170.1	#4700dc
BAM64155.1	#004cff
BAM64153.1	#004cff
BAM63838.1	#31ff00
BAM63837.1	#31ff00
BAM63833.1	#2eff00
BAM63832.1	#2fff00
BAM63831.1	#31ff00
BAM63828.1	#31ff00
BAM63827.1	#31ff00
BAM63826.1	#2eff00
BAM63824.1	#31ff00
BAM63774.1	#4aff00
BAM63771.1	#4aff00
BAM63769.1	#4aff00
ADA77672.1	#4700dc
ADA77669.1	#004cff
ADA77662.1	#31ff00
ADA77650.1	#4aff00
ADB98076.1	#4aff00
ADB98075.1	#4aff00
ADB98066.1	#4aff00
ADB98063.1	#4aff00
AAY26068.1	#31ff00
AAY26066.1	#1fff00
BAG56605.1	#a5ff00
BAG56602.1	#a5ff00
BAG56591.1	#a5ff00
BAG56586.1	#78ff00
AAY26064.1	#2eff00
ADA77667.1	#610061
ADA77664.1	#00dfff
AAW34329.1	#00ff89
AAW34327.1	#00ff89
AAV93297.1	#00ff89
AAV93296.1	#00ff89
ADB98094.1	#00ffea
ADB98087.1	#00ffea
AAY26022.1	#00ff8b
ADA77658.1	#00ff8e
ADA77656.1	#00dfff
ADA77648.1	#c3ff00
CAZ86759.1	#00ff23
CAZ86758.1	#00ff23
QGW08861.1	#beff00
QGW08850.1	#00a6ff
QGW08840.1	#00ff96
AHE80983.1	#bdff00
AHE80982.1	#610061
AWC68272.1	#610061
AWC68210.1	#7fff00
AWC68091.1	#00ffb4
NP_001298010.1	#610061
XP_033927774.1	#008eff
XP_033927629.1	#b4ff00
XP_012983668.1	#00ff5f
XP_005145855.1	#00ff5f
XP_005142888.1	#00ff79
ADQ01811.1	#610061
ADQ01810.1	#00c7ff
ADQ01809.1	#00ccff
CAA77244.1	#00ff7d
XP_037827573.1	#610061
XP_037826759.1	#30ff00
XP_037821626.1	#00beff
XP_037813499.1	#610061
XP_037810635.1	#00ffe4
XP_037807339.1	#1fff00
ABP88811.1	#4aff00
AZT82013.1	#610061
AZT81975.1	#b5ff00
AZT81929.1	#00ff89
P03999.2	#5000d4
P04000.2	#bbff00
P0DN77.1	#5fff00
NP_000530.1	#00ff99
KAI4015720.1	#5000d4
KAI4001550.1	#c3ff00
KAI2601336.1	#69ff00
KAI2601331.1	#97ff00
ALC78883.1	#00ff99
AKR04379.1	#00ff99
CAA92342.1	#c3ff00
AAI71754.1	#5fff00
AIK20539.1	#00ff99
AAL31362.1	#5000d4
XP_025762987.1	#4fff00
XP_003448804.1	#610061
XP_003448394.1	#00baff
XP_003448392.1	#36ff00
XP_003442679.1	#005fff
XP_003442678.1	#4b00d8
XP_003442677.1	#baff00
XP_003439053.1	#00ff7c
ADW80529.1	#4b00d8
ADW80526.1	#2dff00
ADW80524.1	#00faff
AGI97194.1	#5800cc
AGI97193.1	#5800cc
AGI97192.1	#5800cc
XP_012520226.1	#6d00a6
XP_012517499.1	#a8ff00
XP_012510626.1	#00ff8d
XP_039657396.1	#00fff4
XP_039654314.1	#00ecff
XP_039652756.1	#00ff1d
XP_039636420.1	#00a2ff
QGW08864.1	#bdff00
QGW08859.1	#610061
QGW08853.1	#15ff00
AVR48164.1	#00ff2d
AVR48162.1	#00ff41
NP_001274761.1	#00ff8e
NP_001273254.1	#c3ff00
NP_001273246.1	#31ff00
XP_005941617.1	#24ff00
XP_005938994.1	#00ff77
XP_005927576.1	#4aff00
XP_005927575.1	#00ffea
XP_005915344.1	#4700dc
NP_001273231.1	#004cff
ART30095.1	#6e0083
ART30094.1	#610061
ART30093.1	#0700fd
ART30092.1	#8eff00
ART30090.1	#610061
ART30089.1	#0700fd
ART30082.1	#8eff00
ART30073.1	#610061
XP_050866666.1	#00ff2f
XP_050869610.1	#610061
XP_050858377.1	#3000eb
KPI94663.1	#3e00e3
XP_013168193.1	#3f00e1
XP_013165248.1	#6e00a4
XP_013165247.1	#4d00d6
BAA31723.1	#e3ff00
BAA31722.1	#87ff00
BAA31721.1	#8eff00
O35478.2	#6cff00
XP_047390763.1	#00ff46
XP_047417654.1	#1200fa
ABC26408.1	#1200fa
XP_039367007.1	#b6ff00
XP_039366258.1	#001cff
XP_039403751.1	#00ffa8
XP_039394138.1	#00ffc3
XP_039375912.1	#610061
ABF66145.1	#71ff00
ABF66142.1	#00ffd2
ABF66139.1	#00ffab
ABF66136.1	#610061
AKS10573.1	#00ff9f
UZQ18774.1	#00ff68
AKI33350.1	#00ff5d
QGW08855.1	#38ff00
QGW08844.1	#00ff65
AJD38782.1	#5900ca
AJD38714.1	#4d00d6
AJD38713.1	#0037ff
CAD23115.1	#0045ff
AJD38799.1	#000fff
XP_015256495.1	#34ff00
XP_015256494.1	#00ff3c
XP_015256493.1	#00ffe6
XP_015250230.1	#00ff6d
XP_015243230.1	#610061
XP_015239256.1	#00ff94
XP_015254461.1	#c7ff00
XP_015254357.1	#6f00a0
QWV42696.1	#5cff00
QWV42695.1	#610061
WIU64933.1	#610061
2005409A	#0dff00
AVR48139.1	#00ffe1
UJY64326.1	#610061
QIW86051.1	#2eff00
QIW86050.1	#45ff00
QIW86049.1	#77ff00
QIW86048.1	#58ff00
QIW86047.1	#ff9900
QIW86046.1	#fff000
QIW86045.1	#41ff00
QIW86043.1	#46ff00
QIW86042.1	#9aff00
QIW86041.1	#7dff00
QIW86037.1	#a8ff00
QIW86036.1	#70ff00
QIW86035.1	#5eff00
QIW86034.1	#00aaff
QIW86033.1	#00a7ff
QIW86032.1	#47ff00
QIW86031.1	#00b9ff
QIW86030.1	#00e1ff
QIW86029.1	#69ff00
QIW86028.1	#00fff3
QIW86027.1	#00eeff
QIW86026.1	#00aaff
QIW86025.1	#17ff00
QIW86023.1	#7cff00
AUC64078.1	#0085ff
AUC64077.1	#ff9800
ABG37007.1	#7bff00
ABG37009.1	#c5ff00
ABG37008.1	#ffb500
XP_035858407.1	#abff00
XP_035858406.1	#afff00
XP_031143585.1	#00ffbe
XP_031172674.1	#00fcff
XP_031172275.1	#00ff60
XP_031162516.1	#00fbff
XP_031157338.1	#00ff3c
XP_031135373.1	#abff00
XP_031681296.1	#00ff00
XP_020339289.2	#00ffe7
XP_031681294.1	#00ffc4
XP_031681293.1	#00f5ff
XP_031652556.1	#8bff00
XP_031652469.1	#b6ff00
XP_031671337.1	#beff00
XP_020314953.1	#00ff6f
XP_020339290.1	#07ff00
XP_020347991.1	#3800e6
AAP58340.1	#5500cf
AAP58339.1	#610061
AAP58338.1	#07ff00
AAP58337.1	#00ff6f
AAP58336.1	#b6ff00
ABC25003.1	#00ffc4
NP_001075314.1	#91ff00
XP_001502785.2	#6e00a2
XP_070093338.1	#00ff92
XP_023475702.2	#00ff90
XP_003213023.1	#00ff17
XP_003210259.1	#00ff79
AVR48116.1	#00ff77
XP_040178874.1	#2a00ee
XP_040178873.1	#a0ff00
XP_040214793.1	#00ff83
XP_040199136.1	#610061
XP_048714452.2	#00ffb0
XP_048682653.1	#00ff95
XP_048692751.1	#610061
NP_001084114.1	#a0ff00
NP_001080517.1	#00ff85
NP_001079121.1	#4700db
NP_001082611.1	#1400f9
XP_041429297.1	#00ff73
XP_018088887.1	#00ff19
XP_018087432.1	#005bff
AAR24539.1	#0069ff
AAB27128.2	#00ff85
AAC42232.1	#00ff85
WBO25995.1	#5600ce
WBO25994.1	#610061
WBO25993.1	#00caff
WBO25992.1	#3aff00
WBO25991.1	#00ffb6
WBO25990.1	#a1ff00
AEO00744.1	#00ffb6
AEO00738.1	#a1ff00
AEO00714.1	#0094ff
ADA77660.1	#00ff8d
AVR48096.1	#00ffa7
AVR48095.1	#00ffab
AVR48093.1	#00ffa7
ABS89282.1	#0093ff
ABS89281.1	#610061
ABS89280.1	#9bff00
ABS89279.1	#0eff00
ABS89278.1	#00ff3c
NP_001070172.1	#610061
NP_001070170.1	#c4ff00
NP_001070164.1	#00ff55
NP_001070163.1	#00ff79
NP_001070165.1	#000eff
XP_072773898.1	#610061
XP_033977647.1	#a6ff00
XP_033995327.1	#00ddff
XP_033994711.1	#00ddff
XP_033982463.1	#00ff96
AAC05633.1	#78ff00
QCB20395.1	#00f3ff
QCB20311.1	#00ff17
QCB20260.1	#00f7ff
AUS89454.1	#006cff
AUS89453.1	#0f00fb
AUS89450.1	#00ffb1
AUS89449.1	#aaff00
AJD38900.1	#1200fa
BAE66717.1	#00ff73
XP_021402651.1	#610061
XP_021398204.1	#00ff9d
XP_021391634.1	#00ff55
XP_050866666.1	#00ff2f
XP_050869610.1	#610061
XP_050858377.1	#3000eb
NP_001267787.1	#00ffb7
NP_001267791.1	#aaff00
NP_001267788.1	#5400d0
XP_026720308.1	#00ff89
XP_026712941.1	#00ff5d
XHY98919.1	#cdff00
XP_020770535.2	#3400e9
XP_020747523.1	#63ff00
XP_020728233.1	#00ffa2
P51472.1	#1d00f5
P22332.2	#b7ff00
XP_025843883.1	#a9ff00
XP_025866674.1	#6300bd
ARO86048.1	#610061
ARO86021.1	#71ff00
ARO85994.1	#00baff
QPZ85635.1	#33ff00
QPZ85634.1	#32ff00
QPZ85630.1	#31ff00
QPZ85625.1	#0b00fc
QPZ85613.1	#00ffee
PSN42564.1	#610061
PSN33891.1	#a2ff00
XP_032827541.1	#7aff00
XP_032827379.1	#00ff95
QCB20396.1	#00f4ff
QCB20361.1	#1200fa
QCB20338.1	#b4ff00
QCB20312.1	#2cff00
QCB20261.1	#00fbff
QCB20246.1	#0062ff
XP_059703677.1	#610061
XP_059728382.1	#000eff
XP_059728321.1	#c4ff00
XP_059723505.1	#00ff55
XP_059712882.1	#00ff79
XP_041092024.1	#00ff74
XP_041084134.1	#00ff6d
XP_041127161.1	#00d9ff
XP_041130833.1	#00ff2f
AVR48104.1	#00ffb0
AHA48203.1	#610061
AHA48192.1	#85ff00
AHA48180.1	#1700f8
XP_059394338.1	#9eff00
XP_059393528.1	#00ffc2
XP_059393459.1	#0016ff
XP_059385526.1	#a7ff00
XP_059385525.1	#0008ff
XP_059379648.1	#00ff96
XP_059367016.1	#610061
XP_059358934.1	#00ff90
XP_059426687.1	#0aff00
XP_059415967.1	#00dfff
XP_059415966.1	#00ff60
AAC47083.1	#8dff00
AAC05092.1	#610061
BAB55453.1	#abff00
BAB55452.1	#00ff6e
BAB79499.1	#610061
BAB39378.1	#00aaff
ABC84497.1	#610061
ABC84496.1	#acff00
AVR48184.1	#00ff2d
NP_001267052.1	#610061
XP_003494923.1	#6800b5
XP_012237087.1	#8cff00
XP_012237085.1	#4cff00
AHA48201.1	#610061
AHA48189.1	#6dff00
AHA48171.1	#0024ff
XP_013769672.1	#004bff
XP_005746429.1	#004cff
XP_005746428.1	#4700dc
XP_005746427.1	#c2ff00
XP_005740576.1	#00ff89
XP_005735242.1	#25ff00
XP_005734277.1	#610061
XP_005724528.1	#33ff00
XP_005724527.1	#00ffea
XP_005724526.1	#4aff00
BAG56593.1	#a5ff00
AAW34328.1	#00ff89
XP_055690820.1	#3600e7
XP_055689643.1	#610061
XP_039367007.1	#b6ff00
XP_039366258.1	#001cff
XP_039403751.1	#00ffa8
XP_039394138.1	#00ffc3
XP_039375912.1	#610061
KOX70597.1	#00d1ff
KOX69883.1	#47ff00
KOX69882.1	#4fff00
KOX68034.1	#610061
AGI97211.1	#5400d0
AGI97210.1	#5400d0
AGI97209.1	#5400d0
AGI97208.1	#008bff
AGI97207.1	#5400d0
AGI97206.1	#5400d0
AGI97205.1	#008bff
XP_046969698.1	#00ffe1
AAP49025.2	#610061
AAP49026.2	#0023ff
AAL59879.2	#9eff00
AAX11259.1	#610061
AAX11257.1	#a8ff00
P35358.1	#79ff00
P35357.1	#009aff
AAG61163.1	#610061
XP_064289254.1	#00ff79
XP_064255228.1	#00ff55
AJD38824.1	#6000c1
BAU71686.1	#610061
BAU71685.1	#3fff00
ACC77718.1	#610061
ABY84504.1	#004fff
ABI97866.1	#9aff00
AAC12763.1	#00e0ff
ADJ54170.1	#610061
ADJ54169.1	#610061
ADI72250.1	#2eff00
ADI72139.1	#0040ff
QDR50941.1	#8bff00
QDR50940.1	#0600fe
QDR50939.1	#6a0075
QDR50938.1	#610061
ART30047.1	#610061
ART30045.1	#8bff00
ART30039.1	#690070
ART30038.1	#0600fe
ART30033.1	#8bff00
ADN96774.1	#690070
ADN96766.1	#00caff
ADN96753.1	#0600fe
ACC77726.1	#8bff00
AAY16530.1	#0600fe
ADA77657.1	#00ff8d
XP_041597999.1	#a9ff00
XP_041619878.1	#00ff84
XP_041583914.1	#6300bd
WWQ50564.1	#00ff4b
WWQ50528.1	#00e2ff
WWQ50493.1	#5200d2
WWQ50421.1	#610061
XXQ17499.1	#00fff5
XXQ17498.1	#36ff00
XP_014881004.1	#610061
XP_014916209.1	#0300ff
XP_014916208.1	#6e00a3
XP_014905008.1	#2eff00
XP_014904171.1	#a5ff00
XP_014902744.1	#00ff85
XP_014897888.1	#00dbff
XP_014897886.1	#2dff00
XP_014882994.1	#00eaff
AEQ53951.1	#2dff00
AEQ53935.1	#60ff00
AVR48191.1	#00ff98
AVR48189.1	#00ffb9
NP_001117794.1	#3700e7
NP_001117795.1	#04ff00
NP_001117793.1	#610061
NP_001117792.1	#c2ff00
XP_036812510.1	#beff00
XP_036839803.1	#00fbff
XP_036839802.1	#00fbff
XP_021471198.1	#0eff00
XP_021465991.1	#00ffeb
XP_021465987.1	#00ffc4
NP_001117791.1	#00ff6f
KAL2807162.1	#00ff84
KAL2777651.1	#610061
KAL2767968.1	#82ff00
ABR53751.1	#610061
ABR53750.1	#610061
XP_068780205.1	#ccff00
XP_068780204.1	#001eff
XP_068780203.1	#0019ff
XP_068780201.1	#0019ff
XP_068763062.1	#00ff72
XP_068799394.1	#610061
XP_009670124.1	#00ff7b
XP_009670123.1	#00ff63
BAD14290.1	#6600b9
XP_062248717.1	#00ff41
XP_062238255.1	#610061
XP_062258971.1	#00ceff
XP_062258959.1	#00f0ff
XP_062258949.1	#00f0ff
XP_062258940.1	#00f0ff
XP_062258931.1	#00f5ff
XP_062258918.1	#2aff00
XP_062251796.1	#008aff
XP_062251782.1	#0069ff
XP_062251772.1	#5d00c5
XP_062251759.1	#88ff00
XP_062268214.1	#00ffe6
XP_026737245.1	#610061
QDQ16906.1	#00b8ff
QDQ16902.1	#0a00fd
QDQ16901.1	#610061
AAU07978.1	#c9ff00
ART29913.1	#6e007f
ART29912.1	#610061
ART29911.1	#0700fd
ART29910.1	#8eff00
ART29908.1	#610061
NP_001269750.1	#6c0078
NP_001296977.1	#0043ff
NP_001296978.1	#00ff71
XP_064930866.1	#00ff7c
PKK23328.1	#00faff
AAD38036.1	#c4ff00
AAD32242.1	#00ff6f
XP_036254474.1	#00ff55
XP_036256714.1	#610061
XP_036246843.1	#00ff6e
XP_036261854.1	#c4ff00
XP_036261852.1	#000eff
XP_068996374.1	#00ffae
XP_068996373.1	#00ffa4
XP_069001562.1	#610061
XP_069028456.1	#00fbff
XP_069000294.1	#22ff00
XP_069000275.1	#28ff00
XP_069015245.1	#7fff00
XP_069015120.1	#0a00fc
XP_069015008.1	#5900cb
AHA48200.1	#610061
AHA48188.1	#6eff00
AHA48170.1	#0018ff
XP_015176771.1	#610061
XP_015175605.1	#0cff00
XP_015173428.1	#000bff
AVR48137.1	#00ffe1
QDR51015.1	#60ff00
QDR51014.1	#0020ff
QDR51013.1	#610061
AAD11965.1	#610061
AAD11964.1	#60ff00
AAD11966.1	#0020ff
AAP13016.1	#97ff00
AAC12766.1	#00ff89
XP_069687170.1	#610061
XP_069687169.1	#610061
XP_069687168.1	#610061
XP_069685090.1	#00d5ff
XP_069685089.1	#6c00aa
XP_069676605.1	#82ff00
NP_001267588.1	#00f3ff
XP_019789203.1	#57ff00
XP_004311163.2	#4c00d8
AVR48155.1	#00ffb0
AWC68212.1	#86ff00
XP_049860406.1	#610061
XP_049840865.1	#00feff
CAA56377.1	#67ff00
CAA56378.1	#00aaff
AVR48191.1	#00ff98
AVR48189.1	#00ffb9
XP_037303817.2	#abff00
XP_037304244.2	#00ff2d
XP_037317418.2	#610061
XP_037334249.2	#00ffad
XP_037304245.1	#00ff42
XP_037304052.1	#0034ff
BBH55934.1	#00ff5b
BBH55933.1	#00ff88
BCK34764.1	#610061
BCK34754.1	#0033ff
BCK34744.1	#76ff00
BAP11265.1	#8dff00
BAP11264.1	#0034ff
BAP11263.1	#610061
XP_046397157.1	#610061
XP_046390612.1	#6d00a5
XP_046385026.1	#6300bd
XP_071893658.1	#6d00a7
XP_027300704.1	#00ff2c
XP_005012111.1	#00ff82
BAU71684.1	#620063
BAU71683.1	#62ff00
QDQ16906.1	#00b8ff
QDQ16902.1	#0a00fd
QDQ16901.1	#610061
AAU07978.1	#c9ff00
CAD23115.1	#0045ff
XP_076963770.1	#28ff00
XP_076962366.1	#00ff66
XP_076718396.1	#0600fe
NP_001269192.1	#28ff00
XP_021578082.1	#0600fe
XP_021578081.1	#001cff
XP_005333841.1	#00ff66
QNS17640.1	#37ff00
QNS17639.1	#00a2ff
AAP57197.2	#0032ff
AAP57200.1	#bcff00
AAP57199.1	#37ff00
AAP57198.1	#00ff6d
AAP57196.1	#700090
AAP57195.1	#610061
AAP57201.1	#bfff00
AJD38782.1	#5900ca
XP_052120366.1	#54ff00
XP_026279762.1	#610061
KAE8750304.1	#daff00
KAE8750303.1	#a5ff00
KAE8740356.1	#610061
KAE8736982.1	#4100e0
QPZ85618.1	#003dff
QPZ85614.1	#00ff09
QPZ85606.1	#00ffb1
XP_013189733.2	#00d5ff
QPF71149.1	#610061
QPF71148.1	#53ff00
P35361.1	#17ff00
P35360.1	#1aff00
NP_001301067.1	#70008e
XP_022251239.1	#00ff39
XP_022247174.1	#00ffb1
XP_022240090.1	#700092
XP_022241099.1	#00bdff
ANF89422.1	#700092
XP_045394181.1	#81ff00
XP_045407474.1	#00ff81
XP_045420144.1	#6d00a8
AVR48130.1	#00ffdb
XP_008069734.1	#aeff00
XP_008061781.1	#6500b9
XP_008046011.1	#00ff88
APP17987.1	#6300bc
APP17986.1	#6500b9
CAA77257.1	#00ff8a
NP_999386.1	#00ff92
NP_999255.1	#4a00d9
NP_001011506.1	#b5ff00
AMP19648.1	#42ff00
ACB99465.1	#66ff00
ACB99463.1	#27ff00
AQZ42275.1	#2aff00
AQZ42175.1	#00ff85
XP_073456345.1	#3100eb
XP_073456344.1	#b1ff00
XP_073447859.1	#00ff8e
XP_073475389.1	#610061
UVC66216.1	#6300be
UVC66188.1	#00fff8
UVC66187.1	#30ff00
QPZ85631.1	#30ff00
QPZ85627.1	#2bff00
QPZ85622.1	#000eff
QPZ85610.1	#00ff8a
AAB39524.1	#00ff8a
XP_017323575.1	#00ff71
XP_017323342.1	#00ff99
XP_017352009.1	#1aff00
XP_017352008.1	#cfff00
AHH38144.1	#1aff00
Q25158.1	#00d0ff
Q25157.1	#00fffb
BAD14291.1	#6f009e
XP_037922073.1	#00ffde
XP_037908911.1	#00a9ff
XP_037908910.1	#0096ff
XP_037908909.1	#008dff
XP_037906577.1	#610061
XP_037906576.1	#610061
XP_037906575.1	#610061
XP_037906574.1	#67006b
QCB20394.1	#00faff
QCB20360.1	#1200fa
QCB20337.1	#b4ff00
QCB20310.1	#00ff17
QCB20259.1	#00f7ff
QCB20245.1	#0062ff
XP_069580247.1	#610061
XP_069569879.1	#00fbff
XP_069546767.1	#20ff00
XP_069546765.1	#28ff00
XP_069580166.1	#00ffab
XP_069580158.1	#00ff9c
XP_069570301.1	#0a00fc
XP_069570289.1	#5900cb
XP_069570004.1	#7fff00
P35358.1	#79ff00
P35357.1	#009aff
AAG61163.1	#610061
BAE19946.1	#0026ff
BAE19945.1	#5200d1
BAE19944.1	#610061
BAD66860.1	#7fff00
ACB45447.1	#00f9ff
P51471.1	#00ffd3
P41592.1	#caff00
NP_001278316.1	#00fff8
XP_062839456.1	#610061
XP_008102120.2	#6f009b
XP_003216951.2	#1000fa
AAD32621.1	#610061
AAA62614.1	#00fff8
AAD42779.1	#1000fa
XP_042586308.1	#00ff98
XP_042582223.1	#00ff61
XP_042590051.1	#0016ff
XP_018933433.2	#a3ff00
XP_042618909.1	#00ff98
XP_042614605.1	#00ff57
XP_018960637.1	#00caff
CAA96518.1	#00ff96
AAB06368.1	#00ff98
BAC76806.1	#00ff58
BAC78823.1	#610061
BAC78822.1	#0006ff
BAC76807.1	#00ff57
BAB32496.1	#a3ff00
XP_068916041.1	#6f008a
XP_068916040.1	#6f008a
XP_068901576.1	#610061
XP_068901565.1	#610061
QLH90100.1	#610061
QHF16563.1	#57ff00
APY20671.1	#57ff00
CAD23112.1	#0020ff
XP_029345627.1	#0089ff
XP_029345445.1	#00c4ff
XP_029347004.1	#6f009d
XP_029347951.1	#00ff09
XP_001951613.2	#6f009d
XP_001951588.1	#2500f1
AWM72033.1	#71ff00
AWM72031.1	#00ff98
XP_063537603.1	#008eff
