feature,p_value,score,gbr,et,lgbm,xgb,rf,mean
p54_NCI,1.9924501095069447e-06,23.36020321148959,0.0,8.562751221234419e-05,0.03571428571428571,0.0,0.004469682391904147,0.008053919123680442
p54_H3,0.9484932440391388,0.004178860939492443,0.0,0.0,0.0,0.0,0.0,0.0
p54_MASS,7.854232892698419e-16,71.23204868283351,0.0018417510967818917,0.0008743585725227214,0.0,0.0,0.020084602066673663,0.004560142347195656
p55_H1,8.385060157273277e-10,39.76733649434656,0.0,2.742141743105617e-05,0.03571428571428571,2.7707537e-07,0.07252466455737044,0.021653329752891925
p55_NCI,0.0017244887225487371,9.97107904868848,5.3229613258518716e-05,0.00011714002591373097,0.0,0.0,0.010928770082243966,0.0022198279442832433
p55_H3,1.2717803775090882e-20,98.16395555343352,0.0,1.2446846438149929e-06,0.0,0.0,0.02162599898193389,0.004325448733315541
p55_MASS,0.0004520158237851292,12.534206363268838,5.114118974385775e-05,3.749116268968975e-05,0.0,0.0,0.014429990415731595,0.0029037245536330286
p56_H1,0.6294244114868837,0.23324122856489451,0.0,0.0,0.0,0.0,0.0,0.0
p56_NCI,9.730929332135077e-17,76.19853676717052,0.0,0.000975713718069376,0.10714285714285714,1.1360002e-06,0.015755627345295536,0.024775066841274576
p56_H3,0.12122212071888787,2.412845042661531,0.0,0.0,0.0,0.0,0.0,0.0
p56_MASS,0.2948001720793495,1.1007738168877654,0.0,0.0,0.0,0.0,0.0,0.0
p57_H1,4.973853443085893e-09,35.92863319893274,0.00010734002818195373,0.0001649510450741005,0.07142857142857142,0.0003392548,0.006409279517780536,0.0156898793629432
p57_NCI,5.32751209346152e-06,21.3537647090882,3.110451317384982e-05,0.00025192583299064284,0.03571428571428571,8.012741e-06,0.0056449256171658205,0.00833005088374142
p57_H3,0.0004853490389372756,12.3966617003181,0.0,3.948907280940669e-05,0.0,0.0,5.599285653727451e-05,1.909638586933624e-05
p57_MASS,0.0005837939594896833,12.040313587010441,0.00012128538305835348,0.00020879904281913367,0.0,1.5407619e-05,0.0032416388874589052,0.000717426186422378
p58_H1,0.00015758635374656072,14.586880432501495,0.0,9.067966400158697e-05,0.0,0.0,0.007360456512720758,0.001490227235344469
p58_NCI,0.0026258673153664223,9.178356863452263,0.0,0.00105642567665804,0.0,0.0,0.0005476810524579497,0.000320821345823198
p58_H3,0.0003446593598195132,13.059665223685782,0.0,9.136110751856532e-05,0.0,0.0,0.03291428679881713,0.00660112958126714
p58_MASS,0.06423103188238652,3.4457618993230805,0.0,0.0,0.0,0.0,0.0,0.0
p59_H1,0.009687468361486587,6.7635171357243555,0.0,0.005774507972774211,0.0,0.0,0.01207983407349236,0.0035708684092533144
p59_NCI,0.22773396737556104,1.4599323920955682,0.0,0.0,0.0,0.0,0.0,0.0
p59_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p59_MASS,0.48081013529380656,0.498060156098608,0.0,0.0,0.0,0.0,0.0,0.0
p60_H1,5.059367629969621e-14,61.5078433497061,0.0,0.00018099883307856588,0.14285714285714285,9.100209e-06,0.011247428108973497,0.030858934001709797
p60_NCI,0.031405769556656395,4.667066340411189,3.821769545926385e-06,0.0001309802245484952,0.03571428571428571,3.0010922e-06,0.0064342232928556444,0.00845726241868353
p60_H3,3.277976600546525e-05,17.694404170867415,0.0,5.563074701577438e-05,0.0,0.0,0.0053739664493759305,0.001085919439278341
p60_MASS,0.29422470969959547,1.1034048756171952,0.0,0.0,0.0,0.0,0.0,0.0
p61_H1,0.4297063138253302,0.6250256688930719,0.0,0.0,0.0,0.0,0.0,0.0
p61_NCI,0.3375588821180995,0.9221374367206489,0.0,0.0,0.0,0.0,0.0,0.0
p61_H3,0.4287445479221148,0.6276386030830684,0.0,0.0,0.0,0.0,0.0,0.0
p61_MASS,0.013251331355413594,6.196482384366604,0.0,6.207261535674242e-05,0.0,0.0,0.026687112515756565,0.005349837026222661
p62_H1,0.8443404884881545,0.038606835060544284,0.0,0.0,0.0,0.0,0.0,0.0
p62_NCI,0.8153774408955154,0.054599594285681174,0.0,0.0,0.0,0.0,0.0,0.0
p62_H3,0.701065156825589,0.14760122846664137,0.0,0.0,0.0,0.0,0.0,0.0
p62_MASS,0.6135798060348543,0.25543981172318075,0.0,0.0,0.0,0.0,0.0,0.0
p63_H1,0.06686700614366736,3.378722013605419,0.0,0.0,0.0,0.0,0.0,0.0
p63_NCI,8.519879545849893e-09,34.77730483424213,0.0002126330814057915,0.0003951633954070773,0.35714285714285715,3.240279e-06,0.0074685545753713535,0.07304448969481961
p63_H3,0.8943803665161936,0.017651095778173694,0.0,0.0,0.0,0.0,0.0,0.0
p63_MASS,0.4475331078791829,0.5781575379731811,0.0,0.0,0.0,0.0,0.0,0.0
p64_H1,0.024108414769510058,5.13008653387521,0.0,0.0006599770278451126,0.25,4.2194623e-07,0.014404706223461735,0.05301302103950647
p64_NCI,0.07290632366598358,3.235261129683218,0.0,0.0,0.0,0.0,0.0,0.0
p64_H3,0.030798398856010795,4.701070204791719,0.0,0.0003377393051197817,0.03571428571428571,3.8702478e-07,0.004109016184295382,0.00803228564569693
p64_MASS,0.17402769532961584,1.8552324398981042,0.0,0.0,0.0,0.0,0.0,0.0
p65_H1,0.19496093415224347,1.685994878588477,0.0,0.0,0.0,0.0,0.0,0.0
p65_NCI,0.007009597071279201,7.354715740644642,0.0,0.00020573266917099629,0.0,5.0252163e-07,0.02195756949869038,0.0044327609378982035
p65_H3,0.2976509287029732,1.087836600029362,0.0,0.0,0.0,0.0,0.0,0.0
p65_MASS,1.481812292260985e-08,33.59785989847044,0.05886722279945087,0.021058776540660917,0.03571428571428571,0.32234746,0.46676902794319125,0.18095135503497306
p66_H1,0.24682856077763207,1.345537085241814,0.0,0.0,0.0,0.0,0.0,0.0
p66_NCI,0.2952011041074415,1.0989446199820645,0.0,0.0,0.0,0.0,0.0,0.0
p66_H3,0.7958469146311984,0.06703824541646809,0.0,0.0,0.0,0.0,0.0,0.0
p66_MASS,0.2532353195597921,1.309556163869457,0.0,0.0,0.0,0.0,0.0,0.0
p67_H1,0.2876752526750517,1.1338218486080394,0.0,0.0,0.0,0.0,0.0,0.0
p67_NCI,0.6748198628452561,0.17630350606285428,0.0,0.0,0.0,0.0,0.0,0.0
p67_H3,0.9666216443294857,0.0017535068234709396,0.0,0.0,0.0,0.0,0.0,0.0
p67_MASS,0.4275155330367274,0.6309905400933774,0.0,0.0,0.0,0.0,0.0,0.0
p68_H1,0.40941497916275926,0.6820899142826642,0.0,0.0,0.0,0.0,0.0,0.0
p68_NCI,0.44782562805611337,0.5774125614989853,0.0,0.0,0.0,0.0,0.0,0.0
p68_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p68_MASS,0.9659920302881209,0.0018203239858711722,0.0,0.0,0.0,0.0,0.0,0.0
p69_H1,0.0013556385860615386,10.427587871915424,0.0,4.0242545619014635e-05,0.0,3.5987134e-05,0.0004281646435884504,0.00010087886458995503
p69_NCI,0.10095165109730476,2.7042880511968863,0.0,0.0,0.0,0.0,0.0,0.0
p69_H3,6.894611305231463e-05,16.216101847482523,7.512888312696471e-05,0.0001561739979412051,0.0,0.0,0.0017702115612092512,0.0004003028884554842
p69_MASS,0.0011562947757501453,10.730356550403371,6.686194654679428e-05,8.864120687992864e-05,0.0,0.0,0.0011267335475298964,0.0002564473401913239
p70_H1,0.00985794728160679,6.731796815135412,0.0,5.386271995138923e-05,0.0,0.0,0.007896866370600705,0.0015901458181104187
p70_NCI,1.0923206496881926e-24,122.40383410721418,0.0,7.172031199994251e-05,0.0,0.0,0.048060817742466705,0.00962650761089333
p70_H3,3.818391216687648e-07,26.7680753773711,0.0,9.41070490005329e-05,0.0,0.0,0.0001899798547345579,5.681738074701816e-05
p70_MASS,0.022425632251784258,5.2577160148593185,0.0,0.0014773909746017718,0.0,0.0,0.051085278938064436,0.010512533982533242
p71_H1,0.01832281506082547,5.616099233831883,0.0,5.746207240859058e-05,0.0,3.6290996e-07,0.012067346358696765,0.002425034268212688
p71_NCI,9.500228235123073e-05,15.582426973917498,5.101096360417333e-07,4.7368986404160885e-05,0.0,0.0,0.03207786820652748,0.006425149460513537
p71_H3,3.5136734829703356e-05,17.55585305665104,0.0,0.00044325312308777186,0.0,0.0,0.017847283394674122,0.0036581073035523784
p71_MASS,0.005724310242149716,7.727463948786758,0.0,5.749502860180338e-05,0.0,0.0,0.017112389991411382,0.003433977004002637
p72_H1,0.3114377778572873,1.0274556450495602,0.0,0.0,0.0,0.0,0.0,0.0
p72_NCI,0.9395691409838168,0.005755403379147231,0.0,0.0,0.0,0.0,0.0,0.0
p72_H3,0.38908180252070124,0.7436073989057634,0.0,0.0,0.0,0.0,0.0,0.0
p72_MASS,0.9946854559662464,4.4428487858255864e-05,0.0,0.0,0.0,0.0,0.0,0.0
p73_H1,0.5122993717506592,0.43022126262612426,0.0,0.0,0.0,0.0,0.0,0.0
p73_NCI,0.4088454375813043,0.6837520540087226,0.0,0.0,0.0,0.0,0.0,0.0
p73_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p73_MASS,0.49568929289031305,0.4650985161796938,0.0,0.0,0.0,0.0,0.0,0.0
p74_H1,3.185433016310313e-08,31.974471811393464,0.0,0.00022564507907557406,0.0,6.002259e-05,0.008450209029322675,0.0017471753397461827
p74_NCI,9.305804729753763e-11,44.57047293366781,0.0,0.00027255474303664577,0.0,0.0,0.0018568194929207526,0.0004258748471914797
p74_H3,0.6328836029167649,0.22856026915412475,0.0,0.0,0.0,0.0,0.0,0.0
p74_MASS,0.009925390572157099,6.7194035670019066,0.0,0.00012816398779832516,0.03571428571428571,5.4613596e-05,0.0015465670580517472,0.007488726071256868
p75_H1,0.027832691929522136,4.877869214321036,0.0008575029939112773,0.0003228264261673609,0.14285714285714285,0.0004348022,0.004976460163460638,0.02988974692910366
p75_NCI,0.4650588438761689,0.5348304181099157,0.0,0.0,0.0,0.0,0.0,0.0
p75_H3,0.01990956461287331,5.468447248688465,0.0,9.796135543146603e-05,0.0,0.0,0.001685367954159454,0.000356665861918184
p75_MASS,0.08497423332970908,2.9835127361500158,0.0,0.0,0.0,0.0,0.0,0.0
p76_H1,0.9244932260637699,0.008994973155160391,0.0,0.0,0.0,0.0,0.0,0.0
p76_NCI,0.15124492435116982,2.0684306223542164,0.0,0.0,0.0,0.0,0.0,0.0
p76_H3,0.74817190043344,0.1032316626664525,0.0,0.0,0.0,0.0,0.0,0.0
p76_MASS,0.11160508362486783,2.543805956196356,0.0,0.0,0.0,0.0,0.0,0.0
p77_H1,0.7459016752097352,0.1051684222250769,0.0,0.0,0.0,0.0,0.0,0.0
p77_NCI,0.5086449693450443,0.43772668871482945,0.0,0.0,0.0,0.0,0.0,0.0
p77_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p77_MASS,0.0024462096418135584,9.311514733775661,0.0,0.00014256504546433007,0.0,0.0,0.004490174906242966,0.0009265479903414591
p78_H1,0.6836640631622903,0.16629957282883562,0.0,0.0,0.0,0.0,0.0,0.0
p78_NCI,0.059860089099603865,3.563697806037836,0.0,3.445939901675942e-05,0.0,0.0,6.030504206355501e-05,1.8952888216062885e-05
p78_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p78_MASS,0.4461094699412791,0.5817940377648951,0.0,0.0,0.0,0.0,0.0,0.0
p79_H1,2.65113878812204e-27,138.6888498195389,0.0,0.00020315805035385425,0.0,0.0,0.46234675392012703,0.09250998239409618
p79_NCI,1.0485182302615503e-32,174.14255029534567,0.0,0.00014527202178317146,0.0,0.0,0.11619489073939371,0.023268032552235376
p79_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p79_MASS,0.0015676936984724004,10.151667460242875,0.0,0.00013254937600444303,0.0,0.0,0.004787591579534263,0.0009840281911077412
p80_H1,1.544061743507691e-57,372.96357086455424,0.0,5.2036825903227964e-05,0.0,9.332829e-07,0.250121651276344,0.05003492427702479
p80_NCI,0.03080662064069226,4.700605230216982,0.0,0.0002543749235886799,0.0,1.7182558e-07,0.14031122997996745,0.028113155345826424
p80_H3,1.1879581440313784e-58,383.454465104174,0.0,4.055495342301951e-06,0.0,0.0,0.29485006341892,0.05897082378285247
p80_MASS,6.497551708967979e-42,240.57472305959263,0.0,0.00013022562424090878,0.0,7.824017e-07,0.04629312958328024,0.009284827521841184
p81_H1,0.005723361254127024,7.727769835977289,0.0,0.00019820137769141128,0.0,1.830125e-05,0.00739218774650221,0.001521738074988275
p81_NCI,0.09872199348896867,2.7402319624794953,0.0,0.0,0.0,0.0,0.0,0.0
p81_H3,0.7341022054129741,0.11555717741279886,0.0,0.0,0.0,0.0,0.0,0.0
p81_MASS,1.1462596303976778e-06,24.495493753072818,0.0,0.0005022150338201596,0.03571428571428571,1.4235645e-06,0.008280397935462118,0.00889966444961894
p82_H1,0.4219963732036188,0.6462241635169408,0.0,0.0,0.0,0.0,0.0,0.0
p82_NCI,7.559800483241147e-11,45.02802445503386,0.0019984648719360964,3.9580817728453924e-05,0.0,6.637689e-05,0.009113623053019255,0.0022436091261055498
p82_H3,0.9180646482062804,0.010597489884060162,0.0,0.0,0.0,0.0,0.0,0.0
p82_MASS,0.05277095955011033,3.776032356131334,0.0,0.0006691519078608792,0.03571428571428571,0.0,0.007146135203754765,0.008705914565180271
p83_H1,2.4345114847653113e-26,132.6269546012545,0.0,0.00015791812318049245,0.21428571428571427,3.4469105e-07,0.015849785532730115,0.046058752526534075
p83_NCI,4.362401930601427e-27,137.32066794575516,0.0,0.00028037881456599323,0.0,0.001993156,0.008969584908747408,0.00224862395230762
p83_H3,3.4582894930024634e-24,119.34971256621813,0.0,1.660233855413502e-06,0.0,0.0,0.008453856577813074,0.0016911033623336976
p83_MASS,5.808519216030791e-25,124.08602329095525,0.0,0.00012514973592802538,0.0,0.0,0.017552990402048465,0.003535628027595298
p84_H1,0.02469773830460557,5.08757329549014,0.0003803678206737601,0.0036968258652696393,0.17857142857142858,3.0324916e-05,0.024611484317671805,0.04145808629825362
p84_NCI,0.0019524773984470843,9.736323097771796,0.00028788745927394935,0.0026743934054803942,0.03571428571428571,2.8204347e-06,0.006366888312574737,0.009009255065263316
p84_H3,0.5177740920670886,0.41915003355784597,0.0,0.0,0.0,0.0,0.0,0.0
p84_MASS,3.4352998955503294e-20,95.66669952968348,5.2375401931625405e-05,0.0042855834402893795,0.07142857142857142,0.00021012266,0.02701253732902462,0.020597838051248686
p85_H1,6.355755850478882e-10,40.368925296630465,0.0017022844806651683,0.0015367636430789532,0.42857142857142855,2.3360813e-05,0.02738149680239331,0.09184306686219909
p85_NCI,5.041988055770654e-05,16.83687012498471,0.0010935098851787034,0.0005576929288439841,0.0,0.0002202935,0.010110652580695923,0.0023964297788030284
p85_H3,0.5868066545894992,0.2958909975317989,0.0,0.0,0.0,0.0,0.0,0.0
p85_MASS,0.00020434318197815512,14.07812121206398,0.00017674621157259915,0.00028116244891782777,0.0,0.0,0.009724199694775617,0.0020364216710532087
p86_H1,2.119768019852014e-23,114.58517800729652,0.03571590240336759,0.007754442902595879,0.75,0.0035041107,0.09287850208981178,0.17797059162576448
p86_NCI,1.2472002777330496e-16,75.60511748018632,7.67937939221837e-05,0.0024644398230103523,0.0,2.5924659e-05,0.05818860916670807,0.012151153488525097
p86_H3,2.199026267615597e-11,47.75963394122961,0.005066629055050771,0.02216795109371427,0.0,0.0,0.03637084953306175,0.012721085936365359
p86_MASS,0.9720535937119421,0.0012290042824374516,0.0,0.0,0.0,0.0,0.0,0.0
p87_H1,0.16496630082332955,1.9359669926598368,0.0,0.0,0.0,0.0,0.0,0.0
p87_NCI,6.335006101569627e-07,25.718956805395855,0.0,0.0003371996775560794,0.0,0.0,0.00672022474352999,0.001411484884217214
p87_H3,1.2803249834072718e-06,24.267940380484468,0.0,3.17665789095052e-06,0.0,0.0,0.00018299155396939962,3.723364237207003e-05
p87_MASS,0.8511753125911157,0.03525154738251548,0.0,0.0,0.0,0.0,0.0,0.0
p88_H1,0.017758121976958613,5.671872092352803,0.00019524604816314583,0.00014467850004749904,0.07142857142857142,5.9142843e-05,0.0104781715835847,0.016461162080750075
p88_NCI,0.08075016749891577,3.066964238562004,0.0,0.0,0.0,0.0,0.0,0.0
p88_H3,2.6817702686247776e-11,47.319159987860395,0.0,2.3832315908978787e-05,0.0,0.0,0.0058467784112545525,0.0011741221454327063
p88_MASS,0.07278707062335502,3.237968398488779,0.0,0.0,0.0,0.0,0.0,0.0
p89_H1,0.0499520551919327,3.8690472330004795,0.0,0.0011602972964080242,0.21428571428571427,0.0,0.10622504016046164,0.06433421034851679
p89_NCI,0.024971891512628124,5.068155297540791,0.00012809737564484705,0.0005227080314960338,0.07142857142857142,0.0,0.013380141506919891,0.01709190366852644
p89_H3,0.3354935662994646,0.9300643696930836,0.0,0.0,0.0,0.0,0.0,0.0
p89_MASS,1.8113820575507983e-09,38.10093632116891,0.0,0.00011862255471548561,0.0,0.0,0.005133261204053367,0.0010503767517537706
p90_H1,3.517784803688762e-50,307.3072373757654,0.0,0.0008834203515618187,0.25,0.0,0.41753225412873524,0.1336831348960594
p90_NCI,2.667371002180202e-05,18.106303394256628,0.005360156682990881,0.001114650412130087,0.0,0.0074036126,0.029392852219268725,0.00865425438337836
p90_H3,1.7242202165810545e-50,309.9474972523835,0.0,0.0002764597645963844,0.0,0.0,0.04482813831686694,0.009020919616292665
p90_MASS,0.0021394917922012515,9.563739850752013,0.0,0.0022526174136876876,0.0,0.0,0.021179092087964545,0.004686341900330447
p91_H1,8.328825027745396e-11,44.81462858993944,0.0,0.008681572720140774,0.03571428571428571,0.0,0.02174211336723222,0.01322759436033174
p91_NCI,3.0664499704504444e-28,144.659303862923,0.0,0.0019902525732778983,0.07142857142857142,0.0,0.12471480510171168,0.0396267258207122
p91_H3,7.417709120360319e-10,40.03333515397571,0.0,0.00016823382847759038,0.0,0.0,0.0064988119046829945,0.001333409146632117
p91_MASS,0.2239467765645071,1.4840046282882484,0.0,0.0,0.0,0.0,0.0,0.0
p92_H1,5.503693074684057e-29,149.46592973556662,0.0,1.4448306638833978e-05,0.0,7.680678e-05,0.004472029434973628,0.0009126569036490966
p92_NCI,0.15081319742235494,2.0728183408237495,0.0,0.0,0.0,0.0,0.0,0.0
p92_H3,2.2709159065114473e-18,85.2897421018519,0.0,0.00011529379193208636,0.0,0.0,0.008073952557246869,0.0016378492698357911
p92_MASS,1.573593524894579e-21,103.4622267668061,2.4741986317816814e-05,2.683911806555353e-05,0.0,0.0,0.017141193539513606,0.0034385549287793958
p93_H1,6.21095596141871e-16,71.78725824449886,0.0007792600454988095,0.0019641760926467702,0.03571428571428571,0.00094289077,0.044571173284234315,0.016794357180362207
p93_NCI,0.003055777760934368,8.894123279547891,0.0,0.0021629738468637283,0.17857142857142858,0.0004429502,0.03885104734590014,0.044005679992942956
p93_H3,5.597065871627445e-13,56.006443081342454,0.00045334852615273836,0.023058068118820777,0.0,0.0,0.03341982688864082,0.011386248706722868
p93_MASS,0.21578933727672103,1.5375576291671387,0.0,0.0,0.0,0.0,0.0,0.0
p94_H1,3.852166880497223e-54,341.87871458272286,0.0013497562418084824,0.00419130113093975,0.17857142857142858,0.0,0.3385287641299787,0.1045282500148311
p94_NCI,9.308627887124814e-31,161.07038644653716,0.0008495267644620707,0.0019327011352312702,0.03571428571428571,0.0019748074,0.42875872617468314,0.09384600942847049
p94_H3,7.634193469048208e-42,240.0392733561133,0.0007295247059916895,0.018256015073809296,0.07142857142857142,0.0,0.06839559174797807,0.0317619405912701
p94_MASS,0.022514062808600434,5.250764288049933,0.0,0.0002086062362567192,0.0,8.159521e-07,0.025329582990036344,0.005107801035676947
p95_H1,0.0006958997911058446,11.702282046916439,0.0024576932388271707,0.0022871943015139702,0.5357142857142857,6.2446215e-06,0.05431869967715934,0.11895682351066628
p95_NCI,0.021389816166699632,5.341335821935655,0.00018892983351816,0.002516961871892775,0.14285714285714285,3.3832996e-05,0.014804372842249275,0.032080248080068846
p95_H3,0.1601664676083371,1.98082376994597,0.0,0.0,0.0,0.0,0.0,0.0
p95_MASS,8.880726169944513e-32,167.87586263649285,0.0,0.0008838425667888106,0.07142857142857142,0.0,0.03588860970477531,0.02164020474002711
p96_H1,0.001287494429329496,10.525673746632995,0.0,0.001184492516331771,0.0,0.0006940951,0.01789483687453288,0.003954684897948768
p96_NCI,0.0018523186966529442,9.83581865340307,0.0005447020492325651,0.0020285228076436924,0.39285714285714285,0.0009256835,0.025705407805878804,0.08441229179890636
p96_H3,0.0007737185513951189,11.498731971341684,0.0,0.0030527092481660513,0.0,0.0,0.008659929266397465,0.0023425277029127034
p96_MASS,0.9411680329856819,0.005454328578732103,0.0,0.0,0.0,0.0,0.0,0.0
p97_H1,2.1196632308472814e-23,114.58530724482259,1.3257663826966624e-05,0.01216383055050372,0.03571428571428571,0.00024724033,0.051102702661547705,0.01984826338372538
p97_NCI,0.07852938095342178,3.1127569941388815,0.0,0.0,0.0,0.0,0.0,0.0
p97_H3,5.434855446045536e-23,112.13036764855543,9.620876243732496e-07,0.0020193833247632263,0.0,0.0,0.005911184087755918,0.0015863059000287034
p97_MASS,2.5787352914359373e-35,192.17280826704896,0.0,0.010420183026065006,0.07142857142857142,0.0,0.029008329543262285,0.022171416799579742
p98_H1,1.9727462966821683e-07,28.142869784898366,2.6380584153860258e-05,0.0010771160125284886,0.07142857142857142,0.0,0.01793711400764511,0.01809383640657978
p98_NCI,0.00043548387187957664,12.606289683881348,0.0,0.00048555887934605574,0.0,2.990249e-05,0.026636701639649544,0.005430432601898354
p98_H3,0.807623754655681,0.05937598280945512,0.0,0.0,0.0,0.0,0.0,0.0
p98_MASS,0.0026951098438290533,9.129502120773367,0.012557960553286585,0.021069332323062195,0.10714285714285714,1.9888012e-05,0.04274718061007408,0.036707443728174624
p99_H1,4.5616944990753685e-19,89.23398975259646,0.0,0.0003409483390993345,0.0,0.000100089455,0.009263376577772032,0.001940882874448804
p99_NCI,4.3392877605827196e-10,41.19932950595564,0.0001716904510324624,0.000550137180620235,0.2857142857142857,4.4051616e-05,0.007834089174986554,0.058862850827382386
p99_H3,1.7550706751484453e-11,48.26079984081884,0.0,2.5374119206213024e-05,0.0,0.0,0.0038141313313786113,0.0007679010901169649
p99_MASS,3.095207070070227e-18,84.5329860455391,0.0,0.00012106298701603366,0.17857142857142858,8.298756e-05,0.007165644338440091,0.03718822469079836
p100_H1,2.8087219417641575e-18,84.77018809328179,0.0006280808169660989,0.0005298914053310202,0.0,2.1220427e-05,0.09030435591031545,0.018296709711880153
p100_NCI,7.992184241228375e-09,34.913856173891595,0.0008515329183589734,0.0002148451384236944,0.32142857142857145,4.5597794e-06,0.01490169896451541,0.06748024164585929
p100_H3,0.0011705369845941122,10.707023877286051,0.000626231468741122,0.002457716001802435,0.0,3.2180796e-07,0.026221185337105705,0.00586109092312182
p100_MASS,0.15160719376658974,2.0647597775316724,0.0,0.0,0.0,0.0,0.0,0.0
p101_H1,0.004142437886347011,8.326535809967243,0.0015522763195737642,0.0013459159618883357,0.0,6.567708e-05,0.009482388466390096,0.00248925156536337
p101_NCI,0.22649458961144656,1.4677567397019504,0.0,0.0,0.0,0.0,0.0,0.0
p101_H3,0.4495783644404251,0.5729646139556207,0.0,0.0,0.0,0.0,0.0,0.0
p101_MASS,0.018994454764631956,5.552040782595793,0.0,0.001214642243096155,0.0,0.0027091086,0.009393485875519683,0.0026634473512523356
p102_H1,0.7949025988863451,0.0676741056517745,0.0,0.0,0.0,0.0,0.0,0.0
p102_NCI,3.1386651522486437e-11,46.970391478633594,0.0,0.0037569079213954095,0.0,0.0,0.059777569582450285,0.012706895500769139
p102_H3,5.110108986916368e-08,30.97637541891684,0.0,6.791991195715424e-05,0.10714285714285714,0.0,0.018767541620616567,0.025195663735086173
p102_MASS,0.6196446128021109,0.24679432851228875,0.0,0.0,0.0,0.0,0.0,0.0
p103_H1,7.357062001689665e-07,25.409813259917655,0.0,0.0023875828268666993,0.07142857142857142,5.9234553e-06,0.0115206636976397,0.01706854828167939
p103_NCI,0.4066226247591893,0.6902717771779668,0.0,0.0,0.0,0.0,0.0,0.0
p103_H3,0.6598796377473357,0.19399124305989168,0.0,0.0,0.0,0.0,0.0,0.0
p103_MASS,1.15516035232486e-05,19.787247470642296,0.0,0.001224554395135423,0.0,0.0,0.016260450122453418,0.0034970009035177685
p104_H1,7.410445037092056e-05,16.07328361065847,0.00039035379684782494,0.003550366882223608,0.35714285714285715,0.0050997324,0.0545636403890251,0.08414939012794856
p104_NCI,0.004738756418498183,8.076872973739988,0.0,0.0034026379632388377,0.0,3.6080746e-06,0.03953133676471546,0.008587516560515119
p104_H3,0.2622606452735397,1.2607330248937951,0.0,0.0,0.0,0.0,0.0,0.0
p104_MASS,0.012217193233259782,6.343020712266035,0.0005582181647504094,0.002093083338661281,0.07142857142857142,7.6599946e-07,0.0696297864632627,0.02874208507894105
p105_H1,0.4124889087987068,0.6731774970728079,0.0,0.0,0.0,0.0,0.0,0.0
p105_NCI,0.4527150163791772,0.5650719568125437,0.0,0.0,0.0,0.0,0.0,0.0
p105_H3,0.30175936999428277,1.0694700617527029,0.0,0.0,0.0,0.0,0.0,0.0
p105_MASS,0.12816997324761092,2.325222962507335,0.0,0.0,0.0,0.0,0.0,0.0
p106_H1,0.2782146911241868,1.1793515097007943,0.0,0.0,0.0,0.0,0.0,0.0
p106_NCI,0.10460082533159658,2.647300317614271,0.0,0.0,0.0,0.0,0.0,0.0
p106_H3,0.13465764064813177,2.248069174112016,0.0,0.0,0.0,0.0,0.0,0.0
p106_MASS,0.10990778895936629,2.5682138173320714,0.0,0.0,0.0,0.0,0.0,0.0
p107_H1,0.0006550785182426219,11.818510343411212,0.0,0.00017554242610336984,0.10714285714285714,3.5817982e-06,0.010085745544105651,0.02348154538224973
p107_NCI,0.029326306875734117,4.786488615432877,0.0,0.0002059246128296922,0.03571428571428571,2.0534668e-05,0.009524087556563511,0.009092966510292396
p107_H3,0.4841838986362563,0.4904389454232336,0.0,0.0,0.0,0.0,0.0,0.0
p107_MASS,0.0015583812511561369,10.162964813541814,0.0,0.00014666383362421661,0.03571428571428571,2.2168451e-06,0.0044470444217097034,0.008062042162950398
p108_H1,0.0023634800739444775,9.376224224251816,0.0,0.0017905820260137404,0.10714285714285714,4.3333457e-06,0.018914197959149972,0.025570394094747022
p108_NCI,4.9265290733868075e-27,136.98716459668668,0.0,0.0010660756983034867,0.14285714285714285,6.447971e-05,0.018758875021699567,0.032549314657629155
p108_H3,5.597470462361398e-13,56.006278844886964,1.8271908546546474e-08,0.0002199602757216675,0.0,0.0,0.004810158636898294,0.0010060274369057016
p108_MASS,1.228881363715654e-10,43.959174476575946,1.546186121625385e-05,0.00019196905884612747,0.14285714285714285,3.9449107e-05,0.013191494265167676,0.03125910342990152
p109_H1,0.0002586632332298056,13.618002119938353,0.0004793315360966681,0.0005539577141958168,0.03571428571428571,0.009298727,0.04049795123291808,0.01730885062276189
p109_NCI,0.8708842629420652,0.02645544100852083,0.0,0.0,0.0,0.0,0.0,0.0
p109_H3,0.03523023429416842,4.467632330403823,0.0,0.0002049913645271375,0.0,0.0,0.0016013774887140403,0.00036127377064823556
p109_MASS,0.029333351380159783,4.786069254636152,0.009516826043556846,0.001038072114187966,0.10714285714285714,2.5469715e-06,0.04266160565900058,0.032072381586215074
p110_H1,0.632458912995749,0.22913181434715238,0.0,0.0,0.0,0.0,0.0,0.0
p110_NCI,0.5949697770922121,0.2831537642470844,0.0,0.0,0.0,0.0,0.0,0.0
p110_H3,0.8003988817436265,0.06401800268811822,0.0,0.0,0.0,0.0,0.0,0.0
