comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,LambdaMax
596,Hydrolagus mirabilis,,,,,88,,,475
597,Crangon allmani,,,,,,88,,415
598,Crangon allmani,,,,,,88,,525
599,Oxea flavescens,,,89,,,,,370
600,Photinus versicolor,,,,89,,,,380
601,Hariotta raleighana,,,,,89,,,481
602,Palaemonetes paladosus,,,,,,89,,539
603,Oxea flavescens,,,90,,,,,435
604,Phronima sedenteria,,,,90,,,,470
605,Clupea harengus,,,,,90,,,503
606,Palaemonetes vulgaris,,,,,,90,,390
607,Palaemonetes vulgaris,,,,,,90,,540
608,Oxea flavescens,,,91,,,,,536
609,Pieris brassicae,,,,91,,,,360
610,Clupea pallasii,,,,,91,,,501
611,Palaemonetes vulgaris,,,,,,91,,496
612,Palaemonetes vulgaris,,,,,,91,,555
613,Apis mellifera,,,92,,,,,344
614,Pieris rapae,,,,92,,,,340
615,Sardinops sagax,,,,,92,,,502
616,Pandalus montagui,,,,,,92,,515
617,Clupea pallasii,,94,,,,,,514
618,Apis mellifera,,,93,,,,,436
619,Pilumnus sayi,,,,93,,,,245
620,Abramis brama,,,,,93,,,537
621,Plesionika martia,,,,,,93,,499
622,Clupea pallasii,,95,,,,,,515
623,Apis mellifera,,,94,,,,,544
624,Platyberyx opalescens,,,,94,,,,474
625,Engraulis japonicus,,,,,94,,,502
626,Stylopandalus richardi,,,,,,94,,491
627,Clupea pallasii,,96,,,,,,534
628,Bombus distinguendis,,,95,,,,,350
629,Pleuroncodes planipes,,,,95,,,,503
630,Engraulis mordax,,,,,95,,,498
631,Parapasiphaea sulcatifrons,,,,,,95,,501
632,Clupea pallasii,,97,,,,,,529
633,Bombus distinguendis,,,96,,,,,440
634,Procambarus clarkii,,,,96,,,,556
635,Anableps anableps,,,,,96,,,506
636,Pasiphaea chacei,,,,,,96,,509
637,Sardinops melanostictus,,98,,,,,,502
638,Bombus distinguendis,,,97,,,,,540
639,Procambarus milleri,,,,97,,,,522
640,Alburnus alburnus,,,,,97,,,515
641,Pasiphaea emarginata,,,,,,97,,497
642,Sardinops melanostictus,,99,,,,,,393
643,Bombus fervidus,,,98,,,,,350
644,Pseudosquilla ciliata,,,,98,,,,210
645,Ballerus ballerus,,,,,98,,,518
646,Pasiphaea multidentata,,,,,,98,,497
647,Sardinops melanostictus,,100,,,,,,493
648,Bombus fervidus,,,99,,,,,450
649,Pullosquilla litoralis,,,,99,,,,446
650,Blicca bjoerkna,,,,,99,,,539
651,Pasiphaea suspirosum,,,,,,99,,501
652,Sardinops melanostictus,,101,,,,,,522
653,Bombus hortorum,,,100,,,,,353
654,Pullosquilla thomassini,,,,100,,,,447
655,Carassius auratus,,,,,100,,,522
656,Acanthephyra curtirostris,,,,,,100,,510
657,Sardinops melanostictus,,102,,,,,,542
658,Bombus hortorum,,,101,,,,,436
659,Rhithropanopeus harrisii,,,,101,,,,248.5
660,Carassius carassius,,,,,101,,,526
661,Acanthephyra curtirostris,,,,,,101,,485
662,Bombus hortorum,,,102,,,,,544
663,Rynchophorus ferrugineus,,,,102,,,,366
664,Cyprinus carpio,,,,,102,,,525
665,Engraulis mordax,,104,,,,,,530
666,Bombus hypnorum,,,103,,,,,524
667,Schistocerca gregaria,,,,103,,,,441
668,Danio malabaricus,,,,,103,,,505
669,Acanthephyra microphthalma,,,,,,103,,482
670,Engraulis mordax,,105,,,,,,532
671,Bombus impatiens,,,104,,,,,352
672,Sergestes arcticus,,,,104,,,,495
673,Puntigrus tetrazona,,,,,104,,,504
674,Acanthephyra purpurea,,,,,,104,,492
675,Engraulis encrasicolus,,106,,,,,,500
676,Bombus impatiens,,,105,,,,,450
677,Sergestes corniculum,,,,105,,,,500
678,Scardinius erythrophthalmus,,,,,105,,,537
679,Acanthephyra smithi,,,,,,105,,510
680,Engraulis encrasicolus,,107,,,,,,492
681,Bombus jonellus,,,106,,,,,336
682,Sergia grandis,,,,106,,,,500
683,Scardinius erythrophthalmus,,,,,106,,,515
684,Acanthephyra smithi,,,,,,106,,491
685,Bombus jonellus,,,107,,,,,432
686,Sesarma cinereum,,,,107,,,,246
687,Tinca tinca,,,,,107,,,533
688,Acanthephyra stylorostratis,,,,,,107,,489
689,Engraulis encrasicolus,,109,,,,,,474
690,Bombus jonellus,,,108,,,,,544
691,Sesarma reticulatum,,,,108,,,,248
692,Tribolodon hakonensis,,,,,108,,,522
693,Hymenodora frontalis,,,,,,108,,495
694,Bombus lapidarius,,,109,,,,,332
695,Siproeta stelenes,,,,109,,,,522
696,Cyprinodon variegatus,,,,,109,,,506
697,Hymenodora glacialis,,,,,,109,,500
698,Bombus lapidarius,,,110,,,,,432
699,Speyeria leto,,,,110,,,,551
700,Jordanella floridae,,,,,110,,,511
701,Janicella spinacauda,,,,,,110,,400
702,Janicella spinacauda,,,,,,110,,500
703,Engraulis japonicus,,112,,,,,,492
704,Bombus lapidarius,,,111,,,,,544
705,Stylocheiron maximum,,,,111,,,,479
706,Elops  saurus,,,,,111,,,518
707,Meningodora miccyla,,,,,,111,,486
708,Bombus monticola,,,112,,,,,336
709,Sympetrum sp.,,,,112,,,,420
710,Fundulus heteroclitus,,,,,112,,,503
711,Meningodora vesca,,,,,,112,,487
712,Engraulis japonicus,,114,,,,,,478
713,Bombus monticola,,,113,,,,,440
714,Systellaspis debilis,,,,113,,,,400
715,Micropoecilia parae,,,,,113,,,503
716,Notostomus elegans,,,,,,113,,490
717,Bombus monticola,,,114,,,,,544
718,Thysanopoda orientalis,,,,114,,,,478
719,Poecilia formosa,,,,,114,,,504
720,Notostomus gibbosus,,,,,,114,,480
721,Abramis ballerus,,116,,,,,,518
722,Bombus morio,,,115,,,,,352
723,Uca pugilator,,,,115,,,,508
724,Poecilia latipinna,,,,,115,,,503
725,Oplophorus gracilirostris,,,,,,115,,400
726,Oplophorus gracilirostris,,,,,,115,,500
727,Abramis ballerus,,117,,,,,,451
728,Bombus morio,,,116,,,,,428
729,Uca pugnax,,,,116,,,,508
730,Poecilia mexicana,,,,,116,,,504
731,Oplophorus spinosus,,,,,,116,,400
732,Oplophorus spinosus,,,,,,116,,500
733,Abramis ballerus,,118,,,,,,537
734,Bombus morio,,,117,,,,,548
735,Xenos peckii,,,,117,,,,177
736,Poecilia reticulata,,,,,117,,,503
737,Oplophorus spinosus,,,,,,117,,492
738,Abramis ballerus,,119,,,,,,620
739,Bombus terrestris,,,118,,,,,328
740,Abramis brama,,,,118,,,,269.5
741,Esox lucius,,,,,118,,,521
742,Systellaspis braueri,,,,,,118,,411
743,Systellaspis braueri,,,,,,118,,500
744,Bombus terrestris,,,119,,,,,428
745,Abudefduf abdominalis,,,,119,,,,347
746,Megalops atlanticus,,,,,119,,,500
747,Systellaspis cristata,,,,,,119,,414
748,Systellaspis cristata,,,,,,119,,498
749,Bombus terrestris,,,120,,,,,536
750,Abyssocottus korotneffi,,,,120,,,,242
751,Aulorhynchus flavidus,,,,,120,,,499
752,Systellaspis debilis,,,,,,120,,400
753,Systellaspis debilis,,,,,,120,,498
754,Colletes fulgidus,,,121,,,,,340
755,Acanthephyra curtirostris,,,,121,,,,510
756,Gaidropsarus mediterraneus,,,,,121,,,512
757,Systellaspis debilis,,,,,,121,,400
758,Systellaspis debilis,,,,,,121,,500
759,Abramis brama,,123,,,,,,451
760,Colletes fulgidus,,,122,,,,,532
761,Acanthephyra smithi,,,,122,,,,510
762,Microgadus proximus,,,,,122,,,497
763,Systellaspis debilis,,,,,,122,,493
764,Lestrimelitta limao,,,123,,,,,536
765,Acanthropagrus berda,,,,123,,,,472
766,Pollachius pollachius,,,,,123,,,498
767,Systellaspis debilis,,,,,,123,,417
768,Systellaspis debilis,,,,,,123,,497
769,Abramis brama,,125,,,,,,620
770,Melecta punctata,,,124,,,,,336
771,Acanthropagrus major,,,,124,,,,460
772,Theragra chalcogramma,,,,,124,,,500
773,Jasus edwardsii,,,,,,124,,472
774,Jasus edwardsii,,,,,,124,,536
775,Melecta punctata,,,125,,,,,428
776,Acanthropagrus schlegelii,,,,125,,,,471
777,Caelorhinchus labiatus,,,,,125,,,479
778,Panulirus argus,,,,,,125,,379
779,Panulirus argus,,,,,,125,,510
780,Melecta punctata,,,126,,,,,540
781,Acanthurus achilles,,,,126,,,,496
782,Coryphaenoides armatus,,,,,126,,,483
783,Clibanarius vittatus,,,,,,126,,510
784,Alburnus alburnus,,128,,,,,,517
785,Melipona marginata,,,127,,,,,340
786,Acanthurus nigroris,,,,127,,,,439
787,Coryphaenoides carapinus,,,,,127,,,484
788,Dardanus fucosus,,,,,,127,,511
789,Alburnus alburnus,,129,,,,,,440
790,Melipona marginata,,,128,,,,,450
791,Acanthurus triostegus,,,,128,,,,458
792,Coryphaenoides carapinus,,,,,128,,,482
793,Petrolisthes diogenes,,,,,,128,,508
794,Alburnus alburnus,,130,,,,,,523
795,Melipona marginata,,,129,,,,,540
796,Acerina cernua,,,,129,,,,269.5
797,Coryphaenoides leptolepis,,,,,129,,,482
798,Coenobita clypeatus,,,,,,129,,508
799,Alburnus alburnus,,131,,,,,,571
800,Melipona quadrifasciata,,,130,,,,,356
801,Acipenser fulvescens,,,,130,,,,448
802,Coryphaenoides profundicolus,,,,,130,,,483
803,Coenobita rugosa,,,,,,130,,491
804,Melipona quadrifasciata,,,131,,,,,428
805,Ailuroedus crassirostris,,,,131,,,,255
806,Coryphaenoides profundicolus,,,,,131,,,482
807,Pagurus annulipes,,,,,,131,,493
808,Blicca bjoerkna,,133,,,,,,444
809,Melipona quadrifasciata,,,132,,,,,520
810,Alburnus alburnus,,,,132,,,,260
811,Echinomacrurus mollis,,,,,132,,,478
812,Pagurus longicarpus,,,,,,132,,515
813,Blicca bjoerkna,,134,,,,,,533
814,Nomada alboguttata,,,133,,,,,428
815,Alepocephalus australis,,,,133,,,,475
816,Malacocephalus laevis,,,,,133,,,486
817,Pagurus pollicaris,,,,,,133,,515
818,Blicca bjoerkna,,135,,,,,,603
819,Nomada alboguttata,,,134,,,,,512
820,Alligator mississippiensis,,,,134,,,,500
821,Melanonus zugmayeri,,,,,134,,,490
822,Pagurus pollicaris,,,,,,134,,516
823,Carassius auratus,,136,,,,,,521
824,Partamona helleri,,,135,,,,,347
825,Anas platyrhynchus,,,,135,,,,415
826,Merluccius productus,,,,,135,,,495
827,Pleuroncodes planipes,,,,,,135,,523
828,Carassius auratus,,137,,,,,,360
829,Partamona helleri,,,136,,,,,444
830,Anchoa mitchilli,,,,136,,,,501
831,Antimora  rostrata,,,,,136,,,483
832,Petrolisthes elongates,,,,,,136,,536
833,Carassius auratus,,138,,,,,,452
834,Partamona helleri,,,137,,,,,521
835,Anguilla Anguilla,,,,137,,,,254
836,Halargyreus johnsonii,,,,,137,,,490
837,Astacus fluviatus,,,,,,137,,530
838,Carassius auratus,,139,,,,,,532
839,Schwarziana sp,,,138,,,,,343
840,Antimora rostrata,,,,138,,,,475
841,Lepidion  eques,,,,,138,,,486
842,Astacus leptodactylus,,,,,,138,,530
843,Carassius auratus,,140,,,,,,614
844,Schwarziana sp,,,139,,,,,440
845,Aotus trivirgatus,,,,139,,,,505
846,Mora moro,,,,,139,,,488
847,Schwarziana sp,,,140,,,,,528
848,Apogon kallopterus,,,,140,,,,441
849,Gasterosteus aculeatus,,,,,140,,,509
850,Trigona spinipes,,,141,,,,,340
851,Aptychotrema rostrata,,,,141,,,,232
852,Spinachia spinachia,,,,,141,,,510
853,Orconectes rusticus,,,,,,141,,532.5
854,Trigona spinipes,,,142,,,,,440
855,Argyropelecus aculeatus,,,,142,,,,477
856,Gobiesox maeandricus,,,,,142,,,500
857,Carassius carassius,,144,,,,,,449
858,Trigona spinipes,,,143,,,,,536
859,Argyropelecus gigas,,,,143,,,,477
860,Asterropteryx semipunctata,,,,,143,,,498
861,Procambarus clarkii,,,,,,143,,440
862,Carassius carassius,,145,,,,,,529
863,Xylocopa brasilianorum,,,144,,,,,360
864,Argyropelecus hemigymnus,,,,144,,,,478
865,Clevelandia ios,,,,,144,,,520
866,Carassius carassius,,146,,,,,,535
867,Xylocopa brasilianorum,,,145,,,,,428
868,Aristostomias tittmanni,,,,145,,,,518
869,Gobius paganellus,,,,,145,,,512
870,Engaeus cunicularius,,,,,,145,,522
871,Carassius carassius,,147,,,,,,608
872,Xylocopa brasilianorum,,,146,,,,,544
873,Arothron meleagris,,,,146,,,,439
874,Gobiusculus flavescens,,,,,146,,,508
875,Carassius carassius,,148,,,,,,619
876,Formica polyctena,,,147,,,,,360
877,Asprocottus intermediius,,,,147,,,,488
878,Pomatoschistus minutus,,,,,147,,,508
879,Formica polyctena,,,148,,,,,510
880,Asteropteryx semipunctatus,,,,148,,,,498
881,Nephrops norvegicus,,,,,,148,,498
882,Carassius auratus,,150,,,,,,455
883,Cataglyphis bicolor,,,149,,,,,350
884,Astyanax fasciatus,,,,149,,,,404
885,Carassius auratus,,151,,,,,,530
886,Cataglyphis bicolor,,,150,,,,,510
887,Atherinops affinis,,,,150,,,,510
888,Nephrops norvegicus,,,,,,150,,425
889,Nephrops norvegicus,,,,,,150,,515
890,Carassius auratus,,152,,,,,,625
891,Philanthus triangulum,,,151,,,,,344
892,Aulostomus chinensis,,,,151,,,,421
893,Bythograea thermydron,,,,,,151,,489
894,Philanthus triangulum,,,152,,,,,444
895,Axoclinius carminalis,,,,152,,,,500
896,Istiophorus  platypterus,,,,,152,,,484
897,Bythograea thermydron,,,,,,152,,447
898,Scardinius erythrophthalmus,,154,,,,,,355
899,Philanthus triangulum,,,153,,,,,524
900,Lepisosteus platostomus,,,,,153,,,529
901,Scardinius erythrophthalmus,,155,,,,,,405
902,Anthidium manicatum,,,154,,,,,344
903,Bassozetus compressus,,,,154,,,,476
904,Benthosema suborbitale,,,,,154,,,487
905,Bythograea thermydron,,,,,,154,,479
906,Scardinius erythrophthalmus,,156,,,,,,505
907,Anthidium manicatum,,,155,,,,,440
908,Bathylagus bericoides,,,,155,,,,464
909,Diaphus holti,,,,,155,,,491
910,Scardinius erythrophthalmus,,157,,,,,,565
911,Anthidium manicatum,,,156,,,,,532
912,Bathylagus euryops,,,,156,,,,465
913,Diaphus rafinesquei,,,,,156,,,488
914,Calappa flammea,,,,,,156,,486
915,Myrmecia gulosa,,,157,,,,,412
916,Bathylagus greyae,,,,157,,,,488
917,Electrona risso,,,,,157,,,482
918,Calappa flammea,,,,,,157,,483
919,Myrmecia gulosa,,,158,,,,,540
920,Bathylagus longirostris,,,,158,,,,474
921,Lampanyctus crocodilus,,,,,158,,,487
922,Hepatus epheliticus,,,,,,158,,487
923,Lasioglossum albipes,,,159,,,,,516
924,Batrachocottus baicalensis,,,,159,,,,450
925,Lampanyctus festivus,,,,,159,,,489
926,Cancer irroratus,,,,,,159,,496
927,Tinca tinca,,161,,,,,,454
928,Lasioglossum malachurum,,,160,,,,,442
929,Batrachocottus multiradiatus,,,,160,,,,447
930,Lobianchia gemellarii,,,,,160,,,485
931,Gecarcinus lateralis,,,,,,160,,487
932,Lasioglossum malachurum,,,161,,,,,528
933,Batrachocottus nicolskii,,,,161,,,,215
934,Nannobrachium atrum,,,,,161,,,483
935,Gecarcinus lateralis,,,,,,161,,510
936,Tinca tinca,,163,,,,,,615
937,Ichneumon spp.,,,162,,,,,524
938,Benthalbella infans,,,,162,,,,451
939,Notoscopelus resplendens,,,,,162,,,486
940,Chaceon affinis,,,,,,162,,380
941,Chaceon affinis,,,,,,162,,480
942,Ichneumon stramentarius,,,163,,,,,542
943,Taaningichthys bathyphilus,,,,,163,,,487
944,Geryon quinquedens,,,,,,163,,473
945,Chelostoma florisomne,,,164,,,,,324
946,Bodianus bilunulatus,,,,164,,,,526
947,Halosauropsis macrochir,,,,,164,,,481
948,Geryon quinquedens,,,,,,164,,470
949,Chelostoma florisomne,,,165,,,,,548
950,Bolinichthys indicus,,,,165,,,,489
951,Notacanthus bonapartei,,,,,165,,,481
952,Leptograpsus variegatus,,,,,,165,,484
953,Fundulus heteroclitus,,167,,,,,,363
954,Osmia rufa,,,166,,,,,344
955,Bonapartia pedalioita,,,,166,,,,471
956,Dicrolene intronigra,,,,,166,,,479
957,Sesarma cinereum,,,,,,166,,492
958,Fundulus heteroclitus,,168,,,,,,400
959,Osmia rufa,,,167,,,,,432
960,Borostomias panamensis,,,,167,,,,483
961,Sesarma reticulatum,,,,,,167,,493
962,Fundulus heteroclitus,,169,,,,,,463
963,Osmia rufa,,,168,,,,,560
964,Brachydanio rerio,,,,168,,,,405
965,Sesarma reticulatum,,,,,,168,,508
966,Fundulus heteroclitus,,170,,,,,,563
967,Urocerus gigas,,,169,,,,,524
968,Brachyistius frenatus,,,,169,,,,269
969,Microstoma microstoma,,,,,169,,,479
970,Paromola cuvieri,,,,,,169,,470
971,Cerceris rybyensis,,,170,,,,,436
972,Canthidermis maculatus,,,,170,,,,407
973,Nansenia longicauda,,,,,170,,,479
974,Libinia dubia,,,,,,170,,489
975,Lucania goodei,,172,,,,,,359
976,Cerceris rybyensis,,,171,,,,,516
977,Caranx hippos,,,,171,,,,499
978,Hypomesus pretiosus,,,,,171,,,500
979,Libinia dubia,,,,,,171,,486
980,Lucania goodei,,173,,,,,,405
981,Cerceris rybyensis,,,172,,,,,528
982,Carassius carassius,,,,172,,,,523
983,Osmerus dentex,,,,,172,,,516
984,Libinia emarginata,,,,,,172,,493
985,Lucania goodei,,174,,,,,,454
986,Tenthredo campestris,,,173,,,,,328
987,Carcharhinus acronotus,,,,173,,,,480
988,Osmerus eperlanus,,,,,173,,,518
989,Uca pugilator,,,,,,173,,508
990,Lucania goodei,,175,,,,,,538
991,Tenthredo campestris,,,174,,,,,464
992,Cebus sp.,,,,174,,,,538
993,Spirinchus thaleichthys,,,,,174,,,499
994,Uca pugilator,,,,,,174,,510
995,Tenthredo campestris,,,175,,,,,540
996,Centrophorus squamosus,,,,175,,,,482
997,Uca pugilator,,,,,,175,,480
998,Tenthredo scrophulariae,,,176,,,,,556
999,Centroswcymnus coleolepis,,,,176,,,,472
1000,Acanthurus nigroris,,,,,176,,,494
1001,Uca pugnax,,,,,,176,,510
1002,Lucania goodei,,178,,,,,,573
1003,Tenthredo scrophulariae,,,177,,,,,604
1004,Ceratoscopelus warmingii,,,,177,,,,488
1005,Acanthurus triostegus,,,,,177,,,493
1006,Uca pugnax,,,,,,177,,508
1007,Poecilia parae,,179,,,,,,503
1008,Dolichovespula norwegica,,,178,,,,,448
1009,Chaetodon kleinii,,,,178,,,,496
1010,Ctenochaetus strigosus,,,,,178,,,486
1011,Uca thayeri,,,,,,178,,430
1012,Uca thayeri,,,,,,178,,520
1013,Poecilia parae,,180,,,,,,355
1014,Dolichovespula norwegica,,,179,,,,,524
1015,Chaetodon unimaculatus,,,,179,,,,487
1016,Naso lituratus,,,,,179,,,497
1017,Arenaeus cribrarius,,,,,,179,,498
1018,Poecilia parae,,181,,,,,,407
1019,Polistes dominulus,,,180,,,,,352
1020,Chauliodus danae,,,,180,,,,484
1021,Naso unicornis,,,,,180,,,494
1022,Callinectes ornatus,,,,,,180,,501
1023,Poecilia parae,,182,,,,,,456
1024,Polistes dominulus,,,181,,,,,452
1025,Chauliodus macouni,,,,181,,,,488
1026,Zebrasoma flavescens,,,,,181,,,494
1027,Poecilia parae,,183,,,,,,526
1028,Polistes dominulus,,,182,,,,,528
1029,Chauliodus sloanei,,,,182,,,,485
1030,Zebrasoma velifer,,,,,182,,,494
1031,Callinectes sapidus,,,,,,182,,440
1032,Callinectes sapidus,,,,,,182,,508
1033,Poecilia parae,,184,,,,,,543
1034,Vespo crabro,,,183,,,,,336
1035,Chirostomias pliopterus,,,,183,,,,487
1036,Ammodytes hexapterus,,,,,183,,,470
1037,Callinectes sapidus,,,,,,183,,504
1038,Vespo crabro,,,184,,,,,436
1039,Chlamydera maculata,,,,184,,,,253.5
1040,Hyperoplus lanceolatus,,,,,184,,,486
1041,Vespo crabro,,,185,,,,,536
1042,Chlamydera nuchalis,,,,185,,,,256
1043,Pristiapogon kallopterus,,,,,185,,,492
1044,Carcinus maenas,,,,,,185,,508
1045,Poecilia latipinna,,187,,,,,,403
1046,Vespo crabro,,,186,,,,,542
1047,Chlorophthalmus sp.,,,,186,,,,483
1048,Ronquilus jordani,,,,,186,,,492
1049,Carcinus maenas,,,,,,186,,440
1050,Carcinus maenas,,,,,,186,,508
1051,Poecilia latipinna,,188,,,,,,463
1052,Vespula germanica,,,187,,,,,336
1053,Chromis hanui,,,,187,,,,355
1054,Trachurus mediterraneus,,,,,187,,,502
1055,Ovipales stephensoni,,,,,,187,,505
1056,Poecilia latipinna,,189,,,,,,551
1057,Vespula germanica,,,188,,,,,432
1058,Chromis ovalis,,,,188,,,,404
1059,Micropterus salmoides,,,,,188,,,528
1060,Portunus spinimanis,,,,,,188,,483
1061,Poecilia latipinna,,190,,,,,,577
1062,Vespula germanica,,,189,,,,,544
1063,Chromis punctipinnis,,,,189,,,,498
1064,Spicara smaris,,,,,189,,,502
1065,Portunus spinimanus,,,,,,189,,479
1066,Vespula vulgaris,,,190,,,,,336
1067,Chromis vanderbilti,,,,190,,,,462
1068,Portunus trituberculatus,,,,,,190,,513
1069,Vespula vulgaris,,,191,,,,,432
1070,Chromis verater,,,,191,,,,410
1071,Chaetodon unimaculatus,,,,,191,,,496
1072,Scylla serrata,,,,,,191,,490
1073,Vespula vulgaris,,,192,,,,,536
1074,Citellus lateralis,,,,192,,,,435
1075,Forcipiger flavissimus,,,,,192,,,488
1076,Hemigrapsus edwardsii,,,,,,192,,513
1077,Poecilia mexicana,,194,,,,,,350
1078,Xiphydria camelus,,,193,,,,,542
1079,Clevelandia ios,,,,193,,,,512
1080,Chiasmodon niger,,,,,193,,,483
1081,Poecilia mexicana,,195,,,,,,402
1082,Epicopeia hainesii,,,194,,,,,380
1083,Clupea harengus,,,,194,,,,253.5
1084,Hemigrapsus sanguinensis,,,,,,194,,360
1085,Hemigrapsus sanguinensis,,,,,,194,,480
1086,Poecilia mexicana,,196,,,,,,461
1087,Epicopeia hainesii,,,195,,,,,420
1088,Comephorus baicalensis,,,,195,,,,497
1089,Embiotoca jacksoni,,,,,195,,,505
1090,Eurypanopeus depressus,,,,,,195,,480
1091,Poecilia mexicana,,197,,,,,,537
1092,Epicopeia hainesii,,,196,,,,,500
1093,Comephorus dybowskii,,,,196,,,,495
1094,Embiotoca lateralis,,,,,196,,,499
1095,Menippe mercenaria,,,,,,196,,494
1096,Poecilia mexicana,,198,,,,,,563
1097,Arichanna gaschkevitchii,,,197,,,,,360
1098,Conger conger,,,,197,,,,486
1099,Hypsurus caryi,,,,,197,,,506
1100,Panopeus herbtii,,,,,,197,,493
1101,Arichanna gaschkevitchii,,,198,,,,,500
1102,Micrometrus aurora,,,,,198,,,519
1103,Panopeus herbstii,,,,,,198,,491
1104,Poecilia formosa,,200,,,,,,352
1105,Arichanna gaschkevitchii,,,199,,,,,540
1106,Coregonus clupeoides,,,,199,,,,520
1107,Micrometrus minimus,,,,,199,,,518
1108,Panopeus obesus,,,,,,199,,492
1109,Poecilia formosa,,201,,,,,,404
1110,Phassus excrescens,,,200,,,,,380
1111,Coregonus lavaretus,,,,200,,,,268
1112,Rhacochilus vacca,,,,,200,,,507
1113,Pilumnus sayi,,,,,,200,,489
1114,Poecilia formosa,,202,,,,,,463
1115,Phassus excrescens,,,201,,,,,460
1116,Coryphopterus nicholsii,,,,201,,,,500
1117,Zalembius rosaceus,,,,,201,,,494
1118,Rhithropanopeus harrisii,,,,,,201,,495
1119,Poecilia formosa,,203,,,,,,560
1120,Phassus excrescens,,,202,,,,,520
1121,Cottinella boulengeri,,,,202,,,,242
1122,Epigonus  telescopus,,,,,202,,,492
1123,Phassus excrescens,,,203,,,,,580
1124,Cottocomephorus grewingki,,,,203,,,,449
1125,Helostoma temminkii,,,,,203,,,523
1126,Megalops atlanticus,,205,,,,,,364
1127,Ochlodes venata,,,204,,,,,380
1128,Cottocomephorus inermis,,,,204,,,,227
1129,Howella sherborni,,,,,204,,,463
1130,Megalops atlanticus,,206,,,,,,411
1131,Ochlodes venata,,,205,,,,,460
1132,Cottus kessleri,,,,205,,,,449
1133,Makaira nigricans,,,,,205,,,484
1134,Megalops atlanticus,,207,,,,,,451
1135,Ochlodes venata,,,206,,,,,520
1136,Cottus sp.,,,,206,,,,511
1137,Kuhlia sandvicensis,,,,,206,,,491
1138,Megalops atlanticus,,208,,,,,,476
1139,Parnara guttata,,,207,,,,,380
1140,Ctenochaetus strigosus,,,,207,,,,449
1141,Bodianus bilunnulatus,,,,,207,,,485
1142,Megalops atlanticus,,209,,,,,,551
1143,Parnara guttata,,,208,,,,,460
1144,Ctenomys magellanicus,,,,208,,,,370
1145,Cirrhilabrus solorensis,,,,,208,,,497
1146,Gadus macrocephalus,,210,,,,,,441
1147,Parnara guttata,,,209,,,,,520
1148,Ctenomys talarum,,,,209,,,,370
1149,Symphodus melops,,,,,209,,,520
1150,Gadus macrocephalus,,211,,,,,,523
1151,Celastrina argiolus,,,210,,,,,380
1152,Cymatogaster aggregata,,,,210,,,,228.5
1153,Lates calcarifer,,,,,210,,,516
1154,Celastrina argiolus,,,211,,,,,440
1155,Cynops pyrrhogaster,,,,211,,,,529
1156,Lutjanus adetii,,,,,211,,,496
1157,Gaidropsarus mediterraneus,,213,,,,,,535
1158,Celastrina argiolus,,,212,,,,,560
1159,Cyprinus carpio,,,,212,,,,474
1160,Lutjanus bohar,,,,,212,,,497
1161,Lycaena dorcas,,,213,,,,,360
1162,Cyttopsis rosea,,,,213,,,,523
1163,Lutjanus carponotatus,,,,,213,,,499
1164,Lycaena dorcas,,,214,,,,,437
1165,Dama dama,,,,214,,,,453
1166,Lutjanus erythropterus,,,,,214,,,496
1167,Microgadus proximus,,216,,,,,,439
1168,Lycaena dorcas,,,215,,,,,500
1169,Damalichthys vacca,,,,215,,,,236.5
1170,Lutjanus fulviflamma,,,,,215,,,505
1171,Microgadus proximus,,217,,,,,,523
1172,Lycaena dorcas,,,216,,,,,568
1173,Danaus plexippus,,,,216,,,,340
1174,Lutjanus johnii,,,,,216,,,498
1175,Microgadus proximus,,218,,,,,,522
1176,Lycaena heteronea,,,217,,,,,360
1177,Danio aequipinnatus,,,,217,,,,358
1178,Lutjanus malabaricus,,,,,217,,,494
1179,Lycaena heteronea,,,218,,,,,437
1180,Dascyllus albisella,,,,218,,,,359
1181,Lutjanus quinquelineatus,,,,,218,,,499
1182,Theragra chalcogramma,,220,,,,,,442
1183,Lycaena heteronea,,,219,,,,,500
1184,Dasyatis kuhlii,,,,219,,,,475
1185,Lutjanus russellii,,,,,219,,,499
1186,Theragra chalcogramma,,221,,,,,,516
1187,Lycaena heteronea,,,220,,,,,568
1188,Deania calcea,,,,220,,,,484
1189,Lutjanus sebae,,,,,220,,,494
1190,Lycaena nivalis,,,221,,,,,361
1191,Mulloidichthys flavolineatus,,,,,221,,,486
1192,Poecilia reticulata,,223,,,,,,410
1193,Lycaena nivalis,,,222,,,,,438
1194,Diaphus dumerilli,,,,222,,,,485
1195,Mullus barbatus,,,,,222,,,497
1196,Poecilia reticulata,,224,,,,,,465
1197,Lycaena nivalis,,,223,,,,,501
1198,Diaphus holti,,,,223,,,,489
1199,Parupeneus multifasceatus,,,,,223,,,494
1200,Poecilia reticulata,,225,,,,,,473
1201,Lycaena nivalis,,,224,,,,,575
1202,Diaphus lucidus,,,,224,,,,490
1203,Upeneus tragula,,,,,224,,,498
1204,Poecilia reticulata,,226,,,,,,573
1205,Lycaena phlaeas,,,225,,,,,400
1206,Diaphus rafinesqueii,,,,225,,,,490
1207,Dissostichus mawsoni,,,,,225,,,504
1208,Lycaena phlaeas,,,226,,,,,540
1209,Pagothenia borchgrevinki,,,,,226,,,499
