comp_db_id	Full_Species	Accession	maxid	longcore_id	murwes_id	caves_id	porter2005_id	porter2006_id	LambdaMax	Column1
767	Acanthropagrus berda				123				472	
768	Pollachius pollachius					123			498	
769	Systellaspis debilis						123		417	
770	Systellaspis debilis						123		497	
771	Abramis brama		125						620	
772	Melecta punctata			124					336	
773	Acanthropagrus major				124				460	
774	Theragra chalcogramma					124			500	
775	Jasus edwardsii						124		472	
776	Jasus edwardsii						124		536	
777	Melecta punctata			125					428	
778	Acanthropagrus schlegelii				125				471	
779	Caelorhinchus labiatus					125			479	
780	Panulirus argus						125		379	
781	Panulirus argus						125		510	
782	Melecta punctata			126					540	
783	Acanthurus achilles				126				496	
784	Coryphaenoides armatus					126			483	
785	Clibanarius vittatus						126		510	
786	Alburnus alburnus		128						517	
787	Melipona marginata			127					340	
788	Acanthurus nigroris				127				439	
789	Coryphaenoides carapinus					127			484	
790	Dardanus fucosus						127		511	
791	Alburnus alburnus		129						440	
792	Melipona marginata			128					450	
793	Acanthurus triostegus				128				458	
794	Coryphaenoides carapinus					128			482	
795	Petrolisthes diogenes						128		508	
796	Alburnus alburnus		130						523	
797	Melipona marginata			129					540	
798	Acerina cernua				129				531.8	
799	Coryphaenoides leptolepis					129			482	
800	Coenobita clypeatus						129		508	
801	Alburnus alburnus		131						571	
802	Melipona quadrifasciata			130					356	
803	Acipenser fulvescens				130				448	
804	Coryphaenoides profundicolus					130			483	
805	Coenobita rugosa						130		491	
806	Melipona quadrifasciata			131					428	
807	Ailuroedus crassirostris				131				504.6	
808	Coryphaenoides profundicolus					131			482	
809	Pagurus annulipes						131		493	
810	Blicca bjoerkna		133						444	
811	Melipona quadrifasciata			132					520	
812	Alburnus alburnus				132				514.6	
813	Echinomacrurus mollis					132			478	
814	Pagurus longicarpus						132		515	
815	Blicca bjoerkna		134						533	
816	Nomada alboguttata			133					428	
817	Alepocephalus australis				133				475	
818	Malacocephalus laevis					133			486	
819	Pagurus pollicaris						133		515	
820	Blicca bjoerkna		135						603	
821	Nomada alboguttata			134					512	
822	Alligator mississippiensis				134				500	
823	Melanonus zugmayeri					134			490	
824	Pagurus pollicaris						134		516	
825	Carassius auratus		136						521	
826	Partamona helleri			135					347	
827	Anas platyrhynchus				135				415	
828	Merluccius productus					135			495	
829	Pleuroncodes planipes						135		523	
830	Carassius auratus		137						360	
831	Partamona helleri			136					444	
832	Anchoa mitchilli				136				501	
833	Antimora  rostrata					136			483	
834	Petrolisthes elongates						136		536	
835	Carassius auratus		138						452	
836	Partamona helleri			137					521	
837	Anguilla Anguilla				137				506.2	
838	Halargyreus johnsonii					137			490	
839	Astacus fluviatus						137		530	
840	Carassius auratus		139						532	
841	Schwarziana sp			138					343	
842	Antimora rostrata				138				475	
843	Lepidion  eques					138			486	
844	Astacus leptodactylus						138		530	
845	Carassius auratus		140						614	
846	Schwarziana sp			139					440	
847	Aotus trivirgatus				139				505	
848	Mora moro					139			488	
849	Schwarziana sp			140					528	
850	Apogon kallopterus				140				441	
851	Gasterosteus aculeatus					140			509	
852	Trigona spinipes			141					340	
853	Aptychotrema rostrata				141				457.7	
854	Spinachia spinachia					141			510	
855	Orconectes rusticus						141		532.5	
856	Trigona spinipes			142					440	
857	Argyropelecus aculeatus				142				477	
858	Gobiesox maeandricus					142			500	
859	Carassius carassius		144						449	
860	Trigona spinipes			143					536	
861	Argyropelecus gigas				143				477	
862	Asterropteryx semipunctata					143			498	
863	Procambarus clarkii						143		440	
864	Carassius carassius		145						529	
865	Xylocopa brasilianorum			144					360	
866	Argyropelecus hemigymnus				144				478	
867	Clevelandia ios					144			520	
868	Carassius carassius		146						535	
869	Xylocopa brasilianorum			145					428	
870	Aristostomias tittmanni				145				518	
871	Gobius paganellus					145			512	
872	Engaeus cunicularius						145		522	
873	Carassius carassius		147						608	
874	Xylocopa brasilianorum			146					544	
875	Arothron meleagris				146				439	
876	Gobiusculus flavescens					146			508	
877	Carassius carassius		148						619	
878	Formica polyctena			147					360	
879	Asprocottus intermediius				147				488	
880	Pomatoschistus minutus					147			508	
881	Formica polyctena			148					510	
882	Asteropteryx semipunctatus				148				498	
883	Nephrops norvegicus						148		498	
884	Carassius auratus		150						455	
885	Cataglyphis bicolor			149					350	
886	Astyanax fasciatus				149				404	
887	Carassius auratus		151						530	
888	Cataglyphis bicolor			150					510	
889	Atherinops affinis				150				510	
890	Nephrops norvegicus						150		425	
891	Nephrops norvegicus						150		515	
892	Carassius auratus		152						625	
893	Philanthus triangulum			151					344	
894	Aulostomus chinensis				151				421	
895	Bythograea thermydron						151		489	
896	Philanthus triangulum			152					444	
897	Axoclinius carminalis				152				500	
898	Istiophorus  platypterus					152			484	
899	Bythograea thermydron						152		447	
900	Scardinius erythrophthalmus		154						355	
901	Philanthus triangulum			153					524	
902	Lepisosteus platostomus					153			529	
903	Scardinius erythrophthalmus		155						405	
904	Anthidium manicatum			154					344	
905	Bassozetus compressus				154				476	
906	Benthosema suborbitale					154			487	
907	Bythograea thermydron						154		479	
908	Scardinius erythrophthalmus		156						505	
909	Anthidium manicatum			155					440	
910	Bathylagus bericoides				155				464	
911	Diaphus holti					155			491	
912	Scardinius erythrophthalmus		157						565	
913	Anthidium manicatum			156					532	
914	Bathylagus euryops				156				465	
915	Diaphus rafinesquei					156			488	
916	Calappa flammea						156		486	
917	Myrmecia gulosa			157					412	
918	Bathylagus greyae				157				488	
919	Electrona risso					157			482	
920	Calappa flammea						157		483	
921	Myrmecia gulosa			158					540	
922	Bathylagus longirostris				158				474	
923	Lampanyctus crocodilus					158			487	
924	Hepatus epheliticus						158		487	
925	Lasioglossum albipes			159					516	
926	Batrachocottus baicalensis				159				450	
927	Lampanyctus festivus					159			489	
928	Cancer irroratus						159		496	
929	Tinca tinca		161						454	
930	Lasioglossum malachurum			160					442	
931	Batrachocottus multiradiatus				160				447	
932	Lobianchia gemellarii					160			485	
933	Gecarcinus lateralis						160		487	
934	Lasioglossum malachurum			161					528	
935	Batrachocottus nicolskii				161				428.2	
936	Nannobrachium atrum					161			483	
937	Gecarcinus lateralis						161		510	
938	Tinca tinca		163						615	
939	Ichneumon spp.			162					524	
940	Benthalbella infans				162				451	
941	Notoscopelus resplendens					162			486	
942	Chaceon affinis						162		380	
943	Chaceon affinis						162		480	
944	Ichneumon stramentarius			163					542	
945	Taaningichthys bathyphilus					163			487	
946	Geryon quinquedens						163		473	
947	Chelostoma florisomne			164					324	
948	Bodianus bilunulatus				164				526	
949	Halosauropsis macrochir					164			481	
950	Geryon quinquedens						164		470	
951	Chelostoma florisomne			165					548	
952	Bolinichthys indicus				165				489	
953	Notacanthus bonapartei					165			481	
954	Leptograpsus variegatus						165		484	
955	Fundulus heteroclitus		167						363	
956	Osmia rufa			166					344	
957	Bonapartia pedalioita				166				471	
958	Dicrolene intronigra					166			479	
959	Sesarma cinereum						166		492	
960	Fundulus heteroclitus		168						400	
961	Osmia rufa			167					432	
962	Borostomias panamensis				167				483	
963	Sesarma reticulatum						167		493	
964	Fundulus heteroclitus		169						463	
965	Osmia rufa			168					560	
966	Brachydanio rerio				168				405	
967	Sesarma reticulatum						168		508	
968	Fundulus heteroclitus		170						563	
969	Urocerus gigas			169					524	
970	Brachyistius frenatus				169				530.8	
971	Microstoma microstoma					169			479	
972	Paromola cuvieri						169		470	
973	Cerceris rybyensis			170					436	
974	Canthidermis maculatus				170				407	
975	Nansenia longicauda					170			479	
976	Libinia dubia						170		489	
977	Lucania goodei		172						359	
978	Cerceris rybyensis			171					516	
979	Caranx hippos				171				499	
980	Hypomesus pretiosus					171			500	
981	Libinia dubia						171		486	
982	Lucania goodei		173						405	
983	Cerceris rybyensis			172					528	
984	Carassius carassius				172				523	
985	Osmerus dentex					172			516	
986	Libinia emarginata						172		493	
987	Lucania goodei		174						454	
988	Tenthredo campestris			173					328	
989	Carcharhinus acronotus				173				480	
990	Osmerus eperlanus					173			518	
991	Uca pugilator						173		508	
992	Lucania goodei		175						538	
993	Tenthredo campestris			174					464	
994	Cebus sp.				174				538	
995	Spirinchus thaleichthys					174			499	
996	Uca pugilator						174		510	
997	Tenthredo campestris			175					540	
998	Centrophorus squamosus				175				482	
999	Uca pugilator						175		480	
1000	Tenthredo scrophulariae			176					556	
1001	Centroswcymnus coleolepis				176				472	
1002	Acanthurus nigroris					176			494	
1003	Uca pugnax						176		510	
1004	Lucania goodei		178						573	
1005	Tenthredo scrophulariae			177					604	
1006	Ceratoscopelus warmingii				177				488	
1007	Acanthurus triostegus					177			493	
1008	Uca pugnax						177		508	
1009	Poecilia parae		179						503	
1010	Dolichovespula norwegica			178					448	
1011	Chaetodon kleinii				178				496	
1012	Ctenochaetus strigosus					178			486	
1013	Uca thayeri						178		430	
1014	Uca thayeri						178		520	
1015	Poecilia parae		180						355	
1016	Dolichovespula norwegica			179					524	
1017	Chaetodon unimaculatus				179				487	
1018	Naso lituratus					179			497	
1019	Arenaeus cribrarius						179		498	
1020	Poecilia parae		181						407	
1021	Polistes dominulus			180					352	
1022	Chauliodus danae				180				484	
1023	Naso unicornis					180			494	
1024	Callinectes ornatus						180		501	
1025	Poecilia parae		182						456	
1026	Polistes dominulus			181					452	
1027	Chauliodus macouni				181				488	
1028	Zebrasoma flavescens					181			494	
1029	Poecilia parae		183						526	
1030	Polistes dominulus			182					528	
1031	Chauliodus sloanei				182				485	
1032	Zebrasoma velifer					182			494	
1033	Callinectes sapidus						182		440	
1034	Callinectes sapidus						182		508	
1035	Poecilia parae		184						543	
1036	Vespo crabro			183					336	
1037	Chirostomias pliopterus				183				487	
1038	Ammodytes hexapterus					183			470	
1039	Callinectes sapidus						183		504	
1040	Vespo crabro			184					436	
1041	Chlamydera maculata				184				505.2	
1042	Hyperoplus lanceolatus					184			486	
1043	Vespo crabro			185					536	
1044	Chlamydera nuchalis				185				505.7	
1045	Pristiapogon kallopterus					185			492	
1046	Carcinus maenas						185		508	
1047	Poecilia latipinna		187						403	
1048	Vespo crabro			186					542	
1049	Chlorophthalmus sp.				186				483	
1050	Ronquilus jordani					186			492	
1051	Carcinus maenas						186		440	
1052	Carcinus maenas						186		508	
1053	Poecilia latipinna		188						463	
1054	Vespula germanica			187					336	
1055	Chromis hanui				187				355	
1056	Trachurus mediterraneus					187			502	
1057	Ovipales stephensoni						187		505	
1058	Poecilia latipinna		189						551	
1059	Vespula germanica			188					432	
1060	Chromis ovalis				188				404	
1061	Micropterus salmoides					188			528	
1062	Portunus spinimanis						188		483	
1063	Poecilia latipinna		190						577	
1064	Vespula germanica			189					544	
1065	Chromis punctipinnis				189				498	
1066	Spicara smaris					189			502	
1067	Portunus spinimanus						189		479	
1068	Vespula vulgaris			190					336	
1069	Chromis vanderbilti				190				462	
1070	Portunus trituberculatus						190		513	
1071	Vespula vulgaris			191					432	
1072	Chromis verater				191				410	
1073	Chaetodon unimaculatus					191			496	
1074	Scylla serrata						191		490	
1075	Vespula vulgaris			192					536	
1076	Citellus lateralis				192				435	
1077	Forcipiger flavissimus					192			488	
1078	Hemigrapsus edwardsii						192		513	
1079	Poecilia mexicana		194						350	
1080	Xiphydria camelus			193					542	
1081	Clevelandia ios				193				512	
1082	Chiasmodon niger					193			483	
1083	Poecilia mexicana		195						402	
1084	Epicopeia hainesii			194					380	
1085	Clupea harengus				194				502.5	
1086	Hemigrapsus sanguinensis						194		360	
1087	Hemigrapsus sanguinensis						194		480	
1088	Poecilia mexicana		196						461	
1089	Epicopeia hainesii			195					420	
1090	Comephorus baicalensis				195				497	
1091	Embiotoca jacksoni					195			505	
1092	Eurypanopeus depressus						195		480	
1093	Poecilia mexicana		197						537	
1094	Epicopeia hainesii			196					500	
1095	Comephorus dybowskii				196				495	
1096	Embiotoca lateralis					196			499	
1097	Menippe mercenaria						196		494	
1098	Poecilia mexicana		198						563	
1099	Arichanna gaschkevitchii			197					360	
1100	Conger conger				197				486	
1101	Hypsurus caryi					197			506	
1102	Panopeus herbtii						197		493	
1103	Arichanna gaschkevitchii			198					500	
1104	Micrometrus aurora					198			519	
1105	Panopeus herbstii						198		491	
1106	Poecilia formosa		200						352	
1107	Arichanna gaschkevitchii			199					540	
1108	Coregonus clupeoides				199				520	
1109	Micrometrus minimus					199			518	
1110	Panopeus obesus						199		492	
1111	Poecilia formosa		201						404	
1112	Phassus excrescens			200					380	
1113	Coregonus lavaretus				200				531.5	
1114	Rhacochilus vacca					200			507	
1115	Pilumnus sayi						200		489	
1116	Poecilia formosa		202						463	
1117	Phassus excrescens			201					460	
1118	Coryphopterus nicholsii				201				500	
1119	Zalembius rosaceus					201			494	
1120	Rhithropanopeus harrisii						201		495	
1121	Poecilia formosa		203						560	
1122	Phassus excrescens			202					520	
1123	Cottinella boulengeri				202				479.5	
1124	Epigonus  telescopus					202			492	
1125	Phassus excrescens			203					580	
1126	Cottocomephorus grewingki				203				449	
1127	Helostoma temminkii					203			523	
1128	Megalops atlanticus		205						364	
1129	Ochlodes venata			204					380	
1130	Cottocomephorus inermis				204				450.4	
1131	Howella sherborni					204			463	
1132	Megalops atlanticus		206						411	
1133	Ochlodes venata			205					460	
1134	Cottus kessleri				205				449	
1135	Makaira nigricans					205			484	
1136	Megalops atlanticus		207						451	
1137	Ochlodes venata			206					520	
1138	Cottus sp.				206				511	
1139	Kuhlia sandvicensis					206			491	
1140	Megalops atlanticus		208						476	
1141	Parnara guttata			207					380	
1142	Ctenochaetus strigosus				207				449	
1143	Bodianus bilunnulatus					207			485	
1144	Megalops atlanticus		209						551	
1145	Parnara guttata			208					460	
1146	Ctenomys magellanicus				208				370	
1147	Cirrhilabrus solorensis					208			497	
1148	Gadus macrocephalus		210						441	
1149	Parnara guttata			209					520	
1150	Ctenomys talarum				209				370	
1151	Symphodus melops					209			520	
1152	Gadus macrocephalus		211						523	
1153	Celastrina argiolus			210					380	
1154	Cymatogaster aggregata				210				456.1	
1155	Lates calcarifer					210			516	
1156	Celastrina argiolus			211					440	
1157	Cynops pyrrhogaster				211				529	
1158	Lutjanus adetii					211			496	
1159	Gaidropsarus mediterraneus		213						535	
1160	Celastrina argiolus			212					560	
1161	Cyprinus carpio				212				474	
1162	Lutjanus bohar					212			497	
1163	Lycaena dorcas			213					360	
1164	Cyttopsis rosea				213				523	
1165	Lutjanus carponotatus					213			499	
1166	Lycaena dorcas			214					437	
1167	Dama dama				214				453	
1168	Lutjanus erythropterus					214			496	
1169	Microgadus proximus		216						439	
1170	Lycaena dorcas			215					500	
1171	Damalichthys vacca				215				465.8	
1172	Lutjanus fulviflamma					215			505	
1173	Microgadus proximus		217						523	
1174	Lycaena dorcas			216					568	
1175	Danaus plexippus				216				340	
1176	Lutjanus johnii					216			498	
1177	Microgadus proximus		218						522	
1178	Lycaena heteronea			217					360	
1179	Danio aequipinnatus				217				358	
1180	Lutjanus malabaricus					217			494	
1181	Lycaena heteronea			218					437	
1182	Dascyllus albisella				218				359	
1183	Lutjanus quinquelineatus					218			499	
1184	Theragra chalcogramma		220						442	
1185	Lycaena heteronea			219					500	
1186	Dasyatis kuhlii				219				475	
1187	Lutjanus russellii					219			499	
1188	Theragra chalcogramma		221						516	
1189	Lycaena heteronea			220					568	
1190	Deania calcea				220				484	
1191	Lutjanus sebae					220			494	
1192	Lycaena nivalis			221					361	
1193	Mulloidichthys flavolineatus					221			486	
1194	Poecilia reticulata		223						410	
1195	Lycaena nivalis			222					438	
1196	Diaphus dumerilli				222				485	
1197	Mullus barbatus					222			497	
1198	Poecilia reticulata		224						465	
1199	Lycaena nivalis			223					501	
1200	Diaphus holti				223				489	
1201	Parupeneus multifasceatus					223			494	
1202	Poecilia reticulata		225						473	
1203	Lycaena nivalis			224					575	
1204	Diaphus lucidus				224				490	
1205	Upeneus tragula					224			498	
1206	Poecilia reticulata		226						573	
1207	Lycaena phlaeas			225					400	
1208	Diaphus rafinesqueii				225				490	
1209	Dissostichus mawsoni					225			504	
1210	Lycaena phlaeas			226					540	
1211	Pagothenia borchgrevinki					226			499	
1212	Merluccius productus		228						516	
1213	Lycaena phlaeas			227					600	
1214	Dissostichus mawsoni				227				414.3	
1215	Trematomus bernacchii					227			502	
1216	Merluccius productus		229						517	
1217	Dolichonyx orzivorous				228				372.2	
1218	Trematomus hansoni					228			501	
1219	Lycaena rubidus			229					437	
1220	Dromiceius novae-hollandae				229				502	
1221	Trematomus loennbergii					229			500	
1222	Aulorhynchus flavidus		231						360	
1223	Lycaena rubidus			230					500	
1224	Dugesia japonica				230				500	
1225	Citharichthys sordidus					230			489	
1226	Aulorhynchus flavidus		232						496	
1227	Lycaena rubidus			231					568	
1228	Perca fluviatilis					231			540	
1229	Aulorhynchus flavidus		233						536	
1230	Pseudozizeeria maha			232					400	
1231	Echiostoma barbatum				232				483	
1232	Perca  flavescens					232			550	
1233	Aulostomus chinensis		234						494	
1234	Pseudozizeeria maha			233					520	
1235	Embiotoca jacksoni				233				476.9	
1236	Sander lucioperca					233			524	
1237	Pseudozizeeria maha			234					580	
1238	Embiotoca lateralis				234				482.5	
1239	Apodichthys flavidus					234			504	
1240	Aulostomus chinensis		236						473	
1241	Anadevidia peponis			235					420	
1242	Pholis laeta					235			504	
1243	Gasterosteus aculeatus		237						502	
1244	Anadevidia peponis			236					460	
1245	Pholis omata					236			498	
1246	Gasterosteus aculeatus		238						362	
1247	Anadevidia peponis			237					500	
1248	Equus caballus				237				428	
1249	Abudefduf abdominalis					237			492	
1250	Gasterosteus aculeatus		239						439	
1251	Mamestra brassicae			238					360	
1252	Etroplus suratensis				238				530	
1253	Chromis hanui					238			477	
1254	Gasterosteus aculeatus		240						524	
1255	Mamestra brassicae			239					460	
1256	Eucyclogobius newberryi				239				512	
1257	Chromis ovalis					239			492	
1258	Gasterosteus aculeatus		241						576	
1259	Mamestra brassicae			240					540	
1260	Eulemur fulvus				240				413	
1261	Mamestra brassicae			241					580	
1262	Eurypharynx pelecanoides				241				474	
1263	Chromis vanderbilti					241			498	
1264	Spinachia spinachia		243						445	
1265	Spodoptera exempta			242					355	
1266	Eustomias obscurus				242				485	
1267	Chromis verater					242			480	
1268	Spinachia spinachia		244						555	
1269	Spodoptera exempta			243					465	
1270	Evermannella balbo				243				480	
1271	Dascyllus albisella					243			490	
1272	Spinachia spinachia		245						532	
1273	Spodoptera exempta			244					515	
1274	Forcipiger flavissimus				244				431	
1275	Dascyllus trimaculatus					244			491	
1276	Spinachia spinachia		246						590	
1277	Spodoptera exempta			245					560	
1278	Galago crassicauda				245				501	
1279	Plectroglyphidodon johnstonianus					245			495	
1280	Gobiesox maecmdricus		247						500	
1281	Aglais urticae			246					380	
1282	Gasterosteus sp.				246				504.3	
1283	Pomacentrus melanochir					246			501	
1284	Gobiesox maecmdricus		248						440	
1285	Aglais urticae			247					460	
1286	Gasterosteus aculeatus				247				508.8	
1287	Stegastes fasciolatus					247			495	
1288	Gobiesox maecmdricus		249						526	
1289	Aglais urticae			248					530	
1290	Gekko gecko				248				364	
1291	Ptilichthys goodei					248			497	
1292	Gobiesox maecmdricus		250						567	
1293	Argynnis ruslana			249					380	
1294	Geoclemys reevesii				249				480	
1295	Centropristis striata					249			498	
1296	Argynnis ruslana			250					440	
1297	Geotria australis				250				439	
1298	Acanthopagrus butcheri					250			509	
1299	Hypomesus pretiosus		252						369	
1300	Argynnis ruslana			251					560	
1301	Geryon quinquedens				251				472.9	
1302	Diplodus annularis					251			505	
1303	Hypomesus pretiosus		253						461	
1304	Argynnis ruslana			252					620	
1305	Globicephala melas				252				488	
1306	Sphyraena barracuda					252			498	
1307	Hypomesus pretiosus		254						522	
1308	Fabriciana adippe			253					380	
1309	Gobius niger				253				504.8	
1310	Acantholumpenus mackayi					253			502	
1311	Hypomesus pretiosus		255						570	
1312	Fabriciana adippe			254					460	
1313	Anoplarchus purpurescens					254			502	
1314	Fabriciana adippe			255					520	
1315	Hexagrammos octagrammus				255				530	
1316	Chirolophis japonicus					255			502	
1317	Osmerus dentex		257						425	
1318	Fabriciana adippe			256					580	
1319	Ernogrammus hexagrammus					256			506	
1320	Osmerus dentex		258						514	
1321	Heliconius erato			257					370	
1322	Holtbyrnia spinithara				257				480	
1323	Lumpenus sagitta					257			496	
1324	Osmerus dentex		259						565	
1325	Heliconius erato			258					470	
1326	Opisthocentrus ocellatus					258			504	
1327	Heliconius erato			259					570	
1328	Hydrolagus colliei				259				484	
1329	Pholidapus dybowsky					259			522	
1330	Spirinchus thaleichthys		261						364	
1331	Heliconius numata			260					390	
1332	Hyperprosopon argenteum				260				507	
1333	Phytichthys  chirus					260			522	
1334	Spirinchus thaleichthys		262						465	
1335	Heliconius numata			261					460	
1336	Hypsurus caryi				261				456.4	
1337	Stichaeopsis nana					261			522	
1338	Spirinchus thaleichthys		263						517	
1339	Heliconius numata			262					540	
1340	Ichthyococcus ovatus				262				489	
1341	Stichaeus grigorjevi					262			502	
1342	Spirinchus thaleichthys		264						572	
1343	Heliconius sara			263					370	
1344	Idiacanthus fasciola				263				483	
1345	Stichaeus nozawae					263			502	
1346	Heliconius sara			264					470	
1347	Isoodon obesulus				264				508	
1348	Xiphister mucosus					264			504	
1349	Heliconius sara			265					550	
1350	Kali macrodon				265				484	
1351	Xiphister  atropurpureus					265			503	
1352	Acanthurus nigroris		267						523	
1353	Minois dryas			266					380	
1354	Kuhlia sandvicensis				266				362	
1355	Trichodon trichodon					266			503	
1356	Acanthurus nigroris		268						538	
1357	Minois dryas			267					460	
1358	Lampadena speculigera				267				488	
1359	Zanclus cornutus					267			492	
1360	Minois dryas			268					520	
1361	Lampanychtus ater				268				483	
1362	Lycodes pacificus					268			483	
1363	Neope goschkevitschii			269					380	
1364	Lampanyctus alatus				269				485	
1365	Zoarces viviparus					269			513	
1366	Acanthurus triostegus		271						518	
1367	Neope goschkevitschii			270					460	
1368	Neope goschkevitschii			271					520	
1369	Lampanyctus regalis				271				489	
1370	Cleisthenes herzensteini					271			500	
1371	Acanthurus achilles		273						501	
1372	Nymphalis xanthomelas			272					380	
1373	Lepidion eques				272				476	
1374	Isopsetta isolepis					272			492	
1375	Nymphalis xanthomelas			273					460	
1376	Leptocottus armatus				273				498	
1377	Lepidopsetta bilineata					273			492	
1378	Ctenochaetus strigosus		275						453	
1379	Nymphalis xanthomelas			274					500	
1380	Leuroglosus stilbius				274				491	
1381	Lepidopsetta polyxystra					274			493	
1382	Ctenochaetus strigosus		276						521	
1383	Nymphalis xanthomelas			275					560	
1384	Limnocottus bergianus				275				490.4	
1385	Limanda aspera					275			503	
1386	Ctenochaetus strigosus		277						548	
1387	Parage aegeria			276					360	
1388	Limnocottus eurystomus				276				427.6	
1389	Limanda limanda					276			502	
1390	Ctenochaetus strigosus		278						501	
1391	Parage aegeria			277					460	
1392	Limnocottus griseus				277				431	
1393	Lyopsetta exilis					277			482	
1394	Parage aegeria			278					530	
1395	Limnocottus pallidus				278				488	
1396	Microstomus kitt					278			502	
1397	Naso lituratus		280						421	
1398	Polygonia c-album			279					380	
1399	Microstomus pacificus					279			505	
1400	Naso lituratus		281						496	
1401	Polygonia c-album			280					520	
1402	Margrethia obtusirostra				280				474	
1403	Parophrys vetulus					280			498	
1404	Naso lituratus		282						521	
1405	Polygonia c-album			281					560	
1406	Melanochromus vermivorous				281				418.1	
1407	Platichthys flesus					281			510	
1408	Polygonia c-album			282					620	
1409	Melanonus zugmayeri				282				489	
1410	Platichthys stellatus					282			508	
1411	Naso unicornis		284						416	
1412	Vanessa cardui			283					360	
1413	Melanostigma pammelas				283				485	
1414	Pleuronectes platessa					283			515	
1415	Naso unicornis		285						486	
1416	Vanessa cardui			284					470	
1417	Melanostomias niger				284				483	
1418	Psettichthys melanostictus					284			497	
1419	Naso unicornis		286						507	
1420	Vanessa cardui			285					530	
1421	Melanphaes canthomus				285				4852	
1422	Pseudopleuronectes americanus					285			506	
1423	Zebrasoma veliferum		287						494	
1424	Atrophaneura alcinous			286					420	
1425	Meleagris gallopavo				286				417.8	
1426	Pseudopleuronectes herzensteini					286			500	
1427	Zebrasoma veliferum		288						448	
1428	Atrophaneura alcinous			287					460	
1429	Merluccius merluccius				287				496	
1430	Pseudopleuronectes obscurus					287			525	
1431	Zebrasoma veliferum		289						511	
1432	Atrophaneura alcinous			288					520	
1433	Mesoplodon bidens				288				484	
1434	Lepidorhombus boscii					288			489	
1435	Zebrasoma veliferum		290						517	
1436	Atrophaneura alcinous			289					600	
1437	Metriaclima zebra				289				368	
1438	Oncorhynchus gorbuscha					289			506	
1439	Zebrasoma veliferum		291						523	
1440	Graphium sarpedon			290					380	
1441	Micrometrus aurora				290				464.8	
1442	Abyssocottus korotneffi					290			481	
1443	Graphium sarpedon			291					460	
1444	Micrometrus minimus				291				469.5	
1445	Oncorhynchus keta					291			524	
1446	Zebrasoma flavescens		293						446	
1447	Graphium sarpedon			292					560	
1448	Mirounga angustirostri				292				491.7	
1449	Oncorhynchus keta					292			505	
1450	Zebrasoma flavescens		294						510	
1451	Graphium sarpedon			293					600	
1452	Mugil cephalus				293				518	
1453	Oncorhynchus kisutch					293			531	
1454	Zebrasoma flavescens		295						519	
1455	Papilio achaon			294					380	
1456	Mulloidichthys flavolineatus				294				366	
1457	Oncorhynchus kisutch					294			505	
1458	Papilio achaon			295					460	
1459	Mustelus henlei				295				496	
1460	Oncorhynchus mykiss					295			521	
1461	Ammodytes hexapterus		297						398	
1462	Papilio achaon			296					520	
1463	Myoxocephalus quadricornis				296				512.2	
1464	Oncorhynchus tshawytscha					296			524	
1465	Ammodytes hexapterus		298						524	
1466	Papilio achaon			297					580	
1467	Myripristis berndti				297				443	
1468	Oncorhynchus tshawytscha					297			508	
1469	Ammodytes hexapterus		299						520	
1470	Papilio aegeus			298					360	
1471	Naso lituratus				298				412	
1472	Salmo salar					298			515	
1473	Apogon kallopterus		300						492	
1474	Papilio aegeus			299					450	
1475	Salmo trutta trutta					299			532	
1476	Papilio aegeus			300					540	
1477	Nemichthys scolopaceus				300				490	
1478	Thunnus albacares					300			483	
1479	Apogon kallopterus		302						494	
1480	Papilio aegeus			301					610	
1481	Neonesthes capensis				301				483	
1482	Peprilus stimillimus					301			496	
1483	Apogon kallopterus		303						516	
1484	Papilio maackii			302					380	
1485	Aphanopus  carbo					302			477	
1486	Papilio maackii			303					460	
1487	Notacanthus bonapartei				303				487	
1488	Asprocottus herzensteini					303			488	
1489	Ronquilus jordani		305						461	
1490	Papilio maackii			304					520	
1491	Cottinella boulengeri					304			482	
1492	Ronquilus jordani		306						521	
1493	Papilio maackii			305					580	
1494	Odocoileus virginianus				305				457	
1495	Cyphocottus eurystomus					305			489	
1496	Lipophyrs pholis		307						515	
1497	Papilio protenor			306					420	
1498	Oncorhynchus mykiss				306				365	
1499	Limnocottus bergianus					306			490	
1500	Lipophyrs pholis		308						535	
1501	Papilio protenor			307					460	
1502	Oreochromis nilocticus				307				359	
1503	Limnocottus griseus					307			485	
1504	Lipophyrs pholis		309						500	
1505	Papilio protenor			308					520	
1506	Oreocromis niloticus				308				375.5	
1507	Lipophyrs pholis		310						570	
1508	Osmerus eperlanus				309				517.8	
1509	Procottus jettelesii					309			505	
1510	Plagiotremus rhinorhynchos		311						498	
1511	Papilio xuthus			310					400	
1512	Ostracion meleagris				310				416	
1513	Bothragonus  swani					310			500	
1514	Plagiotremus rhinorhynchos		312						449	
1515	Papilio xuthus			311					440	
1516	Otolemus cassicaudatus				311				507	
1517	Podothecus acipenserinus					311			500	
1518	Plagiotremus rhinorhynchos		313						520	
1519	Papilio xuthus			312					520	
1520	Pachystomias microdon				312				513	
1521	Comephorus baicalensis					312			501	
1522	Plagiotremus rhinorhynchos		314						561	
1523	Papilio xuthus			313					600	
1524	Pagothenia borchgrevinki				313				488.7	
1525	Comephorus dybowskii					313			498	
1526	Papilo bianor			314					420	
1527	Paracottus knerii				314				450	
