comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id
554,Scardinius erythrophthalmus,515.0,,,,,106,,
555,Acanthephyra smithi,491,,,,,,106,
556,Bombus jonellus,432.0,,,107,,,,
557,Sesarma cinereum,491.1,,,,107,,,
558,Tinca tinca,533.0,,,,,107,,
559,Acanthephyra stylorostratis,489,,,,,,107,
560,Engraulis encrasicolus,474.0,,109,,,,,
561,Bombus jonellus,544.0,,,108,,,,
562,Sesarma reticulatum,492.4,,,,108,,,
563,Tribolodon hakonensis,522.0,,,,,108,,
564,Hymenodora frontalis,495,,,,,,108,
565,Bombus lapidarius,332.0,,,109,,,,
566,Siproeta stelenes,522.0,,,,109,,,
567,Cyprinodon variegatus,506.0,,,,,109,,
568,Hymenodora glacialis,500,,,,,,109,
569,Bombus lapidarius,432.0,,,110,,,,
570,Speyeria leto,551.0,,,,110,,,
571,Jordanella floridae,511.0,,,,,110,,
572,Janicella spinacauda,"400, 500",,,,,,110,
573,Engraulis japonicus,492.0,,112,,,,,
574,Bombus lapidarius,544.0,,,111,,,,
575,Stylocheiron maximum,479.0,,,,111,,,
576,Elops  saurus,518.0,,,,,111,,
577,Meningodora miccyla,486,,,,,,111,
578,Bombus monticola,336.0,,,112,,,,
579,Sympetrum sp.,420.0,,,,112,,,
580,Fundulus heteroclitus,503.0,,,,,112,,
581,Meningodora vesca,487,,,,,,112,
582,Engraulis japonicus,478.0,,114,,,,,
583,Bombus monticola,440.0,,,113,,,,
584,Systellaspis debilis,400.0,,,,113,,,
585,Micropoecilia parae,503.0,,,,,113,,
586,Notostomus elegans,490,,,,,,113,
587,Bombus monticola,544.0,,,114,,,,
588,Thysanopoda orientalis,478.0,,,,114,,,
589,Poecilia formosa,504.0,,,,,114,,
590,Notostomus gibbosus,480,,,,,,114,
591,Abramis ballerus,518.0,,116,,,,,
592,Bombus morio,352.0,,,115,,,,
593,Uca pugilator,508.0,,,,115,,,
594,Poecilia latipinna,503.0,,,,,115,,
595,Oplophorus gracilirostris,"400, 500",,,,,,115,
596,Abramis ballerus,451.0,,117,,,,,
597,Bombus morio,428.0,,,116,,,,
598,Uca pugnax,508.0,,,,116,,,
599,Poecilia mexicana,504.0,,,,,116,,
600,Oplophorus spinosus,"400, 500",,,,,,116,
601,Abramis ballerus,537.0,,118,,,,,
602,Bombus morio,548.0,,,117,,,,
603,Xenos peckii,345.9,,,,117,,,
604,Poecilia reticulata,503.0,,,,,117,,
605,Oplophorus spinosus,492,,,,,,117,
606,Abramis ballerus,620.0,,119,,,,,
607,Bombus terrestris,328.0,,,118,,,,
608,Abramis brama,537.2,,,,118,,,
609,Esox lucius,521.0,,,,,118,,
610,Systellaspis braueri,"411, 500",,,,,,118,
611,Bombus terrestris,428.0,,,119,,,,
612,Abudefduf abdominalis,347.0,,,,119,,,
613,Megalops atlanticus,500.0,,,,,119,,
614,Systellaspis cristata,"414, 498",,,,,,119,
615,Bombus terrestris,536.0,,,120,,,,
616,Abyssocottus korotneffi,481.3,,,,120,,,
617,Aulorhynchus flavidus,499.0,,,,,120,,
618,Systellaspis debilis,"400, 498",,,,,,120,
619,Colletes fulgidus,340.0,,,121,,,,
620,Acanthephyra curtirostris,510.0,,,,121,,,
621,Gaidropsarus mediterraneus,512.0,,,,,121,,
622,Systellaspis debilis,"400, 500",,,,,,121,
623,Abramis brama,451.0,,123,,,,,
624,Colletes fulgidus,532.0,,,122,,,,
625,Acanthephyra smithi,510.0,,,,122,,,
626,Microgadus proximus,497.0,,,,,122,,
627,Systellaspis debilis,493,,,,,,122,
628,Lestrimelitta limao,536.0,,,123,,,,
629,Acanthropagrus berda,472.0,,,,123,,,
630,Pollachius pollachius,498.0,,,,,123,,
631,Systellaspis debilis,"417, 497",,,,,,123,
632,Abramis brama,620.0,,125,,,,,
633,Melecta punctata,336.0,,,124,,,,
634,Acanthropagrus major,460.0,,,,124,,,
635,Theragra chalcogramma,500.0,,,,,124,,
636,Jasus edwardsii,"472, 536",,,,,,124,
637,Melecta punctata,428.0,,,125,,,,
638,Acanthropagrus schlegelii,471.0,,,,125,,,
639,Caelorhinchus labiatus,479.0,,,,,125,,
640,Panulirus argus,"379, 510",,,,,,125,
641,Melecta punctata,540.0,,,126,,,,
642,Acanthurus achilles,496.0,,,,126,,,
643,Coryphaenoides armatus,483.0,,,,,126,,
644,Clibanarius vittatus,510,,,,,,126,
645,Alburnus alburnus,517.0,,128,,,,,
646,Melipona marginata,340.0,,,127,,,,
647,Acanthurus nigroris,439.0,,,,127,,,
648,Coryphaenoides carapinus,484.0,,,,,127,,
649,Dardanus fucosus,511,,,,,,127,
650,Alburnus alburnus,440.0,,129,,,,,
651,Melipona marginata,450.0,,,128,,,,
652,Acanthurus triostegus,458.0,,,,128,,,
653,Coryphaenoides carapinus,482.0,,,,,128,,
654,Petrolisthes diogenes,508,,,,,,128,
655,Alburnus alburnus,523.0,,130,,,,,
656,Melipona marginata,540.0,,,129,,,,
657,Acerina cernua,531.8,,,,129,,,
658,Coryphaenoides leptolepis,482.0,,,,,129,,
659,Coenobita clypeatus,508,,,,,,129,
660,Alburnus alburnus,571.0,,131,,,,,
661,Melipona quadrifasciata,356.0,,,130,,,,
662,Acipenser fulvescens,448.0,,,,130,,,
663,Coryphaenoides profundicolus,483.0,,,,,130,,
664,Coenobita rugosa,491,,,,,,130,
665,Melipona quadrifasciata,428.0,,,131,,,,
666,Ailuroedus crassirostris,504.6,,,,131,,,
667,Coryphaenoides profundicolus,482.0,,,,,131,,
668,Pagurus annulipes,493,,,,,,131,
669,Blicca bjoerkna,444.0,,133,,,,,
670,Melipona quadrifasciata,520.0,,,132,,,,
671,Alburnus alburnus,514.6,,,,132,,,
672,Echinomacrurus mollis,478.0,,,,,132,,
673,Pagurus longicarpus,515,,,,,,132,
674,Blicca bjoerkna,533.0,,134,,,,,
675,Nomada alboguttata,428.0,,,133,,,,
676,Alepocephalus australis,475.0,,,,133,,,
677,Malacocephalus laevis,486.0,,,,,133,,
678,Pagurus pollicaris,515,,,,,,133,
679,Blicca bjoerkna,603.0,,135,,,,,
680,Nomada alboguttata,512.0,,,134,,,,
681,Alligator mississippiensis,500.0,,,,134,,,
682,Melanonus zugmayeri,490.0,,,,,134,,
683,Pagurus pollicaris,516,,,,,,134,
684,Carassius auratus,521.0,,136,,,,,
685,Partamona helleri,347.0,,,135,,,,
686,Anas platyrhynchus,415.0,,,,135,,,
687,Merluccius productus,495.0,,,,,135,,
688,Pleuroncodes planipes,523,,,,,,135,
689,Carassius auratus,360.0,,137,,,,,
690,Partamona helleri,444.0,,,136,,,,
691,Anchoa mitchilli,501.0,,,,136,,,
692,Antimora  rostrata,483.0,,,,,136,,
693,Petrolisthes elongates,536,,,,,,136,
694,Carassius auratus,452.0,,138,,,,,
695,Partamona helleri,521.0,,,137,,,,
696,Anguilla Anguilla,506.2,,,,137,,,
697,Halargyreus johnsonii,490.0,,,,,137,,
698,Astacus fluviatus,530,,,,,,137,
699,Carassius auratus,532.0,,139,,,,,
700,Schwarziana sp,343.0,,,138,,,,
701,Antimora rostrata,475.0,,,,138,,,
702,Lepidion  eques,486.0,,,,,138,,
703,Astacus leptodactylus,530,,,,,,138,
704,Carassius auratus,614.0,,140,,,,,
705,Schwarziana sp,440.0,,,139,,,,
706,Aotus trivirgatus,505.0,,,,139,,,
707,Mora moro,488.0,,,,,139,,
708,Schwarziana sp,528.0,,,140,,,,
709,Apogon kallopterus,441.0,,,,140,,,
710,Gasterosteus aculeatus,509.0,,,,,140,,
711,Trigona spinipes,340.0,,,141,,,,
712,Aptychotrema rostrata,457.7,,,,141,,,
713,Spinachia spinachia,510.0,,,,,141,,
714,Orconectes rusticus,530-535,,,,,,141,
715,Trigona spinipes,440.0,,,142,,,,
716,Argyropelecus aculeatus,477.0,,,,142,,,
717,Gobiesox maeandricus,500.0,,,,,142,,
718,Carassius carassius,449.0,,144,,,,,
719,Trigona spinipes,536.0,,,143,,,,
720,Argyropelecus gigas,477.0,,,,143,,,
721,Asterropteryx semipunctata,498.0,,,,,143,,
722,Procambarus clarkii,440,,,,,,143,
723,Carassius carassius,529.0,,145,,,,,
724,Xylocopa brasilianorum,360.0,,,144,,,,
725,Argyropelecus hemigymnus,478.0,,,,144,,,
726,Clevelandia ios,520.0,,,,,144,,
727,Carassius carassius,535.0,,146,,,,,
728,Xylocopa brasilianorum,428.0,,,145,,,,
729,Aristostomias tittmanni,518.0,,,,145,,,
730,Gobius paganellus,512.0,,,,,145,,
731,Engaeus cunicularius,522,,,,,,145,
732,Carassius carassius,608.0,,147,,,,,
733,Xylocopa brasilianorum,544.0,,,146,,,,
734,Arothron meleagris,439.0,,,,146,,,
735,Gobiusculus flavescens,508.0,,,,,146,,
736,Carassius carassius,619.0,,148,,,,,
737,Formica polyctena,360.0,,,147,,,,
738,Asprocottus intermediius,488.0,,,,147,,,
739,Pomatoschistus minutus,508.0,,,,,147,,
740,Formica polyctena,510.0,,,148,,,,
741,Asteropteryx semipunctatus,498.0,,,,148,,,
742,Nephrops norvegicus,498,,,,,,148,
743,Carassius auratus,455.0,,150,,,,,
744,Cataglyphis bicolor,350.0,,,149,,,,
745,Astyanax fasciatus,404.0,,,,149,,,
746,Carassius auratus,530.0,,151,,,,,
747,Cataglyphis bicolor,510.0,,,150,,,,
748,Atherinops affinis,510.0,,,,150,,,
749,Nephrops norvegicus,"425, 515",,,,,,150,
750,Carassius auratus,625.0,,152,,,,,
751,Philanthus triangulum,344.0,,,151,,,,
752,Aulostomus chinensis,421.0,,,,151,,,
753,Bythograea thermydron,489,,,,,,151,
754,Philanthus triangulum,444.0,,,152,,,,
755,Axoclinius carminalis,500.0,,,,152,,,
756,Istiophorus  platypterus,484.0,,,,,152,,
757,Bythograea thermydron,447,,,,,,152,
758,Scardinius erythrophthalmus,355.0,,154,,,,,
759,Philanthus triangulum,524.0,,,153,,,,
760,Lepisosteus platostomus,529.0,,,,,153,,
761,Scardinius erythrophthalmus,405.0,,155,,,,,
762,Anthidium manicatum,344.0,,,154,,,,
763,Bassozetus compressus,476.0,,,,154,,,
764,Benthosema suborbitale,487.0,,,,,154,,
765,Bythograea thermydron,479,,,,,,154,
766,Scardinius erythrophthalmus,505.0,,156,,,,,
767,Anthidium manicatum,440.0,,,155,,,,
768,Bathylagus bericoides,464.0,,,,155,,,
769,Diaphus holti,491.0,,,,,155,,
770,Scardinius erythrophthalmus,565.0,,157,,,,,
771,Anthidium manicatum,532.0,,,156,,,,
772,Bathylagus euryops,465.0,,,,156,,,
773,Diaphus rafinesquei,488.0,,,,,156,,
774,Calappa flammea,486,,,,,,156,
775,Myrmecia gulosa,412.0,,,157,,,,
776,Bathylagus greyae,488.0,,,,157,,,
777,Electrona risso,482.0,,,,,157,,
778,Calappa flammea,483,,,,,,157,
779,Myrmecia gulosa,540.0,,,158,,,,
780,Bathylagus longirostris,474.0,,,,158,,,
781,Lampanyctus crocodilus,487.0,,,,,158,,
782,Hepatus epheliticus,487,,,,,,158,
783,Lasioglossum albipes,516.0,,,159,,,,
784,Batrachocottus baicalensis,450.0,,,,159,,,
785,Lampanyctus festivus,489.0,,,,,159,,
786,Cancer irroratus,496,,,,,,159,
787,Tinca tinca,454.0,,161,,,,,
788,Lasioglossum malachurum,442.0,,,160,,,,
789,Batrachocottus multiradiatus,447.0,,,,160,,,
790,Lobianchia gemellarii,485.0,,,,,160,,
791,Gecarcinus lateralis,487,,,,,,160,
792,Lasioglossum malachurum,528.0,,,161,,,,
793,Batrachocottus nicolskii,428.2,,,,161,,,
794,Nannobrachium atrum,483.0,,,,,161,,
795,Gecarcinus lateralis,510,,,,,,161,
796,Tinca tinca,615.0,,163,,,,,
797,Ichneumon spp.,524.0,,,162,,,,
798,Benthalbella infans,451.0,,,,162,,,
799,Notoscopelus resplendens,486.0,,,,,162,,
800,Chaceon affinis,"380, 480",,,,,,162,
801,Ichneumon stramentarius,542.0,,,163,,,,
802,Taaningichthys bathyphilus,487.0,,,,,163,,
803,Geryon quinquedens,473,,,,,,163,
804,Chelostoma florisomne,324.0,,,164,,,,
805,Bodianus bilunulatus,526.0,,,,164,,,
806,Halosauropsis macrochir,481.0,,,,,164,,
807,Geryon quinquedens,470,,,,,,164,
808,Chelostoma florisomne,548.0,,,165,,,,
809,Bolinichthys indicus,489.0,,,,165,,,
810,Notacanthus bonapartei,481.0,,,,,165,,
811,Leptograpsus variegatus,484,,,,,,165,
812,Fundulus heteroclitus,363.0,,167,,,,,
813,Osmia rufa,344.0,,,166,,,,
814,Bonapartia pedalioita,471.0,,,,166,,,
815,Dicrolene intronigra,479.0,,,,,166,,
816,Sesarma cinereum,492,,,,,,166,
817,Fundulus heteroclitus,400.0,,168,,,,,
818,Osmia rufa,432.0,,,167,,,,
819,Borostomias panamensis,483.0,,,,167,,,
820,Sesarma reticulatum,493,,,,,,167,
821,Fundulus heteroclitus,463.0,,169,,,,,
822,Osmia rufa,560.0,,,168,,,,
823,Brachydanio rerio,405.0,,,,168,,,
824,Sesarma reticulatum,508,,,,,,168,
825,Fundulus heteroclitus,563.0,,170,,,,,
826,Urocerus gigas,524.0,,,169,,,,
827,Brachyistius frenatus,530.8,,,,169,,,
828,Microstoma microstoma,479.0,,,,,169,,
829,Paromola cuvieri,470,,,,,,169,
830,Cerceris rybyensis,436.0,,,170,,,,
831,Canthidermis maculatus,407.0,,,,170,,,
832,Nansenia longicauda,479.0,,,,,170,,
833,Libinia dubia,489,,,,,,170,
834,Lucania goodei,359.0,,172,,,,,
835,Cerceris rybyensis,516.0,,,171,,,,
836,Caranx hippos,499.0,,,,171,,,
837,Hypomesus pretiosus,500.0,,,,,171,,
838,Libinia dubia,486,,,,,,171,
839,Lucania goodei,405.0,,173,,,,,
840,Cerceris rybyensis,528.0,,,172,,,,
841,Carassius carassius,523.0,,,,172,,,
842,Osmerus dentex,516.0,,,,,172,,
843,Libinia emarginata,493,,,,,,172,
844,Lucania goodei,454.0,,174,,,,,
845,Tenthredo campestris,328.0,,,173,,,,
846,Carcharhinus acronotus,480.0,,,,173,,,
847,Osmerus eperlanus,518.0,,,,,173,,
848,Uca pugilator,508,,,,,,173,
849,Lucania goodei,538.0,,175,,,,,
850,Tenthredo campestris,464.0,,,174,,,,
851,Cebus sp.,538.0,,,,174,,,
852,Spirinchus thaleichthys,499.0,,,,,174,,
853,Uca pugilator,510,,,,,,174,
854,Tenthredo campestris,540.0,,,175,,,,
855,Centrophorus squamosus,482.0,,,,175,,,
856,Uca pugilator,480,,,,,,175,
857,Tenthredo scrophulariae,556.0,,,176,,,,
858,Centroswcymnus coleolepis,472.0,,,,176,,,
859,Acanthurus nigroris,494.0,,,,,176,,
860,Uca pugnax,510,,,,,,176,
861,Lucania goodei,573.0,,178,,,,,
862,Tenthredo scrophulariae,604.0,,,177,,,,
863,Ceratoscopelus warmingii,488.0,,,,177,,,
864,Acanthurus triostegus,493.0,,,,,177,,
865,Uca pugnax,508,,,,,,177,
866,Poecilia parae,503.0,,179,,,,,
867,Dolichovespula norwegica,448.0,,,178,,,,
868,Chaetodon kleinii,496.0,,,,178,,,
869,Ctenochaetus strigosus,486.0,,,,,178,,
870,Uca thayeri,"430, 500-540",,,,,,178,
871,Poecilia parae,355.0,,180,,,,,
872,Dolichovespula norwegica,524.0,,,179,,,,
873,Chaetodon unimaculatus,487.0,,,,179,,,
874,Naso lituratus,497.0,,,,,179,,
875,Arenaeus cribrarius,498,,,,,,179,
876,Poecilia parae,407.0,,181,,,,,
877,Polistes dominulus,352.0,,,180,,,,
878,Chauliodus danae,484.0,,,,180,,,
879,Naso unicornis,494.0,,,,,180,,
880,Callinectes ornatus,501,,,,,,180,
881,Poecilia parae,456.0,,182,,,,,
882,Polistes dominulus,452.0,,,181,,,,
883,Chauliodus macouni,488.0,,,,181,,,
884,Zebrasoma flavescens,494.0,,,,,181,,
885,Poecilia parae,526.0,,183,,,,,
886,Polistes dominulus,528.0,,,182,,,,
887,Chauliodus sloanei,485.0,,,,182,,,
888,Zebrasoma velifer,494.0,,,,,182,,
889,Callinectes sapidus,"440, 508",,,,,,182,
890,Poecilia parae,543.0,,184,,,,,
891,Vespo crabro,336.0,,,183,,,,
892,Chirostomias pliopterus,487.0,,,,183,,,
893,Ammodytes hexapterus,470.0,,,,,183,,
894,Callinectes sapidus,504,,,,,,183,
895,Vespo crabro,436.0,,,184,,,,
896,Chlamydera maculata,505.2,,,,184,,,
897,Hyperoplus lanceolatus,486.0,,,,,184,,
898,Vespo crabro,536.0,,,185,,,,
899,Chlamydera nuchalis,505.7,,,,185,,,
900,Pristiapogon kallopterus,492.0,,,,,185,,
901,Carcinus maenas,508,,,,,,185,
902,Poecilia latipinna,403.0,,187,,,,,
903,Vespo crabro,542.0,,,186,,,,
904,Chlorophthalmus sp.,483.0,,,,186,,,
905,Ronquilus jordani,492.0,,,,,186,,
906,Carcinus maenas,"440, 508",,,,,,186,
907,Poecilia latipinna,463.0,,188,,,,,
908,Vespula germanica,336.0,,,187,,,,
909,Chromis hanui,355.0,,,,187,,,
910,Trachurus mediterraneus,502.0,,,,,187,,
911,Ovipales stephensoni,505,,,,,,187,
912,Poecilia latipinna,551.0,,189,,,,,
913,Vespula germanica,432.0,,,188,,,,
914,Chromis ovalis,404.0,,,,188,,,
915,Micropterus salmoides,528.0,,,,,188,,
916,Portunus spinimanis,483,,,,,,188,
917,Poecilia latipinna,577.0,,190,,,,,
918,Vespula germanica,544.0,,,189,,,,
919,Chromis punctipinnis,498.0,,,,189,,,
920,Spicara smaris,502.0,,,,,189,,
921,Portunus spinimanus,479,,,,,,189,
922,Vespula vulgaris,336.0,,,190,,,,
923,Chromis vanderbilti,462.0,,,,190,,,
924,Portunus trituberculatus,513,,,,,,190,
925,Vespula vulgaris,432.0,,,191,,,,
926,Chromis verater,410.0,,,,191,,,
927,Chaetodon unimaculatus,496.0,,,,,191,,
928,Scylla serrata,490,,,,,,191,
929,Vespula vulgaris,536.0,,,192,,,,
930,Citellus lateralis,435.0,,,,192,,,
931,Forcipiger flavissimus,488.0,,,,,192,,
932,Hemigrapsus edwardsii,513,,,,,,192,
933,Poecilia mexicana,350.0,,194,,,,,
934,Xiphydria camelus,542.0,,,193,,,,
935,Clevelandia ios,512.0,,,,193,,,
936,Chiasmodon niger,483.0,,,,,193,,
937,Poecilia mexicana,402.0,,195,,,,,
938,Epicopeia hainesii,380.0,,,194,,,,
939,Clupea harengus,502.5,,,,194,,,
940,Hemigrapsus sanguinensis,"360, 480",,,,,,194,
941,Poecilia mexicana,461.0,,196,,,,,
942,Epicopeia hainesii,420.0,,,195,,,,
943,Comephorus baicalensis,497.0,,,,195,,,
944,Embiotoca jacksoni,505.0,,,,,195,,
945,Eurypanopeus depressus,480,,,,,,195,
946,Poecilia mexicana,537.0,,197,,,,,
947,Epicopeia hainesii,500.0,,,196,,,,
948,Comephorus dybowskii,495.0,,,,196,,,
949,Embiotoca lateralis,499.0,,,,,196,,
950,Menippe mercenaria,494,,,,,,196,
951,Poecilia mexicana,563.0,,198,,,,,
952,Arichanna gaschkevitchii,360.0,,,197,,,,
953,Conger conger,486.0,,,,197,,,
954,Hypsurus caryi,506.0,,,,,197,,
955,Panopeus herbtii,493,,,,,,197,
956,Arichanna gaschkevitchii,500.0,,,198,,,,
957,Micrometrus aurora,519.0,,,,,198,,
958,Panopeus herbstii,491,,,,,,198,
959,Poecilia formosa,352.0,,200,,,,,
960,Arichanna gaschkevitchii,540.0,,,199,,,,
961,Coregonus clupeoides,520.0,,,,199,,,
962,Micrometrus minimus,518.0,,,,,199,,
963,Panopeus obesus,492,,,,,,199,
964,Poecilia formosa,404.0,,201,,,,,
965,Phassus excrescens,380.0,,,200,,,,
966,Coregonus lavaretus,531.5,,,,200,,,
967,Rhacochilus vacca,507.0,,,,,200,,
968,Pilumnus sayi,489,,,,,,200,
969,Poecilia formosa,463.0,,202,,,,,
970,Phassus excrescens,460.0,,,201,,,,
971,Coryphopterus nicholsii,500.0,,,,201,,,
972,Zalembius rosaceus,494.0,,,,,201,,
973,Rhithropanopeus harrisii,495,,,,,,201,
974,Poecilia formosa,560.0,,203,,,,,
975,Phassus excrescens,520.0,,,202,,,,
976,Cottinella boulengeri,479.5,,,,202,,,
977,Epigonus  telescopus,492.0,,,,,202,,
978,Phassus excrescens,580.0,,,203,,,,
979,Cottocomephorus grewingki,449.0,,,,203,,,
980,Helostoma temminkii,523.0,,,,,203,,
981,Megalops atlanticus,364.0,,205,,,,,
982,Ochlodes venata,380.0,,,204,,,,
983,Cottocomephorus inermis,450.4,,,,204,,,
984,Howella sherborni,463.0,,,,,204,,
985,Megalops atlanticus,411.0,,206,,,,,
986,Ochlodes venata,460.0,,,205,,,,
987,Cottus kessleri,449.0,,,,205,,,
988,Makaira nigricans,484.0,,,,,205,,
989,Megalops atlanticus,451.0,,207,,,,,
990,Ochlodes venata,520.0,,,206,,,,
991,Cottus sp.,511.0,,,,206,,,
992,Kuhlia sandvicensis,491.0,,,,,206,,
993,Megalops atlanticus,476.0,,208,,,,,
994,Parnara guttata,380.0,,,207,,,,
995,Ctenochaetus strigosus,449.0,,,,207,,,
996,Bodianus bilunnulatus,485.0,,,,,207,,
997,Megalops atlanticus,551.0,,209,,,,,
998,Parnara guttata,460.0,,,208,,,,
999,Ctenomys magellanicus,370.0,,,,208,,,
1000,Cirrhilabrus solorensis,497.0,,,,,208,,
1001,Gadus macrocephalus,441.0,,210,,,,,
1002,Parnara guttata,520.0,,,209,,,,
1003,Ctenomys talarum,370.0,,,,209,,,
1004,Symphodus melops,520.0,,,,,209,,
1005,Gadus macrocephalus,523.0,,211,,,,,
1006,Celastrina argiolus,380.0,,,210,,,,
1007,Cymatogaster aggregata,456.1,,,,210,,,
1008,Lates calcarifer,516.0,,,,,210,,
1009,Celastrina argiolus,440.0,,,211,,,,
1010,Cynops pyrrhogaster,529.0,,,,211,,,
1011,Lutjanus adetii,496.0,,,,,211,,
1012,Gaidropsarus mediterraneus,535.0,,213,,,,,
1013,Celastrina argiolus,560.0,,,212,,,,
1014,Cyprinus carpio,474.0,,,,212,,,
1015,Lutjanus bohar,497.0,,,,,212,,
1016,Lycaena dorcas,360.0,,,213,,,,
1017,Cyttopsis rosea,523.0,,,,213,,,
1018,Lutjanus carponotatus,499.0,,,,,213,,
1019,Lycaena dorcas,437.0,,,214,,,,
1020,Dama dama,453.0,,,,214,,,
1021,Lutjanus erythropterus,496.0,,,,,214,,
1022,Microgadus proximus,439.0,,216,,,,,
1023,Lycaena dorcas,500.0,,,215,,,,
1024,Damalichthys vacca,465.8,,,,215,,,
1025,Lutjanus fulviflamma,505.0,,,,,215,,
1026,Microgadus proximus,523.0,,217,,,,,
1027,Lycaena dorcas,568.0,,,216,,,,
1028,Danaus plexippus,340.0,,,,216,,,
1029,Lutjanus johnii,498.0,,,,,216,,
1030,Microgadus proximus,522.0,,218,,,,,
1031,Lycaena heteronea,360.0,,,217,,,,
1032,Danio aequipinnatus,358.0,,,,217,,,
1033,Lutjanus malabaricus,494.0,,,,,217,,
1034,Lycaena heteronea,437.0,,,218,,,,
1035,Dascyllus albisella,359.0,,,,218,,,
1036,Lutjanus quinquelineatus,499.0,,,,,218,,
1037,Theragra chalcogramma,442.0,,220,,,,,
1038,Lycaena heteronea,500.0,,,219,,,,
1039,Dasyatis kuhlii,475.0,,,,219,,,
1040,Lutjanus russellii,499.0,,,,,219,,
1041,Theragra chalcogramma,516.0,,221,,,,,
1042,Lycaena heteronea,568.0,,,220,,,,
1043,Deania calcea,484.0,,,,220,,,
1044,Lutjanus sebae,494.0,,,,,220,,
1045,Lycaena nivalis,361.0,,,221,,,,
1046,Mulloidichthys flavolineatus,486.0,,,,,221,,
1047,Poecilia reticulata,410.0,,223,,,,,
1048,Lycaena nivalis,438.0,,,222,,,,
1049,Diaphus dumerilli,485.0,,,,222,,,
1050,Mullus barbatus,497.0,,,,,222,,
1051,Poecilia reticulata,465.0,,224,,,,,
1052,Lycaena nivalis,501.0,,,223,,,,
1053,Diaphus holti,489.0,,,,223,,,
1054,Parupeneus multifasceatus,494.0,,,,,223,,
1055,Poecilia reticulata,473.0,,225,,,,,
1056,Lycaena nivalis,575.0,,,224,,,,
1057,Diaphus lucidus,490.0,,,,224,,,
1058,Upeneus tragula,498.0,,,,,224,,
1059,Poecilia reticulata,573.0,,226,,,,,
1060,Lycaena phlaeas,400.0,,,225,,,,
1061,Diaphus rafinesqueii,490.0,,,,225,,,
1062,Dissostichus mawsoni,504.0,,,,,225,,
1063,Lycaena phlaeas,540.0,,,226,,,,
1064,Pagothenia borchgrevinki,499.0,,,,,226,,
1065,Merluccius productus,516.0,,228,,,,,
1066,Lycaena phlaeas,600.0,,,227,,,,
1067,Dissostichus mawsoni,414.3,,,,227,,,
1068,Trematomus bernacchii,502.0,,,,,227,,
1069,Merluccius productus,517.0,,229,,,,,
1070,Dolichonyx orzivorous,372.2,,,,228,,,
1071,Trematomus hansoni,501.0,,,,,228,,
1072,Lycaena rubidus,437.0,,,229,,,,
1073,Dromiceius novae-hollandae,502.0,,,,229,,,
1074,Trematomus loennbergii,500.0,,,,,229,,
1075,Aulorhynchus flavidus,360.0,,231,,,,,
1076,Lycaena rubidus,500.0,,,230,,,,
1077,Dugesia japonica,500.0,,,,230,,,
1078,Citharichthys sordidus,489.0,,,,,230,,
1079,Aulorhynchus flavidus,496.0,,232,,,,,
1080,Lycaena rubidus,568.0,,,231,,,,
1081,Perca fluviatilis,540.0,,,,,231,,
1082,Aulorhynchus flavidus,536.0,,233,,,,,
1083,Pseudozizeeria maha,400.0,,,232,,,,
1084,Echiostoma barbatum,483.0,,,,232,,,
1085,Perca  flavescens,550.0,,,,,232,,
1086,Aulostomus chinensis,494.0,,234,,,,,
1087,Pseudozizeeria maha,520.0,,,233,,,,
1088,Embiotoca jacksoni,476.9,,,,233,,,
1089,Sander lucioperca,524.0,,,,,233,,
1090,Pseudozizeeria maha,580.0,,,234,,,,
1091,Embiotoca lateralis,482.5,,,,234,,,
1092,Apodichthys flavidus,504.0,,,,,234,,
1093,Aulostomus chinensis,473.0,,236,,,,,
1094,Anadevidia peponis,420.0,,,235,,,,
1095,Pholis laeta,504.0,,,,,235,,
1096,Gasterosteus aculeatus,502.0,,237,,,,,
1097,Anadevidia peponis,460.0,,,236,,,,
1098,Pholis omata,498.0,,,,,236,,
1099,Gasterosteus aculeatus,362.0,,238,,,,,
1100,Anadevidia peponis,500.0,,,237,,,,
1101,Equus caballus,428.0,,,,237,,,
1102,Abudefduf abdominalis,492.0,,,,,237,,
1103,Gasterosteus aculeatus,439.0,,239,,,,,
1104,Mamestra brassicae,360.0,,,238,,,,
1105,Etroplus suratensis,530.0,,,,238,,,
1106,Chromis hanui,477.0,,,,,238,,
1107,Gasterosteus aculeatus,524.0,,240,,,,,
1108,Mamestra brassicae,460.0,,,239,,,,
1109,Eucyclogobius newberryi,512.0,,,,239,,,
1110,Chromis ovalis,492.0,,,,,239,,
1111,Gasterosteus aculeatus,576.0,,241,,,,,
1112,Mamestra brassicae,540.0,,,240,,,,
1113,Eulemur fulvus,413.0,,,,240,,,
1114,Mamestra brassicae,580.0,,,241,,,,
1115,Eurypharynx pelecanoides,474.0,,,,241,,,
1116,Chromis vanderbilti,498.0,,,,,241,,
1117,Spinachia spinachia,445.0,,243,,,,,
1118,Spodoptera exempta,355.0,,,242,,,,
1119,Eustomias obscurus,485.0,,,,242,,,
1120,Chromis verater,480.0,,,,,242,,
1121,Spinachia spinachia,555.0,,244,,,,,
1122,Spodoptera exempta,465.0,,,243,,,,
1123,Evermannella balbo,480.0,,,,243,,,
1124,Dascyllus albisella,490.0,,,,,243,,
