comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,LambdaMax
548,Metriaclima livingstonii,,,,,77,,,495.0
549,Sergestes curvatus,,,,,,77,,493.0
550,Neoceratodus forsteri,,79,,,,,,558.0
551,Notonecta undulata,,,78,,,,,520.0
552,Odontodactylus scyllarus,,,,78,,,,400.0
553,Metriaclima melabranchion,,,,,78,,,491.0
554,Sergestes similis,,,,,,78,,495.0
555,Neoceratodus forsteri,,80,,,,,,623.0
556,Andrena florea,,,79,,,,,340.0
557,Oeneis chryxus,,,,79,,,,531.0
558,Mylochromis lateristriga,,,,,79,,,496.0
559,Andrena florea,,,80,,,,,412.0
560,Oplophorus sp.,,,,80,,,,405.0
561,Protomelas taeniolatus,,,,,80,,,496.0
562,Sergestes tenuiremis,,,,,,80,,495.0
563,Astyanax fasciatus,,82,,,,,,449.0
564,Andrena florea,,,81,,,,,536.0
565,Orconectes virilis,,,,81,,,,510.0
566,Pseudotropheus acei,,,,,81,,,505.0
567,Sergia grandis,,,,,,81,,500.0
568,Astyanax fasciatus,,83,,,,,,547.0
569,Anthophora acervorum,,,82,,,,,348.0
570,Pagurus annulipes,,,,82,,,,492.7
571,Pseudotropheus tropheops,,,,,82,,,510.0
572,Sergia maximus,,,,,,82,,495.0
573,Astyanax fasciatus,,84,,,,,,572.0
574,Anthophora acervorum,,,83,,,,,428.0
575,Pagurus longicarpus,,,,83,,,,513.9
576,Pundamilia luanso,,,,,83,,,505.0
577,Sergia phorcus,,,,,,83,,495.0
578,Anthophora acervorum,,,84,,,,,528.0
579,Pandalus borealis,,,,84,,,,475.0
580,Pundamilia pundamilia,,,,,84,,,506.0
581,Sergia robustus,,,,,,84,,496.0
582,Callonychium petuniae,,,85,,,,,360.0
583,Panopeus herbstii,,,,85,,,,493.0
584,Tramitichromis intermedius,,,,,85,,,505.0
585,Sergia splendens,,,,,,85,,497.0
586,Alosa kessleri,,87,,,,,,510.0
587,Callonychium petuniae,,,86,,,,,404.0
588,Panopeus obesus,,,,86,,,,493.5
589,Tyrannochromis macrostoma,,,,,86,,,494.0
590,Rimicaris exoculata,,,,,,86,,500.0
591,Alosa kessleri,,88,,,,,,509.0
592,Callonychium petuniae,,,87,,,,,536.0
593,Papilio xuthus,,,,87,,,,360.0
594,Chimaera monstrosa,,,,,87,,,485.0
595,Alosa kessleri,,89,,,,,,557.0
596,Callonychium petuniae,,,88,,,,,600.0
597,Pasiphaea multidentata,,,,88,,,,497.0
598,Hydrolagus mirabilis,,,,,88,,,475.0
599,Crangon allmani,,,,,,88,,415.0
600,Crangon allmani,,,,,,88,,525.0
601,Oxea flavescens,,,89,,,,,370.0
602,Photinus versicolor,,,,89,,,,380.0
603,Hariotta raleighana,,,,,89,,,481.0
604,Palaemonetes paladosus,,,,,,89,,539.0
605,Oxea flavescens,,,90,,,,,435.0
606,Phronima sedenteria,,,,90,,,,470.0
607,Clupea harengus,,,,,90,,,503.0
608,Palaemonetes vulgaris,,,,,,90,,390.0
609,Palaemonetes vulgaris,,,,,,90,,540.0
610,Oxea flavescens,,,91,,,,,536.0
611,Pieris brassicae,,,,91,,,,360.0
612,Clupea pallasii,,,,,91,,,501.0
613,Palaemonetes vulgaris,,,,,,91,,496.0
614,Palaemonetes vulgaris,,,,,,91,,555.0
615,Apis mellifera,,,92,,,,,344.0
616,Pieris rapae,,,,92,,,,340.0
617,Sardinops sagax,,,,,92,,,502.0
618,Pandalus montagui,,,,,,92,,515.0
619,Clupea pallasii,,94,,,,,,514.0
620,Apis mellifera,,,93,,,,,436.0
621,Pilumnus sayi,,,,93,,,,489.1
622,Abramis brama,,,,,93,,,537.0
623,Plesionika martia,,,,,,93,,499.0
624,Clupea pallasii,,95,,,,,,515.0
625,Apis mellifera,,,94,,,,,544.0
626,Platyberyx opalescens,,,,94,,,,474.0
627,Engraulis japonicus,,,,,94,,,502.0
628,Stylopandalus richardi,,,,,,94,,491.0
629,Clupea pallasii,,96,,,,,,534.0
630,Bombus distinguendis,,,95,,,,,350.0
631,Pleuroncodes planipes,,,,95,,,,503.0
632,Engraulis mordax,,,,,95,,,498.0
633,Parapasiphaea sulcatifrons,,,,,,95,,501.0
634,Clupea pallasii,,97,,,,,,529.0
635,Bombus distinguendis,,,96,,,,,440.0
636,Procambarus clarkii,,,,96,,,,556.0
637,Anableps anableps,,,,,96,,,506.0
638,Pasiphaea chacei,,,,,,96,,509.0
639,Sardinops melanostictus,,98,,,,,,502.0
640,Bombus distinguendis,,,97,,,,,540.0
641,Procambarus milleri,,,,97,,,,522.0
642,Alburnus alburnus,,,,,97,,,515.0
643,Pasiphaea emarginata,,,,,,97,,497.0
644,Sardinops melanostictus,,99,,,,,,393.0
645,Bombus fervidus,,,98,,,,,350.0
646,Pseudosquilla ciliata,,,,98,,,,403.17
647,Ballerus ballerus,,,,,98,,,518.0
648,Pasiphaea multidentata,,,,,,98,,497.0
649,Sardinops melanostictus,,100,,,,,,493.0
650,Bombus fervidus,,,99,,,,,450.0
651,Pullosquilla litoralis,,,,99,,,,446.0
652,Blicca bjoerkna,,,,,99,,,539.0
653,Pasiphaea suspirosum,,,,,,99,,501.0
654,Sardinops melanostictus,,101,,,,,,522.0
655,Bombus hortorum,,,100,,,,,353.0
656,Pullosquilla thomassini,,,,100,,,,447.0
657,Carassius auratus,,,,,100,,,522.0
658,Acanthephyra curtirostris,,,,,,100,,510.0
659,Sardinops melanostictus,,102,,,,,,542.0
660,Bombus hortorum,,,101,,,,,436.0
661,Rhithropanopeus harrisii,,,,101,,,,495.2
662,Carassius carassius,,,,,101,,,526.0
663,Acanthephyra curtirostris,,,,,,101,,485.0
664,Bombus hortorum,,,102,,,,,544.0
665,Rynchophorus ferrugineus,,,,102,,,,366.0
666,Cyprinus carpio,,,,,102,,,525.0
667,Engraulis mordax,,104,,,,,,530.0
668,Bombus hypnorum,,,103,,,,,524.0
669,Schistocerca gregaria,,,,103,,,,441.0
670,Danio malabaricus,,,,,103,,,505.0
671,Acanthephyra microphthalma,,,,,,103,,482.0
672,Engraulis mordax,,105,,,,,,532.0
673,Bombus impatiens,,,104,,,,,352.0
674,Sergestes arcticus,,,,104,,,,495.0
675,Puntigrus tetrazona,,,,,104,,,504.0
676,Acanthephyra purpurea,,,,,,104,,492.0
677,Engraulis encrasicolus,,106,,,,,,500.0
678,Bombus impatiens,,,105,,,,,450.0
679,Sergestes corniculum,,,,105,,,,500.0
680,Scardinius erythrophthalmus,,,,,105,,,537.0
681,Acanthephyra smithi,,,,,,105,,510.0
682,Engraulis encrasicolus,,107,,,,,,492.0
683,Bombus jonellus,,,106,,,,,336.0
684,Sergia grandis,,,,106,,,,500.0
685,Scardinius erythrophthalmus,,,,,106,,,515.0
686,Acanthephyra smithi,,,,,,106,,491.0
687,Bombus jonellus,,,107,,,,,432.0
688,Sesarma cinereum,,,,107,,,,491.1
689,Tinca tinca,,,,,107,,,533.0
690,Acanthephyra stylorostratis,,,,,,107,,489.0
691,Engraulis encrasicolus,,109,,,,,,474.0
692,Bombus jonellus,,,108,,,,,544.0
693,Sesarma reticulatum,,,,108,,,,492.4
694,Tribolodon hakonensis,,,,,108,,,522.0
695,Hymenodora frontalis,,,,,,108,,495.0
696,Bombus lapidarius,,,109,,,,,332.0
697,Siproeta stelenes,,,,109,,,,522.0
698,Cyprinodon variegatus,,,,,109,,,506.0
699,Hymenodora glacialis,,,,,,109,,500.0
700,Bombus lapidarius,,,110,,,,,432.0
701,Speyeria leto,,,,110,,,,551.0
702,Jordanella floridae,,,,,110,,,511.0
703,Janicella spinacauda,,,,,,110,,400.0
704,Janicella spinacauda,,,,,,110,,500.0
705,Engraulis japonicus,,112,,,,,,492.0
706,Bombus lapidarius,,,111,,,,,544.0
707,Stylocheiron maximum,,,,111,,,,479.0
708,Elops  saurus,,,,,111,,,518.0
709,Meningodora miccyla,,,,,,111,,486.0
710,Bombus monticola,,,112,,,,,336.0
711,Sympetrum sp.,,,,112,,,,420.0
712,Fundulus heteroclitus,,,,,112,,,503.0
713,Meningodora vesca,,,,,,112,,487.0
714,Engraulis japonicus,,114,,,,,,478.0
715,Bombus monticola,,,113,,,,,440.0
716,Systellaspis debilis,,,,113,,,,400.0
717,Micropoecilia parae,,,,,113,,,503.0
718,Notostomus elegans,,,,,,113,,490.0
719,Bombus monticola,,,114,,,,,544.0
720,Thysanopoda orientalis,,,,114,,,,478.0
721,Poecilia formosa,,,,,114,,,504.0
722,Notostomus gibbosus,,,,,,114,,480.0
723,Abramis ballerus,,116,,,,,,518.0
724,Bombus morio,,,115,,,,,352.0
725,Uca pugilator,,,,115,,,,508.0
726,Poecilia latipinna,,,,,115,,,503.0
727,Oplophorus gracilirostris,,,,,,115,,400.0
728,Oplophorus gracilirostris,,,,,,115,,500.0
729,Abramis ballerus,,117,,,,,,451.0
730,Bombus morio,,,116,,,,,428.0
731,Uca pugnax,,,,116,,,,508.0
732,Poecilia mexicana,,,,,116,,,504.0
733,Oplophorus spinosus,,,,,,116,,400.0
734,Oplophorus spinosus,,,,,,116,,500.0
735,Abramis ballerus,,118,,,,,,537.0
736,Bombus morio,,,117,,,,,548.0
737,Xenos peckii,,,,117,,,,345.9
738,Poecilia reticulata,,,,,117,,,503.0
739,Oplophorus spinosus,,,,,,117,,492.0
740,Abramis ballerus,,119,,,,,,620.0
741,Bombus terrestris,,,118,,,,,328.0
742,Abramis brama,,,,118,,,,537.2
743,Esox lucius,,,,,118,,,521.0
744,Systellaspis braueri,,,,,,118,,411.0
745,Systellaspis braueri,,,,,,118,,500.0
746,Bombus terrestris,,,119,,,,,428.0
747,Abudefduf abdominalis,,,,119,,,,347.0
748,Megalops atlanticus,,,,,119,,,500.0
749,Systellaspis cristata,,,,,,119,,414.0
750,Systellaspis cristata,,,,,,119,,498.0
751,Bombus terrestris,,,120,,,,,536.0
752,Abyssocottus korotneffi,,,,120,,,,481.3
753,Aulorhynchus flavidus,,,,,120,,,499.0
754,Systellaspis debilis,,,,,,120,,400.0
755,Systellaspis debilis,,,,,,120,,498.0
756,Colletes fulgidus,,,121,,,,,340.0
757,Acanthephyra curtirostris,,,,121,,,,510.0
758,Gaidropsarus mediterraneus,,,,,121,,,512.0
759,Systellaspis debilis,,,,,,121,,400.0
760,Systellaspis debilis,,,,,,121,,500.0
761,Abramis brama,,123,,,,,,451.0
762,Colletes fulgidus,,,122,,,,,532.0
763,Acanthephyra smithi,,,,122,,,,510.0
764,Microgadus proximus,,,,,122,,,497.0
765,Systellaspis debilis,,,,,,122,,493.0
766,Lestrimelitta limao,,,123,,,,,536.0
767,Acanthropagrus berda,,,,123,,,,472.0
768,Pollachius pollachius,,,,,123,,,498.0
769,Systellaspis debilis,,,,,,123,,417.0
770,Systellaspis debilis,,,,,,123,,497.0
771,Abramis brama,,125,,,,,,620.0
772,Melecta punctata,,,124,,,,,336.0
773,Acanthropagrus major,,,,124,,,,460.0
774,Theragra chalcogramma,,,,,124,,,500.0
775,Jasus edwardsii,,,,,,124,,472.0
776,Jasus edwardsii,,,,,,124,,536.0
777,Melecta punctata,,,125,,,,,428.0
778,Acanthropagrus schlegelii,,,,125,,,,471.0
779,Caelorhinchus labiatus,,,,,125,,,479.0
780,Panulirus argus,,,,,,125,,379.0
781,Panulirus argus,,,,,,125,,510.0
782,Melecta punctata,,,126,,,,,540.0
783,Acanthurus achilles,,,,126,,,,496.0
784,Coryphaenoides armatus,,,,,126,,,483.0
785,Clibanarius vittatus,,,,,,126,,510.0
786,Alburnus alburnus,,128,,,,,,517.0
787,Melipona marginata,,,127,,,,,340.0
788,Acanthurus nigroris,,,,127,,,,439.0
789,Coryphaenoides carapinus,,,,,127,,,484.0
790,Dardanus fucosus,,,,,,127,,511.0
791,Alburnus alburnus,,129,,,,,,440.0
792,Melipona marginata,,,128,,,,,450.0
793,Acanthurus triostegus,,,,128,,,,458.0
794,Coryphaenoides carapinus,,,,,128,,,482.0
795,Petrolisthes diogenes,,,,,,128,,508.0
796,Alburnus alburnus,,130,,,,,,523.0
797,Melipona marginata,,,129,,,,,540.0
798,Acerina cernua,,,,129,,,,531.8
799,Coryphaenoides leptolepis,,,,,129,,,482.0
800,Coenobita clypeatus,,,,,,129,,508.0
801,Alburnus alburnus,,131,,,,,,571.0
802,Melipona quadrifasciata,,,130,,,,,356.0
803,Acipenser fulvescens,,,,130,,,,448.0
804,Coryphaenoides profundicolus,,,,,130,,,483.0
805,Coenobita rugosa,,,,,,130,,491.0
806,Melipona quadrifasciata,,,131,,,,,428.0
807,Ailuroedus crassirostris,,,,131,,,,504.6
808,Coryphaenoides profundicolus,,,,,131,,,482.0
809,Pagurus annulipes,,,,,,131,,493.0
810,Blicca bjoerkna,,133,,,,,,444.0
811,Melipona quadrifasciata,,,132,,,,,520.0
812,Alburnus alburnus,,,,132,,,,514.6
813,Echinomacrurus mollis,,,,,132,,,478.0
814,Pagurus longicarpus,,,,,,132,,515.0
815,Blicca bjoerkna,,134,,,,,,533.0
816,Nomada alboguttata,,,133,,,,,428.0
817,Alepocephalus australis,,,,133,,,,475.0
818,Malacocephalus laevis,,,,,133,,,486.0
819,Pagurus pollicaris,,,,,,133,,515.0
820,Blicca bjoerkna,,135,,,,,,603.0
821,Nomada alboguttata,,,134,,,,,512.0
822,Alligator mississippiensis,,,,134,,,,500.0
823,Melanonus zugmayeri,,,,,134,,,490.0
824,Pagurus pollicaris,,,,,,134,,516.0
825,Carassius auratus,,136,,,,,,521.0
826,Partamona helleri,,,135,,,,,347.0
827,Anas platyrhynchus,,,,135,,,,415.0
828,Merluccius productus,,,,,135,,,495.0
829,Pleuroncodes planipes,,,,,,135,,523.0
830,Carassius auratus,,137,,,,,,360.0
831,Partamona helleri,,,136,,,,,444.0
832,Anchoa mitchilli,,,,136,,,,501.0
833,Antimora  rostrata,,,,,136,,,483.0
834,Petrolisthes elongates,,,,,,136,,536.0
835,Carassius auratus,,138,,,,,,452.0
836,Partamona helleri,,,137,,,,,521.0
837,Anguilla Anguilla,,,,137,,,,506.2
838,Halargyreus johnsonii,,,,,137,,,490.0
839,Astacus fluviatus,,,,,,137,,530.0
840,Carassius auratus,,139,,,,,,532.0
841,Schwarziana sp,,,138,,,,,343.0
842,Antimora rostrata,,,,138,,,,475.0
843,Lepidion  eques,,,,,138,,,486.0
844,Astacus leptodactylus,,,,,,138,,530.0
845,Carassius auratus,,140,,,,,,614.0
846,Schwarziana sp,,,139,,,,,440.0
847,Aotus trivirgatus,,,,139,,,,505.0
848,Mora moro,,,,,139,,,488.0
849,Schwarziana sp,,,140,,,,,528.0
850,Apogon kallopterus,,,,140,,,,441.0
851,Gasterosteus aculeatus,,,,,140,,,509.0
852,Trigona spinipes,,,141,,,,,340.0
853,Aptychotrema rostrata,,,,141,,,,457.7
854,Spinachia spinachia,,,,,141,,,510.0
855,Orconectes rusticus,,,,,,141,,532.5
856,Trigona spinipes,,,142,,,,,440.0
857,Argyropelecus aculeatus,,,,142,,,,477.0
858,Gobiesox maeandricus,,,,,142,,,500.0
859,Carassius carassius,,144,,,,,,449.0
860,Trigona spinipes,,,143,,,,,536.0
861,Argyropelecus gigas,,,,143,,,,477.0
862,Asterropteryx semipunctata,,,,,143,,,498.0
863,Procambarus clarkii,,,,,,143,,440.0
864,Carassius carassius,,145,,,,,,529.0
865,Xylocopa brasilianorum,,,144,,,,,360.0
866,Argyropelecus hemigymnus,,,,144,,,,478.0
867,Clevelandia ios,,,,,144,,,520.0
868,Carassius carassius,,146,,,,,,535.0
869,Xylocopa brasilianorum,,,145,,,,,428.0
870,Aristostomias tittmanni,,,,145,,,,518.0
871,Gobius paganellus,,,,,145,,,512.0
872,Engaeus cunicularius,,,,,,145,,522.0
873,Carassius carassius,,147,,,,,,608.0
874,Xylocopa brasilianorum,,,146,,,,,544.0
875,Arothron meleagris,,,,146,,,,439.0
876,Gobiusculus flavescens,,,,,146,,,508.0
877,Carassius carassius,,148,,,,,,619.0
878,Formica polyctena,,,147,,,,,360.0
879,Asprocottus intermediius,,,,147,,,,488.0
880,Pomatoschistus minutus,,,,,147,,,508.0
881,Formica polyctena,,,148,,,,,510.0
882,Asteropteryx semipunctatus,,,,148,,,,498.0
883,Nephrops norvegicus,,,,,,148,,498.0
884,Carassius auratus,,150,,,,,,455.0
885,Cataglyphis bicolor,,,149,,,,,350.0
886,Astyanax fasciatus,,,,149,,,,404.0
887,Carassius auratus,,151,,,,,,530.0
888,Cataglyphis bicolor,,,150,,,,,510.0
889,Atherinops affinis,,,,150,,,,510.0
890,Nephrops norvegicus,,,,,,150,,425.0
891,Nephrops norvegicus,,,,,,150,,515.0
892,Carassius auratus,,152,,,,,,625.0
893,Philanthus triangulum,,,151,,,,,344.0
894,Aulostomus chinensis,,,,151,,,,421.0
895,Bythograea thermydron,,,,,,151,,489.0
896,Philanthus triangulum,,,152,,,,,444.0
897,Axoclinius carminalis,,,,152,,,,500.0
898,Istiophorus  platypterus,,,,,152,,,484.0
899,Bythograea thermydron,,,,,,152,,447.0
900,Scardinius erythrophthalmus,,154,,,,,,355.0
901,Philanthus triangulum,,,153,,,,,524.0
902,Lepisosteus platostomus,,,,,153,,,529.0
903,Scardinius erythrophthalmus,,155,,,,,,405.0
904,Anthidium manicatum,,,154,,,,,344.0
905,Bassozetus compressus,,,,154,,,,476.0
906,Benthosema suborbitale,,,,,154,,,487.0
907,Bythograea thermydron,,,,,,154,,479.0
908,Scardinius erythrophthalmus,,156,,,,,,505.0
909,Anthidium manicatum,,,155,,,,,440.0
910,Bathylagus bericoides,,,,155,,,,464.0
911,Diaphus holti,,,,,155,,,491.0
912,Scardinius erythrophthalmus,,157,,,,,,565.0
913,Anthidium manicatum,,,156,,,,,532.0
914,Bathylagus euryops,,,,156,,,,465.0
915,Diaphus rafinesquei,,,,,156,,,488.0
916,Calappa flammea,,,,,,156,,486.0
917,Myrmecia gulosa,,,157,,,,,412.0
918,Bathylagus greyae,,,,157,,,,488.0
919,Electrona risso,,,,,157,,,482.0
920,Calappa flammea,,,,,,157,,483.0
921,Myrmecia gulosa,,,158,,,,,540.0
922,Bathylagus longirostris,,,,158,,,,474.0
923,Lampanyctus crocodilus,,,,,158,,,487.0
924,Hepatus epheliticus,,,,,,158,,487.0
925,Lasioglossum albipes,,,159,,,,,516.0
926,Batrachocottus baicalensis,,,,159,,,,450.0
927,Lampanyctus festivus,,,,,159,,,489.0
928,Cancer irroratus,,,,,,159,,496.0
929,Tinca tinca,,161,,,,,,454.0
930,Lasioglossum malachurum,,,160,,,,,442.0
931,Batrachocottus multiradiatus,,,,160,,,,447.0
932,Lobianchia gemellarii,,,,,160,,,485.0
933,Gecarcinus lateralis,,,,,,160,,487.0
934,Lasioglossum malachurum,,,161,,,,,528.0
935,Batrachocottus nicolskii,,,,161,,,,428.2
936,Nannobrachium atrum,,,,,161,,,483.0
937,Gecarcinus lateralis,,,,,,161,,510.0
938,Tinca tinca,,163,,,,,,615.0
939,Ichneumon spp.,,,162,,,,,524.0
940,Benthalbella infans,,,,162,,,,451.0
941,Notoscopelus resplendens,,,,,162,,,486.0
942,Chaceon affinis,,,,,,162,,380.0
943,Chaceon affinis,,,,,,162,,480.0
944,Ichneumon stramentarius,,,163,,,,,542.0
945,Taaningichthys bathyphilus,,,,,163,,,487.0
946,Geryon quinquedens,,,,,,163,,473.0
947,Chelostoma florisomne,,,164,,,,,324.0
948,Bodianus bilunulatus,,,,164,,,,526.0
949,Halosauropsis macrochir,,,,,164,,,481.0
950,Geryon quinquedens,,,,,,164,,470.0
951,Chelostoma florisomne,,,165,,,,,548.0
952,Bolinichthys indicus,,,,165,,,,489.0
953,Notacanthus bonapartei,,,,,165,,,481.0
954,Leptograpsus variegatus,,,,,,165,,484.0
955,Fundulus heteroclitus,,167,,,,,,363.0
956,Osmia rufa,,,166,,,,,344.0
957,Bonapartia pedalioita,,,,166,,,,471.0
958,Dicrolene intronigra,,,,,166,,,479.0
959,Sesarma cinereum,,,,,,166,,492.0
960,Fundulus heteroclitus,,168,,,,,,400.0
961,Osmia rufa,,,167,,,,,432.0
962,Borostomias panamensis,,,,167,,,,483.0
963,Sesarma reticulatum,,,,,,167,,493.0
964,Fundulus heteroclitus,,169,,,,,,463.0
965,Osmia rufa,,,168,,,,,560.0
966,Brachydanio rerio,,,,168,,,,405.0
967,Sesarma reticulatum,,,,,,168,,508.0
968,Fundulus heteroclitus,,170,,,,,,563.0
969,Urocerus gigas,,,169,,,,,524.0
970,Brachyistius frenatus,,,,169,,,,530.8
971,Microstoma microstoma,,,,,169,,,479.0
972,Paromola cuvieri,,,,,,169,,470.0
973,Cerceris rybyensis,,,170,,,,,436.0
974,Canthidermis maculatus,,,,170,,,,407.0
975,Nansenia longicauda,,,,,170,,,479.0
976,Libinia dubia,,,,,,170,,489.0
977,Lucania goodei,,172,,,,,,359.0
978,Cerceris rybyensis,,,171,,,,,516.0
979,Caranx hippos,,,,171,,,,499.0
980,Hypomesus pretiosus,,,,,171,,,500.0
981,Libinia dubia,,,,,,171,,486.0
982,Lucania goodei,,173,,,,,,405.0
983,Cerceris rybyensis,,,172,,,,,528.0
984,Carassius carassius,,,,172,,,,523.0
985,Osmerus dentex,,,,,172,,,516.0
986,Libinia emarginata,,,,,,172,,493.0
987,Lucania goodei,,174,,,,,,454.0
988,Tenthredo campestris,,,173,,,,,328.0
989,Carcharhinus acronotus,,,,173,,,,480.0
990,Osmerus eperlanus,,,,,173,,,518.0
991,Uca pugilator,,,,,,173,,508.0
992,Lucania goodei,,175,,,,,,538.0
993,Tenthredo campestris,,,174,,,,,464.0
994,Cebus sp.,,,,174,,,,538.0
995,Spirinchus thaleichthys,,,,,174,,,499.0
996,Uca pugilator,,,,,,174,,510.0
997,Tenthredo campestris,,,175,,,,,540.0
998,Centrophorus squamosus,,,,175,,,,482.0
999,Uca pugilator,,,,,,175,,480.0
1000,Tenthredo scrophulariae,,,176,,,,,556.0
1001,Centroswcymnus coleolepis,,,,176,,,,472.0
1002,Acanthurus nigroris,,,,,176,,,494.0
1003,Uca pugnax,,,,,,176,,510.0
1004,Lucania goodei,,178,,,,,,573.0
1005,Tenthredo scrophulariae,,,177,,,,,604.0
1006,Ceratoscopelus warmingii,,,,177,,,,488.0
1007,Acanthurus triostegus,,,,,177,,,493.0
1008,Uca pugnax,,,,,,177,,508.0
1009,Poecilia parae,,179,,,,,,503.0
1010,Dolichovespula norwegica,,,178,,,,,448.0
1011,Chaetodon kleinii,,,,178,,,,496.0
1012,Ctenochaetus strigosus,,,,,178,,,486.0
1013,Uca thayeri,,,,,,178,,430.0
1014,Uca thayeri,,,,,,178,,520.0
1015,Poecilia parae,,180,,,,,,355.0
1016,Dolichovespula norwegica,,,179,,,,,524.0
1017,Chaetodon unimaculatus,,,,179,,,,487.0
1018,Naso lituratus,,,,,179,,,497.0
1019,Arenaeus cribrarius,,,,,,179,,498.0
1020,Poecilia parae,,181,,,,,,407.0
1021,Polistes dominulus,,,180,,,,,352.0
1022,Chauliodus danae,,,,180,,,,484.0
1023,Naso unicornis,,,,,180,,,494.0
1024,Callinectes ornatus,,,,,,180,,501.0
1025,Poecilia parae,,182,,,,,,456.0
1026,Polistes dominulus,,,181,,,,,452.0
1027,Chauliodus macouni,,,,181,,,,488.0
1028,Zebrasoma flavescens,,,,,181,,,494.0
1029,Poecilia parae,,183,,,,,,526.0
1030,Polistes dominulus,,,182,,,,,528.0
1031,Chauliodus sloanei,,,,182,,,,485.0
1032,Zebrasoma velifer,,,,,182,,,494.0
1033,Callinectes sapidus,,,,,,182,,440.0
1034,Callinectes sapidus,,,,,,182,,508.0
1035,Poecilia parae,,184,,,,,,543.0
1036,Vespo crabro,,,183,,,,,336.0
1037,Chirostomias pliopterus,,,,183,,,,487.0
1038,Ammodytes hexapterus,,,,,183,,,470.0
1039,Callinectes sapidus,,,,,,183,,504.0
1040,Vespo crabro,,,184,,,,,436.0
1041,Chlamydera maculata,,,,184,,,,505.2
1042,Hyperoplus lanceolatus,,,,,184,,,486.0
1043,Vespo crabro,,,185,,,,,536.0
1044,Chlamydera nuchalis,,,,185,,,,505.7
1045,Pristiapogon kallopterus,,,,,185,,,492.0
1046,Carcinus maenas,,,,,,185,,508.0
1047,Poecilia latipinna,,187,,,,,,403.0
1048,Vespo crabro,,,186,,,,,542.0
1049,Chlorophthalmus sp.,,,,186,,,,483.0
1050,Ronquilus jordani,,,,,186,,,492.0
1051,Carcinus maenas,,,,,,186,,440.0
1052,Carcinus maenas,,,,,,186,,508.0
1053,Poecilia latipinna,,188,,,,,,463.0
1054,Vespula germanica,,,187,,,,,336.0
1055,Chromis hanui,,,,187,,,,355.0
1056,Trachurus mediterraneus,,,,,187,,,502.0
1057,Ovipales stephensoni,,,,,,187,,505.0
1058,Poecilia latipinna,,189,,,,,,551.0
1059,Vespula germanica,,,188,,,,,432.0
1060,Chromis ovalis,,,,188,,,,404.0
1061,Micropterus salmoides,,,,,188,,,528.0
1062,Portunus spinimanis,,,,,,188,,483.0
1063,Poecilia latipinna,,190,,,,,,577.0
1064,Vespula germanica,,,189,,,,,544.0
1065,Chromis punctipinnis,,,,189,,,,498.0
1066,Spicara smaris,,,,,189,,,502.0
1067,Portunus spinimanus,,,,,,189,,479.0
1068,Vespula vulgaris,,,190,,,,,336.0
1069,Chromis vanderbilti,,,,190,,,,462.0
1070,Portunus trituberculatus,,,,,,190,,513.0
1071,Vespula vulgaris,,,191,,,,,432.0
1072,Chromis verater,,,,191,,,,410.0
1073,Chaetodon unimaculatus,,,,,191,,,496.0
1074,Scylla serrata,,,,,,191,,490.0
1075,Vespula vulgaris,,,192,,,,,536.0
1076,Citellus lateralis,,,,192,,,,435.0
1077,Forcipiger flavissimus,,,,,192,,,488.0
1078,Hemigrapsus edwardsii,,,,,,192,,513.0
1079,Poecilia mexicana,,194,,,,,,350.0
1080,Xiphydria camelus,,,193,,,,,542.0
1081,Clevelandia ios,,,,193,,,,512.0
1082,Chiasmodon niger,,,,,193,,,483.0
1083,Poecilia mexicana,,195,,,,,,402.0
1084,Epicopeia hainesii,,,194,,,,,380.0
1085,Clupea harengus,,,,194,,,,502.5
1086,Hemigrapsus sanguinensis,,,,,,194,,360.0
1087,Hemigrapsus sanguinensis,,,,,,194,,480.0
1088,Poecilia mexicana,,196,,,,,,461.0
1089,Epicopeia hainesii,,,195,,,,,420.0
1090,Comephorus baicalensis,,,,195,,,,497.0
1091,Embiotoca jacksoni,,,,,195,,,505.0
1092,Eurypanopeus depressus,,,,,,195,,480.0
1093,Poecilia mexicana,,197,,,,,,537.0
1094,Epicopeia hainesii,,,196,,,,,500.0
1095,Comephorus dybowskii,,,,196,,,,495.0
1096,Embiotoca lateralis,,,,,196,,,499.0
1097,Menippe mercenaria,,,,,,196,,494.0
1098,Poecilia mexicana,,198,,,,,,563.0
1099,Arichanna gaschkevitchii,,,197,,,,,360.0
1100,Conger conger,,,,197,,,,486.0
1101,Hypsurus caryi,,,,,197,,,506.0
1102,Panopeus herbtii,,,,,,197,,493.0
1103,Arichanna gaschkevitchii,,,198,,,,,500.0
1104,Micrometrus aurora,,,,,198,,,519.0
1105,Panopeus herbstii,,,,,,198,,491.0
1106,Poecilia formosa,,200,,,,,,352.0
1107,Arichanna gaschkevitchii,,,199,,,,,540.0
1108,Coregonus clupeoides,,,,199,,,,520.0
1109,Micrometrus minimus,,,,,199,,,518.0
1110,Panopeus obesus,,,,,,199,,492.0
1111,Poecilia formosa,,201,,,,,,404.0
1112,Phassus excrescens,,,200,,,,,380.0
1113,Coregonus lavaretus,,,,200,,,,531.5
1114,Rhacochilus vacca,,,,,200,,,507.0
1115,Pilumnus sayi,,,,,,200,,489.0
1116,Poecilia formosa,,202,,,,,,463.0
