comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id
588,Notostomus gibbosus,480,,,,,,114,
589,Abramis ballerus,518,,116,,,,,
590,Bombus morio,352,,,115,,,,
591,Uca pugilator,508,,,,115,,,
592,Poecilia latipinna,503,,,,,115,,
593,Oplophorus gracilirostris,"400, 500",,,,,,115,
594,Abramis ballerus,451,,117,,,,,
595,Bombus morio,428,,,116,,,,
596,Uca pugnax,508,,,,116,,,
597,Poecilia mexicana,504,,,,,116,,
598,Oplophorus spinosus,"400, 500",,,,,,116,
599,Abramis ballerus,537,,118,,,,,
600,Bombus morio,548,,,117,,,,
601,Xenos peckii,345.9,,,,117,,,
602,Poecilia reticulata,503,,,,,117,,
603,Oplophorus spinosus,492,,,,,,117,
604,Abramis ballerus,620,,119,,,,,
605,Bombus terrestris,328,,,118,,,,
606,Abramis brama,537.2,,,,118,,,
607,Esox lucius,521,,,,,118,,
608,Systellaspis braueri,"411, 500",,,,,,118,
609,Bombus terrestris,428,,,119,,,,
610,Abudefduf abdominalis,347,,,,119,,,
611,Megalops atlanticus,500,,,,,119,,
612,Systellaspis cristata,"414, 498",,,,,,119,
613,Bombus terrestris,536,,,120,,,,
614,Abyssocottus korotneffi,481.3,,,,120,,,
615,Aulorhynchus flavidus,499,,,,,120,,
616,Systellaspis debilis,"400, 498",,,,,,120,
617,Colletes fulgidus,340,,,121,,,,
618,Acanthephyra curtirostris,510,,,,121,,,
619,Gaidropsarus mediterraneus,512,,,,,121,,
620,Systellaspis debilis,"400, 500",,,,,,121,
621,Abramis brama,451,,123,,,,,
622,Colletes fulgidus,532,,,122,,,,
623,Acanthephyra smithi,510,,,,122,,,
624,Microgadus proximus,497,,,,,122,,
625,Systellaspis debilis,493,,,,,,122,
626,Lestrimelitta limao,536,,,123,,,,
627,Acanthropagrus berda,472,,,,123,,,
628,Pollachius pollachius,498,,,,,123,,
629,Systellaspis debilis,"417, 497",,,,,,123,
630,Abramis brama,620,,125,,,,,
631,Melecta punctata,336,,,124,,,,
632,Acanthropagrus major,460,,,,124,,,
633,Theragra chalcogramma,500,,,,,124,,
634,Jasus edwardsii,"472, 536",,,,,,124,
635,Melecta punctata,428,,,125,,,,
636,Acanthropagrus schlegelii,471,,,,125,,,
637,Caelorhinchus labiatus,479,,,,,125,,
638,Panulirus argus,"379, 510",,,,,,125,
639,Melecta punctata,540,,,126,,,,
640,Acanthurus achilles,496,,,,126,,,
641,Coryphaenoides armatus,483,,,,,126,,
642,Clibanarius vittatus,510,,,,,,126,
643,Alburnus alburnus,517,,128,,,,,
644,Melipona marginata,340,,,127,,,,
645,Acanthurus nigroris,439,,,,127,,,
646,Coryphaenoides carapinus,484,,,,,127,,
647,Dardanus fucosus,511,,,,,,127,
648,Alburnus alburnus,440,,129,,,,,
649,Melipona marginata,450,,,128,,,,
650,Acanthurus triostegus,458,,,,128,,,
651,Coryphaenoides carapinus,482,,,,,128,,
652,Petrolisthes diogenes,508,,,,,,128,
653,Alburnus alburnus,523,,130,,,,,
654,Melipona marginata,540,,,129,,,,
655,Acerina cernua,531.8,,,,129,,,
656,Coryphaenoides leptolepis,482,,,,,129,,
657,Coenobita clypeatus,508,,,,,,129,
658,Alburnus alburnus,571,,131,,,,,
659,Melipona quadrifasciata,356,,,130,,,,
660,Acipenser fulvescens,448,,,,130,,,
661,Coryphaenoides profundicolus,483,,,,,130,,
662,Coenobita rugosa,491,,,,,,130,
663,Melipona quadrifasciata,428,,,131,,,,
664,Ailuroedus crassirostris,504.6,,,,131,,,
665,Coryphaenoides profundicolus,482,,,,,131,,
666,Pagurus annulipes,493,,,,,,131,
667,Blicca bjoerkna,444,,133,,,,,
668,Melipona quadrifasciata,520,,,132,,,,
669,Alburnus alburnus,514.6,,,,132,,,
670,Echinomacrurus mollis,478,,,,,132,,
671,Pagurus longicarpus,515,,,,,,132,
672,Blicca bjoerkna,533,,134,,,,,
673,Nomada alboguttata,428,,,133,,,,
674,Alepocephalus australis,475,,,,133,,,
675,Malacocephalus laevis,486,,,,,133,,
676,Pagurus pollicaris,515,,,,,,133,
677,Blicca bjoerkna,603,,135,,,,,
678,Nomada alboguttata,512,,,134,,,,
679,Alligator mississippiensis,500,,,,134,,,
680,Melanonus zugmayeri,490,,,,,134,,
681,Pagurus pollicaris,516,,,,,,134,
682,Carassius auratus,521,,136,,,,,
683,Partamona helleri,347,,,135,,,,
684,Anas platyrhynchus,415,,,,135,,,
685,Merluccius productus,495,,,,,135,,
686,Pleuroncodes planipes,523,,,,,,135,
687,Carassius auratus,360,,137,,,,,
688,Partamona helleri,444,,,136,,,,
689,Anchoa mitchilli,501,,,,136,,,
690,Antimora  rostrata,483,,,,,136,,
691,Petrolisthes elongates,536,,,,,,136,
692,Carassius auratus,452,,138,,,,,
693,Partamona helleri,521,,,137,,,,
694,Anguilla Anguilla,506.2,,,,137,,,
695,Halargyreus johnsonii,490,,,,,137,,
696,Astacus fluviatus,530,,,,,,137,
697,Carassius auratus,532,,139,,,,,
698,Schwarziana sp,343,,,138,,,,
699,Antimora rostrata,475,,,,138,,,
700,Lepidion  eques,486,,,,,138,,
701,Astacus leptodactylus,530,,,,,,138,
702,Carassius auratus,614,,140,,,,,
703,Schwarziana sp,440,,,139,,,,
704,Aotus trivirgatus,505,,,,139,,,
705,Mora moro,488,,,,,139,,
706,Schwarziana sp,528,,,140,,,,
707,Apogon kallopterus,441,,,,140,,,
708,Gasterosteus aculeatus,509,,,,,140,,
709,Trigona spinipes,340,,,141,,,,
710,Aptychotrema rostrata,457.7,,,,141,,,
711,Spinachia spinachia,510,,,,,141,,
712,Orconectes rusticus,530-535,,,,,,141,
713,Trigona spinipes,440,,,142,,,,
714,Argyropelecus aculeatus,477,,,,142,,,
715,Gobiesox maeandricus,500,,,,,142,,
716,Carassius carassius,449,,144,,,,,
717,Trigona spinipes,536,,,143,,,,
718,Argyropelecus gigas,477,,,,143,,,
719,Asterropteryx semipunctata,498,,,,,143,,
720,Procambarus clarkii,440,,,,,,143,
721,Carassius carassius,529,,145,,,,,
722,Xylocopa brasilianorum,360,,,144,,,,
723,Argyropelecus hemigymnus,478,,,,144,,,
724,Clevelandia ios,520,,,,,144,,
725,Carassius carassius,535,,146,,,,,
726,Xylocopa brasilianorum,428,,,145,,,,
727,Aristostomias tittmanni,518,,,,145,,,
728,Gobius paganellus,512,,,,,145,,
729,Engaeus cunicularius,522,,,,,,145,
730,Carassius carassius,608,,147,,,,,
731,Xylocopa brasilianorum,544,,,146,,,,
732,Arothron meleagris,439,,,,146,,,
733,Gobiusculus flavescens,508,,,,,146,,
734,Carassius carassius,619,,148,,,,,
735,Formica polyctena,360,,,147,,,,
736,Asprocottus intermediius,488,,,,147,,,
737,Pomatoschistus minutus,508,,,,,147,,
738,Formica polyctena,510,,,148,,,,
739,Asteropteryx semipunctatus,498,,,,148,,,
740,Nephrops norvegicus,498,,,,,,148,
741,Carassius auratus,455,,150,,,,,
742,Cataglyphis bicolor,350,,,149,,,,
743,Astyanax fasciatus,404,,,,149,,,
744,Carassius auratus,530,,151,,,,,
745,Cataglyphis bicolor,510,,,150,,,,
746,Atherinops affinis,510,,,,150,,,
747,Nephrops norvegicus,"425, 515",,,,,,150,
748,Carassius auratus,625,,152,,,,,
749,Philanthus triangulum,344,,,151,,,,
750,Aulostomus chinensis,421,,,,151,,,
751,Bythograea thermydron,489,,,,,,151,
752,Philanthus triangulum,444,,,152,,,,
753,Axoclinius carminalis,500,,,,152,,,
754,Istiophorus  platypterus,484,,,,,152,,
755,Bythograea thermydron,447,,,,,,152,
756,Scardinius erythrophthalmus,355,,154,,,,,
757,Philanthus triangulum,524,,,153,,,,
758,Lepisosteus platostomus,529,,,,,153,,
759,Scardinius erythrophthalmus,405,,155,,,,,
760,Anthidium manicatum,344,,,154,,,,
761,Bassozetus compressus,476,,,,154,,,
762,Benthosema suborbitale,487,,,,,154,,
763,Bythograea thermydron,479,,,,,,154,
764,Scardinius erythrophthalmus,505,,156,,,,,
765,Anthidium manicatum,440,,,155,,,,
766,Bathylagus bericoides,464,,,,155,,,
767,Diaphus holti,491,,,,,155,,
768,Scardinius erythrophthalmus,565,,157,,,,,
769,Anthidium manicatum,532,,,156,,,,
770,Bathylagus euryops,465,,,,156,,,
771,Diaphus rafinesquei,488,,,,,156,,
772,Calappa flammea,486,,,,,,156,
773,Myrmecia gulosa,412,,,157,,,,
774,Bathylagus greyae,488,,,,157,,,
775,Electrona risso,482,,,,,157,,
776,Calappa flammea,483,,,,,,157,
777,Myrmecia gulosa,540,,,158,,,,
778,Bathylagus longirostris,474,,,,158,,,
779,Lampanyctus crocodilus,487,,,,,158,,
780,Hepatus epheliticus,487,,,,,,158,
781,Lasioglossum albipes,516,,,159,,,,
782,Batrachocottus baicalensis,450,,,,159,,,
783,Lampanyctus festivus,489,,,,,159,,
784,Cancer irroratus,496,,,,,,159,
785,Tinca tinca,454,,161,,,,,
786,Lasioglossum malachurum,442,,,160,,,,
787,Batrachocottus multiradiatus,447,,,,160,,,
788,Lobianchia gemellarii,485,,,,,160,,
789,Gecarcinus lateralis,487,,,,,,160,
790,Lasioglossum malachurum,528,,,161,,,,
791,Batrachocottus nicolskii,428.2,,,,161,,,
792,Nannobrachium atrum,483,,,,,161,,
793,Gecarcinus lateralis,510,,,,,,161,
794,Tinca tinca,615,,163,,,,,
795,Ichneumon spp.,524,,,162,,,,
796,Benthalbella infans,451,,,,162,,,
797,Notoscopelus resplendens,486,,,,,162,,
798,Chaceon affinis,"380, 480",,,,,,162,
799,Ichneumon stramentarius,542,,,163,,,,
800,Taaningichthys bathyphilus,487,,,,,163,,
801,Geryon quinquedens,473,,,,,,163,
802,Chelostoma florisomne,324,,,164,,,,
803,Bodianus bilunulatus,526,,,,164,,,
804,Halosauropsis macrochir,481,,,,,164,,
805,Geryon quinquedens,470,,,,,,164,
806,Chelostoma florisomne,548,,,165,,,,
807,Bolinichthys indicus,489,,,,165,,,
808,Notacanthus bonapartei,481,,,,,165,,
809,Leptograpsus variegatus,484,,,,,,165,
810,Fundulus heteroclitus,363,,167,,,,,
811,Osmia rufa,344,,,166,,,,
812,Bonapartia pedalioita,471,,,,166,,,
813,Dicrolene intronigra,479,,,,,166,,
814,Sesarma cinereum,492,,,,,,166,
815,Fundulus heteroclitus,400,,168,,,,,
816,Osmia rufa,432,,,167,,,,
817,Borostomias panamensis,483,,,,167,,,
818,Sesarma reticulatum,493,,,,,,167,
819,Fundulus heteroclitus,463,,169,,,,,
820,Osmia rufa,560,,,168,,,,
821,Brachydanio rerio,405,,,,168,,,
822,Sesarma reticulatum,508,,,,,,168,
823,Fundulus heteroclitus,563,,170,,,,,
824,Urocerus gigas,524,,,169,,,,
825,Brachyistius frenatus,530.8,,,,169,,,
826,Microstoma microstoma,479,,,,,169,,
827,Paromola cuvieri,470,,,,,,169,
828,Cerceris rybyensis,436,,,170,,,,
829,Canthidermis maculatus,407,,,,170,,,
830,Nansenia longicauda,479,,,,,170,,
831,Libinia dubia,489,,,,,,170,
832,Lucania goodei,359,,172,,,,,
833,Cerceris rybyensis,516,,,171,,,,
834,Caranx hippos,499,,,,171,,,
835,Hypomesus pretiosus,500,,,,,171,,
836,Libinia dubia,486,,,,,,171,
837,Lucania goodei,405,,173,,,,,
838,Cerceris rybyensis,528,,,172,,,,
839,Carassius carassius,523,,,,172,,,
840,Osmerus dentex,516,,,,,172,,
841,Libinia emarginata,493,,,,,,172,
842,Lucania goodei,454,,174,,,,,
843,Tenthredo campestris,328,,,173,,,,
844,Carcharhinus acronotus,480,,,,173,,,
845,Osmerus eperlanus,518,,,,,173,,
846,Uca pugilator,508,,,,,,173,
847,Lucania goodei,538,,175,,,,,
848,Tenthredo campestris,464,,,174,,,,
849,Cebus sp.,538,,,,174,,,
850,Spirinchus thaleichthys,499,,,,,174,,
851,Uca pugilator,510,,,,,,174,
852,Tenthredo campestris,540,,,175,,,,
853,Centrophorus squamosus,482,,,,175,,,
854,Uca pugilator,480,,,,,,175,
855,Tenthredo scrophulariae,556,,,176,,,,
856,Centroswcymnus coleolepis,472,,,,176,,,
857,Acanthurus nigroris,494,,,,,176,,
858,Uca pugnax,510,,,,,,176,
859,Lucania goodei,573,,178,,,,,
860,Tenthredo scrophulariae,604,,,177,,,,
861,Ceratoscopelus warmingii,488,,,,177,,,
862,Acanthurus triostegus,493,,,,,177,,
863,Uca pugnax,508,,,,,,177,
864,Poecilia parae,503,,179,,,,,
865,Dolichovespula norwegica,448,,,178,,,,
866,Chaetodon kleinii,496,,,,178,,,
867,Ctenochaetus strigosus,486,,,,,178,,
868,Uca thayeri,"430, 500-540",,,,,,178,
869,Poecilia parae,355,,180,,,,,
870,Dolichovespula norwegica,524,,,179,,,,
871,Chaetodon unimaculatus,487,,,,179,,,
872,Naso lituratus,497,,,,,179,,
873,Arenaeus cribrarius,498,,,,,,179,
874,Poecilia parae,407,,181,,,,,
875,Polistes dominulus,352,,,180,,,,
876,Chauliodus danae,484,,,,180,,,
877,Naso unicornis,494,,,,,180,,
878,Callinectes ornatus,501,,,,,,180,
879,Poecilia parae,456,,182,,,,,
880,Polistes dominulus,452,,,181,,,,
881,Chauliodus macouni,488,,,,181,,,
882,Zebrasoma flavescens,494,,,,,181,,
883,Poecilia parae,526,,183,,,,,
884,Polistes dominulus,528,,,182,,,,
885,Chauliodus sloanei,485,,,,182,,,
886,Zebrasoma velifer,494,,,,,182,,
887,Callinectes sapidus,"440, 508",,,,,,182,
888,Poecilia parae,543,,184,,,,,
889,Vespo crabro,336,,,183,,,,
890,Chirostomias pliopterus,487,,,,183,,,
891,Ammodytes hexapterus,470,,,,,183,,
892,Callinectes sapidus,504,,,,,,183,
893,Vespo crabro,436,,,184,,,,
894,Chlamydera maculata,505.2,,,,184,,,
895,Hyperoplus lanceolatus,486,,,,,184,,
896,Vespo crabro,536,,,185,,,,
897,Chlamydera nuchalis,505.7,,,,185,,,
898,Pristiapogon kallopterus,492,,,,,185,,
899,Carcinus maenas,508,,,,,,185,
900,Poecilia latipinna,403,,187,,,,,
901,Vespo crabro,542,,,186,,,,
902,Chlorophthalmus sp.,483,,,,186,,,
903,Ronquilus jordani,492,,,,,186,,
904,Carcinus maenas,"440, 508",,,,,,186,
905,Poecilia latipinna,463,,188,,,,,
906,Vespula germanica,336,,,187,,,,
907,Chromis hanui,355,,,,187,,,
908,Trachurus mediterraneus,502,,,,,187,,
909,Ovipales stephensoni,505,,,,,,187,
910,Poecilia latipinna,551,,189,,,,,
911,Vespula germanica,432,,,188,,,,
912,Chromis ovalis,404,,,,188,,,
913,Micropterus salmoides,528,,,,,188,,
914,Portunus spinimanis,483,,,,,,188,
915,Poecilia latipinna,577,,190,,,,,
916,Vespula germanica,544,,,189,,,,
917,Chromis punctipinnis,498,,,,189,,,
918,Spicara smaris,502,,,,,189,,
919,Portunus spinimanus,479,,,,,,189,
920,Vespula vulgaris,336,,,190,,,,
921,Chromis vanderbilti,462,,,,190,,,
922,Portunus trituberculatus,513,,,,,,190,
923,Vespula vulgaris,432,,,191,,,,
924,Chromis verater,410,,,,191,,,
925,Chaetodon unimaculatus,496,,,,,191,,
926,Scylla serrata,490,,,,,,191,
927,Vespula vulgaris,536,,,192,,,,
928,Citellus lateralis,435,,,,192,,,
929,Forcipiger flavissimus,488,,,,,192,,
930,Hemigrapsus edwardsii,513,,,,,,192,
931,Poecilia mexicana,350,,194,,,,,
932,Xiphydria camelus,542,,,193,,,,
933,Clevelandia ios,512,,,,193,,,
934,Chiasmodon niger,483,,,,,193,,
935,Poecilia mexicana,402,,195,,,,,
936,Epicopeia hainesii,380,,,194,,,,
937,Clupea harengus,502.5,,,,194,,,
938,Hemigrapsus sanguinensis,"360, 480",,,,,,194,
939,Poecilia mexicana,461,,196,,,,,
940,Epicopeia hainesii,420,,,195,,,,
941,Comephorus baicalensis,497,,,,195,,,
942,Embiotoca jacksoni,505,,,,,195,,
943,Eurypanopeus depressus,480,,,,,,195,
944,Poecilia mexicana,537,,197,,,,,
945,Epicopeia hainesii,500,,,196,,,,
946,Comephorus dybowskii,495,,,,196,,,
947,Embiotoca lateralis,499,,,,,196,,
948,Menippe mercenaria,494,,,,,,196,
949,Poecilia mexicana,563,,198,,,,,
950,Arichanna gaschkevitchii,360,,,197,,,,
951,Conger conger,486,,,,197,,,
952,Hypsurus caryi,506,,,,,197,,
953,Panopeus herbtii,493,,,,,,197,
954,Arichanna gaschkevitchii,500,,,198,,,,
955,Micrometrus aurora,519,,,,,198,,
956,Panopeus herbstii,491,,,,,,198,
957,Poecilia formosa,352,,200,,,,,
958,Arichanna gaschkevitchii,540,,,199,,,,
959,Coregonus clupeoides,520,,,,199,,,
960,Micrometrus minimus,518,,,,,199,,
961,Panopeus obesus,492,,,,,,199,
962,Poecilia formosa,404,,201,,,,,
963,Phassus excrescens,380,,,200,,,,
964,Coregonus lavaretus,531.5,,,,200,,,
965,Rhacochilus vacca,507,,,,,200,,
966,Pilumnus sayi,489,,,,,,200,
967,Poecilia formosa,463,,202,,,,,
968,Phassus excrescens,460,,,201,,,,
969,Coryphopterus nicholsii,500,,,,201,,,
970,Zalembius rosaceus,494,,,,,201,,
971,Rhithropanopeus harrisii,495,,,,,,201,
972,Poecilia formosa,560,,203,,,,,
973,Phassus excrescens,520,,,202,,,,
974,Cottinella boulengeri,479.5,,,,202,,,
975,Epigonus  telescopus,492,,,,,202,,
976,Phassus excrescens,580,,,203,,,,
977,Cottocomephorus grewingki,449,,,,203,,,
978,Helostoma temminkii,523,,,,,203,,
979,Megalops atlanticus,364,,205,,,,,
980,Ochlodes venata,380,,,204,,,,
981,Cottocomephorus inermis,450.4,,,,204,,,
982,Howella sherborni,463,,,,,204,,
983,Megalops atlanticus,411,,206,,,,,
984,Ochlodes venata,460,,,205,,,,
985,Cottus kessleri,449,,,,205,,,
986,Makaira nigricans,484,,,,,205,,
987,Megalops atlanticus,451,,207,,,,,
988,Ochlodes venata,520,,,206,,,,
989,Cottus sp.,511,,,,206,,,
990,Kuhlia sandvicensis,491,,,,,206,,
991,Megalops atlanticus,476,,208,,,,,
992,Parnara guttata,380,,,207,,,,
993,Ctenochaetus strigosus,449,,,,207,,,
994,Bodianus bilunnulatus,485,,,,,207,,
995,Megalops atlanticus,551,,209,,,,,
996,Parnara guttata,460,,,208,,,,
997,Ctenomys magellanicus,370,,,,208,,,
998,Cirrhilabrus solorensis,497,,,,,208,,
999,Gadus macrocephalus,441,,210,,,,,
1000,Parnara guttata,520,,,209,,,,
1001,Ctenomys talarum,370,,,,209,,,
1002,Symphodus melops,520,,,,,209,,
1003,Gadus macrocephalus,523,,211,,,,,
1004,Celastrina argiolus,380,,,210,,,,
1005,Cymatogaster aggregata,456.1,,,,210,,,
1006,Lates calcarifer,516,,,,,210,,
1007,Celastrina argiolus,440,,,211,,,,
1008,Cynops pyrrhogaster,529,,,,211,,,
1009,Lutjanus adetii,496,,,,,211,,
1010,Gaidropsarus mediterraneus,535,,213,,,,,
1011,Celastrina argiolus,560,,,212,,,,
1012,Cyprinus carpio,474,,,,212,,,
1013,Lutjanus bohar,497,,,,,212,,
1014,Lycaena dorcas,360,,,213,,,,
1015,Cyttopsis rosea,523,,,,213,,,
1016,Lutjanus carponotatus,499,,,,,213,,
1017,Lycaena dorcas,437,,,214,,,,
1018,Dama dama,453,,,,214,,,
1019,Lutjanus erythropterus,496,,,,,214,,
1020,Microgadus proximus,439,,216,,,,,
1021,Lycaena dorcas,500,,,215,,,,
1022,Damalichthys vacca,465.8,,,,215,,,
1023,Lutjanus fulviflamma,505,,,,,215,,
1024,Microgadus proximus,523,,217,,,,,
1025,Lycaena dorcas,568,,,216,,,,
1026,Danaus plexippus,340,,,,216,,,
1027,Lutjanus johnii,498,,,,,216,,
1028,Microgadus proximus,522,,218,,,,,
1029,Lycaena heteronea,360,,,217,,,,
1030,Danio aequipinnatus,358,,,,217,,,
1031,Lutjanus malabaricus,494,,,,,217,,
1032,Lycaena heteronea,437,,,218,,,,
1033,Dascyllus albisella,359,,,,218,,,
1034,Lutjanus quinquelineatus,499,,,,,218,,
1035,Theragra chalcogramma,442,,220,,,,,
1036,Lycaena heteronea,500,,,219,,,,
1037,Dasyatis kuhlii,475,,,,219,,,
1038,Lutjanus russellii,499,,,,,219,,
1039,Theragra chalcogramma,516,,221,,,,,
1040,Lycaena heteronea,568,,,220,,,,
1041,Deania calcea,484,,,,220,,,
1042,Lutjanus sebae,494,,,,,220,,
1043,Lycaena nivalis,361,,,221,,,,
1044,Mulloidichthys flavolineatus,486,,,,,221,,
1045,Poecilia reticulata,410,,223,,,,,
1046,Lycaena nivalis,438,,,222,,,,
1047,Diaphus dumerilli,485,,,,222,,,
1048,Mullus barbatus,497,,,,,222,,
1049,Poecilia reticulata,465,,224,,,,,
1050,Lycaena nivalis,501,,,223,,,,
1051,Diaphus holti,489,,,,223,,,
1052,Parupeneus multifasceatus,494,,,,,223,,
1053,Poecilia reticulata,473,,225,,,,,
1054,Lycaena nivalis,575,,,224,,,,
1055,Diaphus lucidus,490,,,,224,,,
1056,Upeneus tragula,498,,,,,224,,
1057,Poecilia reticulata,573,,226,,,,,
1058,Lycaena phlaeas,400,,,225,,,,
1059,Diaphus rafinesqueii,490,,,,225,,,
1060,Dissostichus mawsoni,504,,,,,225,,
1061,Lycaena phlaeas,540,,,226,,,,
1062,Pagothenia borchgrevinki,499,,,,,226,,
1063,Merluccius productus,516,,228,,,,,
1064,Lycaena phlaeas,600,,,227,,,,
1065,Dissostichus mawsoni,414.3,,,,227,,,
1066,Trematomus bernacchii,502,,,,,227,,
1067,Merluccius productus,517,,229,,,,,
1068,Dolichonyx orzivorous,372.2,,,,228,,,
1069,Trematomus hansoni,501,,,,,228,,
1070,Lycaena rubidus,437,,,229,,,,
1071,Dromiceius novae-hollandae,502,,,,229,,,
1072,Trematomus loennbergii,500,,,,,229,,
1073,Aulorhynchus flavidus,360,,231,,,,,
1074,Lycaena rubidus,500,,,230,,,,
1075,Dugesia japonica,500,,,,230,,,
1076,Citharichthys sordidus,489,,,,,230,,
1077,Aulorhynchus flavidus,496,,232,,,,,
1078,Lycaena rubidus,568,,,231,,,,
1079,Perca fluviatilis,540,,,,,231,,
1080,Aulorhynchus flavidus,536,,233,,,,,
1081,Pseudozizeeria maha,400,,,232,,,,
1082,Echiostoma barbatum,483,,,,232,,,
1083,Perca  flavescens,550,,,,,232,,
1084,Aulostomus chinensis,494,,234,,,,,
1085,Pseudozizeeria maha,520,,,233,,,,
1086,Embiotoca jacksoni,476.9,,,,233,,,
1087,Sander lucioperca,524,,,,,233,,
1088,Pseudozizeeria maha,580,,,234,,,,
1089,Embiotoca lateralis,482.5,,,,234,,,
1090,Apodichthys flavidus,504,,,,,234,,
1091,Aulostomus chinensis,473,,236,,,,,
1092,Anadevidia peponis,420,,,235,,,,
1093,Pholis laeta,504,,,,,235,,
1094,Gasterosteus aculeatus,502,,237,,,,,
1095,Anadevidia peponis,460,,,236,,,,
1096,Pholis omata,498,,,,,236,,
1097,Gasterosteus aculeatus,362,,238,,,,,
1098,Anadevidia peponis,500,,,237,,,,
1099,Equus caballus,428,,,,237,,,
1100,Abudefduf abdominalis,492,,,,,237,,
1101,Gasterosteus aculeatus,439,,239,,,,,
1102,Mamestra brassicae,360,,,238,,,,
1103,Etroplus suratensis,530,,,,238,,,
1104,Chromis hanui,477,,,,,238,,
1105,Gasterosteus aculeatus,524,,240,,,,,
1106,Mamestra brassicae,460,,,239,,,,
1107,Eucyclogobius newberryi,512,,,,239,,,
1108,Chromis ovalis,492,,,,,239,,
1109,Gasterosteus aculeatus,576,,241,,,,,
1110,Mamestra brassicae,540,,,240,,,,
1111,Eulemur fulvus,413,,,,240,,,
1112,Mamestra brassicae,580,,,241,,,,
1113,Eurypharynx pelecanoides,474,,,,241,,,
1114,Chromis vanderbilti,498,,,,,241,,
1115,Spinachia spinachia,445,,243,,,,,
1116,Spodoptera exempta,355,,,242,,,,
1117,Eustomias obscurus,485,,,,242,,,
1118,Chromis verater,480,,,,,242,,
1119,Spinachia spinachia,555,,244,,,,,
1120,Spodoptera exempta,465,,,243,,,,
1121,Evermannella balbo,480,,,,243,,,
1122,Dascyllus albisella,490,,,,,243,,
1123,Spinachia spinachia,532,,245,,,,,
1124,Spodoptera exempta,515,,,244,,,,
1125,Forcipiger flavissimus,431,,,,244,,,
1126,Dascyllus trimaculatus,491,,,,,244,,
1127,Spinachia spinachia,590,,246,,,,,
1128,Spodoptera exempta,560,,,245,,,,
1129,Galago crassicauda,501,,,,245,,,
1130,Plectroglyphidodon johnstonianus,495,,,,,245,,
1131,Gobiesox maecmdricus,500,,247,,,,,
1132,Aglais urticae,380,,,246,,,,
1133,Gasterosteus sp.,504.3,,,,246,,,
1134,Pomacentrus melanochir,501,,,,,246,,
1135,Gobiesox maecmdricus,440,,248,,,,,
1136,Aglais urticae,460,,,247,,,,
1137,Gasterosteus aculeatus,508.8,,,,247,,,
1138,Stegastes fasciolatus,495,,,,,247,,
1139,Gobiesox maecmdricus,526,,249,,,,,
1140,Aglais urticae,530,,,248,,,,
1141,Gekko gecko,364,,,,248,,,
1142,Ptilichthys goodei,497,,,,,248,,
1143,Gobiesox maecmdricus,567,,250,,,,,
1144,Argynnis ruslana,380,,,249,,,,
1145,Geoclemys reevesii,480,,,,249,,,
1146,Centropristis striata,498,,,,,249,,
1147,Argynnis ruslana,440,,,250,,,,
1148,Geotria australis,439,,,,250,,,
1149,Acanthopagrus butcheri,509,,,,,250,,
1150,Hypomesus pretiosus,369,,252,,,,,
1151,Argynnis ruslana,560,,,251,,,,
1152,Geryon quinquedens,472.9,,,,251,,,
1153,Diplodus annularis,505,,,,,251,,
1154,Hypomesus pretiosus,461,,253,,,,,
1155,Argynnis ruslana,620,,,252,,,,
1156,Globicephala melas,488,,,,252,,,
1157,Sphyraena barracuda,498,,,,,252,,
1158,Hypomesus pretiosus,522,,254,,,,,
1159,Fabriciana adippe,380,,,253,,,,
1160,Gobius niger,504.8,,,,253,,,
1161,Acantholumpenus mackayi,502,,,,,253,,
1162,Hypomesus pretiosus,570,,255,,,,,
1163,Fabriciana adippe,460,,,254,,,,
1164,Anoplarchus purpurescens,502,,,,,254,,
1165,Fabriciana adippe,520,,,255,,,,
1166,Hexagrammos octagrammus,530,,,,255,,,
1167,Chirolophis japonicus,502,,,,,255,,
1168,Osmerus dentex,425,,257,,,,,
1169,Fabriciana adippe,580,,,256,,,,
1170,Ernogrammus hexagrammus,506,,,,,256,,
1171,Osmerus dentex,514,,258,,,,,
1172,Heliconius erato,370,,,257,,,,
1173,Holtbyrnia spinithara,480,,,,257,,,
1174,Lumpenus sagitta,496,,,,,257,,
1175,Osmerus dentex,565,,259,,,,,
1176,Heliconius erato,470,,,258,,,,
1177,Opisthocentrus ocellatus,504,,,,,258,,
1178,Heliconius erato,570,,,259,,,,
1179,Hydrolagus colliei,484,,,,259,,,
1180,Pholidapus dybowsky,522,,,,,259,,
1181,Spirinchus thaleichthys,364,,261,,,,,
1182,Heliconius numata,390,,,260,,,,
1183,Hyperprosopon argenteum,507,,,,260,,,
1184,Phytichthys  chirus,522,,,,,260,,
1185,Spirinchus thaleichthys,465,,262,,,,,
1186,Heliconius numata,460,,,261,,,,
1187,Hypsurus caryi,456.4,,,,261,,,
1188,Stichaeopsis nana,522,,,,,261,,
1189,Spirinchus thaleichthys,517,,263,,,,,
1190,Heliconius numata,540,,,262,,,,
1191,Ichthyococcus ovatus,489,,,,262,,,
1192,Stichaeus grigorjevi,502,,,,,262,,
1193,Spirinchus thaleichthys,572,,264,,,,,
1194,Heliconius sara,370,,,263,,,,
