murwes_id,Full_Species,LambdaMax,SD,N,refid,Lineage
494,Lycaena rubidus,568,–,†,[36],Arthropod
495,Lysiosquillina maculate,501,–,3,[20],Arthropod
496,Malacosteus niger,548,–,2*,[38],Arthropod
497,Mamestra brassicae,520,–,†,[9],Arthropod
498,Meganyctiphanes norvegica,490,–,7,[18],Arthropod
499,Melamphaes suborbitalis,482,–,27,[22],Arthropod
500,Myrmecia croslandi,510,–,†,[39],Arthropod
501,Myrmecia vindex,550,–,16,[39],Arthropod
502,Mysis diluviana,509.1,1.6,3,[40],Arthropod
503,Mysis relicta,592,5,6,[42],Arthropod
504,Mysis salemaai,546,1,5,[42],Arthropod
505,Nematobrachion boopis,487,–,2,[18],Arthropod
506,Nematobrachion sexpinosum,478,–,3,[18],Arthropod
507,Neogonodactylus oerstedii,388,–,†,[43],Arthropod
508,Neominois ridingsii,531,–,†,[3],Arthropod
509,Neomysis americana,520,3.4,13,[29],Arthropod
510,Notostomus elegans,490,–,10,[18],Arthropod
511,Notostomus gibbosus,490,–,10,[18],Arthropod
512,Nymphalis antiopa,534,–,†,[32],Arthropod
513,Odontodactylus brevirostris,535,–,6,[21],Arthropod
514,Odontodactylus scyllarus,528,–,10,[21],Arthropod
515,Oeneis chryxus,531,–,†,[3],Arthropod
516,Oplophorus sp.,405,–,2*,[18],Arthropod
517,Orconectes virilis,562,–,†,[30],Arthropod
518,Pagurus annulipes,492.7,10.9,6-Mar,[10],Arthropod
519,Pagurus longicarpus,513.9,6.9,15-Mar,[10],Arthropod
520,Pandalus borealis,500,–,50*,[44],Arthropod
521,Panopeus herbstii,493,2.1,10-Feb,[10],Arthropod
522,Panopeus obesus,493.5,1.9,10-Feb,[10],Arthropod
523,Papilio xuthus,575,–,,[45],Arthropod
524,Pasiphaea multidentata,497,–,6,[18],Arthropod
525,Photinus versicolor,550,–,10,[46],Arthropod
526,Phronima sedenteria,470,–,6,[18],Arthropod
527,Pieris brassicae,560,–,†,[47],Arthropod
528,Pieris rapae,540,–,†,"[9,48–50]",Arthropod
529,Pilumnus sayi,489.1,3.3,15-Feb,[10],Arthropod
530,Platyberyx opalescens,474,–,†,[23],Arthropod
531,Pleuroncodes planipes,523,–,†,[51],Arthropod
532,Procambarus clarkii,575,–,†,[30],Arthropod
533,Procambarus milleri,522,–,3,[13],Arthropod
534,Pseudosquilla ciliata,539.63,5.5,†,[52],Arthropod
535,Pullosquilla litoralis,446,–,5,[53],Arthropod
536,Pullosquilla thomassini,447,–,4,[53],Arthropod
537,Rhithropanopeus harrisii,495.2,2.1,12-Feb,[10],Arthropod
538,Rynchophorus ferrugineus,564,12,4,[54],Arthropod
539,Schistocerca gregaria,514,–,24,[55],Arthropod
540,Sergestes arcticus,495,–,4,[18],Arthropod
541,Sergestes corniculum,500,–,4,[18],Arthropod
542,Sergia grandis,500,–,5,[18],Arthropod
543,Sesarma cinereum,491.1,13.8,12-Feb,[10],Arthropod
544,Sesarma reticulatum,508,–,4*,[12],Arthropod
545,Siproeta stelenes,522,–,†,[32],Arthropod
546,Speyeria leto,552,–,†,[2],Arthropod
547,Stylocheiron maximum,479,–,5,[18],Arthropod
548,Sympetrum sp.,420,–,7,[26],Arthropod
549,Systellaspis debilis,500,–,15*,[18][56],Arthropod
550,Thysanopoda orientalis,478,–,3,[18],Arthropod
551,Uca pugilator,508,–,†,[12],Arthropod
552,Uca pugnax,508,–,†,[12],Arthropod
553,Xenos peckii,538.7,1.7,7,[57],Arthropod
554,Abramis brama,537.2,0.9,3,[58],Chordate
555,Abudefduf abdominalis,519,8.5,6,[59],Chordate
556,Abyssocottus korotneffi,494,1,5,[60],Chordate
557,Acanthephyra curtirostris,510,–,14*,[18],Chordate
558,Acanthephyra smithi,510,–,14*,[18],Chordate
559,Acanthropagrus berda,566,8.1,5,[61],Chordate
560,Acanthropagrus major,525,4.7,3,[61],Chordate
561,Acanthropagrus schlegelii,563,8.4,3,[61],Chordate
562,Acanthurus achilles,532,2.6,6,[59],Chordate
563,Acanthurus nigroris,538,3.3,8,[59],Chordate
564,Acanthurus triostegus,518,3.7,21,[59],Chordate
565,Acerina cernua,533.2,1.1,3,[58],Chordate
566,Acipenser fulvescens,619,3,8,[62],Chordate
567,Ailuroedus crassirostris,559.8,11.1,†,[63],Chordate
568,Alburnus alburnus,514.6,1.1,2,[58],Chordate
569,Alepocephalus australis,475,–,†,[23],Chordate
570,Alligator mississippiensis,500,–,†,[64],Chordate
571,Anas platyrhynchus,570,5.5,15/32,[65],Chordate
572,Anchoa mitchilli,541,9,15,[66],Chordate
573,Anguilla Anguilla,506.2,1.2,62,[67],Chordate
574,Antimora rostrata,483,–,†,[23],Chordate
575,Aotus trivirgatus,543,–,6*,[68],Chordate
576,Apogon kallopterus,516,4.3,8,[59],Chordate
577,Aptychotrema rostrata,554.8,6.5,11,[69],Chordate
578,Argyropelecus aculeatus,477,–,†,[23],Chordate
579,Argyropelecus gigas,477,–,33,[70],Chordate
580,Argyropelecus hemigymnus,478,–,†,[23],Chordate
581,Aristostomias tittmanni,551,–,3*,[71],Chordate
582,Arothron meleagris,525,5.5,9,[59],Chordate
583,Asprocottus intermediius,512,1.2,5,[72],Chordate
584,Asteropteryx semipunctatus,538,1,4,[59],Chordate
585,Astyanax fasciatus,404,3,2,[73],Chordate
586,Atherinops affinis,510,–,36,[74],Chordate
587,Aulostomus chinensis,494,1.8,5,[59],Chordate
588,Axoclinius carminalis,500,1,30,[75],Chordate
589,Barbantus curvifrons,478,–,41,[22],Chordate
590,Bassozetus compressus,476,–,†,[23],Chordate
591,Bathylagus bericoides,500,–,†,[23],Chordate
592,Bathylagus euryops,497,–,†,[23],Chordate
593,Bathylagus greyae,488,–,27,[22],Chordate
594,Bathylagus longirostris,502,–,4,[22],Chordate
595,Batrachocottus baicalensis,521.4,1.1,5,[72],Chordate
596,Batrachocottus multiradiatus,517.3,2.2,5,[72],Chordate
597,Batrachocottus nicolskii,511.6,3.1,5,[72],Chordate
598,Benthalbella infans,451,–,34,[22],Chordate
599,Benthosema suborbitale,487,–,†,[23],Chordate
600,Bodianus bilunulatus,545,–,2,[59],Chordate
601,Bolinichthys indicus,489,–,†,[23],Chordate
602,Bonapartia pedalioita,514,–,†,[23],Chordate
603,Borostomias panamensis,483,–,6*,[76],Chordate
604,Brachydanio rerio,556,–,5,[77],Chordate
605,Brachyistius frenatus,530.8,–,†,[78],Chordate
606,Canthidermis maculatus,486,2.2,5,[59],Chordate
607,Caranx hippos,499,1,4,[75],Chordate
608,Carassius carassius,525.5,0.6,2,[58],Chordate
609,Carcharhinus acronotus,480,–,6,[80],Chordate
610,Cebus sp.,563,–,†,[81],Chordate
611,Centrophorus squamosus,482,–,†,[82],Chordate
612,Centroswcymnus coleolepis,472,–,†,[82],Chordate
613,Ceratoscopelus warmingii,488,–,†,[83][23],Chordate
614,Chaetodon kleinii,530,3.5,8,[59],Chordate
615,Chaetodon unimaculatus,530,4.1,2,[59],Chordate
616,Chauliodus danae,484,–,43,[22][84],Chordate
617,Chauliodus macouni,488,–,5*,[83],Chordate
618,Chauliodus sloanei,488,–,7*,[83],Chordate
619,Chirostomias pliopterus,487,–,†,[23],Chordate
620,Chlamydera maculata,505.2,1.9,†,[85],Chordate
621,Chlamydera nuchalis,574.5,3.1,†,[86],Chordate
622,Chlorophthalmus sp.,483,–,†,[23],Chordate
623,Chromis hanui,514,4.4,8,[59],Chordate
624,Chromis ovalis,518,1.7,8,[59],Chordate
625,Chromis punctipinnis,498,2,4,[75],Chordate
626,Chromis vanderbilti,522,1.3,4,[59],Chordate
627,Chromis verater,514,1.1,6,[59],Chordate
628,Citellus lateralis,520,–,†,[87],Chordate
629,Clevelandia ios,512,–,36,[74],Chordate
630,Clupea harengus,512.3,0.8,8,[58],Chordate
631,Comephorus baicalensis,501,–,5,[72],Chordate
632,Comephorus dybowskii,498.2,–,5,[72],Chordate
633,Conger conger,487,–,†,[89],Chordate
634,Conocara macroptera,476,–,17,[22],Chordate
635,Coregonus clupeoides,536,–,†,[88],Chordate
636,Coregonus lavaretus,539.8,0.3,9,[90],Chordate
637,Coryphopterus nicholsii,500,1,30,[75],Chordate
638,Cottinella boulengeri,495.7,–,5,[72],Chordate
639,Cottocomephorus grewingki,523,1.6,5,[72],Chordate
640,Cottocomephorus inermis,520.6,1.9,5,[72],Chordate
641,Cottus kessleri,546,–,5,[72],Chordate
642,Cottus sp.,511,–,40,[75],Chordate
643,Ctenochaetus strigosus,548,0.2,5,[59],Chordate
644,Ctenomys magellanicus,510,–,†,[91],Chordate
645,Ctenomys talarum,510,–,†,[91],Chordate
646,Cymatogaster aggregata,529,–,†,[92],Chordate
647,Cynops pyrrhogaster,529,–,†,[93],Chordate
648,Cyprinus carpio,474,2,†,[88],Chordate
649,Cyttopsis rosea,523,–,†,[23],Chordate
650,Dama dama,543,–,3*,[94],Chordate
651,Damalichthys vacca,545,–,†,[92],Chordate
652,Danaus plexippus,554,2.2,†,[3],Chordate
653,Danio aequipinnatus,560,6.3,†,[96],Chordate
654,Dascyllus albisella,510,3.5,7,[59],Chordate
655,Dasyatis kuhlii,551.1,6.2,†,[97],Chordate
656,Deania calcea,484,–,†,[82],Chordate
657,Derichthys serpentinus,489,–,27,[22],Chordate
658,Diaphus dumerilli,485,–,†,[23],Chordate
659,Diaphus holti,491,–,†,[83],Chordate
660,Diaphus lucidus,490,–,3,[83],Chordate
661,Diaphus rafinesqueii,490,–,†,[23],Chordate
662,Dicrolene intronigra,479,–,6,[22],Chordate
663,Dissostichus mawsoni,503.7,1.7,†,[98],Chordate
664,Dolichonyx orzivorous,564.6,4.49,†,[99],Chordate
665,Dromiceius novae-hollandae,564,5.4,4-Feb,[100],Chordate
666,Dugesia japonica,500,–,100,[101],Chordate
667,Echinomacrurus mollis,478,–,†,[23],Chordate
668,Echiostoma barbatum,483,–,21,[22],Chordate
669,Embiotoca jacksoni,533,–,†,[92],Chordate
670,Embiotoca lateralis,536.4,–,†,[92],Chordate
671,Engraulis encrasicolus,492,–,†,[102],Chordate
672,Engraulis japonicus,502,–,†,[102],Chordate
673,Equus caballus,539,–,6*,[103],Chordate
674,Etroplus suratensis,550,–,12,[104],Chordate
675,Eucyclogobius newberryi,512,–,60,[74],Chordate
676,Eulemur fulvus,413,–,1,[105],Chordate
677,Eurypharynx pelecanoides,474,–,27,[22],Chordate
678,Eustomias obscurus,485,–,16,"[22], [84]",Chordate
679,Evermannella balbo,480,–,†,[84],Chordate
680,Forcipiger flavissimus,527,1.7,4,[59],Chordate
681,Galago crassicauda,501,–,†,[88],Chordate
682,Gasterosteus sp.,504.3,,9,[106],Chordate
683,Gasterosteus aculeatus,508.8,0.6,2,[58],Chordate
684,Gekko gecko,521,1,80,[107],Chordate
685,Geoclemys reevesii,650,–,†,[108],Chordate
686,Geotria australis,615,6.6,5,[110],Chordate
687,Geryon quinquedens,472.9,12.3,15-Feb,[10],Chordate
688,Globicephala melas,488,–,†,[111],Chordate
689,Gobius niger,504.8,–,2,[58],Chordate
690,Hariotta raleighana,481,–,18,[22],Chordate
691,Hexagrammos octagrammus,625,5,10,[112],Chordate
692,Histiobranchus bathybius,476,–,25,[22],Chordate
693,Holtbyrnia spinithara,480,–,2,[83],Chordate
694,Howella sherborni,432,–,13,[22],Chordate
695,Hydrolagus colliei,484,–,,[113],Chordate
696,Hyperprosopon argenteum,507,–,2,[74],Chordate
697,Hypsurus caryi,531.8,–,†,[92],Chordate
698,Ichthyococcus ovatus,489,–,†,[23],Chordate
699,Idiacanthus fasciola,485,–,†,[23],Chordate
700,Isoodon obesulus,551,10.3,5,[114],Chordate
701,Kali macrodon,484,–,†,[23],Chordate
702,Kuhlia sandvicensis,518,5.5,5,[59],Chordate
703,Lampadena speculigera,488,–,†,[23],Chordate
704,Lampanychtus ater,485,–,†,[23],Chordate
705,Lampanyctus alatus,485,–,†,[23],Chordate
706,Lampanyctus crocodilus,487,–,†,[23],Chordate
707,Lampanyctus regalis,489,–,2*,[83],Chordate
708,Lepidion eques,481,–,†,[23],Chordate
709,Leptocottus armatus,503,,28,[74],Chordate
710,Leuroglosus stilbius,491,,2*,[83],Chordate
711,Limnocottus bergianus,502.6,0.8,5,[72],Chordate
712,Limnocottus eurystomus,516.4,0.9,5,[72],Chordate
713,Limnocottus griseus,505.3,2.4,5,[72],Chordate
714,Limnocottus pallidus,500,–,5,[72],Chordate
715,Lobianchia gemellarii,485,–,†,[23],Chordate
716,Margrethia obtusirostra,474,–,†,[23],Chordate
717,Melanochromus vermivorous,555.2,2.2,3,[115],Chordate
718,Melanonus zugmayeri,489,–,†,[23],Chordate
719,Melanostigma pammelas,485,–,4*,[83],Chordate
720,Melanostomias niger,483,–,28,[22],Chordate
721,Melanphaes canthomus,4852,–,2*,[83],Chordate
722,Meleagris gallopavo,564.1,1.2,8,[116],Chordate
723,Merluccius merluccius,496,–,†,[82],Chordate
724,Mesoplodon bidens,484,–,†,[111],Chordate
725,Metriaclima zebra,482,–,2,[117],Chordate
726,Micrometrus aurora,541.5,–,†,[117],Chordate
727,Micrometrus minimus,545.9,–,†,[117],Chordate
728,Mirounga angustirostri,491.7,–,2*,[118],Chordate
729,Mugil cephalus,520,–,10,[74],Chordate
730,Mulloidichthys flavolineatus,523,2.7,4,[59],Chordate
731,Mustelus henlei,499,–,31,[119],Chordate
732,Myoxocephalus quadricornis,512.2,1,6,[58],Chordate
733,Myripristis berndti,514,1.4,4,[59],Chordate
734,Naso lituratus,521,1.9,3,[59],Chordate
735,Naso unicornis,507,2.8,4,[59],Chordate
736,Nemichthys scolopaceus,490,–,†,[23],Chordate
737,Neonesthes capensis,483,–,34,[22],Chordate
738,Neoniphon sammara,512,3,19,[59],Chordate
739,Notacanthus bonapartei,487,–,26,[22],Chordate
740,Notoscopelus resplendens,486,–,†,[23],Chordate
741,Odocoileus virginianus,540,–,6*,[94],Chordate
742,Oncorhynchus mykiss,578,10,†,[121],Chordate
743,Oreochromis nilocticus,595,22,†,[122],Chordate
744,Oreocromis niloticus,614.2,–,†,[123],Chordate
745,Osmerus eperlanus,543,–,†,[88],Chordate
746,Ostracion meleagris,520,3.8,8,[59],Chordate
747,Otolemus cassicaudatus,545,–,3*,[124],Chordate
748,Pachystomias microdon,539,–,38,[125],Chordate
749,Pagothenia borchgrevinki,498.5,1.2,†,[98],Chordate
750,Paracottus knerii,522.6,1.3,5,[72],Chordate
751,Paralabrax clathratus,520,3,8,[75],Chordate
752,Parupeneus multifasciatus,518,0.6,4,[59],Chordate
753,Perca fluviatilis,538.7,0.9,4,[58],Chordate
754,Pervagor aspricaudus,516,3.3,3,[59],Chordate
755,Pervagor spilosoma,510,0.8,4,[59],Chordate
756,Petromyzon marinus,501,0.1,†,[126],Chordate
757,Phoca groenlandicus,498,–,†,[111],Chordate
758,Phoca vitulina,510.2,–,2,[127],Chordate
759,Photonectes braueri,483,–,15,[22],Chordate
760,Photostomias braueri,483,–,†,[23],Chordate
761,Photostylus sp.,474,–,†,[23],Chordate
762,Platichthys flesus,512.2,1.2,8,[58],Chordate
763,Platycercus elegans,567,–,6,[129],Chordate
764,Platytroctes apus,476,–,28,[22],Chordate
765,Plectroglyphidodon johnstonianus,518,–,2,[59],Chordate
766,Pollachius pollachius,548,–,23,[130],Chordate
767,Polyipnus polli,483,–,†,[23],Chordate
768,Pomatoschistus microps,515.7,1.3,11,[58],Chordate
769,Pomatoschistus minutus,508.3,1.9,19,[58],Chordate
770,Porichthys notatus,493,–,27,[76],Chordate
771,Porogradus sp.,474,–,,[23],Chordate
772,Poromitra capito,481,–,20,[22],Chordate
773,Poromitra megalops,487,–,32,[22],Chordate
774,Potamotrygon motoro,499,–,3,[131],Chordate
775,Procottus jettelesi,521,–,5,[72],Chordate
776,Propithecus verreauxi coquereli,558,–,†,[132],Chordate
777,Pseudopleuronectes americanus,547,6,5,[133],Chordate
778,Pseudotropheus acei,535.1,0.6,24,[115],Chordate
779,Ptilorhynchus violaceus,563.7,4.2,†,[86],Chordate
780,Puffinus pacificus,566,–,†,[134],Chordate
781,Pundamilia azurea,563.6,1.3,44,[135],Chordate
782,Pundamilia nyererei,568.2,0.9,36,[135],Chordate
783,Pundamila sp.,566.9,1.6,23,[135],Chordate
784,Pungitius pungitius,526.8,3.5,4,[58],Chordate
785,Radiicephalus elongatus,481,–,†,[23],Chordate
786,Raja binoculata,497,–,†,[113],Chordate
787,Rana cancrivora,502,–,†,[136],Chordate
788,Rana temporaria,502,–,†,[88],Chordate
789,Rangifer tarandus,439,–,†,[137],Chordate
790,Rhadinesthes decimus,480,–,6,[22],Chordate
791,Rhinobatus typus,559.4,7.8,10,[69],Chordate
792,Rhinoptera bonasus,551,2,16,[138],Chordate
793,Rinocetes nasutus,489,–,†,[23],Chordate
794,Rouleina aderensis,477,–,48,[22],Chordate
795,Rutilis rutilis,536,–,,[88],Chordate
796,Saguinus midas,546,–,†,[81],Chordate
797,Salmo irideus,598,2.3,3,[139],Chordate
798,Salvelinus alpinus,512.6,0.9,4,[90],Chordate
799,Sarda chiliensis,488,2,2,[75],Chordate
800,Sardinops melanostictus,382,3.4,†,[140],Chordate
801,Sargocentron xantherythrum,516,1,5,[59],Chordate
802,Scardinius erythrophthalmus,537.2,1.4,2,[58],Chordate
803,Scenopoetes dentirostris,557.8,1.3,†,[86],Chordate
804,Sciurus carolinensis,530,–,2*,[141],Chordate
805,Scomber japonicus,491,1,4,[75],Chordate
806,Scomberomorus sierra,530,3,6,[75],Chordate
807,Scopelarchus analis,486,–,†,[142],Chordate
808,Scopelogadus beanii,488,–,†,[23],Chordate
809,Sebastolobus alascanus,484,–,3*,[76],Chordate
810,Sephanoides sephanoides,560,–,†,[143],Chordate
811,Sericulus crysocephalus,561.8,7.5,†,[86],Chordate
812,Seriphus politus,504,–,4,[74],Chordate
813,Serrivomer lanceolatoides,483,–,†,[23],Chordate
814,Setonix brachyurus,538,9.8,12,[114],Chordate
815,Sminthopsis crassicaudata,535,–,3,[144],Chordate
816,Spermophilus beecheyi,518.9,–,6*,[145],Chordate
817,Spermophilus tridecemline,517,–,6*,[145],Chordate
818,Sphoeroides annulatus,508,–,14,[74],Chordate
819,Sphyraena barracuda,531,–,14,[59],Chordate
820,Sphyrna lewini,530,–,8,[80],Chordate
821,Sphyrna tiburo,483,–,6,[80],Chordate
822,Squalus suckleyi,497.5,–,,[113],Chordate
823,Stegastes fasciolatus,528,2.1,8,[59],Chordate
824,Stenobrachius leucopsarus,492,–,†,[146],Chordate
825,Sternoptyx diaphana,487,–,12*,[22],Chordate
826,Sternoptyx pseudobscura,479,–,19,[22],Chordate
827,Stizostedion lucioperca,524.1,1.3,7,[58],Chordate
828,Stomias atriventer,489,–,1*,[83],Chordate
829,Stomias boa,489,–,†,[23],Chordate
830,Strix aluco,555,1.2,12,[147],Chordate
831,Sufflamen bursa,503,7.7,4,[59],Chordate
832,Syngnathus typhle,500.6,0.4,4,[58],Chordate
833,Synaphobranchus kaupi,478,–,23,[22],Chordate
834,Synodus variegatus,503,2.1,5,[59],Chordate
835,Taaningichthys bathyphilus,487,–,7,[22][23],Chordate
836,Talismania antillarum,476,–,28,[22],Chordate
837,Tarsipes rostratus,557,–,3,[144],Chordate
838,Thomomys bottae,495,–,2*,[148],Chordate
839,Toxotes chatareus,621.7,5,20-Oct,[149],Chordate
840,Trachurus symmetricus,497,2,11,[75],Chordate
841,Tramitichromis intermedius,568.9,1.1,27,[115],Chordate
842,Trematomus bernacchii,502.3,0.6,†,[98],Chordate
843,Trematomus hansoni,501,0.7,†,[98],Chordate
844,Trematomus loennbergii,500,0.5,†,[98],Chordate
845,Triakis semifasciata,502,1,7,[119],Chordate
846,Trichechus manatus,556,,†,[150],Chordate
847,Trigla cuculus,493,–,†,[88],Chordate
848,Tursiops truncates,524,–,†,[151],Chordate
849,Typhlonectes natans,488,0.9,†,[152],Chordate
850,Upeneus tragula,530,–,†,[153],Chordate
851,Urobatis jamaicensis,562,3,32,[138],Chordate
852,Valenciennellus tripunctulatus,480,–,11,[22],Chordate
853,Vinciguerria nimbaria,478,10*,†,[83],Chordate
854,Xenodermichthys copei,479,–,†,[23],Chordate
855,Zalembius rosaceus,525.5,–,†,[92],Chordate
856,Zalophus californianus,501.3,–,3*,[118],Chordate
857,Zanclus cornutus,517,2.9,12,[59],Chordate
858,Zaniolepis frenata,487,–,2*,[76],Chordate
859,Zebrasoma flavescens,519,1.8,7,[59],Chordate
860,Zebrasoma veliferum,523,2.7,12,[59],Chordate
861,Zoarces viviparus,512.8,1,9,[58],Chordate
862,Phalacrocorax carbo,504,–,†,[154],Chordated
863,Tripedalia cystophora,467.5,–,†,[155],Ctenophore
864,Callistoctopus dierythraeus,488,1.8,3,[156],Mollusk
865,Euprymna tasmanica,498,1.4,3,[156],Mollusk
866,Hapalochlaena maculosa,486,3.1,4,[156],Mollusk
867,Idiosepius notoides,493,1.4,12,[156],Mollusk
868,Octopus australis,485,1.3,6,[156],Mollusk
869,Octopus tetricus,488,2.3,3,[156],Mollusk
870,Sepia plangon,500,3.2,3,[156],Mollusk
871,Sepioteuthis lessoniana,505,2.5,5,[156],Mollusk
