Name	!color
QPZ85625.1	#002bff
QPZ85613.1	#00fff6
XHY98919.1	#ceff00
O35599.1	#00ff42
P51491.1	#610061
NP_663358.1	#00ff91
XP_017176982.1	#00ff91
XP_006505924.1	#00ff91
XP_006505923.1	#00ff91
AAA63392.1	#00ff91
EDK99546.1	#00ffbe
AAR08201.1	#00ffbf
XP_055852478.1	#0033ff
XP_055849681.1	#00ff7e
XP_055846891.1	#610061
XP_055845990.1	#00fff3
XP_055845989.1	#00fdff
XP_055840463.1	#610061
XP_055840462.1	#610061
XP_055840461.1	#610061
XP_055840460.1	#6f0089
XP_055839925.1	#3aff00
XP_055839716.1	#00ff89
XP_055839715.1	#00ffbb
XP_055839710.1	#00ff91
XP_055839709.1	#00f7ff
XP_055839708.1	#00e4ff
WIU64933.1	#610061
ART29976.1	#610061
ART29975.1	#0018ff
ART29974.1	#70ff00
AAC12763.1	#00e5ff
AAX99141.1	#610061
CCO61975.1	#0056ff
CCO61974.1	#79ff00
CCO61973.1	#6bff00
CCP46950.1	#00ff00
XCG46322.1	#25ff00
XCG46316.1	#00ff99
XP_004548807.3	#55ff00
XP_004571970.3	#005aff
XP_004571972.3	#aaff00
XP_004546142.2	#00ff9f
XP_004548809.1	#28ff00
XP_004548806.1	#00e5ff
XP_004538122.1	#24ff00
NP_001297003.1	#610061
NP_001297001.1	#4b00d8
ADJ54173.1	#610061
AAY26029.1	#00ff9f
ADI72254.1	#24ff00
ADI72253.1	#2bff00
ADI72141.1	#005aff
ADW80533.1	#28ff00
ADW80522.1	#c1ff00
ADW80520.1	#007bff
P08255.2	#610061
P04950.1	#610061
P08099.1	#00ff7d
P06002.1	#00e5ff
NP_524368.5	#1fff00
NP_001285859.1	#2200f3
NP_524035.2	#610061
AAA28856.1	#610061
AAA28735.1	#00f6ff
AAB38966.1	#0c00fc
XP_014984036.3	#bcff00
XP_028698156.2	#5eff00
XP_001094250.1	#00ff94
XP_001091869.1	#6000c2
QNS17640.1	#2dff00
QNS17639.1	#00a9ff
AAP57197.2	#003aff
AAP57200.1	#beff00
AAP57199.1	#2dff00
AAP57198.1	#00ff72
AAP57196.1	#700094
AAP57195.1	#610061
AAP57201.1	#c2ff00
XP_042180545.1	#00fdff
XP_024237234.2	#b8ff00
XP_024240773.1	#00ff7d
XP_024230841.1	#3aff00
XP_024230840.1	#3aff00
XP_024230839.1	#20ff00
XP_024283476.1	#00ff54
XP_024283475.1	#00ffdf
XP_024283473.1	#00ff38
XP_024283472.1	#00ffeb
AAP58330.1	#4d00d7
AAP58329.1	#610061
AAP58328.1	#00ff38
AAP58326.1	#b8ff00
NP_001117794.1	#4d00d7
NP_001117795.1	#00ff38
NP_001117793.1	#610061
NP_001117792.1	#c2ff00
XP_036812510.1	#c9ff00
XP_036839803.1	#00fbff
XP_036839802.1	#00fdff
XP_021471198.1	#3aff00
XP_021465991.1	#00ffdf
XP_021465987.1	#00ffeb
NP_001117791.1	#00ff7d
XP_074706113.1	#00ff3f
XP_074692878.1	#00ff83
ABC84497.1	#610061
ABC84496.1	#a3ff00
XP_040048545.2	#00ffa8
XP_077948118.1	#12ff00
XP_040059551.2	#0fff00
XP_040060393.2	#d1ff00
XP_040058947.2	#0032ff
XP_040031129.2	#610061
AGL76522.1	#b8ff00
AGL76521.1	#c0ff00
AGL76520.1	#d1ff00
AGL76517.1	#b8ff00
AGL76516.1	#0fff00
AGL76515.1	#0fff00
AAY26034.1	#00ff95
AAX11208.1	#b6ff00
ADB98062.1	#55ff00
ADA77646.1	#00daff
AAY26071.1	#2bff00
UUJ34164.1	#00ffc7
UUJ34163.1	#00beff
UAY98677.1	#26ff00
UAY98676.1	#18ff00
UAY98675.1	#00fff0
UAY98674.1	#00b6ff
UAY98672.1	#0016ff
UAY98671.1	#0019ff
UAY98670.1	#6100c1
UAY98669.1	#b3ff00
UAY98665.1	#00fff6
UAY98647.1	#610061
AVR48139.1	#00ffd6
BAD02410.1	#00ff88
AAT91638.1	#acff00
AAT91641.1	#610061
AAT91640.1	#00ff82
AAT91639.1	#00fdff
P51473.1	#4c00d8
NP_001084114.1	#bdff00
NP_001080517.1	#00ff79
NP_001082611.1	#3700e7
XP_041429297.1	#00aaff
XP_018088887.1	#00b5ff
XP_018087432.1	#00ff57
AAR24539.1	#2f00ec
AAB27128.2	#00ff79
AAC42232.1	#00ff79
QTX16876.1	#0fff00
QTX16875.1	#00ffa0
QTX16874.1	#bbff00
NP_001298010.1	#610061
XP_033927774.1	#00ccff
XP_033927629.1	#b3ff00
XP_012983668.1	#00ff68
XP_005145855.1	#00ff68
XP_005142888.1	#00ff79
XP_050866666.1	#2cff00
XP_050869610.1	#610061
XP_050858377.1	#6f00a0
AWC68272.1	#610061
AWC68210.1	#6bff00
AWC68091.1	#00ffb9
AHA48201.1	#610061
AHA48189.1	#7dff00
AHA48171.1	#003cff
AVR48187.1	#00ff2c
AAT72126.1	#b5ff00
AAT72125.1	#00a5ff
AAT72124.1	#28ff00
XP_055690820.1	#5b00c8
XP_055689643.1	#610061
XP_004018583.1	#00ff99
XP_004008096.1	#2f00ec
AVR48112.1	#00ffc6
AVR48109.1	#00ffc0
ADQ01811.1	#0500fe
ADQ01810.1	#0080ff
ADQ01809.1	#0064ff
XP_023368985.1	#00ff85
XP_003802604.1	#7aff00
XP_003796277.1	#00ff88
AAC05634.1	#7aff00
ACC77715.1	#610061
ABY84502.1	#0a00fc
ABY84496.1	#b6ff00
XP_049860406.1	#610061
XP_049840865.1	#00ffa8
CAA56377.1	#84ff00
CAA56378.1	#000cff
ADJ54170.1	#610061
ADJ54169.1	#610061
ADI72250.1	#28ff00
ADI72139.1	#0056ff
XP_025762987.1	#54ff00
XP_003448804.1	#610061
XP_003448394.1	#00b2ff
XP_003448392.1	#2bff00
XP_003442679.1	#005aff
XP_003442678.1	#4b00d8
XP_003442677.1	#c0ff00
XP_003439053.1	#00ff9d
ADW80529.1	#4b00d8
ADW80526.1	#2bff00
ADW80524.1	#00d4ff
XP_071869867.1	#3900e5
XP_071865952.1	#7fff00
XP_071865949.1	#36ff00
XP_071859181.1	#0038ff
XP_071859180.1	#002bff
XP_071857606.1	#610061
NP_001267052.1	#610061
XP_050597582.1	#610061
XP_050594439.1	#87ff00
XP_050592229.1	#3800e6
XP_048265126.1	#610061
XP_012172199.1	#36ff00
XP_012172197.1	#87ff00
XP_003400385.1	#3800e6
XP_003397947.1	#0023ff
XP_003494923.1	#3a00e5
XP_012237087.1	#8cff00
XP_012237085.1	#36ff00
KAM6247425.1	#00ff7e
KAM6232449.1	#00ff7f
GLG99913.1	#00ff4b
GLH14972.1	#610061
BAR40297.1	#00ff4b
BAR40296.1	#3200ea
AEG78683.1	#7cff00
XP_009970041.3	#00ff7f
XP_042655511.1	#00ff83
CAA77244.1	#00ffaf
XP_003213023.1	#00ff1d
XP_003210259.1	#00ff72
XP_060931597.1	#00ff97
XP_060926603.1	#00ffeb
XP_060926602.1	#25ff00
XP_060925700.1	#00acff
XP_060925660.1	#00a5ff
XP_060925644.1	#00f4ff
XP_060925007.1	#b8ff00
XP_060924954.1	#0047ff
XP_060924952.1	#5d00c6
XP_060927972.1	#610061
AAY16528.1	#5fff00
AAY16527.1	#00b0ff
XP_021402651.2	#610061
XP_077645735.1	#0020ff
XP_077645734.1	#c1ff00
XP_021398204.1	#00ff9f
XP_021391634.1	#00ff5c
OWK50691.1	#610061
QDQ16906.1	#5200d1
QDQ16902.1	#1900f7
QDQ16901.1	#610061
AAU07978.1	#b4ff00
2005409A	#00ff2d
AAC47084.1	#72ff00
AAC05091.1	#610061
Q9BGI7.1	#a8ff00
P51490.1	#2600f1
0811197A	#00ffb6
AAY26036.1	#00ff9e
AAY26064.1	#2bff00
XP_040594855.1	#00ff8e
XP_040584564.1	#4100e0
XP_021080461.1	#00ff8e
XP_005086977.1	#00ff8a
XP_005066157.1	#00ff82
AGI97248.1	#6f009d
AGI97246.1	#6f009d
AGI97243.1	#6f009d
AGI97241.1	#6f009d
XP_044762149.1	#002cff
XP_044762148.1	#001aff
XP_044752860.1	#45ff00
XP_044756378.1	#610061
XP_044753272.1	#610061
APY20584.1	#610061
AJD38782.1	#4e00d6
XP_046397157.1	#610061
XP_046390612.1	#6d00a6
XP_046385026.1	#6e00a5
KAM4741769.1	#6b00ae
KAM4740851.1	#0016ff
KAM4740848.1	#ccff00
KAM4740799.1	#ccff00
KAM4740745.1	#00b6ff
KAM4740744.1	#2dff00
KAM4740525.1	#90ff00
KAM4737094.1	#00ff95
KAM4712623.1	#c2ff00
KAM4712622.1	#c2ff00
KAM4711662.1	#610061
AVR48116.1	#00ff74
UZQ18774.1	#00e9ff
AKI33350.1	#00eaff
QGW08855.1	#1aff00
QGW08844.1	#00ff84
ADA77657.1	#00ff94
XP_025843883.1	#a8ff00
XP_025866674.1	#6e00a4
BCK34764.1	#610061
BCK34754.1	#0200ff
BCK34744.1	#65ff00
AMP19648.1	#00fff7
XP_025908924.1	#38ff00
XP_025908923.1	#00ff90
XP_025908305.1	#00ff6c
PSN42564.1	#610061
PSN33891.1	#37ff00
AVR48130.1	#00ffcf
AFP97566.1	#00ffc6
AFP97565.1	#c4ff00
XP_039657396.1	#00ff79
XP_039654314.1	#00bdff
XP_039652756.1	#00ff22
XP_039636420.1	#00dcff
ADA77657.1	#00ff94
KAM5190272.1	#1200fa
KAM5130307.1	#00ff83
KAM5128033.1	#3cff00
XP_076718396.1	#1200fa
KAM4874862.1	#610061
KAM4820840.1	#00ff94
KAM4817914.1	#00ff72
XP_042242670.1	#0078ff
XP_042242661.1	#0073ff
XP_042242633.1	#00a9ff
XP_042233138.1	#0051ff
XP_042222541.1	#00f7ff
XP_042222540.1	#00ff68
KAG7175957.1	#0078ff
KAG7168715.1	#00ff38
KAG7157296.1	#65ff00
KAG7154882.1	#00faff
KAK2096575.1	#6700b6
NP_999386.1	#00ff99
NP_999255.1	#6300bc
NP_001011506.1	#b7ff00
AJD38824.1	#6900b2
XP_007541295.1	#610061
XP_007565702.1	#0900fd
XP_007565700.1	#6b00ae
XP_007565691.1	#cbff00
XP_007562353.1	#00ff82
XP_007569901.1	#00ffb2
XP_007551436.1	#00bdff
XP_007551425.1	#2aff00
XP_007545513.1	#41ff00
AEQ53953.1	#2aff00
AEQ53949.1	#d0ff00
AEQ53948.1	#41ff00
AEQ53947.1	#40ff00
AEQ53946.1	#c0ff00
AEQ53945.1	#99ff00
AEQ53943.1	#4fff00
AEQ53942.1	#54ff00
BAU71686.1	#610061
BAU71685.1	#38ff00
XP_012612642.1	#adff00
XP_012644610.1	#6200bf
XP_012640760.1	#00ff88
AGI97271.1	#6200bf
AGI97267.1	#6200bf
AGI97266.1	#6200bf
XP_050866666.1	#2cff00
XP_050869610.1	#610061
XP_050858377.1	#6f00a0
XP_046969698.1	#00ccff
AAP49025.2	#610061
AAP49026.2	#2a00ef
AAL59879.2	#7cff00
ADA77660.1	#00ff94
AVR48106.1	#00ffc6
APY20648.1	#610061
APY20647.1	#71ff00
ALB48858.1	#610061
ALB48854.1	#610061
ALB48827.1	#6fff00
CAA77258.1	#00ff8d
ART29913.1	#610061
ART29912.1	#610061
ART29911.1	#000eff
ART29910.1	#6fff00
ART29908.1	#610061
AAY26022.1	#00ff9e
O35478.2	#6cff00
XP_047390763.1	#00ff84
XP_047417654.1	#1100fa
ABC26408.1	#1100fa
XP_029549395.1	#00ffe8
XP_029549394.1	#00ffdf
XP_029549393.1	#00ff39
XP_029549391.1	#00ff25
XP_029576112.1	#3aff00
XP_029604100.1	#c9ff00
XP_029604099.1	#c9ff00
XP_029630658.1	#3a00e5
XP_029630657.1	#9dff00
XP_029630656.1	#b5ff00
XP_029579610.1	#00ff58
XP_029550432.1	#afff00
XP_005175090.2	#0041ff
XP_019891233.2	#00ff48
XP_058986187.1	#00ff95
XP_005190072.1	#610061
XP_005186097.1	#3cff00
XP_005182995.1	#00ffb4
XP_005182983.1	#00f8ff
AFP62392.1	#00efff
AFP60345.1	#00f7ff
AAP13016.1	#bdff00
AAC12766.1	#00ff95
XP_079056659.1	#00ff72
XP_079064951.1	#00ffb2
XP_038553369.1	#23ff00
XP_038594995.1	#18ff00
XP_038578251.1	#00ff49
XP_050348207.1	#00c1ff
XP_080040939.1	#00ff95
XP_080066185.1	#00f2ff
XP_064311779.1	#00ffa9
XP_064331568.1	#a5ff00
XP_064331533.1	#0026ff
XP_064327854.1	#00ff27
XP_064309174.1	#6f00a1
KFW91691.1	#00ff27
Q9R024.1	#30ff00
NP_001166556.1	#00ff60
NP_001166229.1	#5900cb
XP_063101603.1	#30ff00
XP_068996374.1	#00ffac
XP_068996373.1	#00ffac
XP_069001562.1	#610061
XP_069028456.1	#00ff89
XP_069000294.1	#2bff00
XP_069000275.1	#3fff00
XP_069015245.1	#a8ff00
XP_069015120.1	#0019ff
XP_069015008.1	#5900cb
AGI97194.1	#6800b4
AGI97193.1	#6800b4
AGI97192.1	#6800b4
XP_026720308.1	#00ff6e
XP_026712941.1	#00ff68
QHA94765.1	#35ff00
AKI33359.1	#41ff00
ADT78511.1	#35ff00
ADT78510.1	#35ff00
AAC26329.1	#35ff00
XP_063537603.1	#007cff
ABP88811.1	#4eff00
XP_013769672.1	#0052ff
XP_005746429.1	#0056ff
XP_005746428.1	#3e00e2
XP_005746427.1	#b6ff00
XP_005740576.1	#00ff89
XP_005735242.1	#00ffad
XP_005734277.1	#610061
XP_005724528.1	#2bff00
XP_005724527.1	#00e0ff
XP_005724526.1	#52ff00
BAG56593.1	#a7ff00
AAW34328.1	#00ff89
ABY84501.1	#3700e7
ACC77721.1	#610061
ABI97876.1	#81ff00
CAA30644.1	#23ff00
XP_061718855.1	#00efff
XP_061707777.1	#6700b6
GLG99913.1	#00ff4b
GLH14972.1	#610061
BAR40297.1	#00ff4b
BAR40296.1	#3200ea
AEG78683.1	#7cff00
XP_035858407.1	#9eff00
XP_035858406.1	#acff00
XP_031143585.1	#00e9ff
XP_031172674.1	#00ff79
XP_031172275.1	#00ff9c
XP_031162516.1	#00f6ff
XP_031157338.1	#02ff00
XP_031135373.1	#a0ff00
XP_041092024.1	#00ff3c
XP_041084134.1	#00ff3c
XP_041127161.1	#00bfff
XP_041130833.1	#00ff00
XP_023561139.1	#1dff00
XP_004645674.1	#00ffa2
XP_004642783.1	#610061
XP_036254474.1	#00ff50
XP_036256714.1	#610061
XP_036246843.1	#00ff72
XP_036261854.1	#c1ff00
XP_036261852.1	#0007ff
XP_013769672.1	#0052ff
XP_005746429.1	#0056ff
XP_005746428.1	#3e00e2
XP_005746427.1	#b6ff00
XP_005740576.1	#00ff89
XP_005735242.1	#00ffad
XP_005734277.1	#610061
XP_005724528.1	#2bff00
XP_005724527.1	#00e0ff
XP_005724526.1	#52ff00
NP_001274761.1	#00ff95
NP_001273254.1	#b6ff00
NP_001273246.1	#2bff00
XP_005941617.1	#00ffad
XP_005938994.1	#00ff95
XP_005927576.1	#52ff00
XP_005927575.1	#00e0ff
XP_005915344.1	#4600dd
NP_001273231.1	#0056ff
AAY26033.1	#00ff9f
AAY26031.1	#00ff91
AAX11207.1	#9fff00
AAX11205.1	#c8ff00
XP_059188698.1	#00ffa9
XP_059185641.1	#009bff
XP_059184870.1	#2700f0
XP_059184869.1	#006eff
XP_059184646.1	#00bcff
XP_059184645.1	#00ffe4
XP_059184526.1	#27ff00
XP_059184525.1	#00ffdc
XP_029725914.2	#0099ff
XP_062708568.1	#610061
AFC36363.1	#40ff00
KAM8916300.1	#0044ff
KAM8916299.1	#bfff00
KAM8913775.1	#21ff00
KAM8910933.1	#610061
KAM8880280.1	#00bfff
KAM8863085.1	#00ffa8
AAU29518.2	#610061
AAW69833.1	#a9ff00
BAG56593.1	#a7ff00
AAW34328.1	#00ff89
XP_068916041.1	#610061
XP_068916040.1	#610061
XP_068901576.1	#610061
XP_068901565.1	#610061
QLH90100.1	#610061
QHF16563.1	#53ff00
APY20671.1	#53ff00
QPZ85618.1	#0036ff
QPZ85614.1	#02ff00
QPZ85606.1	#00ffad
XP_069062416.1	#00ff9b
XP_069085508.1	#610061
XP_069065558.1	#0020ff
XP_069065557.1	#abff00
ACB99465.1	#36ff00
ACB99463.1	#b7ff00
AQZ42275.1	#2aff00
AQZ42175.1	#00ff7c
AVR48155.1	#00ffa8
BBH55934.1	#00ff17
BBH55933.1	#00ff79
XP_060619190.2	#000fff
XP_060619192.2	#b6ff00
XP_060632340.1	#610061
XP_060629110.1	#00ff72
XP_060622239.1	#00ffe0
ACC77722.1	#610061
ABI97877.1	#75ff00
XP_037303817.2	#b9ff00
XP_037304244.2	#20ff00
XP_037317418.2	#610061
XP_037334249.2	#00ffa8
XP_037304245.1	#0eff00
XP_037304052.1	#0032ff
WBO25995.1	#4300de
WBO25994.1	#610061
WBO25993.1	#00b6ff
WBO25992.1	#2dff00
WBO25991.1	#00ffc8
WBO25990.1	#a8ff00
AEO00744.1	#00ffc8
AEO00738.1	#a8ff00
AEO00714.1	#00b2ff
AQZ42176.1	#00ff7c
XP_014825989.1	#6b00ae
XP_014825099.1	#00ff82
XP_014824711.1	#c0ff00
XP_014865567.1	#610061
XP_014861789.1	#00eaff
XP_014852059.1	#00ffc2
XP_014843610.1	#00bdff
XP_014843608.1	#2aff00
AEQ53950.1	#2aff00
AEQ53941.1	#41ff00
AEQ53940.1	#4fff00
AEQ53939.1	#99ff00
AEQ53938.1	#c7ff00
XP_020770535.2	#2800f0
XP_020747523.1	#60ff00
XP_020728233.1	#00ffa2
AJD38891.1	#0025ff
AJD38890.1	#4900da
XP_045556165.1	#c9ff00
XP_013988742.2	#9dff00
XP_013988558.2	#b5ff00
XP_014023318.1	#00ffe8
XP_014023316.1	#00ff23
XP_014021930.1	#afff00
NP_001117180.1	#610061
NP_001117179.1	#00ff36
NP_001117178.1	#4e00d6
NP_001117177.1	#b5ff00
UVF22963.1	#c9ff00
UVF22960.1	#9dff00
UVF22958.1	#00ff36
UVF22957.1	#00ffdf
UVF22955.1	#4a00d9
UVF22954.1	#610061
UVF22953.1	#00ff59
NP_001117009.1	#00ff59
NP_001117008.1	#3aff00
Q9W6A9.2	#610061
Q9W6A5.2	#009aff
Q8AYN0.1	#b0ff00
Q8AYM8.1	#00ceff
Q9W6A8.1	#5c00c7
Q9W6A7.1	#c6ff00
NP_571159.2	#00ff82
NP_571394.2	#610061
XP_073772120.1	#00ffb9
NP_001002443.1	#b3ff00
NP_001103501.1	#00ffb9
ALG92537.1	#00ff5c
ALG92536.1	#00efff
ALG92535.1	#00ceff
AAI64171.1	#00ff82
AAH67683.1	#610061
AAD24756.1	#610061
AAD24753.1	#00ff5c
AAD24752.1	#009aff
AAD20549.1	#c6ff00
AAD14679.1	#00ff82
CAE30416.1	#c6ff00
XP_023797951.1	#00ff50
XP_023790816.1	#00ff72
XP_039367007.1	#b0ff00
XP_039366258.1	#001dff
XP_039403751.1	#00ffb4
XP_039394138.1	#00ffd2
XP_039375912.1	#610061
ABS89282.1	#00adff
ABS89281.1	#610061
ABS89280.1	#8bff00
ABS89279.1	#22ff00
ABS89278.1	#00ff6a
XP_035239401.1	#00ff8f
XP_035237351.1	#00d1ff
XP_035237343.1	#07ff00
ACT34385.1	#2f00ec
ACT34384.1	#07ff00
2206482A	#00ff8f
BAE19946.1	#0022ff
BAE19945.1	#4f00d5
BAE19944.1	#610061
BAD66860.1	#73ff00
P90680.2	#3300e9
Q17053.1	#79ff00
O61303.1	#610061
NP_001011639.2	#7aff00
NP_001071293.1	#00ff32
AAC47455.1	#3300e9
NP_001267787.1	#00ffb7
NP_001267791.1	#a8ff00
NP_001267788.1	#5300d0
NP_001269750.1	#6d007d
NP_001296977.1	#0047ff
NP_001296978.1	#00ff36
XP_064930866.1	#00ff72
PKK23328.1	#00d1ff
AAD38036.1	#c8ff00
AAD32242.1	#00ff77
XP_037922073.1	#51ff00
XP_037908911.1	#0016ff
XP_037908910.1	#0e00fb
XP_037908909.1	#0e00fb
XP_037906577.1	#610061
XP_037906576.1	#610061
XP_037906575.1	#610061
XP_037906574.1	#610061
ADB98076.1	#52ff00
BAG56605.1	#a7ff00
BAG56602.1	#a7ff00
BAG56591.1	#a7ff00
BAG56586.1	#7bff00
AAW34327.1	#00ff89
AAV93296.1	#00ff89
ADB98094.1	#00e0ff
XP_046836017.1	#04ff00
XP_046827432.1	#6f00a0
XP_046837746.1	#610061
AGI97211.1	#6200be
AGI97210.1	#6200be
AGI97209.1	#6200be
AGI97208.1	#00fdff
AGI97207.1	#6200be
AGI97206.1	#6200be
AGI97205.1	#00fffc
AWC68273.1	#610061
AWC68211.1	#78ff00
AWC68092.1	#00e3ff
AVR48116.1	#00ff74
Q9W6A9.2	#610061
Q9W6A5.2	#009aff
Q8AYN0.1	#b0ff00
Q8AYM8.1	#00ceff
Q9W6A8.1	#5c00c7
Q9W6A7.1	#c6ff00
NP_571159.2	#00ff82
NP_571394.2	#610061
XP_073772120.1	#00ffb9
NP_001002443.1	#b3ff00
NP_001103501.1	#00ffb9
ALG92537.1	#00ff5c
ALG92536.1	#00efff
ALG92535.1	#00ceff
AAI64171.1	#00ff82
AAH67683.1	#610061
AAD24756.1	#610061
AAD24753.1	#00ff5c
AAD24752.1	#009aff
AAD20549.1	#c6ff00
AAD14679.1	#00ff82
CAE30416.1	#c6ff00
ACC77714.1	#610061
ABY84500.1	#1400f9
ABI97872.1	#94ff00
XP_077460148.1	#004dff
XP_077460147.1	#c7ff00
XP_077458631.1	#02ff00
XP_077444146.1	#00ffd3
XP_068780205.1	#caff00
XP_068780204.1	#0007ff
XP_068780203.1	#0026ff
XP_068780201.1	#002aff
XP_068763062.1	#00ff7e
XP_068799394.1	#610061
XP_009670124.1	#00ffb4
XP_009670123.1	#00ff79
XP_032746333.1	#00ff25
XP_032763313.1	#00ff9b
XP_032761131.1	#610061
XP_055950065.1	#0a00fc
XP_055950062.1	#0a00fc
XP_055950061.1	#0400fe
XP_055931861.1	#68006e
KAF8793839.1	#68006e
KAF8763727.1	#adff00
KAF8763225.1	#60ff00
BAD14291.1	#6c00ab
XP_072438886.1	#00ffae
XP_072423692.1	#47ff00
XP_029345627.1	#6400bb
XP_029345445.1	#00ff23
XP_029347004.1	#6100c1
XP_029347951.1	#00ffc9
XP_001951613.2	#6200be
XP_001951588.1	#0066ff
AWM72033.1	#2dff00
AWM72031.1	#00ffb6
ADA77657.1	#00ff94
AAC12765.1	#00ffa0
ART30062.1	#610061
ART30061.1	#0003ff
ART30060.1	#70ff00
ADN96754.1	#0018ff
ADD13987.1	#610061
ADD13986.1	#610061
AVR48191.1	#00ff9c
AVR48189.1	#00ffba
KAM9698893.1	#1100fa
KAM9680594.1	#00ff94
KAM9667933.1	#7bff00
XP_040178874.1	#2d00ed
XP_040178873.1	#a1ff00
XP_040214793.1	#00ffa5
XP_040199136.1	#690070
XP_078732505.1	#00ff9d
XP_078732504.1	#80ff00
ACC77718.1	#610061
ABY84504.1	#000cff
ABI97866.1	#48ff00
XP_014748884.1	#0032ff
XP_014748882.1	#b2ff00
XP_014746281.1	#610061
XP_014746280.1	#610061
XP_014728099.1	#00ff50
XP_014729568.1	#00ff72
XP_045760260.1	#00f0ff
XP_045728166.1	#a7ff00
AAP13021.1	#00f0ff
AWC68212.1	#78ff00
NP_001138556.1	#610061
NP_001138553.1	#a1ff00
XP_056660668.1	#00ff95
XP_001366225.1	#00ff95
UJY64326.1	#0080ff
QIW86051.1	#00aaff
QIW86050.1	#6cff00
QIW86049.1	#70ff00
QIW86048.1	#61ff00
QIW86047.1	#ff9d00
QIW86046.1	#ebff00
QIW86045.1	#77ff00
QIW86043.1	#79ff00
QIW86042.1	#75ff00
QIW86041.1	#7cff00
QIW86037.1	#81ff00
QIW86036.1	#81ff00
QIW86035.1	#66ff00
QIW86034.1	#0070ff
QIW86033.1	#0070ff
QIW86032.1	#0073ff
QIW86031.1	#00a9ff
QIW86030.1	#0093ff
QIW86029.1	#7aff00
QIW86028.1	#007fff
QIW86027.1	#009cff
QIW86026.1	#0081ff
QIW86025.1	#55ff00
QIW86023.1	#76ff00
AUC64078.1	#00a9ff
AUC64077.1	#ff9d00
ABG37007.1	#8eff00
ABG37009.1	#96ff00
ABG37008.1	#ffae00
NP_001274211.1	#00ff46
XP_006269113.1	#0092ff
XP_006269091.1	#3cff00
XP_062315134.1	#00ff2c
XP_062303476.1	#90ff00
XP_062324816.1	#00a2ff
XP_062319026.1	#beff00
XP_062319013.1	#c4ff00
XP_035858407.1	#9eff00
XP_035858406.1	#acff00
XP_031143585.1	#00e9ff
XP_031172674.1	#00ff79
XP_031172275.1	#00ff9c
XP_031162516.1	#00f6ff
XP_031157338.1	#02ff00
XP_031135373.1	#a0ff00
KAM5190272.1	#1200fa
KAM5130307.1	#00ff83
KAM5128033.1	#3cff00
XP_076718396.1	#1200fa
AVR48191.1	#00ff9c
AVR48189.1	#00ffba
ABP88811.1	#4eff00
XP_059394338.1	#9bff00
XP_059393528.1	#00ffa2
XP_059393459.1	#0016ff
XP_059385526.1	#9fff00
XP_059385525.1	#001dff
XP_059379648.1	#00ffac
XP_059367016.1	#610061
XP_059358934.1	#00ffa4
XP_059426687.1	#00ff06
XP_059415967.1	#00e5ff
XP_059415966.1	#00ff90
AAX11259.1	#610061
AAX11257.1	#a7ff00
BAP11275.1	#98ff00
BAP11274.1	#0017ff
BAP11273.1	#5700cd
XP_027429736.1	#6d00a9
XP_027440374.1	#00ffb4
XP_027464164.1	#b3ff00
XP_065393952.1	#bcff00
XP_045244360.1	#6000c2
XP_045241599.1	#00ff94
AAD41526.1	#70ff00
AAB33079.2	#00ff94
AAD41128.1	#6000c2
AAD40325.1	#5eff00
UVC66216.1	#6500bb
UVC66188.1	#00ffbc
UVC66187.1	#2dff00
QPZ85631.1	#29ff00
QPZ85627.1	#2dff00
QPZ85622.1	#003cff
QPZ85610.1	#00ff97
AAB39524.1	#00ff8b
QGW08861.1	#90ff00
QGW08850.1	#00ffd0
QGW08840.1	#00ff85
AAU29519.1	#5700cd
AAW69832.1	#81ff00
XP_045137882.1	#00e0ff
XP_045137354.1	#006bff
XP_045137353.1	#0090ff
XP_045137352.1	#0099ff
XP_045137350.1	#0070ff
XP_045137349.1	#0090ff
XP_045136029.1	#00fff0
XP_045136024.1	#0026ff
XP_045136020.1	#0029ff
XP_045120280.1	#2300f2
XP_045110164.1	#5000d4
XP_045112673.1	#07ff00
XP_045111199.1	#0073ff
QGW08865.1	#b2ff00
QGW08854.1	#00ffcd
QGW08843.1	#00ff7e
XP_063052651.1	#00ff35
XP_063056615.1	#00ffd6
XP_063072848.1	#610061
XP_063071576.1	#96ff00
XP_063071569.1	#c9ff00
XP_063071568.1	#96ff00
XP_063071555.1	#00ff25
XP_063071554.1	#00ff28
XP_063071553.1	#00ff2f
XP_063071550.1	#00a4ff
XP_063071549.1	#00ceff
XP_063071547.1	#00eaff
XP_063071546.1	#00ffbb
XP_063071545.1	#00ffd3
XP_063071004.1	#00ffa7
XP_063064870.1	#00ffa5
XP_039367007.1	#b0ff00
XP_039366258.1	#001dff
XP_039403751.1	#00ffb4
XP_039394138.1	#00ffd2
XP_039375912.1	#610061
ADB98063.1	#55ff00
AAY26068.1	#2bff00
XP_059926110.1	#4e00d5
XP_059926109.1	#4d00d6
XP_059926108.1	#0004ff
XP_059924912.1	#15ff00
XP_059924911.1	#2cff00
XP_059924910.1	#2aff00
XP_059902151.1	#00ffb9
ADJ54167.1	#610061
ADJ54166.1	#610061
ADJ54165.1	#610061
ADI72248.1	#28ff00
XP_045394181.1	#7eff00
XP_045407474.1	#00ff88
XP_045420144.1	#6f009b
XP_056462871.1	#4e00d5
XP_056461797.1	#15ff00
XP_056461796.1	#22ff00
XP_056461340.1	#1300f9
