comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id
1154,Hippocampus barbouri,537.0,,1091,,,,,,
1155,Hippocampus barbouri,558.0,,1092,,,,,,
1156,Stigmatopora argus,502.0,,1093,,,,,,
1157,Stigmatopora argus,457.0,,1094,,,,,,
1158,Stigmatopora argus,519.0,,1095,,,,,,
1159,Stigmatopora argus,537.0,,1096,,,,,,
1160,Stigmatopora argus,579.0,,1097,,,,,,
1161,Stigmatopora argus,519.0,,1098,,,,,,
1162,Stigmatopora argus,537.0,,1099,,,,,,
1163,Sygnathus leptorhynchus,499.0,,1100,,,,,,
1164,Sygnathus leptorhynchus,404.0,,1101,,,,,,
1165,Sygnathus leptorhynchus,440.0,,1102,,,,,,
1166,Sygnathus leptorhynchus,524.0,,1103,,,,,,
1167,Sygnathus leptorhynchus,569.0,,1104,,,,,,
1168,Canthidermis maculatus,486.0,,1105,,,,,,
1169,Canthidermis maculatus,407.0,,1106,,,,,,
1170,Canthidermis maculatus,493.0,,1107,,,,,,
1171,Canthidermis maculatus,479.0,,1108,,,,,,
1172,Canthidermis maculatus,522.0,,1109,,,,,,
1173,Sufflamen bursa,487.0,,1110,,,,,,
1174,Sufflamen bursa,404.0,,1111,,,,,,
1175,Sufflamen bursa,503.0,,1112,,,,,,
1176,Pergavor spilosoma,494.0,,1113,,,,,,
1177,Pergavor spilosoma,398.0,,1114,,,,,,
1178,Pergavor spilosoma,492.0,,1115,,,,,,
1179,Pergavor spilosoma,510.0,,1116,,,,,,
1180,Pergavor aspricaudus,492.0,,1117,,,,,,
1181,Pergavor aspricaudus,404.0,,1118,,,,,,
1182,Pergavor aspricaudus,476.0,,1119,,,,,,
1183,Pergavor aspricaudus,516.0,,1120,,,,,,
1184,Ostracion meleagris,495.0,,1121,,,,,,
1185,Ostracion meleagris,416.0,,1122,,,,,,
1186,Ostracion meleagris,471.0,,1123,,,,,,
1187,Ostracion meleagris,479.0,,1124,,,,,,
1188,Ostracion meleagris,520.0,,1125,,,,,,
1189,Ostracion meleagris,497.0,,1126,,,,,,
1190,Arothron meleagris,493.0,,1127,,,,,,
1191,Arothron meleagris,439.0,,1128,,,,,,
1192,Arothron meleagris,507.0,,1129,,,,,,
1193,Arothron meleagris,525.0,,1130,,,,,,
1194,Cavia porcellus,500.0,,1131,,,,,,
1195,Cavia porcellus,530.0,,1132,,,,,,
1196,Cavia porcellus,400.0,,1133,,,,,,
1197,Serinus canaria,506.0,,1134,,,,,,
1198,Serinus canaria,569.0,,1135,,,,,,
1199,Serinus canaria,505.0,,1136,,,,,,
1200,Serinus canaria,442.0,,1137,,,,,,
1201,Serinus canaria,366.0,,1138,,,,,,
1202,Serinus canaria,569.0,,1139,,,,,,
1203,Dasyatis fluviorum,500.0,,1140,,,,,,
1204,Dasyatis fluviorum,475.0,,1141,,,,,,
1205,Dasyatis fluviorum,566.0,,1142,,,,,,
1206,Himantura fai,503.0,,1143,,,,,,
1207,Himantura fai,475.0,,1144,,,,,,
1208,Himantura fai,557.0,,1145,,,,,,
1209,Neotrygon kuhlii,497.0,,1146,,,,,,
1210,Neotrygon kuhlii,498.0,,1147,,,,,,
1211,Neotrygon kuhlii,476.0,,1148,,,,,,
1212,Neotrygon kuhlii,552.0,,1149,,,,,,
1213,Taeniura lymma,500.0,,1150,,,,,,
1214,Taeniura lymma,479.0,,1151,,,,,,
1215,Taeniura lymma,557.0,,1152,,,,,,
1216,Gymnura australis,500.0,,1153,,,,,,
1217,Gymnura australis,467.0,,1154,,,,,,
1218,Gymnura australis,556.0,,1155,,,,,,
1219,Aetobatus narinari,502.0,,1156,,,,,,
1220,Aetobatus narinari,450.0,,1157,,,,,,
1221,Aetobatus narinari,552.0,,1158,,,,,,
1222,Aptychotrema rostrata,498.0,,1159,,,,,,
1223,Aptychotrema rostrata,492.0,,1160,,,,,,
1224,Aptychotrema rostrata,459.0,,1161,,,,,,
1225,Aptychotrema rostrata,553.0,,1162,,,,,,
1226,Aptychotrema vincentiana,500.0,,1163,,,,,,
1227,Aptychotrema vincentiana,501.0,,1164,,,,,,
1228,Aptychotrema vincentiana,460.0,,1165,,,,,,
1229,Aptychotrema vincentiana,557.0,,1166,,,,,,
1230,Glaucostegus typus,504.0,,1167,,,,,,
1231,Glaucostegus typus,504.0,,1168,,,,,,
1232,Glaucostegus typus,477.0,,1169,,,,,,
1233,Glaucostegus typus,561.0,,1170,,,,,,
1234,Trygonorrhina fasciata,499.0,,1171,,,,,,
1235,Trygonorrhina fasciata,470.0,,1172,,,,,,
1236,Trygonorrhina fasciata,568.0,,1173,,,,,,
1237,Rhinobatos lentiginosus,496.0,,1174,,,,,,
1238,Rhinobatos lentiginosus,499.0,,1175,,,,,,
1239,Rhinoptera bonasus,500.0,,1176,,,,,,
1240,Rhinoptera bonasus,470.0,,1177,,,,,,
1241,Rhinoptera bonasus,551.0,,1178,,,,,,
1242,Rhynchobatus australiae,500.0,,1179,,,,,,
1243,Rhynchobatus australiae,475.0,,1180,,,,,,
1244,Rhynchobatus australiae,555.0,,1181,,,,,,
1245,Trygonoptera testacea,498.0,,1182,,,,,,
1246,Trygonoptera testacea,481.0,,1183,,,,,,
1247,Trygonoptera testacea,557.0,,1184,,,,,,
1248,Urobatis jamaicensis,499.0,,1185,,,,,,
1249,Urobatis jamaicensis,475.0,,1186,,,,,,
1250,Urobatis jamaicensis,562.0,,1187,,,,,,
1251,Carcharhinus amboinensis,507.0,,1188,,,,,,
1252,Carcharhinus amboinensis,534.0,,1189,,,,,,
1253,Carcharhinus amblyrhynchos,504.0,,1190,,,,,,
1254,Carcharhinus leucas,518.0,,1191,,,,,,
1255,Carcharhinus leucas,554.0,,1192,,,,,,
1256,Carcharhinus limbatus,506.0,,1193,,,,,,
1257,Carcharhinus limbatus,532.0,,1194,,,,,,
1258,Carcharhinus melanopterus,505.0,,1195,,,,,,
1259,Carcharhinus melanopterus,507.0,,1196,,,,,,
1260,Carcharhinus melanopterus,528.0,,1197,,,,,,
1261,Carcharhinus obscurus,502.0,,1198,,,,,,
1262,Rhizoprionodon taylori,508.0,,1199,,,,,,
1263,Rhizoprionodon taylori,533.0,,1200,,,,,,
1264,Chiloscyllium punctatum,500.0,,1201,,,,,,
1265,Chiloscyllium punctatum,532.0,,1202,,,,,,
1266,Orectolobus maculatus,484.0,,1203,,,,,,
1267,Orectolobus maculatus,553.0,,1204,,,,,,
1268,Orectolobus ornatus,498.0,,1205,,,,,,
1269,Orectolobus ornatus,561.0,,1206,,,,,,
1270,Oncorhynchus mykiss,386.0,,1207,,,,,,
1271,Oncorhynchus mykiss,498.0,,1208,,,,,,
1272,Oncorhynchus mykiss,563.0,,1209,,,,,,
1273,Ctenophorus decresii,569.0,,1210,,,,,,
1274,Ctenophorus decresii,491.0,,1211,,,,,,
1275,Ctenophorus decresii,436.0,,1212,,,,,,
1276,Ctenophorus decresii,507.0,,1213,,,,,,
1277,Ctenophorus ornatus,440.0,,1214,,,,,,
1278,Ctenophorus ornatus,493.0,,1215,,,,,,
1279,Ctenophorus ornatus,571.0,,1216,,,,,,
1280,Alouatta sp.,530.0,,1217,,,,,,
1281,Alouatta sp.,558.0,,1218,,,,,,
1282,Alouatta sp.,500.0,,1219,,,,,,
1283,Oncorhynchus kisutch,380.0,,1220,,,,,,
1284,Oncorhynchus kisutch,455.0,,1221,,,,,,
1285,Oncorhynchus kisutch,405.0,,1222,,,,,,
1286,Oncorhynchus mykiss,434.0,,1223,,,,,,
1287,Oncorhynchus mykiss,521.0,,1224,,,,,,
1288,Oncorhynchus mykiss,564.0,,1225,,,,,,
1289,Oncorhynchus mykiss,509.0,,1226,,,,,,
1290,Oncorhynchus mykiss,382.0,,1227,,,,,,
1291,Oncorhynchus mykiss,500.0,,1228,,,,,,
1292,Oncorhynchus mykiss,563.0,,1229,,,,,,
1293,Oncorhynchus mykiss,508.0,,1230,,,,,,
1294,Danio rerio,361.0,,1231,,,,,,
1295,Danio rerio,417.0,,1232,,,,,,
1296,Danio rerio,483.0,,1233,,,,,,
1297,Danio rerio,566.0,,1234,,,,,,
1298,Danio rerio,501.0,,1235,,,,,,
1299,Lampetra fluviatilis,515.0,,1236,,,,,,
1300,Lampetra fluviatilis,555.0,,1237,,,,,,
1301,Lampetra fluviatilis,610.0,,1238,,,,,,
1302,Eigenmannia virescens,524.0,,1239,,,,,,
1303,Eigenmannia virescens,608.0,,1240,,,,,,
1304,Gasterosteus acuelatus,373.0,,1241,,,,,,
1305,Gasterosteus acuelatus,449.0,,1242,,,,,,
1306,Gasterosteus acuelatus,528.0,,1243,,,,,,
1307,Gasterosteus acuelatus,603.0,,1244,,,,,,
1308,Gasterosteus acuelatus,524.0,,1245,,,,,,
1309,Pseudotropheus acei,378.0,,1246,,,,,,
1310,Pseudotropheus acei,415.0,,1247,,,,,,
1311,Pseudotropheus acei,452.0,,1248,,,,,,
1312,Pseudotropheus acei,505.0,,1249,,,,,,
1313,Pseudotropheus acei,482.0,,1250,,,,,,
1314,Pseudotropheus acei,506.0,,1251,,,,,,
1315,Pseudotropheus acei,535.0,,1252,,,,,,
1316,Pseudotropheus acei,476.0,,1253,,,,,,
1317,Pseudotropheus acei,505.0,,1254,,,,,,
1318,Pseudotropheus acei,534.0,,1255,,,,,,
1319,Pseudotropheus acei,566.0,,1256,,,,,,
1320,Melanochromis vermivorus,505.0,,1257,,,,,,
1321,Melanochromis vermivorus,418.0,,1258,,,,,,
1322,Melanochromis vermivorus,485.0,,1259,,,,,,
1323,Melanochromis vermivorus,503.0,,1260,,,,,,
1324,Melanochromis vermivorus,535.0,,1261,,,,,,
1325,Melanochromis vermivorus,506.0,,1262,,,,,,
1326,Melanochromis vermivorus,555.0,,1263,,,,,,
1327,Tramitichromis intermedius,506.0,,1264,,,,,,
1328,Tramitichromis intermedius,455.0,,1265,,,,,,
1329,Tramitichromis intermedius,532.0,,1266,,,,,,
1330,Tramitichromis intermedius,569.0,,1267,,,,,,
1331,Tramitichromis intermedius,534.0,,1268,,,,,,
1332,Poecilia reticulata cumana,359.0,,1269,,,,,,
1333,Poecilia reticulata cumana,406.0,,1270,,,,,,
1334,Poecilia reticulata cumana,465.0,,1271,,,,,,
1335,Poecilia reticulata cumana,525.0,,1272,,,,,,
1336,Poecilia reticulata cumana,541.0,,1273,,,,,,
1337,Poecilia reticulata cumana,560.0,,1274,,,,,,
1338,Poecilia reticulata cumana,503.0,,1275,,,,,,
1339,Poecilia reticulata trinidad,501.0,,1276,,,,,,
1340,Poecilia reticulata trinidad,408.0,,1277,,,,,,
1341,Poecilia reticulata trinidad,464.0,,1278,,,,,,
1342,Poecilia reticulata trinidad,533.0,,1279,,,,,,
1343,Poecilia reticulata trinidad,543.0,,1280,,,,,,
1344,Poecilia reticulata trinidad,572.0,,1281,,,,,,
1345,Neoniphon sammara,502.0,,1282,,,,,,
1346,Neoniphon argenteus,502.0,,1283,,,,,,
1347,Neoniphon aurolineatus,481.0,,1284,,,,,,
1348,Sargocentron punctatissimum,494.0,,1285,,,,,,
1349,Sargocentron microstoma,494.0,,1286,,,,,,
1350,Sargocentron diadema,491.0,,1287,,,,,,
1351,Sargocentron xantherythrum,486.0,,1288,,,,,,
1352,Sargocentron spiniferum,490.0,,1289,,,,,,
1353,Sargocentron tiere,490.0,,1290,,,,,,
1354,Myripristis violacea,499.0,,1291,,,,,,
1355,Myripristis berndti,493.0,,1292,,,,,,
1356,Photostomias guernei,483.0,,1293,,,,,,
1357,Chauliodus danae,484.0,,1294,,,,,,
1358,Chauliodus sloani,485.0,,1295,,,,,,
1359,Idiacanthus fasciola,485.0,,1296,,,,,,
1360,Stomias boa,489.0,,1297,,,,,,
1361,Ichthyocossus ovatus,489.0,,1298,,,,,,
1362,Vinciguerria nimbaria,477.0,,1299,,,,,,
1363,Argyropelecus aculeatus,477.0,,1300,,,,,,
1364,Argyropelecus gigas,477.0,,1301,,,,,,
1365,Gonostoma bathyphilium,481.0,,1302,,,,,,
1366,Gonostoma elongatum,483.0,,1303,,,,,,
1367,Diaphus rafinesquei,489.0,,1304,,,,,,
1368,Bolinichthys indicus,489.0,,1305,,,,,,
1369,Ceratoscopelus warmingii,488.0,,1306,,,,,,
1370,Lampanyctus alatus,485.0,,1307,,,,,,
1371,Benthosema suborbitale,487.0,,1308,,,,,,
1372,Phycis blennoides,494.0,,1309,,,,,,
1373,Coryphaenoides guntheri,479.0,,1310,,,,,,
1374,Bassozetus compresis,476.0,,1311,,,,,,
1375,Cataetyx laticeps,468.0,,1312,,,,,,
1376,Conocara salmonea,480.0,,1313,,,,,,
1377,Alepocephalus bairdii,476.0,,1314,,,,,,
1378,Anoplogaster cornuta,485.0,,1315,,,,,,
1379,Hoplostethus mediteranus,479.0,,1316,,,,,,
1380,Bathysaurus ferox,481.0,,1317,,,,,,
1381,Bathysaurus mollis,479.0,,1318,,,,,,
1382,Aristostomias tittmani,523.0,,1319,,,,,,
1383,Aristostomias tittmani,551.0,,1320,,,,,,
1384,Aristostomias tittmani,581.0,,1321,,,,,,
1385,Malacosteus niger,517.0,,1322,,,,,,
1386,Malacosteus niger,542.0,,1323,,,,,,
1387,Loligo forbesii,494.0,,1324,,,,,,
1388,Loligo pealii,493.0,,1325,,,,,,
1389,Loligo subulata,499.0,,1326,,,,,,
1390,Sepia officinalis,492.0,,1327,,,,,,
1391,Todarodes pacificus,480.0,,1328,,,,,,
1392,Enteroctopus dofleini,475.0,,1329,,,,,,
1393,Typhlops platycephalus,494.0,,1330,,,,,,
1394,Typhlops hypomethes,490.0,,1331,,,,,,
1395,Leptotyphlops sp.,500.0,,1332,,,,,,
1396,Anilius scytale,497.0,,1333,,,,,,
1397,Platichthys stellatus,517.0,,1334,,,,,,
1398,Platichthys stellatus,445.0,,1335,,,,,,
1399,Platichthys stellatus,459.0,,1336,,,,,,
1400,Platichthys stellatus,526.0,,1337,,,,,,
1401,Platichthys stellatus,536.0,,1338,,,,,,
1402,Platichthys stellatus,548.0,,1339,,,,,,
1403,Platichthys stellatus,557.0,,1340,,,,,,
1404,Platichthys stellatus,507.0,,1341,,,,,,
1405,Platichthys stellatus,437.0,,1342,,,,,,
1406,Platichthys stellatus,456.0,,1343,,,,,,
1407,Platichthys stellatus,527.0,,1344,,,,,,
1408,Platichthys stellatus,545.0,,1345,,,,,,
1409,Platichthys stellatus,557.0,,1346,,,,,,
1410,Platichthys stellatus,369.0,,1347,,,,,,
1411,Platichthys stellatus,415.0,,1348,,,,,,
1412,Carassius auratus,509.0,,1349,,,,,,
1413,Cavia porcellus,499.0,,1350,,,,,,
1414,Cavia porcellus,530.0,,1351,,,,,,
1415,Cavia porcellus,400.0,,1352,,,,,,
1416,Galleria mellonella,510.0,,1353,,,,,,
1417,Microcebus murinus,409.0,,1354,,,,,,
1418,Struthio camelus,504.0,,1355,,,,,,
1419,Rhea  americana,504.0,,1356,,,,,,
1420,Gallus  gallus domesticus,509.0,,1357,,,,,,
1421,Coturnix  japonica,505.0,,1358,,,,,,
1422,Meleagris  galoparvo,504.0,,1359,,,,,,
1423,Pavo  cristatus,504.0,,1360,,,,,,
1424,Anas  platyrhynchos,505.0,,1361,,,,,,
1425,Columba livia,506.0,,1362,,,,,,
1426,Taeniopygia guttata,507.0,,1363,,,,,,
1427,Leiothrix lutea,500.0,,1364,,,,,,
1428,Serinus canaria,506.0,,1365,,,,,,
1429,Sturnus vulgaris,503.0,,1366,,,,,,
1430,Turdus merula,504.0,,1367,,,,,,
1431,Parvus  caeruleus,503.0,,1368,,,,,,
1432,Melopsittacus undulatus,509.0,,1369,,,,,,
1433,Strix aluco,503.0,,1370,,,,,,
1434,Anas playrhnchos domesticus,504.0,,1371,,,,,,
1435,Buteo jamaicensis,501.0,,1372,,,,,,
1436,Larus atricilla,508.0,,1373,,,,,,
1437,Amandina fasciata,503.0,,1374,,,,,,
1438,Corvus  frugilegus,504.0,,1375,,,,,,
1439,Chloebia gouldiae,502.0,,1376,,,,,,
1440,Lonchura maga,503.0,,1377,,,,,,
1441,Neochmia modesta,503.0,,1378,,,,,,
1442,Passer domesticus,504.0,,1379,,,,,,
1443,Melopsittacus undatus,509.0,,1380,,,,,,
1444,Dromiceius novae-hollandiae,502.0,,1381,,,,,,
1445,Nothoprocta cinerascens cinerascens,504.0,,1382,,,,,,
1446,Nothoprocta perdicaria sanborni,501.0,,1383,,,,,,
1447,Phalaenoptilus nuttallii,506.0,,1384,,,,,,
1448,Streptopelia roseogrisea,502.0,,1385,,,,,,
1449,Zenaida macroura,502.0,,1386,,,,,,
1450,Callipepla californica,500.0,,1387,,,,,,
1451,Colinus virginianus,500.0,,1388,,,,,,
1452,Carpodacus mexicanus,502.0,,1389,,,,,,
1453,Estrilda troglodytes,502.0,,1390,,,,,,
1454,Lonchura malabarica,502.0,,1391,,,,,,
1455,Lonchura malacca,503.0,,1392,,,,,,
1456,Lonchura striata,502.0,,1393,,,,,,
1457,Molothrus ater,501.0,,1394,,,,,,
1458,Pipilo fuscus,500.0,,1395,,,,,,
1459,Plocepasser mahali,504.0,,1396,,,,,,
1460,Zonotrichia leucophrys,502.0,,1397,,,,,,
1461,Melopsittacus undalatus,505.0,,1398,,,,,,
1462,Bubo virginianus,502.0,,1399,,,,,,
1463,Otus asio,505.0,,1400,,,,,,
1464,Speotyto cunicularia,503.0,,1401,,,,,,
1465,Tyto alba,500.0,,1402,,,,,,
1466,Ostorhinchus Cookii,453.0,,1403,,,,,,
1467,Ostorhinchus Cookii,468.0,,1404,,,,,,
1468,Ostorhinchus Cookii,506.0,,1405,,,,,,
1469,Ostorhinchus Cookii,519.0,,1406,,,,,,
1470,Ostorhinchus Cookii,504.0,,1407,,,,,,
1471,Ostorhinchus Cyanosoma,452.0,,1408,,,,,,
1472,Ostorhinchus Cyanosoma,504.0,,1409,,,,,,
1473,Ostorhinchus Cyanosoma,519.0,,1410,,,,,,
1474,Ostorhinchus Cyanosoma,503.0,,1411,,,,,,
1475,Ostorhinchus Doederleini,467.0,,1412,,,,,,
1476,Ostorhinchus Doederleini,402.0,,1413,,,,,,
1477,Ostorhinchus Doederleini,516.0,,1414,,,,,,
1478,Ostorhinchus Doederleini,501.0,,1415,,,,,,
1479,Zoramia  Viridiventer,441.0,,1416,,,,,,
1480,Zoramia  Viridiventer,506.0,,1417,,,,,,
1481,Zoramia  Viridiventer,520.0,,1418,,,,,,
1482,Zoramia  Viridiventer,502.0,,1419,,,,,,
1483,Zoramia  Leptacanthus,442.0,,1420,,,,,,
1484,Zoramia  Leptacanthus,501.0,,1421,,,,,,
1485,Zoramia  Leptacanthus,512.0,,1422,,,,,,
1486,Zoramia  Leptacanthus,521.0,,1423,,,,,,
1487,Zoramia  Leptacanthus,504.0,,1424,,,,,,
1488,Rhabdamia  Gracilis,420.0,,1425,,,,,,
1489,Rhabdamia  Gracilis,485.0,,1426,,,,,,
1490,Rhabdamia  Gracilis,500.0,,1427,,,,,,
1491,Rhabdamia  Gracilis,520.0,,1428,,,,,,
1492,Rhabdamia  Gracilis,497.0,,1429,,,,,,
1493,Nectamia  Savayensis,466.0,,1430,,,,,,
1494,Nectamia  Savayensis,493.0,,1431,,,,,,
1495,Nectamia  Savayensis,507.0,,1432,,,,,,
1496,Nectamia  Savayensis,520.0,,1433,,,,,,
1497,Nectamia  Savayensis,505.0,,1434,,,,,,
1498,Microcebus murinus,558.0,,1435,,,,,,
1499,Mirza coquereli,409.0,,1436,,,,,,
1500,Mirza coquereli,558.0,,1437,,,,,,
1501,Cheirogaleus major,409.0,,1438,,,,,,
1502,Cheirogaleus major,543.0,,1439,,,,,,
1503,Cheirogaleus medius,543.0,,1440,,,,,,
1504,Avahi laniger,558.0,,1441,,,,,,
1505,Lepilemur ruficaudatus,416.0,,1442,,,,,,
1506,Lepilemur ruficaudatus,543.0,,1443,,,,,,
1507,Daubentonia madagascariensis ,406.0,,1444,,,,,,
1508,Daubentonia madagascariensis ,543.0,,1445,,,,,,
1509,Loris tardigradus,543.0,,1446,,,,,,
1510,Otolemur crassicaudatus,543.0,,1447,,,,,,
1511,Otolemur crassicaudatus,507.0,,1448,,,,,,
1512,Otolemur garnettii,545.0,,1449,,,,,,
1513,Galago senegalensis,545.0,,1450,,,,,,
1514,Tarsius syrichta,558.0,,1451,,,,,,
1515,Tarsius bancanus,543.0,,1452,,,,,,
1516,Aotus trivirgatus,543.0,,1453,,,,,,
1517,Aotus trivirgatus,500.0,,1454,,,,,,
1518,Procyon lotor,560.0,,1455,,,,,,
1519,Procyon lotor,503.0,,1456,,,,,,
1520,Potos flavus,548.0,,1457,,,,,,
1521,Mustela putorius furo,430.0,,1458,,,,,,
1522,Mustela putorius furo,558.0,,1459,,,,,,
1523,Mustela putorius furo,505.0,,1460,,,,,,
1524,Mus musculus,360.0,,1461,,,,,,
1525,Mus musculus,512.0,,1462,,,,,,
1526,Mus musculus,498.0,,1463,,,,,,
1527,Rattus rattus,360.0,,1464,,,,,,
1528,Rattus rattus,510.0,,1465,,,,,,
1529,Rattus rattus,498.0,,1466,,,,,,
1530,Glaucomys sabrinus,512.0,,1467,,,,,,
1531,Monodelphis domestica,362.0,,1468,,,,,,
1532,Monodelphis domestica,555.0,,1469,,,,,,
1533,Didelphis aurita,362.0,,1470,,,,,,
1534,Didelphis aurita,555.0,,1471,,,,,,
1535,Didelphis virginiana,493.0,,1472,,,,,,
1536,Setonix brachyurus,424.0,,1473,,,,,,
1537,Setonix brachyurus,502.0,,1474,,,,,,
1538,Setonix brachyurus,538.0,,1475,,,,,,
1539,Setonix brachyurus,505.0,,1476,,,,,,
1540,Thylamys elegans,365.0,,1477,,,,,,
1541,Thylamys elegans,565.0,,1478,,,,,,
1542,Thylamys elegans,505.0,,1479,,,,,,
1543,Glossophaga soricina,365.0,,1480,,,,,,
1544,Carollia perspicillata,365.0,,1481,,,,,,
1545,Carollia perspicillata,500.0,,1482,,,,,,
1546,Pteropus dasymallus,358.0,,1483,,,,,,
1547,Pteropus dasymallus,553.0,,1484,,,,,,
1548,Haplonycteris fischeri,358.0,,1485,,,,,,
1549,Haplonycteris fischeri,553.0,,1486,,,,,,
1550,Myotis velifer,358.0,,1487,,,,,,
1551,Myotis velifer,565.0,,1488,,,,,,
1552,Myotis velifer,501.0,,1489,,,,,,
1553,Strix aluco,463.0,,1490,,,,,,
1554,Strix aluco,503.0,,1491,,,,,,
1555,Bubo virginianus,555.0,,1492,,,,,,
1556,Caprimulgus europaeus,406.0,,1493,,,,,,
1557,Tarentola chazaliae,360.0,,1494,,,,,,
1558,Tarentola chazaliae,440.0,,1495,,,,,,
1559,Tarentola chazaliae,520.0,,1496,,,,,,
1560,Gekko gekko,364.0,,1497,,,,,,
1561,Gekko gekko,467.0,,1498,,,,,,
1562,Gekko gekko,521.0,,1499,,,,,,
1563,Hemidactylus turcicus,366.0,,1500,,,,,,
1564,Hemidactylus turcicus,467.0,,1501,,,,,,
1565,Hemidactylus turcicus,527.0,,1502,,,,,,
1566,Hemidactylus garnotii,363.0,,1503,,,,,,
1567,Hemidactylus garnotii,464.0,,1504,,,,,,
1568,Hemidactylus garnotii,521.0,,1505,,,,,,
1569,Teratoscincus scincus,365.0,,1506,,,,,,
1570,Teratoscincus scincus,452.0,,1507,,,,,,
1571,Teratoscincus scincus,533.0,,1508,,,,,,
1572,Mysis  sp.,,,1509,,,,,,
1573,Cottus gobio,465.0,,1510,,,,,,
1574,Cottus gobio,453.0,,1511,,,,,,
1575,Cottus gobio,452.0,,1512,,,,,,
1576,Cottus gobio,458.0,,1513,,,,,,
1577,Serinus canaria,615.0,,1514,,,,,,
1578,Serinus canaria,540.0,,1515,,,,,,
1579,Serinus canaria,450.0,,1516,,,,,,
1580,Serinus canaria,366.0,,1517,,,,,,
1581,Serinus canaria,506.0,,1518,,,,,,
1582,Pseudotropheus  acei,505.0,,1519,,,,,,
1583,Pseudotropheus  acei,378.0,,1520,,,,,,
1584,Pseudotropheus  acei,415.0,,1521,,,,,,
1585,Pseudotropheus  acei,451.0,,1522,,,,,,
1586,Pseudotropheus  acei,482.0,,1523,,,,,,
1587,Pseudotropheus  acei,506.0,,1524,,,,,,
1588,Pseudotropheus  acei,535.0,,1525,,,,,,
1589,Pseudotropheus  acei,476.0,,1526,,,,,,
1590,Pseudotropheus  acei,505.0,,1527,,,,,,
1591,Pseudotropheus  acei,534.0,,1528,,,,,,
1592,Pseudotropheus  acei,566.0,,1529,,,,,,
1593,Melanochromis  vermivorus,505.0,,1530,,,,,,
1594,Melanochromis  vermivorus,418.0,,1531,,,,,,
1595,Melanochromis  vermivorus,485.0,,1532,,,,,,
1596,Melanochromis  vermivorus,503.0,,1533,,,,,,
1597,Melanochromis  vermivorus,535.0,,1534,,,,,,
1598,Melanochromis  vermivorus,506.0,,1535,,,,,,
1599,Melanochromis  vermivorus,555.0,,1536,,,,,,
1600,Tramitichromis  intermedius,506.0,,1537,,,,,,
1601,Tramitichromis  intermedius,455.0,,1538,,,,,,
1602,Tramitichromis  intermedius,532.0,,1539,,,,,,
1603,Tramitichromis  intermedius,569.0,,1540,,,,,,
1604,Tramitichromis  intermedius,534.0,,1541,,,,,,
1605,Neogonodactylus oerstedii,334.0,,1542,,,,,,
1606,Neogonodactylus oerstedii,383.0,,1543,,,,,,
1607,Bombus  impatiens,539.0,,1544,,,,,,
1608,Bombus  impatiens,424.0,,1545,,,,,,
1609,Bombus  impatiens,347.0,,1546,,,,,,
1610,Drosophilia melanogaster,486.0,,1547,,,,,,
1611,Drosophilia melanogaster,418.0,,1548,,,,,,
1612,Drosophilia melanogaster,331.0,,1549,,,,,,
1613,Drosophilia melanogaster,355.0,,1550,,,,,,
1614,Drosophilia melanogaster,442.0,,1551,,,,,,
1615,Drosophilia melanogaster,515.0,,1552,,,,,,
1616,Lycaena rubidus,360.0,,1553,,,,,,
1617,Lycaena rubidus,437.0,,1554,,,,,,
1618,Lycaena rubidus,500.0,,1555,,,,,,
1619,Lycaena rubidus,568.0,,1556,,,,,,
1620,Squilla empusa,507.0,,1557,,,,,,
1621,Acyrthosiphon pisum,518.0,,1558,,,,,,
1622,Heliconius erato petiverana,389.0,,1559,,,,,,
1623,Heliconius erato petiverana,356.0,,1560,,,,,,
1624,Heliconius erato petiverana,470.0,,1561,,,,,,
1625,Heliconius erato petiverana,555.0,,1562,,,,,,
1626,Heliconius erato petiverana,390.0,,1563,,,,,,
1627,Heliconius erato petiverana,469.0,,1564,,,,,,
1628,Heliconius erato petiverana,556.0,,1565,,,,,,
1629,Coccinella septempunctata,360.0,,1566,,,,,,
1630,Coccinella septempunctata,420.0,,1567,,,,,,
1631,Coccinella septempunctata,520.0,,1568,,,,,,
1632,Pieris rapae crucivora,563.0,,1569,,,,,,
1633,Neoceratodus forsteri,366.0,,1570,,,,,,
1634,Argiope amoena,360.0,,,0,,,,,
1635,Argiope amoena,490.0,,,1,,,,,
1636,Argiope amoena,540.0,,,2,,,,,
1637,Argiope bruennichi,360.0,,,3,,,,,
1638,Argiope bruennichi,490.0,,,4,,,,,
1639,Argiope bruennichi,540.0,,,5,,,,,
1640,Cupiennius salei,340.0,,,6,,,,,
1641,Cupiennius salei,480.0,,,7,,,,,
1642,Cupiennius salei,520.0,,,8,,,,,
1643,Menemerus confusus,360.0,,,9,,,,,
1644,Menemerus confusus,490.0,,,10,,,,,
1645,Menemerus confusus,530.0,,,11,,,,,
1646,Menemerus confusus,538.0,,,12,,,,,
1647,Menemerus confusus,580.0,,,13,,,,,
1648,Phidippus regius,370.0,,,14,,,,,
1649,Phidippus regius,532.0,,,15,,,,,
1650,Plexippus validus,360.0,,,16,,,,,
1651,Plexippus validus,520.0,,,17,,,,,
1652,Daphnia magna,348.0,,,18,,,,,
