comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id
1064,Chelidonichthys lucernus,460.0,,1065,,,,,,
1065,Chelidonichthys lucernus,530.0,,1066,,,,,,
1066,Eutrigla gurnardus,502.0,,1067,,,,,,
1067,Eutrigla gurnardus,460.0,,1068,,,,,,
1068,Eutrigla gurnardus,520.0,,1069,,,,,,
1069,Ictalurus catus,541.0,,1070,,,,,,
1070,Ictalurus catus,447.0,,1071,,,,,,
1071,Ictalurus catus,509.0,,1072,,,,,,
1072,Ictalurus catus,516.0,,1073,,,,,,
1073,Ictalurus melas,541.0,,1074,,,,,,
1074,Ictalurus melas,536.0,,1075,,,,,,
1075,Ictalurus melas,505.0,,1076,,,,,,
1076,Ictalurus punctatus,542.0,,1077,,,,,,
1077,Ictalurus punctatus,536.0,,1078,,,,,,
1078,Ictalurus punctatus,607.0,,1079,,,,,,
1079,Hippocampus subelongatus,500.0,,1080,,,,,,
1080,Hippocampus subelongatus,467.0,,1081,,,,,,
1081,Hippocampus subelongatus,522.0,,1082,,,,,,
1082,Hippocampus subelongatus,537.0,,1083,,,,,,
1083,Hippocampus subelongatus,560.0,,1084,,,,,,
1084,Hippocampus subelongatus,522.0,,1085,,,,,,
1085,Hippocampus subelongatus,537.0,,1086,,,,,,
1086,Hippocampus barbouri,499.0,,1087,,,,,,
1087,Hippocampus barbouri,429.0,,1088,,,,,,
1088,Hippocampus barbouri,460.0,,1089,,,,,,
1089,Hippocampus barbouri,521.0,,1090,,,,,,
1090,Hippocampus barbouri,537.0,,1091,,,,,,
1091,Hippocampus barbouri,558.0,,1092,,,,,,
1092,Stigmatopora argus,502.0,,1093,,,,,,
1093,Stigmatopora argus,457.0,,1094,,,,,,
1094,Stigmatopora argus,519.0,,1095,,,,,,
1095,Stigmatopora argus,537.0,,1096,,,,,,
1096,Stigmatopora argus,579.0,,1097,,,,,,
1097,Stigmatopora argus,519.0,,1098,,,,,,
1098,Stigmatopora argus,537.0,,1099,,,,,,
1099,Sygnathus leptorhynchus,499.0,,1100,,,,,,
1100,Sygnathus leptorhynchus,404.0,,1101,,,,,,
1101,Sygnathus leptorhynchus,440.0,,1102,,,,,,
1102,Sygnathus leptorhynchus,524.0,,1103,,,,,,
1103,Sygnathus leptorhynchus,569.0,,1104,,,,,,
1104,Canthidermis maculatus,486.0,,1105,,,,,,
1105,Canthidermis maculatus,407.0,,1106,,,,,,
1106,Canthidermis maculatus,493.0,,1107,,,,,,
1107,Canthidermis maculatus,479.0,,1108,,,,,,
1108,Canthidermis maculatus,522.0,,1109,,,,,,
1109,Sufflamen bursa,487.0,,1110,,,,,,
1110,Sufflamen bursa,404.0,,1111,,,,,,
1111,Sufflamen bursa,503.0,,1112,,,,,,
1112,Pergavor spilosoma,494.0,,1113,,,,,,
1113,Pergavor spilosoma,398.0,,1114,,,,,,
1114,Pergavor spilosoma,492.0,,1115,,,,,,
1115,Pergavor spilosoma,510.0,,1116,,,,,,
1116,Pergavor aspricaudus,492.0,,1117,,,,,,
1117,Pergavor aspricaudus,404.0,,1118,,,,,,
1118,Pergavor aspricaudus,476.0,,1119,,,,,,
1119,Pergavor aspricaudus,516.0,,1120,,,,,,
1120,Ostracion meleagris,495.0,,1121,,,,,,
1121,Ostracion meleagris,416.0,,1122,,,,,,
1122,Ostracion meleagris,471.0,,1123,,,,,,
1123,Ostracion meleagris,479.0,,1124,,,,,,
1124,Ostracion meleagris,520.0,,1125,,,,,,
1125,Ostracion meleagris,497.0,,1126,,,,,,
1126,Arothron meleagris,493.0,,1127,,,,,,
1127,Arothron meleagris,439.0,,1128,,,,,,
1128,Arothron meleagris,507.0,,1129,,,,,,
1129,Arothron meleagris,525.0,,1130,,,,,,
1130,Cavia porcellus,500.0,,1131,,,,,,
1131,Cavia porcellus,530.0,,1132,,,,,,
1132,Cavia porcellus,400.0,,1133,,,,,,
1133,Serinus canaria,506.0,,1134,,,,,,
1134,Serinus canaria,569.0,,1135,,,,,,
1135,Serinus canaria,505.0,,1136,,,,,,
1136,Serinus canaria,442.0,,1137,,,,,,
1137,Serinus canaria,366.0,,1138,,,,,,
1138,Serinus canaria,569.0,,1139,,,,,,
1139,Dasyatis fluviorum,500.0,,1140,,,,,,
1140,Dasyatis fluviorum,475.0,,1141,,,,,,
1141,Dasyatis fluviorum,566.0,,1142,,,,,,
1142,Himantura fai,503.0,,1143,,,,,,
1143,Himantura fai,475.0,,1144,,,,,,
1144,Himantura fai,557.0,,1145,,,,,,
1145,Neotrygon kuhlii,497.0,,1146,,,,,,
1146,Neotrygon kuhlii,498.0,,1147,,,,,,
1147,Neotrygon kuhlii,476.0,,1148,,,,,,
1148,Neotrygon kuhlii,552.0,,1149,,,,,,
1149,Taeniura lymma,500.0,,1150,,,,,,
1150,Taeniura lymma,479.0,,1151,,,,,,
1151,Taeniura lymma,557.0,,1152,,,,,,
1152,Gymnura australis,500.0,,1153,,,,,,
1153,Gymnura australis,467.0,,1154,,,,,,
1154,Gymnura australis,556.0,,1155,,,,,,
1155,Aetobatus narinari,502.0,,1156,,,,,,
1156,Aetobatus narinari,450.0,,1157,,,,,,
1157,Aetobatus narinari,552.0,,1158,,,,,,
1158,Aptychotrema rostrata,498.0,,1159,,,,,,
1159,Aptychotrema rostrata,492.0,,1160,,,,,,
1160,Aptychotrema rostrata,459.0,,1161,,,,,,
1161,Aptychotrema rostrata,553.0,,1162,,,,,,
1162,Aptychotrema vincentiana,500.0,,1163,,,,,,
1163,Aptychotrema vincentiana,501.0,,1164,,,,,,
1164,Aptychotrema vincentiana,460.0,,1165,,,,,,
1165,Aptychotrema vincentiana,557.0,,1166,,,,,,
1166,Glaucostegus typus,504.0,,1167,,,,,,
1167,Glaucostegus typus,504.0,,1168,,,,,,
1168,Glaucostegus typus,477.0,,1169,,,,,,
1169,Glaucostegus typus,561.0,,1170,,,,,,
1170,Trygonorrhina fasciata,499.0,,1171,,,,,,
1171,Trygonorrhina fasciata,470.0,,1172,,,,,,
1172,Trygonorrhina fasciata,568.0,,1173,,,,,,
1173,Rhinobatos lentiginosus,496.0,,1174,,,,,,
1174,Rhinobatos lentiginosus,499.0,,1175,,,,,,
1175,Rhinoptera bonasus,500.0,,1176,,,,,,
1176,Rhinoptera bonasus,470.0,,1177,,,,,,
1177,Rhinoptera bonasus,551.0,,1178,,,,,,
1178,Rhynchobatus australiae,500.0,,1179,,,,,,
1179,Rhynchobatus australiae,475.0,,1180,,,,,,
1180,Rhynchobatus australiae,555.0,,1181,,,,,,
1181,Trygonoptera testacea,498.0,,1182,,,,,,
1182,Trygonoptera testacea,481.0,,1183,,,,,,
1183,Trygonoptera testacea,557.0,,1184,,,,,,
1184,Urobatis jamaicensis,499.0,,1185,,,,,,
1185,Urobatis jamaicensis,475.0,,1186,,,,,,
1186,Urobatis jamaicensis,562.0,,1187,,,,,,
1187,Carcharhinus amboinensis,507.0,,1188,,,,,,
1188,Carcharhinus amboinensis,534.0,,1189,,,,,,
1189,Carcharhinus amblyrhynchos,504.0,,1190,,,,,,
1190,Carcharhinus leucas,518.0,,1191,,,,,,
1191,Carcharhinus leucas,554.0,,1192,,,,,,
1192,Carcharhinus limbatus,506.0,,1193,,,,,,
1193,Carcharhinus limbatus,532.0,,1194,,,,,,
1194,Carcharhinus melanopterus,505.0,,1195,,,,,,
1195,Carcharhinus melanopterus,507.0,,1196,,,,,,
1196,Carcharhinus melanopterus,528.0,,1197,,,,,,
1197,Carcharhinus obscurus,502.0,,1198,,,,,,
1198,Rhizoprionodon taylori,508.0,,1199,,,,,,
1199,Rhizoprionodon taylori,533.0,,1200,,,,,,
1200,Chiloscyllium punctatum,500.0,,1201,,,,,,
1201,Chiloscyllium punctatum,532.0,,1202,,,,,,
1202,Orectolobus maculatus,484.0,,1203,,,,,,
1203,Orectolobus maculatus,553.0,,1204,,,,,,
1204,Orectolobus ornatus,498.0,,1205,,,,,,
1205,Orectolobus ornatus,561.0,,1206,,,,,,
1206,Oncorhynchus mykiss,386.0,,1207,,,,,,
1207,Oncorhynchus mykiss,498.0,,1208,,,,,,
1208,Oncorhynchus mykiss,563.0,,1209,,,,,,
1209,Ctenophorus decresii,569.0,,1210,,,,,,
1210,Ctenophorus decresii,491.0,,1211,,,,,,
1211,Ctenophorus decresii,436.0,,1212,,,,,,
1212,Ctenophorus decresii,507.0,,1213,,,,,,
1213,Ctenophorus ornatus,440.0,,1214,,,,,,
1214,Ctenophorus ornatus,493.0,,1215,,,,,,
1215,Ctenophorus ornatus,571.0,,1216,,,,,,
1216,Alouatta sp.,530.0,,1217,,,,,,
1217,Alouatta sp.,558.0,,1218,,,,,,
1218,Alouatta sp.,500.0,,1219,,,,,,
1219,Oncorhynchus kisutch,380.0,,1220,,,,,,
1220,Oncorhynchus kisutch,455.0,,1221,,,,,,
1221,Oncorhynchus kisutch,405.0,,1222,,,,,,
1222,Oncorhynchus mykiss,434.0,,1223,,,,,,
1223,Oncorhynchus mykiss,521.0,,1224,,,,,,
1224,Oncorhynchus mykiss,564.0,,1225,,,,,,
1225,Oncorhynchus mykiss,509.0,,1226,,,,,,
1226,Oncorhynchus mykiss,382.0,,1227,,,,,,
1227,Oncorhynchus mykiss,500.0,,1228,,,,,,
1228,Oncorhynchus mykiss,563.0,,1229,,,,,,
1229,Oncorhynchus mykiss,508.0,,1230,,,,,,
1230,Danio rerio,361.0,,1231,,,,,,
1231,Danio rerio,417.0,,1232,,,,,,
1232,Danio rerio,483.0,,1233,,,,,,
1233,Danio rerio,566.0,,1234,,,,,,
1234,Danio rerio,501.0,,1235,,,,,,
1235,Lampetra fluviatilis,515.0,,1236,,,,,,
1236,Lampetra fluviatilis,555.0,,1237,,,,,,
1237,Lampetra fluviatilis,610.0,,1238,,,,,,
1238,Eigenmannia virescens,524.0,,1239,,,,,,
1239,Eigenmannia virescens,608.0,,1240,,,,,,
1240,Gasterosteus acuelatus,373.0,,1241,,,,,,
1241,Gasterosteus acuelatus,449.0,,1242,,,,,,
1242,Gasterosteus acuelatus,528.0,,1243,,,,,,
1243,Gasterosteus acuelatus,603.0,,1244,,,,,,
1244,Gasterosteus acuelatus,524.0,,1245,,,,,,
1245,Pseudotropheus acei,378.0,,1246,,,,,,
1246,Pseudotropheus acei,415.0,,1247,,,,,,
1247,Pseudotropheus acei,452.0,,1248,,,,,,
1248,Pseudotropheus acei,505.0,,1249,,,,,,
1249,Pseudotropheus acei,482.0,,1250,,,,,,
1250,Pseudotropheus acei,506.0,,1251,,,,,,
1251,Pseudotropheus acei,535.0,,1252,,,,,,
1252,Pseudotropheus acei,476.0,,1253,,,,,,
1253,Pseudotropheus acei,505.0,,1254,,,,,,
1254,Pseudotropheus acei,534.0,,1255,,,,,,
1255,Pseudotropheus acei,566.0,,1256,,,,,,
1256,Melanochromis vermivorus,505.0,,1257,,,,,,
1257,Melanochromis vermivorus,418.0,,1258,,,,,,
1258,Melanochromis vermivorus,485.0,,1259,,,,,,
1259,Melanochromis vermivorus,503.0,,1260,,,,,,
1260,Melanochromis vermivorus,535.0,,1261,,,,,,
1261,Melanochromis vermivorus,506.0,,1262,,,,,,
1262,Melanochromis vermivorus,555.0,,1263,,,,,,
1263,Tramitichromis intermedius,506.0,,1264,,,,,,
1264,Tramitichromis intermedius,455.0,,1265,,,,,,
1265,Tramitichromis intermedius,532.0,,1266,,,,,,
1266,Tramitichromis intermedius,569.0,,1267,,,,,,
1267,Tramitichromis intermedius,534.0,,1268,,,,,,
1268,Poecilia reticulata cumana,359.0,,1269,,,,,,
1269,Poecilia reticulata cumana,406.0,,1270,,,,,,
1270,Poecilia reticulata cumana,465.0,,1271,,,,,,
1271,Poecilia reticulata cumana,525.0,,1272,,,,,,
1272,Poecilia reticulata cumana,541.0,,1273,,,,,,
1273,Poecilia reticulata cumana,560.0,,1274,,,,,,
1274,Poecilia reticulata cumana,503.0,,1275,,,,,,
1275,Poecilia reticulata trinidad,501.0,,1276,,,,,,
1276,Poecilia reticulata trinidad,408.0,,1277,,,,,,
1277,Poecilia reticulata trinidad,464.0,,1278,,,,,,
1278,Poecilia reticulata trinidad,533.0,,1279,,,,,,
1279,Poecilia reticulata trinidad,543.0,,1280,,,,,,
1280,Poecilia reticulata trinidad,572.0,,1281,,,,,,
1281,Neoniphon sammara,502.0,,1282,,,,,,
1282,Neoniphon argenteus,502.0,,1283,,,,,,
1283,Neoniphon aurolineatus,481.0,,1284,,,,,,
1284,Sargocentron punctatissimum,494.0,,1285,,,,,,
1285,Sargocentron microstoma,494.0,,1286,,,,,,
1286,Sargocentron diadema,491.0,,1287,,,,,,
1287,Sargocentron xantherythrum,486.0,,1288,,,,,,
1288,Sargocentron spiniferum,490.0,,1289,,,,,,
1289,Sargocentron tiere,490.0,,1290,,,,,,
1290,Myripristis violacea,499.0,,1291,,,,,,
1291,Myripristis berndti,493.0,,1292,,,,,,
1292,Photostomias guernei,483.0,,1293,,,,,,
1293,Chauliodus danae,484.0,,1294,,,,,,
1294,Chauliodus sloani,485.0,,1295,,,,,,
1295,Idiacanthus fasciola,485.0,,1296,,,,,,
1296,Stomias boa,489.0,,1297,,,,,,
1297,Ichthyocossus ovatus,489.0,,1298,,,,,,
1298,Vinciguerria nimbaria,477.0,,1299,,,,,,
1299,Argyropelecus aculeatus,477.0,,1300,,,,,,
1300,Argyropelecus gigas,477.0,,1301,,,,,,
1301,Gonostoma bathyphilium,481.0,,1302,,,,,,
1302,Gonostoma elongatum,483.0,,1303,,,,,,
1303,Diaphus rafinesquei,489.0,,1304,,,,,,
1304,Bolinichthys indicus,489.0,,1305,,,,,,
1305,Ceratoscopelus warmingii,488.0,,1306,,,,,,
1306,Lampanyctus alatus,485.0,,1307,,,,,,
1307,Benthosema suborbitale,487.0,,1308,,,,,,
1308,Phycis blennoides,494.0,,1309,,,,,,
1309,Coryphaenoides guntheri,479.0,,1310,,,,,,
1310,Bassozetus compresis,476.0,,1311,,,,,,
1311,Cataetyx laticeps,468.0,,1312,,,,,,
1312,Conocara salmonea,480.0,,1313,,,,,,
1313,Alepocephalus bairdii,476.0,,1314,,,,,,
1314,Anoplogaster cornuta,485.0,,1315,,,,,,
1315,Hoplostethus mediteranus,479.0,,1316,,,,,,
1316,Bathysaurus ferox,481.0,,1317,,,,,,
1317,Bathysaurus mollis,479.0,,1318,,,,,,
1318,Aristostomias tittmani,523.0,,1319,,,,,,
1319,Aristostomias tittmani,551.0,,1320,,,,,,
1320,Aristostomias tittmani,581.0,,1321,,,,,,
1321,Malacosteus niger,517.0,,1322,,,,,,
1322,Malacosteus niger,542.0,,1323,,,,,,
1323,Loligo forbesii,494.0,,1324,,,,,,
1324,Loligo pealii,493.0,,1325,,,,,,
1325,Loligo subulata,499.0,,1326,,,,,,
1326,Sepia officinalis,492.0,,1327,,,,,,
1327,Todarodes pacificus,480.0,,1328,,,,,,
1328,Enteroctopus dofleini,475.0,,1329,,,,,,
1329,Typhlops platycephalus,494.0,,1330,,,,,,
1330,Typhlops hypomethes,490.0,,1331,,,,,,
1331,Leptotyphlops sp.,500.0,,1332,,,,,,
1332,Anilius scytale,497.0,,1333,,,,,,
1333,Platichthys stellatus,517.0,,1334,,,,,,
1334,Platichthys stellatus,445.0,,1335,,,,,,
1335,Platichthys stellatus,459.0,,1336,,,,,,
1336,Platichthys stellatus,526.0,,1337,,,,,,
1337,Platichthys stellatus,536.0,,1338,,,,,,
1338,Platichthys stellatus,548.0,,1339,,,,,,
1339,Platichthys stellatus,557.0,,1340,,,,,,
1340,Platichthys stellatus,507.0,,1341,,,,,,
1341,Platichthys stellatus,437.0,,1342,,,,,,
1342,Platichthys stellatus,456.0,,1343,,,,,,
1343,Platichthys stellatus,527.0,,1344,,,,,,
1344,Platichthys stellatus,545.0,,1345,,,,,,
1345,Platichthys stellatus,557.0,,1346,,,,,,
1346,Platichthys stellatus,369.0,,1347,,,,,,
1347,Platichthys stellatus,415.0,,1348,,,,,,
1348,Carassius auratus,509.0,,1349,,,,,,
1349,Cavia porcellus,499.0,,1350,,,,,,
1350,Cavia porcellus,530.0,,1351,,,,,,
1351,Cavia porcellus,400.0,,1352,,,,,,
1352,Galleria mellonella,510.0,,1353,,,,,,
1353,Microcebus murinus,409.0,,1354,,,,,,
1354,Struthio camelus,504.0,,1355,,,,,,
1355,Rhea  americana,504.0,,1356,,,,,,
1356,Gallus  gallus domesticus,509.0,,1357,,,,,,
1357,Coturnix  japonica,505.0,,1358,,,,,,
1358,Meleagris  galoparvo,504.0,,1359,,,,,,
1359,Pavo  cristatus,504.0,,1360,,,,,,
1360,Anas  platyrhynchos,505.0,,1361,,,,,,
1361,Columba livia,506.0,,1362,,,,,,
1362,Taeniopygia guttata,507.0,,1363,,,,,,
1363,Leiothrix lutea,500.0,,1364,,,,,,
1364,Serinus canaria,506.0,,1365,,,,,,
1365,Sturnus vulgaris,503.0,,1366,,,,,,
1366,Turdus merula,504.0,,1367,,,,,,
1367,Parvus  caeruleus,503.0,,1368,,,,,,
1368,Melopsittacus undulatus,509.0,,1369,,,,,,
1369,Strix aluco,503.0,,1370,,,,,,
1370,Anas playrhnchos domesticus,504.0,,1371,,,,,,
1371,Buteo jamaicensis,501.0,,1372,,,,,,
1372,Larus atricilla,508.0,,1373,,,,,,
1373,Amandina fasciata,503.0,,1374,,,,,,
1374,Corvus  frugilegus,504.0,,1375,,,,,,
1375,Chloebia gouldiae,502.0,,1376,,,,,,
1376,Lonchura maga,503.0,,1377,,,,,,
1377,Neochmia modesta,503.0,,1378,,,,,,
1378,Passer domesticus,504.0,,1379,,,,,,
1379,Melopsittacus undatus,509.0,,1380,,,,,,
1380,Dromiceius novae-hollandiae,502.0,,1381,,,,,,
1381,Nothoprocta cinerascens cinerascens,504.0,,1382,,,,,,
1382,Nothoprocta perdicaria sanborni,501.0,,1383,,,,,,
1383,Phalaenoptilus nuttallii,506.0,,1384,,,,,,
1384,Streptopelia roseogrisea,502.0,,1385,,,,,,
1385,Zenaida macroura,502.0,,1386,,,,,,
1386,Callipepla californica,500.0,,1387,,,,,,
1387,Colinus virginianus,500.0,,1388,,,,,,
1388,Carpodacus mexicanus,502.0,,1389,,,,,,
1389,Estrilda troglodytes,502.0,,1390,,,,,,
1390,Lonchura malabarica,502.0,,1391,,,,,,
1391,Lonchura malacca,503.0,,1392,,,,,,
1392,Lonchura striata,502.0,,1393,,,,,,
1393,Molothrus ater,501.0,,1394,,,,,,
1394,Pipilo fuscus,500.0,,1395,,,,,,
1395,Plocepasser mahali,504.0,,1396,,,,,,
1396,Zonotrichia leucophrys,502.0,,1397,,,,,,
1397,Melopsittacus undalatus,505.0,,1398,,,,,,
1398,Bubo virginianus,502.0,,1399,,,,,,
1399,Otus asio,505.0,,1400,,,,,,
1400,Speotyto cunicularia,503.0,,1401,,,,,,
1401,Tyto alba,500.0,,1402,,,,,,
1402,Ostorhinchus Cookii,453.0,,1403,,,,,,
1403,Ostorhinchus Cookii,468.0,,1404,,,,,,
1404,Ostorhinchus Cookii,506.0,,1405,,,,,,
1405,Ostorhinchus Cookii,519.0,,1406,,,,,,
1406,Ostorhinchus Cookii,504.0,,1407,,,,,,
1407,Ostorhinchus Cyanosoma,452.0,,1408,,,,,,
1408,Ostorhinchus Cyanosoma,504.0,,1409,,,,,,
1409,Ostorhinchus Cyanosoma,519.0,,1410,,,,,,
1410,Ostorhinchus Cyanosoma,503.0,,1411,,,,,,
1411,Ostorhinchus Doederleini,467.0,,1412,,,,,,
1412,Ostorhinchus Doederleini,402.0,,1413,,,,,,
1413,Ostorhinchus Doederleini,516.0,,1414,,,,,,
1414,Ostorhinchus Doederleini,501.0,,1415,,,,,,
1415,Zoramia  Viridiventer,441.0,,1416,,,,,,
1416,Zoramia  Viridiventer,506.0,,1417,,,,,,
1417,Zoramia  Viridiventer,520.0,,1418,,,,,,
1418,Zoramia  Viridiventer,502.0,,1419,,,,,,
1419,Zoramia  Leptacanthus,442.0,,1420,,,,,,
1420,Zoramia  Leptacanthus,501.0,,1421,,,,,,
1421,Zoramia  Leptacanthus,512.0,,1422,,,,,,
1422,Zoramia  Leptacanthus,521.0,,1423,,,,,,
1423,Zoramia  Leptacanthus,504.0,,1424,,,,,,
1424,Rhabdamia  Gracilis,420.0,,1425,,,,,,
1425,Rhabdamia  Gracilis,485.0,,1426,,,,,,
1426,Rhabdamia  Gracilis,500.0,,1427,,,,,,
1427,Rhabdamia  Gracilis,520.0,,1428,,,,,,
1428,Rhabdamia  Gracilis,497.0,,1429,,,,,,
1429,Nectamia  Savayensis,466.0,,1430,,,,,,
1430,Nectamia  Savayensis,493.0,,1431,,,,,,
1431,Nectamia  Savayensis,507.0,,1432,,,,,,
1432,Nectamia  Savayensis,520.0,,1433,,,,,,
1433,Nectamia  Savayensis,505.0,,1434,,,,,,
1434,Microcebus murinus,558.0,,1435,,,,,,
1435,Mirza coquereli,409.0,,1436,,,,,,
1436,Mirza coquereli,558.0,,1437,,,,,,
1437,Cheirogaleus major,409.0,,1438,,,,,,
1438,Cheirogaleus major,543.0,,1439,,,,,,
1439,Cheirogaleus medius,543.0,,1440,,,,,,
1440,Avahi laniger,558.0,,1441,,,,,,
1441,Lepilemur ruficaudatus,416.0,,1442,,,,,,
1442,Lepilemur ruficaudatus,543.0,,1443,,,,,,
1443,Daubentonia madagascariensis ,406.0,,1444,,,,,,
1444,Daubentonia madagascariensis ,543.0,,1445,,,,,,
1445,Loris tardigradus,543.0,,1446,,,,,,
1446,Otolemur crassicaudatus,543.0,,1447,,,,,,
1447,Otolemur crassicaudatus,507.0,,1448,,,,,,
1448,Otolemur garnettii,545.0,,1449,,,,,,
1449,Galago senegalensis,545.0,,1450,,,,,,
1450,Tarsius syrichta,558.0,,1451,,,,,,
1451,Tarsius bancanus,543.0,,1452,,,,,,
1452,Aotus trivirgatus,543.0,,1453,,,,,,
1453,Aotus trivirgatus,500.0,,1454,,,,,,
1454,Procyon lotor,560.0,,1455,,,,,,
1455,Procyon lotor,503.0,,1456,,,,,,
1456,Potos flavus,548.0,,1457,,,,,,
1457,Mustela putorius furo,430.0,,1458,,,,,,
1458,Mustela putorius furo,558.0,,1459,,,,,,
1459,Mustela putorius furo,505.0,,1460,,,,,,
1460,Mus musculus,360.0,,1461,,,,,,
1461,Mus musculus,512.0,,1462,,,,,,
1462,Mus musculus,498.0,,1463,,,,,,
1463,Rattus rattus,360.0,,1464,,,,,,
1464,Rattus rattus,510.0,,1465,,,,,,
1465,Rattus rattus,498.0,,1466,,,,,,
1466,Glaucomys sabrinus,512.0,,1467,,,,,,
1467,Monodelphis domestica,362.0,,1468,,,,,,
1468,Monodelphis domestica,555.0,,1469,,,,,,
1469,Didelphis aurita,362.0,,1470,,,,,,
1470,Didelphis aurita,555.0,,1471,,,,,,
1471,Didelphis virginiana,493.0,,1472,,,,,,
1472,Setonix brachyurus,424.0,,1473,,,,,,
1473,Setonix brachyurus,502.0,,1474,,,,,,
1474,Setonix brachyurus,538.0,,1475,,,,,,
1475,Setonix brachyurus,505.0,,1476,,,,,,
1476,Thylamys elegans,365.0,,1477,,,,,,
1477,Thylamys elegans,565.0,,1478,,,,,,
1478,Thylamys elegans,505.0,,1479,,,,,,
1479,Glossophaga soricina,365.0,,1480,,,,,,
1480,Carollia perspicillata,365.0,,1481,,,,,,
1481,Carollia perspicillata,500.0,,1482,,,,,,
1482,Pteropus dasymallus,358.0,,1483,,,,,,
1483,Pteropus dasymallus,553.0,,1484,,,,,,
1484,Haplonycteris fischeri,358.0,,1485,,,,,,
1485,Haplonycteris fischeri,553.0,,1486,,,,,,
1486,Myotis velifer,358.0,,1487,,,,,,
1487,Myotis velifer,565.0,,1488,,,,,,
1488,Myotis velifer,501.0,,1489,,,,,,
1489,Strix aluco,463.0,,1490,,,,,,
1490,Strix aluco,503.0,,1491,,,,,,
1491,Bubo virginianus,555.0,,1492,,,,,,
1492,Caprimulgus europaeus,406.0,,1493,,,,,,
1493,Tarentola chazaliae,360.0,,1494,,,,,,
1494,Tarentola chazaliae,440.0,,1495,,,,,,
1495,Tarentola chazaliae,520.0,,1496,,,,,,
1496,Gekko gekko,364.0,,1497,,,,,,
1497,Gekko gekko,467.0,,1498,,,,,,
1498,Gekko gekko,521.0,,1499,,,,,,
1499,Hemidactylus turcicus,366.0,,1500,,,,,,
1500,Hemidactylus turcicus,467.0,,1501,,,,,,
1501,Hemidactylus turcicus,527.0,,1502,,,,,,
1502,Hemidactylus garnotii,363.0,,1503,,,,,,
1503,Hemidactylus garnotii,464.0,,1504,,,,,,
1504,Hemidactylus garnotii,521.0,,1505,,,,,,
1505,Teratoscincus scincus,365.0,,1506,,,,,,
1506,Teratoscincus scincus,452.0,,1507,,,,,,
1507,Teratoscincus scincus,533.0,,1508,,,,,,
1508,Mysis  sp.,,,1509,,,,,,
1509,Cottus gobio,465.0,,1510,,,,,,
1510,Cottus gobio,453.0,,1511,,,,,,
1511,Cottus gobio,452.0,,1512,,,,,,
1512,Cottus gobio,458.0,,1513,,,,,,
1513,Serinus canaria,615.0,,1514,,,,,,
1514,Serinus canaria,540.0,,1515,,,,,,
1515,Serinus canaria,450.0,,1516,,,,,,
1516,Serinus canaria,366.0,,1517,,,,,,
1517,Serinus canaria,506.0,,1518,,,,,,
1518,Pseudotropheus  acei,505.0,,1519,,,,,,
1519,Pseudotropheus  acei,378.0,,1520,,,,,,
1520,Pseudotropheus  acei,415.0,,1521,,,,,,
1521,Pseudotropheus  acei,451.0,,1522,,,,,,
1522,Pseudotropheus  acei,482.0,,1523,,,,,,
1523,Pseudotropheus  acei,506.0,,1524,,,,,,
1524,Pseudotropheus  acei,535.0,,1525,,,,,,
1525,Pseudotropheus  acei,476.0,,1526,,,,,,
1526,Pseudotropheus  acei,505.0,,1527,,,,,,
1527,Pseudotropheus  acei,534.0,,1528,,,,,,
1528,Pseudotropheus  acei,566.0,,1529,,,,,,
1529,Melanochromis  vermivorus,505.0,,1530,,,,,,
1530,Melanochromis  vermivorus,418.0,,1531,,,,,,
1531,Melanochromis  vermivorus,485.0,,1532,,,,,,
1532,Melanochromis  vermivorus,503.0,,1533,,,,,,
1533,Melanochromis  vermivorus,535.0,,1534,,,,,,
1534,Melanochromis  vermivorus,506.0,,1535,,,,,,
1535,Melanochromis  vermivorus,555.0,,1536,,,,,,
1536,Tramitichromis  intermedius,506.0,,1537,,,,,,
1537,Tramitichromis  intermedius,455.0,,1538,,,,,,
1538,Tramitichromis  intermedius,532.0,,1539,,,,,,
1539,Tramitichromis  intermedius,569.0,,1540,,,,,,
1540,Tramitichromis  intermedius,534.0,,1541,,,,,,
1541,Neogonodactylus oerstedii,334.0,,1542,,,,,,
1542,Neogonodactylus oerstedii,383.0,,1543,,,,,,
1543,Bombus  impatiens,539.0,,1544,,,,,,
1544,Bombus  impatiens,424.0,,1545,,,,,,
1545,Bombus  impatiens,347.0,,1546,,,,,,
1546,Drosophilia melanogaster,486.0,,1547,,,,,,
1547,Drosophilia melanogaster,418.0,,1548,,,,,,
1548,Drosophilia melanogaster,331.0,,1549,,,,,,
1549,Drosophilia melanogaster,355.0,,1550,,,,,,
1550,Drosophilia melanogaster,442.0,,1551,,,,,,
1551,Drosophilia melanogaster,515.0,,1552,,,,,,
1552,Lycaena rubidus,360.0,,1553,,,,,,
1553,Lycaena rubidus,437.0,,1554,,,,,,
1554,Lycaena rubidus,500.0,,1555,,,,,,
1555,Lycaena rubidus,568.0,,1556,,,,,,
1556,Squilla empusa,507.0,,1557,,,,,,
1557,Acyrthosiphon pisum,518.0,,1558,,,,,,
1558,Heliconius erato petiverana,389.0,,1559,,,,,,
1559,Heliconius erato petiverana,356.0,,1560,,,,,,
1560,Heliconius erato petiverana,470.0,,1561,,,,,,
