	Lambda_Max	Species	Opsin_Family	Accession
S342	500.00000	Eumaeus_atala	BRh2	MN831882.1
S343	569.00000	Eumaeus_atala	LWRh	MN831883.1
S344	352.00000	Eumaeus_atala	UVRh	MN831884.1
S345	578.00000	Arhopala_japonica	LWRh	MN831885.1
S346	450.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F
S347	440.00000	Eumaeus_atala	BRh1	MN831881.1_A118S
S348	528.00000	Eumaeus_atala	BRh1	MN831881.1_I122F
S349	530.00000	Eumaeus_atala	BRh1	MN831881.1_G177S
S350	516.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F
S351	527.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S
S352	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F
S353	528.00000	Eumaeus_atala	BRh1	MN831881.1_I207C_F208C
S354	475.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F
S355	508.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S_Y179F
S356	535.00000	Eumaeus_atala	BRh1	MN831881.1_I122F_I207C_F208C
S357	520.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F_I207C_F208C
S358	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F_I207C_F208C
S359	533.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_I207C_F208C
S360	528.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S361	571.00000	Poecilia_reticulata	LWS1	AB748985.1
S362	562.00000	Poecilia_reticulata	LWS1	AB748984
S363	516.00000	Poecilia_reticulata	LWS2	LC127183
S364	519.00000	Poecilia_reticulata	LWS3	LC127184
S365	516.00000	Poecilia_reticulata	RH2-1	LC127186
S366	476.00000	Poecilia_reticulata	RH2-2	LC127187
S367	438.00000	Poecilia_reticulata	SWS2-A	LC127188
S368	408.00000	Poecilia_reticulata	SWS2-B	LC127189
S369	353.00000	Poecilia_reticulata	SWS1	LC127190
S370	503.00000	Poecilia_reticulata	RH1	LC127191
S371	358.00000	Geotria_australis	SWS1	KT749677
S372	439.00000	Geotria_australis	SWS2	AY366492
S373	497.00000	Geotria_australis	RhA	AY366493
S374	492.00000	Geotria_australis	RhB	AY366494
S375	420.00000	Cavia_porcellus	SWS1	AY552608
S376	388.00000	Columba_livia	SWS1	AJ238856
S377	419.00000	Gallus_gallus	SWS1	NM_205438.1
S378	360.00000	Melopsittacus_undulatus	SWS1	NM_001311081
S379	360.00000	Anolis_carolinensis	SWS1	AH007736
S380	363.00000	Carassius_auratus	SWS1	D85863_F86S
S381	357.00000	Columba_livia	SWS1	AJ238856_S86F
S382	366.00000	Columba_livia	SWS1	AJ238856_V116L
S383	380.00000	Columba_livia	SWS1	AJ238856_V116M
S384	372.00000	Gallus_gallus	SWS1	NM_205438.1_S86F
S385	419.00000	Gallus_gallus	SWS1	NM_205438.1_V116L
S386	420.00000	Melopsittacus_undulatus	SWS1	NM_001311081_C90S
S387	361.00000	Melopsittacus_undulatus	SWS1	NM_001311081_A86S
S388	508.00000	Phreatichthys_andruzzii	Rh1	JQ413240
S389	505.00000	Phreatichthys_andruzzii	exoRh	GQ404491.1
S390	502.00000	Danio_rerio	Rh1	AF109368
S391	498.00000	Danio_rerio	exoRh	NM131212.2
S392	414.00000	Homo_sapiens	OPN1SW	DQ822478.1
S393	424.00000	Homo_sapiens	OPN1SW	DQ822478.1_S289A
S394	417.00000	Homo_sapiens	OPN1SW	DQ822478.1_S87G
S395	434.00000	Homo_sapiens	OPN1SW	DQ822478.1_Y262W
S396	383.00000	Platynereis_dumerilii	LWS	AY692353.1
S397	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94T
S398	492.00000	Platynereis_dumerilii	LWS	AY692353.1_K94A
S399	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94S
S400	502.00000	Platynereis_dumerilii	LWS	AY692353.1_K94V
S401	489.00000	Platynereis_dumerilii	LWS	AY692353.1_K94D
S402	461.00000	Platynereis_dumerilii	LWS	AY692353.1_K94E
S403	484.00000	Platynereis_dumerilii	LWS	AY692353.1_K94H
S404	377.00000	Platynereis_dumerilii	LWS	AY692353.1_K94R
S405	480.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3
S406	485.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D96N
S407	486.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D124N
S408	486.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D147N
S409	484.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_E194Q
S410	481.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D203N
S411	450.00000	Pieris_rapae	PrB	AB208675.1
S412	437.00000	Pieris_rapae	PrB	AB208675.1_S117A
S413	446.00000	Pieris_rapae	PrB	AB208675.1_F177Y
S414	425.00000	Pieris_rapae	PrB	AB208675.1_S117A_F177Y
S415	420.00000	Pieris_rapae	PrV	AB208674.1
S416	430.00000	Pieris_rapae	PrV	AB208674.1_A116S
S417	561.00000	Grus_americana	LWS	KM508487
S418	500.00000	Grus_americana	Rh1	KM508488
S419	499.00000	Grus_americana	Rh2	KM508489
S420	404.00000	Grus_americana	SWS1	KM508490
S421	450.00000	Grus_americana	SWS2	KM508491
S422	486.00000	Scopelarchus_analis	Rh1	EF517404.1
S423	479.00000	Scopelarchus_analis	Rh1	EF517405.1
S424	539.00000	Otolemur_crassicaudatus	LWS	AB112590.1
S425	502.00000	Otolemur_crassicaudatus	Rh1	AB112591.1
S426	525.00000	Argopecten_irradians	Rtc	KX550908.1
S427	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L
S428	509.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W
S429	510.00000	Argopecten_irradians	Rtc	KX550908.1_V216A
S430	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_V216A
S431	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W
S432	515.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W_V216A
S433	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W_V216A
S434	496.00000	Pecten_maximus	Rtc	XM_033877948.1
S435	508.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M
S436	505.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y
S437	498.00000	Pecten_maximus	Rtc	XM_033877948.1_A216V
S438	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_A216V
S439	500.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y
S440	494.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y_A216V
S441	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y_A216V
S442	420.00000	Carassius_auratus	SWS1	D85863.1_F86Y
S443	360.00000	Carassius_auratus	SWS1	D85863.1_F86L
S444	360.00000	Carassius_auratus	SWS1	D85863.1_F86M
S445	435.00000	Bos_taurus	SWS1	U92557.1
S446	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2
S447	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F
S448	429.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_K201R
S449	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_T273A
S450	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F_K201R_T273A
S451	435.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_Y179F
S452	439.00000	Danaus_plexippus	IV-Rh1	AY605544
S453	431.00000	Limenitis_a.archippus	IV-Rh1	EU358777
S454	452.00000	Oryzias_latipes	Rh2	AB223053
S455	516.00000	Oryzias_latipes	Rh2	AB223054
S456	492.00000	Oryzias_latipes	Rh2	AB223055
S457	448.00000	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S458	516.00000	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S459	494.00000	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S460	447.00000	Oryzias_luzonensis	Rh2	LC260048
S461	517.00000	Oryzias_luzonensis	Rh2	LC260049
S462	486.00000	Oryzias_luzonensis	Rh2	LC260050
S463	469.00000	Oryzias_celebensis	Rh2	LC260051
S464	516.00000	Oryzias_celebensis	Rh2	LC260052
S465	491.00000	Oryzias_celebensis	Rh2	LC260053
S466	460.00000	Oryzias_melastigma	Rh2	LC260054
S467	519.00000	Oryzias_melastigma	Rh2	LC260055
S468	491.00000	Oryzias_melastigma	Rh2	LC260056
S469	462.00000	Oryzias_minutillus	Rh2	LC260057
S470	517.00000	Oryzias_minutillus	Rh2	LC260058
S471	493.00000	Oryzias_minutillus	Rh2	LC260059
S472	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S473	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S474	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S475	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S476	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S477	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S478	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S479	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S480	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S481	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S482	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S483	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S484	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S485	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S486	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S487	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S488	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S489	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S490	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S491	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S492	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S493	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S494	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S495	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S496	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S497	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S498	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S499	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S500	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S501	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S502	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S503	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S504	448.00000	Lucania_goodei	SWS2	Q7T2U6
S505	397.00000	Lucania_goodei	SWS2	Q7T2U7
S506	416.00000	Danio_rerio	SWS2	Q9W6A8
S507	443.00000	Carassius_auratus	SWS2	L11864.1
S508	416.00000	Danio_rerio	SWS2	AB087809.1
S509	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S510	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S511	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S512	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S513	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S514	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S515	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S516	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S517	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S518	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S519	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S520	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S521	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S522	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S523	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S524	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S525	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S526	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S527	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S528	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S529	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S530	487.00000	Bos_taurus	Rh1	NM_001014890.2_G90S
S531	484.00000	Bos_taurus	Rh1	NM_001014890.2_T118A
S532	477.00000	Bos_taurus	Rh1	NM_001014890.2_E122D
S533	498.00000	Bos_taurus	Rh1	NM_001014890.2_A295S
S534	453.00000	Bos_taurus	Rh1	NM_001014890.2_T118A_E122D_A292S
S535	467.00000	Danio_rerio	Rh2	NM_131253.2
S536	476.00000	Danio_rerio	Rh2	NM_182891.2
S537	488.00000	Danio_rerio	Rh2	NM_182892.2
S538	505.00000	Danio_rerio	Rh2	NM_131254.1
S539	528.00000	Metriaclima_zebra	Rh2	DQ088651
S540	519.00000	Metriaclima_zebra	Rh2	DQ088650
S541	484.00000	Metriaclima_zebra	Rh2	DQ088652
S542	423.00000	Metriaclima_zebra	SWS2	DQ088649
S543	368.00000	Metriaclima_zebra	SWS1	DQ088648
S544	511.00000	Carassius_auratus	LWS	L11865.1
S545	505.00000	Carassius_auratus	LWS	L11866.1
S546	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S547	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S548	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S549	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S550	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S551	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S552	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S553	511.00000	Gallus_gallus	MWS	NM_205490.1
S554	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S555	508.00000	Archosaur_sp.	Rh1	AF310191.1
S556	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S557	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S558	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S559	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S560	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S561	488.00000	AncActino_sp.	Rh2	AncActino
S562	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S563	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S564	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S565	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S566	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S567	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S568	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S569	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S570	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S571	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S572	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S573	495.00000	Bos_taurus	Rh1	NM_001014890.2_D83N
S574	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S575	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S576	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S577	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S578	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S579	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S580	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S581	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S582	361.00000	swsanc1_sp.	UVS	swsanc1
S583	360.00000	swsanc2_sp.	UVS	swsanc2
S584	359.00000	swsanc3_sp.	UVS	swsanc3
S585	360.00000	swsanc4_sp.	UVS	swsanc4
S586	360.00000	swsanc5_sp.	UVS	swsanc5
S587	393.00000	swsanc6_sp.	SWS	swsanc6
S588	359.00000	swsanc7_sp.	UVS	swsanc7
S589	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S590	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S591	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S592	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S593	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S594	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S595	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S596	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S597	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S598	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S599	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S600	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S601	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S602	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S603	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S604	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S605	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S606	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S607	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S608	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S609	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S610	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S611	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S612	393.00000	swsanc5'_sp.	UVS	swsanc5'
S613	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S614	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S615	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S616	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S617	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S618	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S619	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S620	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S621	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S622	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S623	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S624	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S625	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S626	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S627	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S628	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S629	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S630	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S631	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S632	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S633	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S634	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S635	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S636	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S637	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S638	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S639	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S640	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S641	359.00000	swsanc3_sp.	UVS	swsanc3_T93P
S642	394.00000	swsanc3_sp.	UVS	swsanc3_F86M,T93P
S643	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S644	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S645	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S646	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S647	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S648	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S649	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S650	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S651	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S652	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S653	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S654	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S655	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S656	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S657	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S658	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S659	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S660	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S661	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S662	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S663	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S664	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S665	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S666	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S667	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S668	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S669	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S670	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S671	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S672	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S673	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S674	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S675	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S676	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S677	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S678	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S679	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S680	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S681	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S682	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S683	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S684	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S685	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S686	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S687	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S688	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S689	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S690	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S691	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S692	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S693	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S694	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S695	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S696	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S697	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S698	352.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S699	369.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S700	352.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S701	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S702	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S703	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S704	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S705	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S706	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S707	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S708	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S709	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S710	552.00000	Loxodonta_africana	LWS	AY686754.1
S711	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
