feature,rf,LassoLars,Lasso,xgb,Adaboost,mean
335,0.04151996369108512,0.0654526111060158,0.06662985270205524,2.964315535791684e-05,0.003518091856387197,0.035430032502180256
336,0.0,0.0,0.0,0.0,0.0,0.0
337,0.04264062184603229,0.0,0.030800917002508775,9.071191016118973e-05,0.001581422690863323,0.015022734689913117
338,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.027334536958019337,0.0,0.0,4.410271685628686e-06,0.0,0.005467789445940993
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.01654072627401873,0.12263122217010658,0.22363853476982964,1.0456513336976059e-05,0.0,0.07256418794545838
349,0.01271308826153185,0.10670965029949683,0.15874645300557075,5.398827124736272e-05,0.0,0.055644635967569356
350,0.079896703669449,0.0,0.0,0.0,0.003455079131742468,0.01667035656023829
351,0.044286769490114314,0.02373736611373061,0.012989128318269422,0.0004718352865893394,0.013091675392384918,0.018915354920217724
352,0.06480783563546433,0.0,0.0,0.0024003100115805864,0.0,0.013441629129408984
353,0.02112470922424789,0.0,0.0,0.0,0.008033197494020422,0.005831581343653662
354,0.0,0.0,0.0,0.0,0.0,0.0
