comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id,LambdaMax
648,Stegastes fasciolatus,,650.0,,,,,,,470.0
649,Stegastes fasciolatus,,651.0,,,,,,,528.0
650,Thunnus albacares,,652.0,,,,,,,483.0
653,Acanthopagrus butcheri,,655.0,,,,,,,509.0
654,Acanthopagrus butcheri,,656.0,,,,,,,476.0
655,Acanthopagrus butcheri,,657.0,,,,,,,545.0
656,Acanthopagrus butcheri,,658.0,,,,,,,575.0
658,Diplodus annularis,,660.0,,,,,,,458.0
659,Diplodus annularis,,661.0,,,,,,,537.0
660,Sphyraena barracuda,,662.0,,,,,,,498.0
661,Sphyraena barracuda,,663.0,,,,,,,455.0
662,Sphyraena barracuda,,664.0,,,,,,,531.0
663,Acantholumpenus mackayi,,665.0,,,,,,,502.0
664,Acantholumpenus mackayi,,666.0,,,,,,,450.0
665,Acantholumpenus mackayi,,667.0,,,,,,,519.0
666,Anoplarchus purpurescens,,668.0,,,,,,,502.0
667,Anoplarchus purpurescens,,669.0,,,,,,,444.0
668,Anoplarchus purpurescens,,670.0,,,,,,,523.0
669,Anoplarchus purpurescens,,671.0,,,,,,,562.0
670,Chirolophis japonicus,,672.0,,,,,,,502.0
671,Chirolophis japonicus,,673.0,,,,,,,455.0
672,Chirolophis japonicus,,674.0,,,,,,,520.0
673,Chirolophis japonicus,,675.0,,,,,,,550.0
674,Ernogrammus hexagrammus,,676.0,,,,,,,506.0
675,Ernogrammus hexagrammus,,677.0,,,,,,,445.0
676,Ernogrammus hexagrammus,,678.0,,,,,,,515.0
677,Ernogrammus hexagrammus,,679.0,,,,,,,548.0
678,Lumpenus sagitta,,680.0,,,,,,,496.0
679,Lumpenus sagitta,,681.0,,,,,,,434.0
680,Lumpenus sagitta,,682.0,,,,,,,520.0
681,Opisthocentrus ocellatus,,684.0,,,,,,,504.0
682,Opisthocentrus ocellatus,,685.0,,,,,,,442.0
683,Opisthocentrus ocellatus,,686.0,,,,,,,521.0
684,Opisthocentrus ocellatus,,687.0,,,,,,,557.0
685,Pholidapus dybowsky,,688.0,,,,,,,522.0
686,Pholidapus dybowsky,,689.0,,,,,,,465.0
687,Pholidapus dybowsky,,690.0,,,,,,,546.0
688,Pholidapus dybowsky,,691.0,,,,,,,555.0
689,Pholidapus dybowsky,,692.0,,,,,,,578.0
690,Pholidapus dybowsky,,693.0,,,,,,,605.0
691,Phytichthys chirus,,694.0,,,,,,,522.0
692,Phytichthys chirus,,695.0,,,,,,,445.0
693,Phytichthys chirus,,696.0,,,,,,,548.0
694,Phytichthys chirus,,697.0,,,,,,,609.0
695,Stichaeopsis nana,,698.0,,,,,,,522.0
696,Stichaeopsis nana,,699.0,,,,,,,525.0
697,Stichaeopsis nana,,700.0,,,,,,,540.0
698,Stichaeopsis nana,,701.0,,,,,,,600.0
699,Stichaeus grigorjewi,,702.0,,,,,,,502.0
700,Stichaeus grigorjewi,,703.0,,,,,,,450.0
701,Stichaeus grigorjewi,,704.0,,,,,,,517.0
702,Stichaeus nozawae,,705.0,,,,,,,502.0
703,Stichaeus nozawae,,706.0,,,,,,,450.0
704,Stichaeus nozawae,,707.0,,,,,,,518.0
705,Xiphister mucosus,,708.0,,,,,,,504.0
706,Xiphister mucosus,,709.0,,,,,,,443.0
707,Xiphister mucosus,,710.0,,,,,,,520.0
708,Xiphister mucosus,,711.0,,,,,,,559.0
709,Xiphister atropurpureus,,712.0,,,,,,,503.0
710,Xiphister atropurpureus,,713.0,,,,,,,449.0
711,Xiphister atropurpureus,,714.0,,,,,,,521.0
712,Xiphister atropurpureus,,715.0,,,,,,,562.0
713,Xiphister atropurpureus,,716.0,,,,,,,520.0
714,Xiphister atropurpureus,,717.0,,,,,,,559.0
715,Peprilus simillimus,,718.0,,,,,,,496.0
716,Peprilus simillimus,,719.0,,,,,,,437.0
717,Peprilus simillimus,,720.0,,,,,,,523.0
718,Peprilus simillimus,,721.0,,,,,,,524.0
719,Trichodon trichodon,,722.0,,,,,,,503.0
720,Trichodon trichodon,,723.0,,,,,,,364.0
721,Trichodon trichodon,,724.0,,,,,,,519.0
722,Trichodon trichodon,,725.0,,,,,,,561.0
723,Trichodon trichodon,,726.0,,,,,,,520.0
724,Zanclus cornutus,,727.0,,,,,,,492.0
725,Zanclus cornutus,,728.0,,,,,,,447.0
726,Zanclus cornutus,,729.0,,,,,,,517.0
727,Lycodes pacificus,,730.0,,,,,,,483.0
728,Lycodes pacificus,,731.0,,,,,,,433.0
729,Lycodes pacificus,,732.0,,,,,,,521.0
730,Lycodes pacificus,,733.0,,,,,,,512.0
731,Zoarces viviparus,,734.0,,,,,,,513.0
732,Zoarces viviparus,,735.0,,,,,,,437.0
733,Zoarces viviparus,,736.0,,,,,,,552.0
735,Geotria australis,,739.0,,,,,,,515.0
736,Geotria australis,,740.0,,,,,,,616.0
737,Citharichthys sordidus,,741.0,,,,,,,489.0
738,Citharichthys sordidus,,742.0,,,,,,,440.0
739,Citharichthys sordidus,,743.0,,,,,,,523.0
740,Hippoglossoides herzensteini,,744.0,,,,,,,500.0
741,Hippoglossoides herzensteini,,745.0,,,,,,,457.0
742,Hippoglossoides herzensteini,,746.0,,,,,,,521.0
744,Hippoglossoides elassodon,,748.0,,,,,,,412.0
745,Hippoglossoides elassodon,,749.0,,,,,,,511.0
747,Isopsetta isolepis,,751.0,,,,,,,444.0
748,Isopsetta isolepis,,752.0,,,,,,,527.0
750,Lepidopsetta bilineata,,754.0,,,,,,,444.0
751,Lepidopsetta bilineata,,755.0,,,,,,,526.0
753,Lepidopsetta polyxystra,,757.0,,,,,,,438.0
754,Lepidopsetta polyxystra,,758.0,,,,,,,525.0
758,Lyopsetta exilis,,762.0,,,,,,,482.0
759,Lyopsetta exilis,,763.0,,,,,,,424.0
760,Lyopsetta exilis,,764.0,,,,,,,509.0
762,Microstomus kitt,,766.0,,,,,,,465.0
763,Microstomus kitt,,767.0,,,,,,,525.0
765,Parophrys vetulus,,769.0,,,,,,,437.0
766,Parophrys vetulus,,770.0,,,,,,,525.0
768,Platichthys stellatus,,772.0,,,,,,,439.0
769,Platichthys stellatus,,773.0,,,,,,,532.0
770,Platichthys stellatus,,774.0,,,,,,,551.0
771,Platichthys stellatus,,775.0,,,,,,,531.0
774,Platichthys flesus,,778.0,,,,,,,533.0
777,Pleuronectes asper,,781.0,,,,,,,454.0
778,Pleuronectes asper,,782.0,,,,,,,523.0
780,Pleuronectes herzensteini,,784.0,,,,,,,450.0
781,Pleuronectes herzensteini,,785.0,,,,,,,523.0
782,Pleuronectes obscurus,,786.0,,,,,,,525.0
783,Pleuronectes obscurus,,787.0,,,,,,,465.0
784,Pleuronectes obscurus,,788.0,,,,,,,528.0
790,Pseudopleuronectes americanus,,795.0,,,,,,,531.0
792,Oncorhynchus keta,,797.0,,,,,,,524.0
794,Oncorhynchus keta,,799.0,,,,,,,528.0
795,Oncorhynchus keta,,800.0,,,,,,,599.0
796,Oncorhynchus kisutch,,801.0,,,,,,,531.0
797,Oncorhynchus kisutch,,802.0,,,,,,,446.0
803,Oncorhynchus tshawytscha,,808.0,,,,,,,582.0
804,Salmo trutta,,809.0,,,,,,,532.0
807,Salmo trutta,,812.0,,,,,,,600.0
808,Salmo irideus,,813.0,,,,,,,512.0
809,Salmo irideus,,814.0,,,,,,,453.0
810,Salmo irideus,,815.0,,,,,,,530.0
811,Salmo irideus,,816.0,,,,,,,498.0
812,Abyssocottus korotneffi,,818.0,,,,,,,481.0
813,Abyssocottus korotneffi,,819.0,,,,,,,494.0
814,Cottinella boulengeri,,820.0,,,,,,,482.0
815,Cottinella boulengeri,,821.0,,,,,,,496.0
816,Limnocottus eurystomus,,822.0,,,,,,,489.0
817,Limnocottus eurystomus,,823.0,,,,,,,427.0
818,Limnocottus eurystomus,,824.0,,,,,,,512.0
819,Limnocottus griseus,,825.0,,,,,,,485.0
820,Limnocottus griseus,,826.0,,,,,,,431.0
821,Limnocottus griseus,,827.0,,,,,,,503.0
822,Procottus jettelesii,,828.0,,,,,,,505.0
823,Procottus jettelesii,,829.0,,,,,,,448.0
824,Procottus jettelesii,,830.0,,,,,,,521.0
825,Agonopsis vulsa,,831.0,,,,,,,440.0
826,Agonopsis vulsa,,832.0,,,,,,,516.0
827,Agonopsis vulsa,,833.0,,,,,,,559.0
828,Agonopsis vulsa,,834.0,,,,,,,517.0
829,Bothragonus swani,,835.0,,,,,,,500.0
830,Bothragonus swani,,836.0,,,,,,,436.0
831,Bothragonus swani,,837.0,,,,,,,514.0
832,Bothragonus swani,,838.0,,,,,,,567.0
833,Podothecus acipenserinus,,840.0,,,,,,,500.0
834,Podothecus acipenserinus,,841.0,,,,,,,438.0
835,Podothecus acipenserinus,,842.0,,,,,,,520.0
836,Podothecus acipenserinus,,843.0,,,,,,,569.0
837,Podothecus acipenserinus,,844.0,,,,,,,519.0
838,Artedius fenestrates,,845.0,,,,,,,498.0
839,Artedius fenestrates,,846.0,,,,,,,449.0
840,Artedius fenestrates,,847.0,,,,,,,522.0
841,Artedius fenestrates,,848.0,,,,,,,561.0
842,Artedius harringtoni,,849.0,,,,,,,501.0
843,Artedius harringtoni,,850.0,,,,,,,455.0
844,Artedius harringtoni,,851.0,,,,,,,518.0
845,Artedius harringtoni,,852.0,,,,,,,558.0
846,Artedius meanyi,,853.0,,,,,,,496.0
847,Artedius meanyi,,854.0,,,,,,,451.0
848,Artedius meanyi,,855.0,,,,,,,518.0
849,Ascelichthys rhodorus,,857.0,,,,,,,501.0
850,Ascelichthys rhodorus,,858.0,,,,,,,444.0
851,Ascelichthys rhodorus,,859.0,,,,,,,520.0
852,Ascelichthys rhodorus,,860.0,,,,,,,564.0
853,Bero elegans,,861.0,,,,,,,507.0
854,Bero elegans,,862.0,,,,,,,452.0
855,Bero elegans,,863.0,,,,,,,527.0
856,Bero elegans,,864.0,,,,,,,562.0
857,Clinocottus globiceps,,865.0,,,,,,,523.0
858,Clinocottus globiceps,,866.0,,,,,,,443.0
859,Clinocottus globiceps,,867.0,,,,,,,549.0
860,Clinocottus globiceps,,868.0,,,,,,,617.0
861,Enophrys bison,,869.0,,,,,,,501.0
862,Enophrys bison,,870.0,,,,,,,437.0
863,Enophrys bison,,871.0,,,,,,,523.0
864,Enophrys bison,,872.0,,,,,,,565.0
865,Enophrys diceraus,,873.0,,,,,,,500.0
866,Enophrys diceraus,,874.0,,,,,,,428.0
867,Enophrys diceraus,,875.0,,,,,,,513.0
868,Enophrys diceraus,,876.0,,,,,,,555.0
869,Gymnocanthus pistilliger,,877.0,,,,,,,501.0
870,Gymnocanthus pistilliger,,878.0,,,,,,,446.0
871,Gymnocanthus pistilliger,,879.0,,,,,,,523.0
872,Gymnocanthus pistilliger,,880.0,,,,,,,549.0
873,Gymnocanthus intermedius,,881.0,,,,,,,504.0
874,Gymnocanthus intermedius,,882.0,,,,,,,448.0
875,Gymnocanthus intermedius,,883.0,,,,,,,516.0
876,Gymnocanthus intermedius,,884.0,,,,,,,530.0
877,Hemilepidotus hemilepidotus,,885.0,,,,,,,501.0
878,Hemilepidotus hemilepidotus,,886.0,,,,,,,481.0
879,Hemilepidotus hemilepidotus,,887.0,,,,,,,513.0
880,Hemilepidotus hemilepidotus,,888.0,,,,,,,567.0
881,Hemilepidotus hemilepidotus,,889.0,,,,,,,514.0
882,Icelinus borealis,,890.0,,,,,,,495.0
883,Icelinus borealis,,891.0,,,,,,,442.0
884,Icelinus borealis,,892.0,,,,,,,516.0
885,Jordania zonope,,893.0,,,,,,,500.0
886,Jordania zonope,,894.0,,,,,,,432.0
887,Jordania zonope,,895.0,,,,,,,521.0
888,Leptocottus armatus,,896.0,,,,,,,510.0
889,Leptocottus armatus,,897.0,,,,,,,432.0
890,Leptocottus armatus,,898.0,,,,,,,521.0
891,Megalocottus platycephalus,,899.0,,,,,,,514.0
892,Megalocottus platycephalus,,900.0,,,,,,,435.0
893,Megalocottus platycephalus,,901.0,,,,,,,510.0
894,Megalocottus platycephalus,,902.0,,,,,,,542.0
895,Microcottus sellaris,,903.0,,,,,,,505.0
896,Microcottus sellaris,,904.0,,,,,,,435.0
897,Microcottus sellaris,,905.0,,,,,,,510.0
898,Microcottus sellaris,,906.0,,,,,,,520.0
899,Microcottus sellaris,,907.0,,,,,,,542.0
900,Myoxocephalus scorpius,,908.0,,,,,,,506.0
902,Myoxocephalus scorpius,,910.0,,,,,,,520.0
903,Myoxocephalus scorpius,,911.0,,,,,,,553.0
904,Myoxocephalus potyacanthocephalus,,912.0,,,,,,,500.0
905,Myoxocephalus potyacanthocephalus,,913.0,,,,,,,443.0
906,Myoxocephalus potyacanthocephalus,,914.0,,,,,,,518.0
907,Myoxocephalus potyacanthocephalus,,915.0,,,,,,,521.0
908,Myoxocephalus potyacanthocephalus,,916.0,,,,,,,556.0
909,Myoxocephalus stelleri,,917.0,,,,,,,506.0
910,Myoxocephalus stelleri,,918.0,,,,,,,448.0
911,Myoxocephalus stelleri,,919.0,,,,,,,525.0
912,Myoxocephalus stelleri,,920.0,,,,,,,565.0
913,Myoxocephalus brandti,,921.0,,,,,,,506.0
914,Myoxocephalus brandti,,922.0,,,,,,,453.0
915,Myoxocephalus brandti,,923.0,,,,,,,523.0
916,Myoxocephalus brandti,,924.0,,,,,,,546.0
917,Myoxocephalus brandti,,925.0,,,,,,,565.0
918,Myoxocephalus jack,,926.0,,,,,,,507.0
919,Myoxocephalus jack,,927.0,,,,,,,455.0
920,Myoxocephalus jack,,928.0,,,,,,,520.0
921,Myoxocephalus jack,,929.0,,,,,,,526.0
922,Oligocottus maculosus,,930.0,,,,,,,520.0
923,Oligocottus maculosus,,931.0,,,,,,,447.0
924,Oligocottus maculosus,,932.0,,,,,,,559.0
925,Oligocottus maculosus,,933.0,,,,,,,620.0
926,Scorpaenichthys marmoratus,,934.0,,,,,,,500.0
927,Scorpaenichthys marmoratus,,935.0,,,,,,,443.0
928,Scorpaenichthys marmoratus,,936.0,,,,,,,523.0
929,Scorpaenichthys marmoratus,,937.0,,,,,,,565.0
930,Taurulus bubalis,,938.0,,,,,,,507.0
934,Triglops pingelii,,942.0,,,,,,,485.0
935,Triglops pingelii,,943.0,,,,,,,435.0
936,Triglops pingelii,,944.0,,,,,,,520.0
937,Triglopsis quadricornis,,945.0,,,,,,,512.0
938,Triglopsis quadricornis,,946.0,,,,,,,450.0
939,Triglopsis quadricornis,,947.0,,,,,,,523.0
940,Triglopsis quadricornis,,948.0,,,,,,,556.0
941,Batrachocottus baicalensis,,949.0,,,,,,,509.0
942,Batrachocottus baicalensis,,950.0,,,,,,,450.0
943,Batrachocottus baicalensis,,951.0,,,,,,,521.0
944,Batrachocottus multiradiatus,,952.0,,,,,,,489.0
945,Batrachocottus multiradiatus,,953.0,,,,,,,447.0
946,Batrachocottus multiradiatus,,954.0,,,,,,,517.0
947,Batrachocottus nikolskii,,955.0,,,,,,,488.0
948,Batrachocottus nikolskii,,956.0,,,,,,,428.0
949,Batrachocottus nikolskii,,957.0,,,,,,,511.0
950,Cottocomephorus inermis,,958.0,,,,,,,494.0
952,Cottocomephorus inermis,,960.0,,,,,,,520.0
953,Cottocomephorus grewingkii,,961.0,,,,,,,503.0
954,Cottocomephorus grewingkii,,962.0,,,,,,,449.0
955,Cottocomephorus grewingkii,,963.0,,,,,,,523.0
956,Leocottus kesslerii,,964.0,,,,,,,516.0
958,Leocottus kesslerii,,966.0,,,,,,,525.0
959,Leocottus kesslerii,,967.0,,,,,,,546.0
960,Paracottus knerii,,968.0,,,,,,,516.0
961,Paracottus knerii,,969.0,,,,,,,450.0
962,Paracottus knerii,,970.0,,,,,,,523.0
963,Paracottus knerii,,971.0,,,,,,,521.0
964,Eumicrotremus orbis,,972.0,,,,,,,494.0
965,Eumicrotremus orbis,,973.0,,,,,,,439.0
966,Eumicrotremus orbis,,974.0,,,,,,,521.0
967,Eumicrotremus orbis,,975.0,,,,,,,567.0
968,Eumicrotremus orbis,,976.0,,,,,,,520.0
969,Blepsias cirrhosus,,977.0,,,,,,,500.0
970,Blepsias cirrhosus,,978.0,,,,,,,457.0
971,Blepsias cirrhosus,,979.0,,,,,,,540.0
972,Blepsias cirrhosus,,980.0,,,,,,,600.0
973,Hemitripterus villosus,,981.0,,,,,,,503.0
974,Hemitripterus villosus,,982.0,,,,,,,454.0
975,Hemitripterus villosus,,983.0,,,,,,,518.0
976,Hemitripterus villosus,,984.0,,,,,,,560.0
977,Nautichthys oculofasciatus,,986.0,,,,,,,501.0
978,Nautichthys oculofasciatus,,987.0,,,,,,,452.0
979,Nautichthys oculofasciatus,,988.0,,,,,,,513.0
980,Hexagrammos decagrammus,,990.0,,,,,,,497.0
981,Hexagrammos decagrammus,,991.0,,,,,,,461.0
982,Hexagrammos decagrammus,,992.0,,,,,,,524.0
983,Hexagrammos decagrammus,,993.0,,,,,,,566.0
984,Hexagrammos decagrammus,,994.0,,,,,,,528.0
985,Hexagrammos octogrammus,,995.0,,,,,,,523.0
986,Hexagrammos octogrammus,,996.0,,,,,,,422.0
987,Hexagrammos octogrammus,,997.0,,,,,,,552.0
988,Hexagrammos octogrammus,,998.0,,,,,,,615.0
989,Hexagrammos stelleri,,999.0,,,,,,,502.0
990,Hexagrammos stelleri,,1000.0,,,,,,,480.0
991,Hexagrammos stelleri,,1001.0,,,,,,,525.0
992,Hexagrammos stelleri,,1002.0,,,,,,,530.0
993,Hexagrammos stelleri,,1003.0,,,,,,,554.0
994,Hexagrammos stelleri,,1004.0,,,,,,,552.0
995,Ophiodon elongatus,,1005.0,,,,,,,499.0
997,Ophiodon elongatus,,1007.0,,,,,,,523.0
999,Ophiodon elongatus,,1009.0,,,,,,,565.0
1001,Pleurogrammus azonus,,1011.0,,,,,,,504.0
1002,Pleurogrammus azonus,,1012.0,,,,,,,467.0
1003,Pleurogrammus azonus,,1013.0,,,,,,,513.0
1004,Liparis dennyi,,1014.0,,,,,,,494.0
1005,Liparis dennyi,,1015.0,,,,,,,522.0
1006,Liparis pulchellus,,1016.0,,,,,,,490.0
1007,Liparis pulchellus,,1017.0,,,,,,,524.0
1008,Liparis florae,,1018.0,,,,,,,495.0
1009,Liparis florae,,1019.0,,,,,,,440.0
1010,Liparis florae,,1020.0,,,,,,,527.0
1011,Liparis greeni,,1021.0,,,,,,,495.0
1012,Liparis greeni,,1022.0,,,,,,,435.0
1013,Liparis greeni,,1023.0,,,,,,,527.0
1014,Dasycottus setiger,,1024.0,,,,,,,485.0
1015,Dasycottus setiger,,1025.0,,,,,,,446.0
1016,Dasycottus setiger,,1026.0,,,,,,,517.0
1017,Gilbertidia sigalutes,,1027.0,,,,,,,496.0
1018,Gilbertidia sigalutes,,1028.0,,,,,,,454.0
1019,Gilbertidia sigalutes,,1029.0,,,,,,,519.0
1020,Gilbertidia sigalutes,,1030.0,,,,,,,520.0
1021,Psychrobites paradoxus,,1031.0,,,,,,,483.0
1022,Psychrobites paradoxus,,1032.0,,,,,,,441.0
1023,Psychrobites paradoxus,,1033.0,,,,,,,522.0
1024,Psychrobites paradoxus,,1034.0,,,,,,,564.0
1025,Psychrobites paradoxus,,1037.0,,,,,,,521.0
1026,Rhamphocottus richardsonii,,1038.0,,,,,,,493.0
1027,Rhamphocottus richardsonii,,1039.0,,,,,,,452.0
1028,Rhamphocottus richardsonii,,1040.0,,,,,,,522.0
1029,Rhamphocottus richardsonii,,1041.0,,,,,,,559.0
1030,Dendrochirus zebra,,1043.0,,,,,,,501.0
1031,Dendrochirus zebra,,1044.0,,,,,,,440.0
1032,Dendrochirus zebra,,1045.0,,,,,,,513.0
1033,Scorpaena porcus,,1046.0,,,,,,,506.0
1034,Scorpaena porcus,,1047.0,,,,,,,455.0
1035,Scorpaena porcus,,1048.0,,,,,,,530.0
1036,Sebastes auriculatus,,1049.0,,,,,,,498.0
1037,Sebastes auriculatus,,1050.0,,,,,,,445.0
1038,Sebastes auriculatus,,1051.0,,,,,,,521.0
1039,Sebastes caurinus,,1052.0,,,,,,,496.0
1040,Sebastes caurinus,,1053.0,,,,,,,447.0
1041,Sebastes caurinus,,1054.0,,,,,,,520.0
1042,Sebastes caurinus,,1055.0,,,,,,,534.0
1043,Sebastes caurinus,,1056.0,,,,,,,524.0
1044,Sebastes maliger,,1057.0,,,,,,,432.0
1045,Sebastes maliger,,1058.0,,,,,,,522.0
1046,Sebastes maliger,,1059.0,,,,,,,535.0
1047,Sebastes empaeus,,1060.0,,,,,,,493.0
1048,Sebastes empaeus,,1061.0,,,,,,,421.0
1049,Sebastes empaeus,,1062.0,,,,,,,443.0
1050,Sebastes empaeus,,1063.0,,,,,,,523.0
1051,Chelidonichthys lucernus,,1064.0,,,,,,,502.0
1052,Chelidonichthys lucernus,,1065.0,,,,,,,460.0
1053,Chelidonichthys lucernus,,1066.0,,,,,,,530.0
1054,Eutrigla gurnardus,,1067.0,,,,,,,502.0
1055,Eutrigla gurnardus,,1068.0,,,,,,,460.0
1056,Eutrigla gurnardus,,1069.0,,,,,,,520.0
1057,Ictalurus catus,,1070.0,,,,,,,541.0
1058,Ictalurus catus,,1071.0,,,,,,,447.0
1059,Ictalurus catus,,1072.0,,,,,,,509.0
1060,Ictalurus catus,,1073.0,,,,,,,516.0
1061,Ictalurus melas,,1074.0,,,,,,,541.0
1062,Ictalurus melas,,1075.0,,,,,,,536.0
1063,Ictalurus melas,,1076.0,,,,,,,505.0
1064,Ictalurus punctatus,,1077.0,,,,,,,542.0
1065,Ictalurus punctatus,,1078.0,,,,,,,536.0
1066,Ictalurus punctatus,,1079.0,,,,,,,607.0
1067,Hippocampus subelongatus,,1080.0,,,,,,,500.0
1068,Hippocampus subelongatus,,1081.0,,,,,,,467.0
1069,Hippocampus subelongatus,,1082.0,,,,,,,522.0
1070,Hippocampus subelongatus,,1083.0,,,,,,,537.0
1071,Hippocampus subelongatus,,1084.0,,,,,,,560.0
1072,Hippocampus barbouri,,1087.0,,,,,,,499.0
1073,Hippocampus barbouri,,1088.0,,,,,,,429.0
1076,Hippocampus barbouri,,1091.0,,,,,,,537.0
1078,Stigmatopora argus,,1093.0,,,,,,,502.0
1079,Stigmatopora argus,,1094.0,,,,,,,457.0
1080,Stigmatopora argus,,1095.0,,,,,,,519.0
1081,Stigmatopora argus,,1096.0,,,,,,,537.0
1082,Stigmatopora argus,,1097.0,,,,,,,579.0
1083,Sygnathus leptorhynchus,,1100.0,,,,,,,499.0
1084,Sygnathus leptorhynchus,,1101.0,,,,,,,404.0
1085,Sygnathus leptorhynchus,,1102.0,,,,,,,440.0
1086,Sygnathus leptorhynchus,,1103.0,,,,,,,524.0
1087,Sygnathus leptorhynchus,,1104.0,,,,,,,569.0
1088,Canthidermis maculatus,,1105.0,,,,,,,486.0
1089,Canthidermis maculatus,,1106.0,,,,,,,407.0
1090,Canthidermis maculatus,,1107.0,,,,,,,493.0
1091,Canthidermis maculatus,,1108.0,,,,,,,479.0
1092,Canthidermis maculatus,,1109.0,,,,,,,522.0
1093,Sufflamen bursa,,1110.0,,,,,,,487.0
1094,Sufflamen bursa,,1111.0,,,,,,,404.0
1095,Sufflamen bursa,,1112.0,,,,,,,503.0
1096,Pergavor spilosoma,,1113.0,,,,,,,494.0
1097,Pergavor spilosoma,,1114.0,,,,,,,398.0
1098,Pergavor spilosoma,,1115.0,,,,,,,492.0
1099,Pergavor spilosoma,,1116.0,,,,,,,510.0
1100,Pergavor aspricaudus,,1117.0,,,,,,,492.0
1101,Pergavor aspricaudus,,1118.0,,,,,,,404.0
1102,Pergavor aspricaudus,,1119.0,,,,,,,476.0
1103,Pergavor aspricaudus,,1120.0,,,,,,,516.0
1104,Ostracion meleagris,,1121.0,,,,,,,495.0
1105,Ostracion meleagris,,1122.0,,,,,,,416.0
1106,Ostracion meleagris,,1123.0,,,,,,,471.0
1107,Ostracion meleagris,,1124.0,,,,,,,479.0
1108,Ostracion meleagris,,1125.0,,,,,,,520.0
1109,Ostracion meleagris,,1126.0,,,,,,,497.0
1110,Arothron meleagris,,1127.0,,,,,,,493.0
1111,Arothron meleagris,,1128.0,,,,,,,439.0
1112,Arothron meleagris,,1129.0,,,,,,,507.0
1113,Arothron meleagris,,1130.0,,,,,,,525.0
1114,Cavia porcellus,,1131.0,,,,,,,500.0
1115,Cavia porcellus,,1132.0,,,,,,,530.0
1116,Cavia porcellus,,1133.0,,,,,,,400.0
1117,Serinus canaria,,1134.0,,,,,,,506.0
1120,Serinus canaria,,1137.0,,,,,,,442.0
1122,Dasyatis fluviorum,,1140.0,,,,,,,500.0
1123,Dasyatis fluviorum,,1141.0,,,,,,,475.0
1124,Dasyatis fluviorum,,1142.0,,,,,,,566.0
1125,Himantura fai,,1143.0,,,,,,,503.0
1126,Himantura fai,,1144.0,,,,,,,475.0
1127,Himantura fai,,1145.0,,,,,,,557.0
1128,Neotrygon kuhlii,,1146.0,,,,,,,497.0
1130,Neotrygon kuhlii,,1148.0,,,,,,,476.0
1132,Taeniura lymma,,1150.0,,,,,,,500.0
1133,Taeniura lymma,,1151.0,,,,,,,479.0
1134,Taeniura lymma,,1152.0,,,,,,,557.0
1135,Gymnura australis,,1153.0,,,,,,,500.0
1136,Gymnura australis,,1154.0,,,,,,,467.0
1137,Gymnura australis,,1155.0,,,,,,,556.0
1138,Aetobatus narinari,,1156.0,,,,,,,502.0
1139,Aetobatus narinari,,1157.0,,,,,,,450.0
1140,Aetobatus narinari,,1158.0,,,,,,,552.0
1141,Aptychotrema rostrata,,1159.0,,,,,,,498.0
1142,Aptychotrema rostrata,,1160.0,,,,,,,492.0
1143,Aptychotrema rostrata,,1161.0,,,,,,,459.0
1144,Aptychotrema rostrata,,1162.0,,,,,,,553.0
1146,Aptychotrema vincentiana,,1164.0,,,,,,,501.0
1150,Glaucostegus typus,,1169.0,,,,,,,477.0
1152,Trygonorrhina fasciata,,1171.0,,,,,,,499.0
1153,Trygonorrhina fasciata,,1172.0,,,,,,,470.0
1154,Trygonorrhina fasciata,,1173.0,,,,,,,568.0
1155,Rhinobatos lentiginosus,,1174.0,,,,,,,496.0
1156,Rhinobatos lentiginosus,,1175.0,,,,,,,499.0
1157,Rhinoptera bonasus,,1176.0,,,,,,,500.0
1158,Rhinoptera bonasus,,1177.0,,,,,,,470.0
1159,Rhinoptera bonasus,,1178.0,,,,,,,551.0
1160,Rhynchobatus australiae,,1179.0,,,,,,,500.0
1161,Rhynchobatus australiae,,1180.0,,,,,,,475.0
1162,Rhynchobatus australiae,,1181.0,,,,,,,555.0
1163,Trygonoptera testacea,,1182.0,,,,,,,498.0
1164,Trygonoptera testacea,,1183.0,,,,,,,481.0
1165,Trygonoptera testacea,,1184.0,,,,,,,557.0
1166,Urobatis jamaicensis,,1185.0,,,,,,,499.0
1167,Urobatis jamaicensis,,1186.0,,,,,,,475.0
1168,Urobatis jamaicensis,,1187.0,,,,,,,562.0
1169,Carcharhinus amboinensis,,1188.0,,,,,,,507.0
1170,Carcharhinus amboinensis,,1189.0,,,,,,,534.0
1172,Carcharhinus leucas,,1191.0,,,,,,,518.0
1173,Carcharhinus leucas,,1192.0,,,,,,,554.0
1174,Carcharhinus limbatus,,1193.0,,,,,,,506.0
1175,Carcharhinus limbatus,,1194.0,,,,,,,532.0
1177,Carcharhinus melanopterus,,1196.0,,,,,,,507.0
1180,Rhizoprionodon taylori,,1199.0,,,,,,,508.0
1181,Rhizoprionodon taylori,,1200.0,,,,,,,533.0
1184,Orectolobus maculatus,,1203.0,,,,,,,484.0
1185,Orectolobus maculatus,,1204.0,,,,,,,553.0
1186,Orectolobus ornatus,,1205.0,,,,,,,498.0
1187,Orectolobus ornatus,,1206.0,,,,,,,561.0
1188,Oncorhynchus mykiss,,1207.0,,,,,,,386.0
