feature,lgbm,rf,gbc,BayesianRidge,xgb,mean
284,0.0,0.08538500336246485,0.0006967414177222387,0.11877533272214062,0.0,0.04097141550046554
285,0.03787878787878788,0.040767174057527486,0.003543552331784022,0.1268989911419617,0.00020019098883494735,0.04185773927977921
286,0.030303030303030304,0.1137726839434215,0.42100543675478874,0.17433538908345644,0.0,0.1478833080169394
287,0.022727272727272728,0.2604270664168114,0.001982778269892121,0.26841706243395314,0.009451518766582012,0.11260113972290227
288,0.06060606060606061,0.04133205202488885,0.0015035705495611426,0.15698550321607121,0.0003785134758800268,0.052161139974492364
289,0.0,0.3427155062944249,0.001227004203370283,0.10964393152423679,0.022930240258574486,0.0953033364561213
290,0.10606060606060606,0.00580074020968598,0.02273545621909801,0.194980864353868,0.00021058105630800128,0.06595764957991321
291,0.09090909090909091,0.0029977974821017855,0.0006675529954309858,0.28449561861965,0.0002069311449304223,0.07585539823024082
292,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.07575757575757576,0.07434069742713414,0.0067778352996972265,0.1962863384442766,0.0,0.07063248938573674
295,0.0,0.0,0.0,0.09577216394495158,0.0,0.019154432788990317
296,0.030303030303030304,0.029548404241067323,0.0,0.34925400455960215,0.0,0.08182108782073996
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.24242424242424243,0.0012136547012720654,8.849618887119977e-05,0.10341427995028213,2.4328832296305336e-05,0.06943300041939282
299,0.15151515151515152,0.020761633886556424,0.020288726497360084,0.1763917698716987,3.0210890145099256e-06,0.07379206057195624
300,0.07070707070707072,0.23027050574180366,0.0003868216802468893,0.12285964812366362,6.708272849209607e-06,0.08484615090512682
301,0.10606060606060606,0.01565270644410238,0.0013210809190688563,0.17064772198586348,6.787523489037994e-06,0.058737780586625966
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0017581400957775916,6.450038219080786e-05,0.015539287519227472,2.2780057406635024e-05,0.0034769416109205016
305,0.07575757575757576,0.015202782883087546,0.006077764933604712,0.0034666897608640014,0.00016607310681138188,0.02013417728838868
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0202020202020202,0.007568133967890381,0.0009050136793449773,0.11757875347301167,0.0004700275603681803,0.029344789776527082
309,0.1111111111111111,0.008969984991868565,0.0012980322276030629,0.11393726195648281,0.000320272461976856,0.04712733254980848
310,0.0,0.020640566904211875,0.003496459215164234,0.13468242325014346,9.782039569472545e-07,0.0317640855146953
311,0.0,0.0,0.0,0.0,0.0,0.0
312,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0404040404040404,0.017184262008699793,0.00013390036455396346,0.17744206799505455,2.191035264331731e-06,0.04703329236152261
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.08078460526179239,0.00046068240907295684,0.15054786394280548,0.0,0.046358630322734164
319,0.1313131313131313,0.00807795227595245,0.0023094546103378795,0.08606496787094632,0.000243288857745938,0.04560175898562278
320,0.03787878787878788,0.2168481059088019,0.004506837102568315,0.16605300730830566,1.0277845241546402e-08,0.0850573496952618
321,0.045454545454545456,0.04032297214580638,0.00023779682440354743,0.05395990372989181,0.0,0.027995043630929438
322,0.0404040404040404,0.11355545395264993,0.0011284428891287373,0.19415508160288858,2.0879224393866025e-06,0.06984902135422941
323,0.0,0.012688964882765743,0.0044792614353123305,0.045240664693716855,0.0,0.012481778202358986
324,0.0,0.03250479908604778,0.00014088390836915324,0.242143152556752,0.0,0.05495776711023379
325,0.0,0.0002410398474002602,2.240842380098509e-05,0.051368049341804035,0.0,0.010326299522601057
326,0.050505050505050504,0.001213162854687173,0.004260312741828975,0.1825467535263223,6.75394621794112e-05,0.04771856381801367
327,0.030303030303030304,0.01309481740262666,0.08939903326121076,0.034406996215528764,0.0,0.033440775436479296
328,0.0101010101010101,0.01341422958604996,0.010635733173339452,0.12746666142923097,7.568854925921187e-06,0.032325040628911283
329,0.03787878787878788,0.1627658681412729,0.003275180011286435,0.11788810445793357,2.3329985765485617e-07,0.06436163475782768
330,0.030303030303030304,0.007557621630849767,0.004119312578323949,0.11006329027531556,6.5008339333871845e-06,0.03040995112429059
331,0.0,0.021623780189843903,0.00048453535276249236,0.1574167639358174,1.8728820577962324e-05,0.03590876165980035
332,0.17424242424242425,0.0062953233344598325,0.00567825843818707,0.1972676259943295,0.00020155077800154686,0.07673703655748045
333,0.10606060606060606,0.014603096159492429,0.004549108410444992,0.08175822720092153,2.8371321604936384e-05,0.041399881830613994
334,0.04242424242424242,0.003836831948426597,0.0007018236645376023,0.1112525652400346,2.2306136088445783e-05,0.031647553882665935
335,0.021645021645021644,0.0028894462849907154,0.011610518290179544,0.1179517411861902,0.0001231784699484706,0.030843981175266117
336,0.12121212121212122,0.001710697988366165,0.0028963441789360152,0.08755774648174076,0.0003784622240345925,0.04275107441703975
337,0.0404040404040404,0.005839886439883914,0.0004167420061797618,0.05910221330997877,0.0004291979130357504,0.021238416014623722
338,0.0,0.07927462841563931,0.0005934168869742003,0.12152687488157334,1.911145318445051e-06,0.04027936626590106
339,0.030303030303030304,0.0034516804987444593,6.455722001600898e-07,0.031665864659666684,0.0003102368791587651,0.013146291582560077
340,0.0202020202020202,0.17499758763408416,0.050201621345585326,0.19919168704320203,4.450348114914959e-06,0.08891947331460133
341,0.015151515151515152,0.017056857113559004,0.0012974392573185426,0.02914551576070397,9.276463242713362e-05,0.01254881838310476
342,0.0,0.00039397217379851847,9.567855724172581e-05,0.014609915171122917,1.058094494510442e-05,0.0030220293694216533
343,0.0,0.015300924128489516,0.00012201780630177674,0.08064844699247792,5.29047247255221e-06,0.019215335879948354
344,0.030303030303030304,0.002507275458191436,0.0009851085550061146,0.16508454308934484,4.8427806177642196e-05,0.039785677042350066
345,0.030303030303030304,0.0034885214051532764,0.001096785205966173,0.12945644376367907,4.9573445721762255e-05,0.03287887082471012
346,0.12121212121212122,0.008085924001074335,0.0009112575267900607,0.1431429541429307,0.0,0.05467045137658326
347,0.07575757575757576,0.002873349980365932,0.0007087151833119277,0.05649013331926601,9.25240328797372e-06,0.027167805328761525
348,0.06060606060606061,0.01733412508132432,0.0027394917070423072,0.08294524004982022,3.8325470086419955e-05,0.03273264858286677
349,0.050505050505050504,0.0011201907250697322,0.00025561304249221436,0.08148362863368076,6.254547770367935e-05,0.02668540567679938
350,0.030303030303030304,0.0011032301325803774,1.5108411353433938e-05,0.24887845242036408,0.0,0.05605996425346564
351,0.0808080808080808,0.002235864395799297,0.00030578242407315105,0.15883276676937827,0.0,0.04843649887946631
352,0.0,0.0,0.0,0.0,0.0,0.0
353,0.12121212121212122,0.001879061072932734,0.002073742929798781,0.2001232749199732,0.00036545353941619396,0.06513073073484843
354,0.21212121212121213,0.001857791796570296,0.0027469970065229295,0.3085607300895413,8.751035784371197e-05,0.10507484827433808
