	Lambda_Max	Species	Opsin_Family	Accession
S398	486.00000	Oryzias_luzonensis	Rh2	LC260050
S399	469.00000	Oryzias_celebensis	Rh2	LC260051
S400	516.00000	Oryzias_celebensis	Rh2	LC260052
S401	491.00000	Oryzias_celebensis	Rh2	LC260053
S402	460.00000	Oryzias_melastigma	Rh2	LC260054
S403	519.00000	Oryzias_melastigma	Rh2	LC260055
S404	491.00000	Oryzias_melastigma	Rh2	LC260056
S405	462.00000	Oryzias_minutillus	Rh2	LC260057
S406	517.00000	Oryzias_minutillus	Rh2	LC260058
S407	493.00000	Oryzias_minutillus	Rh2	LC260059
S408	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S409	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S410	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S411	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S412	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S413	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S414	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S415	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S416	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S417	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S418	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S419	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S420	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S421	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S422	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S423	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S424	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S425	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S426	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S427	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S428	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S429	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S430	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S431	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S432	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S433	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S434	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S435	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S436	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S437	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S438	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S439	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S440	448.00000	Lucania_goodei	SWS2	Q7T2U6
S441	397.00000	Lucania_goodei	SWS2	Q7T2U7
S442	416.00000	Danio_rerio	SWS2	Q9W6A8
S443	443.00000	Carassius_auratus	SWS2	L11864.1
S444	416.00000	Danio_rerio	SWS2	AB087809.1
S445	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S446	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S447	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S448	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S449	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S450	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S451	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S452	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S453	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S454	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S455	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S456	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S457	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S458	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S459	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S460	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S461	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S462	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S463	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S464	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S465	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S466	487.00000	Bos_taurus	Rh1	NM_001014890.2_G90S
S467	484.00000	Bos_taurus	Rh1	NM_001014890.2_T118A
S468	477.00000	Bos_taurus	Rh1	NM_001014890.2_E122D
S469	498.00000	Bos_taurus	Rh1	NM_001014890.2_A295S
S470	453.00000	Bos_taurus	Rh1	NM_001014890.2_T118A_E122D_A292S
S471	467.00000	Danio_rerio	Rh2	NM_131253.2
S472	476.00000	Danio_rerio	Rh2	NM_182891.2
S473	488.00000	Danio_rerio	Rh2	NM_182892.2
S474	505.00000	Danio_rerio	Rh2	NM_131254.1
S475	528.00000	Metriaclima_zebra	Rh2	DQ088651
S476	519.00000	Metriaclima_zebra	Rh2	DQ088650
S477	484.00000	Metriaclima_zebra	Rh2	DQ088652
S478	423.00000	Metriaclima_zebra	SWS2	DQ088649
S479	368.00000	Metriaclima_zebra	SWS1	DQ088648
S480	511.00000	Carassius_auratus	LWS	L11865.1
S481	505.00000	Carassius_auratus	LWS	L11866.1
S482	502.00000	Carassius_auratus	Rh2	L11863.1
S483	441.00000	Carassius_auratus	SWS2	L11864.1
S484	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S485	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S486	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S487	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S488	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S489	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S490	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S491	511.00000	Gallus_gallus	MWS	NM_205490.1
S492	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S493	508.00000	Archosaur_sp.	Rh1	AF310191.1
S494	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S495	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S496	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S497	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S498	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S499	488.00000	AncActino_sp.	Rh2	AncActino
S500	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S501	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S502	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S503	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S504	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S505	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S506	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S507	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S508	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S509	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S510	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S511	495.00000	Bos_taurus	Rh1	NM_001014890.2_D83N
S512	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S513	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S514	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S515	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S516	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S517	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S518	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S519	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S520	361.00000	swsanc1_sp.	UVS	swsanc1
S521	360.00000	swsanc2_sp.	UVS	swsanc2
S522	359.00000	swsanc3_sp.	UVS	swsanc3
S523	360.00000	swsanc4_sp.	UVS	swsanc4
S524	360.00000	swsanc5_sp.	UVS	swsanc5
S525	393.00000	swsanc6_sp.	SWS	swsanc6
S526	359.00000	swsanc7_sp.	UVS	swsanc7
S527	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S528	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S529	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S530	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S531	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S532	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S533	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S534	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S535	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S536	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S537	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S538	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S539	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S540	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S541	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S542	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S543	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S544	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S545	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S546	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S547	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S548	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S549	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S550	393.00000	swsanc5'_sp.	UVS	swsanc5'
S551	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S552	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S553	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S554	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S555	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S556	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S557	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S558	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S559	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S560	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S561	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S562	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S563	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S564	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S565	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S566	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S567	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S568	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S569	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S570	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S571	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S572	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S573	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S574	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S575	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S576	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S577	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S578	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S579	359.00000	swsanc3_sp.	UVS	swsanc_T93P
S580	394.00000	swsanc3_sp.	UVS	swsanc_F86M,T93P
S581	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S582	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S583	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S584	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S585	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S586	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S587	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S588	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S589	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S590	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S591	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S592	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S593	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S594	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S595	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S596	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S597	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S598	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S599	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S600	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S601	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S602	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S603	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S604	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S605	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S606	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S607	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S608	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S609	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S610	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S611	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S612	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S613	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S614	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S615	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S616	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S617	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S618	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S619	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S620	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S621	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S622	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S623	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S624	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S625	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S626	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S627	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S628	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S629	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S630	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S631	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S632	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S633	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S634	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S635	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S636	360.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S637	359.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S638	352.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S639	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S640	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S641	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S642	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S643	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S644	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S645	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S646	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S647	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S648	552.00000	Loxodonta_africana	LWS	AY686754.1
S649	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
S650	563.00000	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S651	563.00000	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S652	561.00000	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S653	558.00000	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S654	558.00000	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S655	536.00000	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S656	561.00000	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S657	564.00000	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S658	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S659	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S660	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S661	533.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S662	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S663	554.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S664	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S665	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S666	533.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S667	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
S668	501.70000	Bos_taurus	Rh1	NM_001014890.2_T160A
S669	499.00000	Bos_taurus	Rh1	NM_001014890.2_I259M
S670	359.00000	Phodopus_sungorus	SWS1	JQ036217
S671	376.00000	Phodopus_sungorus	SWS1	JQ036217_F86Y
S672	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90A
S673	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90C
S674	424.00000	Mus_musculus	UVS	AF190670.1_F86Y
S675	430.00000	Mus_musculus	UVS	AF190670.1_F86Y_T93I_A97T
S676	354.00000	Mus_musculus	UVS	AF190670.1_E113A
S677	351.00000	Mus_musculus	UVS	AF190670.1_E113Q
S678	367.00000	Bos_taurus	SWS1	U92557.1_Y86F
S679	361.00000	Bos_taurus	SWS1	U92557.1_Y86F_I93T_T97A
S680	431.00000	Bos_taurus	SWS1	U92557.1_S90C
S681	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM
S682	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_S90C
S683	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86S
S684	365.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F
S685	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F_S90C
S686	500.00000	Bos_taurus	Rh1	NM_001014890_H195T
S687	499.00000	Bos_taurus	Rh1	NM_001014890_H195S
S688	482.00000	Physeter_catodon	Rh1	XM_007126220
S689	482.00000	Physeter_catodon	Rh1	XM_007126220_T195H
S690	482.00000	Physeter_catodon	Rh1	XM_007126220_T195K
S691	431.00000	Ochotona_princeps	SWS1	XM_004592516
S692	443.00000	Ochotona_princeps	SWS1	XM_004592516_A86F
S693	433.00000	Ochotona_princeps	SWS1	XM_004592516_N93T
S694	363.00000	Ochotona_princeps	SWS1	XM_004592516_A86F_N93T
S695	370.00000	Mus_musculus	SWS1	NM_007538_F86A
S696	365.00000	Mus_musculus	SWS1	NM_007538_T93N
S697	430.00000	Mus_musculus	SWS1	NM_007538_F86A_T93N
S698	353.00000	Mus_musculus	SWS1	NM_007538_E114Q
S699	353.00000	Xenopus_laevis	SWS1	U23463_D114A
S700	415.00000	Xenopus_laevis	SWS1	U23463_D114E
S701	352.00000	Xenopus_laevis	SWS1	U23463_D114G
S702	365.00000	Xenopus_laevis	SWS1	U23463_D114N
S703	371.00000	Xenopus_laevis	SWS1	U23463_D114H
S704	429.00000	Xenopus_laevis	SWS1	U23463_G116A
S705	425.00000	Xenopus_laevis	SWS1	U23463_G116D
S706	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	LC543598
S707	482.00000	Laticauda_semifasciata	Rh1	LC543599
S708	494.00000	Emydocephalus_ijimae	Rh1	LC543603
S709	490.00000	Hydrophis_ornatus	Rh1	LC543606
S710	551.00000	Hydrophis_ornatus	LWS	LC543597
S711	539.00000	Aotus_azaraiboliviensis	LWS	AB081277.2
S712	532.00000	Saimiri_sciureus	LWS	AH006283
S713	532.00000	Saimiri_sciureus	LWS	AH006283_I232F
S714	533.00000	Saimiri_sciureus	LWS	AH006283_S236G
S715	533.00000	Saimiri_sciureus	LWS	AH006283_I232F_S236G
S716	545.00000	Saimiri_sciureus	LWS	AH006282
S717	545.00000	Saimiri_sciureus	LWS	AH006282_I232F
S718	546.00000	Saimiri_sciureus	LWS	AH006282_S236G
S719	546.00000	Saimiri_sciureus	LWS	AH006282_I232F_S236G
S720	558.00000	Saimiri_sciureus	LWS	AH006281
S721	559.00000	Saimiri_sciureus	LWS	AH006281_F232I
S722	556.00000	Saimiri_sciureus	LWS	AH006281_G236S
S723	559.00000	Saimiri_sciureus	LWS	AH006281_F232I_G236S
S724	555.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A
S725	536.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y
S726	550.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_Y277F
S727	543.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_T285A
S728	527.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_A308S
S729	533.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_H197Y
S730	545.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_ S180A_Y277F
S731	536.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_T285A
S732	525.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_ S180A_A308S
S733	522.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y_T285A
S734	516.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_H197Y_A308S
S735	534.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_Y277F_T285A
S736	512.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_H197Y_A308S
S737	532.00000	lwsancestor_pigmentd	LWS	lwsancestor_pigmentd_S180A_Y277F_T285A
S738	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F
S739	439.00000	Anolis_carolinensis	SWS2	AF133907_V49I
S740	438.00000	Anolis_carolinensis	SWS2	AF133907_G164A
S741	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A
S742	438.00000	Anolis_carolinensis	SWS2	AF133907_I46L_V49I_G164A
S743	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_G164A
S744	438.00000	Anolis_carolinensis	SWS2	AF133907_I46A_V49I_G164A
S745	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52A_G164A
S746	442.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269S
S747	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52F_G164A
S748	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269C
S749	444.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269T
S750	448.00000	Carassius_auratus	SWS2	L11864_A269S
S751	444.00000	Carassius_auratus	SWS2	L11864_A269C
S752	449.00000	Carassius_auratus	SWS2	L11864_A269T
S753	448.00000	Columba_livia	SWS2	AH007799.2_S269A
S754	450.00000	Columba_livia	SWS2	AH007799.2_S269C
S755	453.00000	Columba_livia	SWS2	AH007799.2_S269T
