feature,BayesianRidge,xgb,LassoLars,Lasso,lgbm,mean
330,0.15213337977260932,1.7587416323294747e-07,0.08571178088217621,0.0,0.020833333333333332,0.05173573397245642
331,0.1566745516815823,0.0,0.0,0.0025120337702128816,0.0,0.031837317090359044
332,0.13003332082696695,4.958994759363122e-05,0.09789337270719095,0.009225427895141483,0.041666666666666664,0.05577367560871194
333,0.2075836313750852,2.844257323886268e-06,0.0335855481496397,0.05105977817265129,0.375,0.13344636039094002
334,0.10105793424711965,3.0253273507696576e-05,0.0,0.0,0.0625,0.03271763750412547
335,0.07469357920247509,1.6420667634520214e-06,0.09515394725350912,0.08923090669326583,0.0,0.0518160150432027
336,0.30146070378714745,0.0,0.13586362432117657,0.031215179855711126,0.08333333333333333,0.1103745682594737
337,0.026101977543402596,2.5296831296373057e-08,0.0,0.0,0.0,0.005220400568046778
338,0.1676219601120812,1.5554185665678233e-05,0.06178726605622961,0.0,0.125,0.0708849560707953
339,0.10333505748170119,0.00014623916649725288,0.0,0.0,0.16666666666666666,0.054029592662973025
340,0.21686630280677963,1.0983539766584727e-07,0.0,0.007825962295196378,0.125,0.06993847498747474
341,0.2228226076661448,0.0,0.0,0.0,0.0625,0.05706452153322896
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.30569673279665643,0.0005833398317918181,0.0,0.0,0.375,0.13625601452568964
345,0.04535857822167536,2.943784602393862e-05,0.0,0.0,0.0,0.00907760321353986
346,0.18435327073725388,3.1543771910946816e-05,0.0,0.0,0.16666666666666666,0.07021029623516631
347,0.17512802858445506,2.134452614654947e-07,0.0,0.0,0.0,0.035025648405943306
348,0.040471944901814744,0.00011340056516928598,0.0,0.0,0.0,0.008117069093396805
349,0.20399659291230038,3.1382418796965794e-07,0.0,0.0,0.041666666666666664,0.049132714680631004
350,0.046860218511975534,5.838204288011184e-06,0.0,0.0,0.0,0.009373211343252709
351,0.22396448925529017,3.571293660797892e-08,0.0,0.0013794365947872834,0.0,0.045068792312602815
352,0.20643999684668507,2.1933621141556614e-08,0.0,0.0,0.03125,0.047538003756061244
353,0.153357553196085,0.0,0.0,0.0,0.0,0.030671510639216998
354,0.06566079456553098,4.8746455760806384e-09,0.05543800564299004,0.0,0.0,0.02421976101663332
355,0.1991479142791851,0.0,0.0,0.0,0.0,0.03982958285583702
