comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,LambdaMax
507,Neoniphon sammara,,71.0,,,,,,446.0
508,Notonecta insulata,,,70.0,,,,,375.0
509,Nematobrachion sexpinosum,,,,70.0,,,,478.0
510,Haplochromis nyererei,,,,,70.0,,,505.0
511,Gennadas valens,,,,,,70.0,,495.0
512,Neoniphon sammara,,72.0,,,,,,512.0
513,Notonecta insulata,,,71.0,,,,,475.0
514,Neogonodactylus oerstedii,,,,71.0,,,,208.0
515,Haplochromis piceatus,,,,,71.0,,,503.0
516,Funchalia villosa,,,,,,71.0,,489.0
517,Sargocentron xantherythrum,,73.0,,,,,,490.0
518,Notonecta insulata,,,72.0,,,,,520.0
519,Neominois ridingsii,,,,72.0,,,,531.0
520,Haplochromis pyrrhocephalus,,,,,72.0,,,519.0
521,Penaeus duororum,,,,,,72.0,,516.0
522,Sargocentron xantherythrum,,74.0,,,,,,447.0
523,Notonecta irrorata,,,73.0,,,,,375.0
524,Neomysis americana,,,,73.0,,,,520.0
525,Lethrinops parvidens,,,,,73.0,,,489.0
526,Penaeus penicillatus,,,,,,73.0,,480.0
527,Penaeus penicillatus,,,,,,73.0,,570.0
528,Sargocentron xantherythrum,,75.0,,,,,,516.0
529,Notonecta irrorata,,,74.0,,,,,475.0
530,Notostomus elegans,,,,74.0,,,,490.0
531,Melanochromis auratus,,,,,74.0,,,497.0
532,Sergestes arcticus,,,,,,74.0,,495.0
533,Sargocentron xantherythrum,,76.0,,,,,,509.0
534,Notonecta irrorata,,,75.0,,,,,520.0
535,Notostomus gibbosus,,,,75.0,,,,490.0
536,Melanochromis vermivorus,,,,,75.0,,,505.0
537,Sergestes arcticus,,,,,,75.0,,475.0
538,Neoceratodus forsteri,,77.0,,,,,,540.0
539,Notonecta undulata,,,76.0,,,,,375.0
540,Nymphalis antiopa,,,,76.0,,,,382.0
541,Metriaclima barlowi,,,,,76.0,,,491.0
542,Sergestes corniculum,,,,,,76.0,,500.0
543,Neoceratodus forsteri,,78.0,,,,,,479.0
544,Notonecta undulata,,,77.0,,,,,475.0
545,Odontodactylus brevirostris,,,,77.0,,,,402.0
546,Metriaclima livingstonii,,,,,77.0,,,495.0
547,Sergestes curvatus,,,,,,77.0,,493.0
548,Neoceratodus forsteri,,79.0,,,,,,558.0
549,Notonecta undulata,,,78.0,,,,,520.0
550,Odontodactylus scyllarus,,,,78.0,,,,400.0
551,Metriaclima melabranchion,,,,,78.0,,,491.0
552,Sergestes similis,,,,,,78.0,,495.0
553,Neoceratodus forsteri,,80.0,,,,,,623.0
554,Andrena florea,,,79.0,,,,,340.0
555,Oeneis chryxus,,,,79.0,,,,531.0
556,Mylochromis lateristriga,,,,,79.0,,,496.0
557,Andrena florea,,,80.0,,,,,412.0
558,Oplophorus sp.,,,,80.0,,,,405.0
559,Protomelas taeniolatus,,,,,80.0,,,496.0
560,Sergestes tenuiremis,,,,,,80.0,,495.0
561,Astyanax fasciatus,,82.0,,,,,,449.0
562,Andrena florea,,,81.0,,,,,536.0
563,Orconectes virilis,,,,81.0,,,,510.0
564,Pseudotropheus acei,,,,,81.0,,,505.0
565,Sergia grandis,,,,,,81.0,,500.0
566,Astyanax fasciatus,,83.0,,,,,,547.0
567,Anthophora acervorum,,,82.0,,,,,348.0
568,Pagurus annulipes,,,,82.0,,,,249.5
569,Pseudotropheus tropheops,,,,,82.0,,,510.0
570,Sergia maximus,,,,,,82.0,,495.0
571,Astyanax fasciatus,,84.0,,,,,,572.0
572,Anthophora acervorum,,,83.0,,,,,428.0
573,Pagurus longicarpus,,,,83.0,,,,261.0
574,Pundamilia luanso,,,,,83.0,,,505.0
575,Sergia phorcus,,,,,,83.0,,495.0
576,Anthophora acervorum,,,84.0,,,,,528.0
577,Pandalus borealis,,,,84.0,,,,475.0
578,Pundamilia pundamilia,,,,,84.0,,,506.0
579,Sergia robustus,,,,,,84.0,,496.0
580,Callonychium petuniae,,,85.0,,,,,360.0
581,Panopeus herbstii,,,,85.0,,,,493.0
582,Tramitichromis intermedius,,,,,85.0,,,505.0
583,Sergia splendens,,,,,,85.0,,497.0
584,Alosa kessleri,,87.0,,,,,,510.0
585,Callonychium petuniae,,,86.0,,,,,404.0
586,Panopeus obesus,,,,86.0,,,,249.0
587,Tyrannochromis macrostoma,,,,,86.0,,,494.0
588,Rimicaris exoculata,,,,,,86.0,,500.0
589,Alosa kessleri,,88.0,,,,,,509.0
590,Callonychium petuniae,,,87.0,,,,,536.0
591,Papilio xuthus,,,,87.0,,,,360.0
592,Chimaera monstrosa,,,,,87.0,,,485.0
593,Alosa kessleri,,89.0,,,,,,557.0
594,Callonychium petuniae,,,88.0,,,,,600.0
595,Pasiphaea multidentata,,,,88.0,,,,497.0
596,Hydrolagus mirabilis,,,,,88.0,,,475.0
597,Crangon allmani,,,,,,88.0,,415.0
598,Crangon allmani,,,,,,88.0,,525.0
599,Oxea flavescens,,,89.0,,,,,370.0
600,Photinus versicolor,,,,89.0,,,,380.0
601,Hariotta raleighana,,,,,89.0,,,481.0
602,Palaemonetes paladosus,,,,,,89.0,,539.0
603,Oxea flavescens,,,90.0,,,,,435.0
604,Phronima sedenteria,,,,90.0,,,,470.0
605,Clupea harengus,,,,,90.0,,,503.0
606,Palaemonetes vulgaris,,,,,,90.0,,390.0
607,Palaemonetes vulgaris,,,,,,90.0,,540.0
608,Oxea flavescens,,,91.0,,,,,536.0
609,Pieris brassicae,,,,91.0,,,,360.0
610,Clupea pallasii,,,,,91.0,,,501.0
611,Palaemonetes vulgaris,,,,,,91.0,,496.0
612,Palaemonetes vulgaris,,,,,,91.0,,555.0
613,Apis mellifera,,,92.0,,,,,344.0
614,Pieris rapae,,,,92.0,,,,340.0
615,Sardinops sagax,,,,,92.0,,,502.0
616,Pandalus montagui,,,,,,92.0,,515.0
617,Clupea pallasii,,94.0,,,,,,514.0
618,Apis mellifera,,,93.0,,,,,436.0
619,Pilumnus sayi,,,,93.0,,,,245.0
620,Abramis brama,,,,,93.0,,,537.0
621,Plesionika martia,,,,,,93.0,,499.0
622,Clupea pallasii,,95.0,,,,,,515.0
623,Apis mellifera,,,94.0,,,,,544.0
624,Platyberyx opalescens,,,,94.0,,,,474.0
625,Engraulis japonicus,,,,,94.0,,,502.0
626,Stylopandalus richardi,,,,,,94.0,,491.0
627,Clupea pallasii,,96.0,,,,,,534.0
628,Bombus distinguendis,,,95.0,,,,,350.0
629,Pleuroncodes planipes,,,,95.0,,,,503.0
630,Engraulis mordax,,,,,95.0,,,498.0
631,Parapasiphaea sulcatifrons,,,,,,95.0,,501.0
632,Clupea pallasii,,97.0,,,,,,529.0
633,Bombus distinguendis,,,96.0,,,,,440.0
634,Procambarus clarkii,,,,96.0,,,,556.0
635,Anableps anableps,,,,,96.0,,,506.0
636,Pasiphaea chacei,,,,,,96.0,,509.0
637,Sardinops melanostictus,,98.0,,,,,,502.0
638,Bombus distinguendis,,,97.0,,,,,540.0
639,Procambarus milleri,,,,97.0,,,,522.0
640,Alburnus alburnus,,,,,97.0,,,515.0
641,Pasiphaea emarginata,,,,,,97.0,,497.0
642,Sardinops melanostictus,,99.0,,,,,,393.0
643,Bombus fervidus,,,98.0,,,,,350.0
644,Pseudosquilla ciliata,,,,98.0,,,,210.0
645,Ballerus ballerus,,,,,98.0,,,518.0
646,Pasiphaea multidentata,,,,,,98.0,,497.0
647,Sardinops melanostictus,,100.0,,,,,,493.0
648,Bombus fervidus,,,99.0,,,,,450.0
649,Pullosquilla litoralis,,,,99.0,,,,446.0
650,Blicca bjoerkna,,,,,99.0,,,539.0
651,Pasiphaea suspirosum,,,,,,99.0,,501.0
652,Sardinops melanostictus,,101.0,,,,,,522.0
653,Bombus hortorum,,,100.0,,,,,353.0
654,Pullosquilla thomassini,,,,100.0,,,,447.0
655,Carassius auratus,,,,,100.0,,,522.0
656,Acanthephyra curtirostris,,,,,,100.0,,510.0
657,Sardinops melanostictus,,102.0,,,,,,542.0
658,Bombus hortorum,,,101.0,,,,,436.0
659,Rhithropanopeus harrisii,,,,101.0,,,,248.5
660,Carassius carassius,,,,,101.0,,,526.0
661,Acanthephyra curtirostris,,,,,,101.0,,485.0
662,Bombus hortorum,,,102.0,,,,,544.0
663,Rynchophorus ferrugineus,,,,102.0,,,,366.0
664,Cyprinus carpio,,,,,102.0,,,525.0
665,Engraulis mordax,,104.0,,,,,,530.0
666,Bombus hypnorum,,,103.0,,,,,524.0
667,Schistocerca gregaria,,,,103.0,,,,441.0
668,Danio malabaricus,,,,,103.0,,,505.0
669,Acanthephyra microphthalma,,,,,,103.0,,482.0
670,Engraulis mordax,,105.0,,,,,,532.0
671,Bombus impatiens,,,104.0,,,,,352.0
672,Sergestes arcticus,,,,104.0,,,,495.0
673,Puntigrus tetrazona,,,,,104.0,,,504.0
674,Acanthephyra purpurea,,,,,,104.0,,492.0
675,Engraulis encrasicolus,,106.0,,,,,,500.0
676,Bombus impatiens,,,105.0,,,,,450.0
677,Sergestes corniculum,,,,105.0,,,,500.0
678,Scardinius erythrophthalmus,,,,,105.0,,,537.0
679,Acanthephyra smithi,,,,,,105.0,,510.0
680,Engraulis encrasicolus,,107.0,,,,,,492.0
681,Bombus jonellus,,,106.0,,,,,336.0
682,Sergia grandis,,,,106.0,,,,500.0
683,Scardinius erythrophthalmus,,,,,106.0,,,515.0
684,Acanthephyra smithi,,,,,,106.0,,491.0
685,Bombus jonellus,,,107.0,,,,,432.0
686,Sesarma cinereum,,,,107.0,,,,246.0
687,Tinca tinca,,,,,107.0,,,533.0
688,Acanthephyra stylorostratis,,,,,,107.0,,489.0
689,Engraulis encrasicolus,,109.0,,,,,,474.0
690,Bombus jonellus,,,108.0,,,,,544.0
691,Sesarma reticulatum,,,,108.0,,,,248.0
692,Tribolodon hakonensis,,,,,108.0,,,522.0
693,Hymenodora frontalis,,,,,,108.0,,495.0
694,Bombus lapidarius,,,109.0,,,,,332.0
695,Siproeta stelenes,,,,109.0,,,,522.0
696,Cyprinodon variegatus,,,,,109.0,,,506.0
697,Hymenodora glacialis,,,,,,109.0,,500.0
698,Bombus lapidarius,,,110.0,,,,,432.0
699,Speyeria leto,,,,110.0,,,,551.0
700,Jordanella floridae,,,,,110.0,,,511.0
701,Janicella spinacauda,,,,,,110.0,,400.0
702,Janicella spinacauda,,,,,,110.0,,500.0
703,Engraulis japonicus,,112.0,,,,,,492.0
704,Bombus lapidarius,,,111.0,,,,,544.0
705,Stylocheiron maximum,,,,111.0,,,,479.0
706,Elops  saurus,,,,,111.0,,,518.0
707,Meningodora miccyla,,,,,,111.0,,486.0
708,Bombus monticola,,,112.0,,,,,336.0
709,Sympetrum sp.,,,,112.0,,,,420.0
710,Fundulus heteroclitus,,,,,112.0,,,503.0
711,Meningodora vesca,,,,,,112.0,,487.0
712,Engraulis japonicus,,114.0,,,,,,478.0
713,Bombus monticola,,,113.0,,,,,440.0
714,Systellaspis debilis,,,,113.0,,,,400.0
715,Micropoecilia parae,,,,,113.0,,,503.0
716,Notostomus elegans,,,,,,113.0,,490.0
717,Bombus monticola,,,114.0,,,,,544.0
718,Thysanopoda orientalis,,,,114.0,,,,478.0
719,Poecilia formosa,,,,,114.0,,,504.0
720,Notostomus gibbosus,,,,,,114.0,,480.0
721,Abramis ballerus,,116.0,,,,,,518.0
722,Bombus morio,,,115.0,,,,,352.0
723,Uca pugilator,,,,115.0,,,,508.0
724,Poecilia latipinna,,,,,115.0,,,503.0
725,Oplophorus gracilirostris,,,,,,115.0,,400.0
726,Oplophorus gracilirostris,,,,,,115.0,,500.0
727,Abramis ballerus,,117.0,,,,,,451.0
728,Bombus morio,,,116.0,,,,,428.0
729,Uca pugnax,,,,116.0,,,,508.0
730,Poecilia mexicana,,,,,116.0,,,504.0
731,Oplophorus spinosus,,,,,,116.0,,400.0
732,Oplophorus spinosus,,,,,,116.0,,500.0
733,Abramis ballerus,,118.0,,,,,,537.0
734,Bombus morio,,,117.0,,,,,548.0
735,Xenos peckii,,,,117.0,,,,177.0
736,Poecilia reticulata,,,,,117.0,,,503.0
737,Oplophorus spinosus,,,,,,117.0,,492.0
738,Abramis ballerus,,119.0,,,,,,620.0
739,Bombus terrestris,,,118.0,,,,,328.0
740,Abramis brama,,,,118.0,,,,269.5
741,Esox lucius,,,,,118.0,,,521.0
742,Systellaspis braueri,,,,,,118.0,,411.0
743,Systellaspis braueri,,,,,,118.0,,500.0
744,Bombus terrestris,,,119.0,,,,,428.0
745,Abudefduf abdominalis,,,,119.0,,,,347.0
746,Megalops atlanticus,,,,,119.0,,,500.0
747,Systellaspis cristata,,,,,,119.0,,414.0
748,Systellaspis cristata,,,,,,119.0,,498.0
749,Bombus terrestris,,,120.0,,,,,536.0
750,Abyssocottus korotneffi,,,,120.0,,,,242.0
751,Aulorhynchus flavidus,,,,,120.0,,,499.0
752,Systellaspis debilis,,,,,,120.0,,400.0
753,Systellaspis debilis,,,,,,120.0,,498.0
754,Colletes fulgidus,,,121.0,,,,,340.0
755,Acanthephyra curtirostris,,,,121.0,,,,510.0
756,Gaidropsarus mediterraneus,,,,,121.0,,,512.0
757,Systellaspis debilis,,,,,,121.0,,400.0
758,Systellaspis debilis,,,,,,121.0,,500.0
759,Abramis brama,,123.0,,,,,,451.0
760,Colletes fulgidus,,,122.0,,,,,532.0
761,Acanthephyra smithi,,,,122.0,,,,510.0
762,Microgadus proximus,,,,,122.0,,,497.0
763,Systellaspis debilis,,,,,,122.0,,493.0
764,Lestrimelitta limao,,,123.0,,,,,536.0
765,Acanthropagrus berda,,,,123.0,,,,472.0
766,Pollachius pollachius,,,,,123.0,,,498.0
767,Systellaspis debilis,,,,,,123.0,,417.0
768,Systellaspis debilis,,,,,,123.0,,497.0
769,Abramis brama,,125.0,,,,,,620.0
770,Melecta punctata,,,124.0,,,,,336.0
771,Acanthropagrus major,,,,124.0,,,,460.0
772,Theragra chalcogramma,,,,,124.0,,,500.0
773,Jasus edwardsii,,,,,,124.0,,472.0
774,Jasus edwardsii,,,,,,124.0,,536.0
775,Melecta punctata,,,125.0,,,,,428.0
776,Acanthropagrus schlegelii,,,,125.0,,,,471.0
777,Caelorhinchus labiatus,,,,,125.0,,,479.0
778,Panulirus argus,,,,,,125.0,,379.0
779,Panulirus argus,,,,,,125.0,,510.0
780,Melecta punctata,,,126.0,,,,,540.0
781,Acanthurus achilles,,,,126.0,,,,496.0
782,Coryphaenoides armatus,,,,,126.0,,,483.0
783,Clibanarius vittatus,,,,,,126.0,,510.0
784,Alburnus alburnus,,128.0,,,,,,517.0
785,Melipona marginata,,,127.0,,,,,340.0
786,Acanthurus nigroris,,,,127.0,,,,439.0
787,Coryphaenoides carapinus,,,,,127.0,,,484.0
788,Dardanus fucosus,,,,,,127.0,,511.0
789,Alburnus alburnus,,129.0,,,,,,440.0
790,Melipona marginata,,,128.0,,,,,450.0
791,Acanthurus triostegus,,,,128.0,,,,458.0
792,Coryphaenoides carapinus,,,,,128.0,,,482.0
793,Petrolisthes diogenes,,,,,,128.0,,508.0
794,Alburnus alburnus,,130.0,,,,,,523.0
795,Melipona marginata,,,129.0,,,,,540.0
796,Acerina cernua,,,,129.0,,,,269.5
797,Coryphaenoides leptolepis,,,,,129.0,,,482.0
798,Coenobita clypeatus,,,,,,129.0,,508.0
799,Alburnus alburnus,,131.0,,,,,,571.0
800,Melipona quadrifasciata,,,130.0,,,,,356.0
801,Acipenser fulvescens,,,,130.0,,,,448.0
802,Coryphaenoides profundicolus,,,,,130.0,,,483.0
803,Coenobita rugosa,,,,,,130.0,,491.0
804,Melipona quadrifasciata,,,131.0,,,,,428.0
805,Ailuroedus crassirostris,,,,131.0,,,,255.0
806,Coryphaenoides profundicolus,,,,,131.0,,,482.0
807,Pagurus annulipes,,,,,,131.0,,493.0
808,Blicca bjoerkna,,133.0,,,,,,444.0
809,Melipona quadrifasciata,,,132.0,,,,,520.0
810,Alburnus alburnus,,,,132.0,,,,260.0
811,Echinomacrurus mollis,,,,,132.0,,,478.0
812,Pagurus longicarpus,,,,,,132.0,,515.0
813,Blicca bjoerkna,,134.0,,,,,,533.0
814,Nomada alboguttata,,,133.0,,,,,428.0
815,Alepocephalus australis,,,,133.0,,,,475.0
816,Malacocephalus laevis,,,,,133.0,,,486.0
817,Pagurus pollicaris,,,,,,133.0,,515.0
818,Blicca bjoerkna,,135.0,,,,,,603.0
819,Nomada alboguttata,,,134.0,,,,,512.0
820,Alligator mississippiensis,,,,134.0,,,,500.0
821,Melanonus zugmayeri,,,,,134.0,,,490.0
822,Pagurus pollicaris,,,,,,134.0,,516.0
823,Carassius auratus,,136.0,,,,,,521.0
824,Partamona helleri,,,135.0,,,,,347.0
825,Anas platyrhynchus,,,,135.0,,,,415.0
826,Merluccius productus,,,,,135.0,,,495.0
827,Pleuroncodes planipes,,,,,,135.0,,523.0
828,Carassius auratus,,137.0,,,,,,360.0
829,Partamona helleri,,,136.0,,,,,444.0
830,Anchoa mitchilli,,,,136.0,,,,501.0
831,Antimora  rostrata,,,,,136.0,,,483.0
832,Petrolisthes elongates,,,,,,136.0,,536.0
833,Carassius auratus,,138.0,,,,,,452.0
834,Partamona helleri,,,137.0,,,,,521.0
835,Anguilla Anguilla,,,,137.0,,,,254.0
836,Halargyreus johnsonii,,,,,137.0,,,490.0
837,Astacus fluviatus,,,,,,137.0,,530.0
838,Carassius auratus,,139.0,,,,,,532.0
839,Schwarziana sp,,,138.0,,,,,343.0
840,Antimora rostrata,,,,138.0,,,,475.0
841,Lepidion  eques,,,,,138.0,,,486.0
842,Astacus leptodactylus,,,,,,138.0,,530.0
843,Carassius auratus,,140.0,,,,,,614.0
844,Schwarziana sp,,,139.0,,,,,440.0
845,Aotus trivirgatus,,,,139.0,,,,505.0
846,Mora moro,,,,,139.0,,,488.0
847,Schwarziana sp,,,140.0,,,,,528.0
848,Apogon kallopterus,,,,140.0,,,,441.0
849,Gasterosteus aculeatus,,,,,140.0,,,509.0
850,Trigona spinipes,,,141.0,,,,,340.0
851,Aptychotrema rostrata,,,,141.0,,,,232.0
852,Spinachia spinachia,,,,,141.0,,,510.0
853,Orconectes rusticus,,,,,,141.0,,532.5
854,Trigona spinipes,,,142.0,,,,,440.0
855,Argyropelecus aculeatus,,,,142.0,,,,477.0
856,Gobiesox maeandricus,,,,,142.0,,,500.0
857,Carassius carassius,,144.0,,,,,,449.0
858,Trigona spinipes,,,143.0,,,,,536.0
859,Argyropelecus gigas,,,,143.0,,,,477.0
860,Asterropteryx semipunctata,,,,,143.0,,,498.0
861,Procambarus clarkii,,,,,,143.0,,440.0
862,Carassius carassius,,145.0,,,,,,529.0
863,Xylocopa brasilianorum,,,144.0,,,,,360.0
864,Argyropelecus hemigymnus,,,,144.0,,,,478.0
865,Clevelandia ios,,,,,144.0,,,520.0
866,Carassius carassius,,146.0,,,,,,535.0
867,Xylocopa brasilianorum,,,145.0,,,,,428.0
868,Aristostomias tittmanni,,,,145.0,,,,518.0
869,Gobius paganellus,,,,,145.0,,,512.0
870,Engaeus cunicularius,,,,,,145.0,,522.0
871,Carassius carassius,,147.0,,,,,,608.0
872,Xylocopa brasilianorum,,,146.0,,,,,544.0
873,Arothron meleagris,,,,146.0,,,,439.0
874,Gobiusculus flavescens,,,,,146.0,,,508.0
875,Carassius carassius,,148.0,,,,,,619.0
876,Formica polyctena,,,147.0,,,,,360.0
877,Asprocottus intermediius,,,,147.0,,,,488.0
878,Pomatoschistus minutus,,,,,147.0,,,508.0
879,Formica polyctena,,,148.0,,,,,510.0
880,Asteropteryx semipunctatus,,,,148.0,,,,498.0
881,Nephrops norvegicus,,,,,,148.0,,498.0
882,Carassius auratus,,150.0,,,,,,455.0
883,Cataglyphis bicolor,,,149.0,,,,,350.0
884,Astyanax fasciatus,,,,149.0,,,,404.0
885,Carassius auratus,,151.0,,,,,,530.0
886,Cataglyphis bicolor,,,150.0,,,,,510.0
887,Atherinops affinis,,,,150.0,,,,510.0
888,Nephrops norvegicus,,,,,,150.0,,425.0
889,Nephrops norvegicus,,,,,,150.0,,515.0
890,Carassius auratus,,152.0,,,,,,625.0
891,Philanthus triangulum,,,151.0,,,,,344.0
892,Aulostomus chinensis,,,,151.0,,,,421.0
893,Bythograea thermydron,,,,,,151.0,,489.0
894,Philanthus triangulum,,,152.0,,,,,444.0
895,Axoclinius carminalis,,,,152.0,,,,500.0
896,Istiophorus  platypterus,,,,,152.0,,,484.0
897,Bythograea thermydron,,,,,,152.0,,447.0
898,Scardinius erythrophthalmus,,154.0,,,,,,355.0
899,Philanthus triangulum,,,153.0,,,,,524.0
900,Lepisosteus platostomus,,,,,153.0,,,529.0
901,Scardinius erythrophthalmus,,155.0,,,,,,405.0
902,Anthidium manicatum,,,154.0,,,,,344.0
903,Bassozetus compressus,,,,154.0,,,,476.0
904,Benthosema suborbitale,,,,,154.0,,,487.0
905,Bythograea thermydron,,,,,,154.0,,479.0
906,Scardinius erythrophthalmus,,156.0,,,,,,505.0
907,Anthidium manicatum,,,155.0,,,,,440.0
908,Bathylagus bericoides,,,,155.0,,,,464.0
909,Diaphus holti,,,,,155.0,,,491.0
910,Scardinius erythrophthalmus,,157.0,,,,,,565.0
911,Anthidium manicatum,,,156.0,,,,,532.0
912,Bathylagus euryops,,,,156.0,,,,465.0
913,Diaphus rafinesquei,,,,,156.0,,,488.0
914,Calappa flammea,,,,,,156.0,,486.0
915,Myrmecia gulosa,,,157.0,,,,,412.0
916,Bathylagus greyae,,,,157.0,,,,488.0
917,Electrona risso,,,,,157.0,,,482.0
918,Calappa flammea,,,,,,157.0,,483.0
919,Myrmecia gulosa,,,158.0,,,,,540.0
920,Bathylagus longirostris,,,,158.0,,,,474.0
921,Lampanyctus crocodilus,,,,,158.0,,,487.0
922,Hepatus epheliticus,,,,,,158.0,,487.0
923,Lasioglossum albipes,,,159.0,,,,,516.0
924,Batrachocottus baicalensis,,,,159.0,,,,450.0
925,Lampanyctus festivus,,,,,159.0,,,489.0
926,Cancer irroratus,,,,,,159.0,,496.0
927,Tinca tinca,,161.0,,,,,,454.0
928,Lasioglossum malachurum,,,160.0,,,,,442.0
929,Batrachocottus multiradiatus,,,,160.0,,,,447.0
930,Lobianchia gemellarii,,,,,160.0,,,485.0
931,Gecarcinus lateralis,,,,,,160.0,,487.0
932,Lasioglossum malachurum,,,161.0,,,,,528.0
933,Batrachocottus nicolskii,,,,161.0,,,,215.0
934,Nannobrachium atrum,,,,,161.0,,,483.0
935,Gecarcinus lateralis,,,,,,161.0,,510.0
936,Tinca tinca,,163.0,,,,,,615.0
937,Ichneumon spp.,,,162.0,,,,,524.0
938,Benthalbella infans,,,,162.0,,,,451.0
939,Notoscopelus resplendens,,,,,162.0,,,486.0
940,Chaceon affinis,,,,,,162.0,,380.0
941,Chaceon affinis,,,,,,162.0,,480.0
942,Ichneumon stramentarius,,,163.0,,,,,542.0
943,Taaningichthys bathyphilus,,,,,163.0,,,487.0
944,Geryon quinquedens,,,,,,163.0,,473.0
945,Chelostoma florisomne,,,164.0,,,,,324.0
946,Bodianus bilunulatus,,,,164.0,,,,526.0
947,Halosauropsis macrochir,,,,,164.0,,,481.0
948,Geryon quinquedens,,,,,,164.0,,470.0
949,Chelostoma florisomne,,,165.0,,,,,548.0
950,Bolinichthys indicus,,,,165.0,,,,489.0
951,Notacanthus bonapartei,,,,,165.0,,,481.0
952,Leptograpsus variegatus,,,,,,165.0,,484.0
953,Fundulus heteroclitus,,167.0,,,,,,363.0
954,Osmia rufa,,,166.0,,,,,344.0
955,Bonapartia pedalioita,,,,166.0,,,,471.0
956,Dicrolene intronigra,,,,,166.0,,,479.0
957,Sesarma cinereum,,,,,,166.0,,492.0
958,Fundulus heteroclitus,,168.0,,,,,,400.0
959,Osmia rufa,,,167.0,,,,,432.0
960,Borostomias panamensis,,,,167.0,,,,483.0
961,Sesarma reticulatum,,,,,,167.0,,493.0
962,Fundulus heteroclitus,,169.0,,,,,,463.0
963,Osmia rufa,,,168.0,,,,,560.0
964,Brachydanio rerio,,,,168.0,,,,405.0
965,Sesarma reticulatum,,,,,,168.0,,508.0
966,Fundulus heteroclitus,,170.0,,,,,,563.0
967,Urocerus gigas,,,169.0,,,,,524.0
968,Brachyistius frenatus,,,,169.0,,,,269.0
969,Microstoma microstoma,,,,,169.0,,,479.0
970,Paromola cuvieri,,,,,,169.0,,470.0
971,Cerceris rybyensis,,,170.0,,,,,436.0
972,Canthidermis maculatus,,,,170.0,,,,407.0
973,Nansenia longicauda,,,,,170.0,,,479.0
974,Libinia dubia,,,,,,170.0,,489.0
975,Lucania goodei,,172.0,,,,,,359.0
976,Cerceris rybyensis,,,171.0,,,,,516.0
977,Caranx hippos,,,,171.0,,,,499.0
978,Hypomesus pretiosus,,,,,171.0,,,500.0
979,Libinia dubia,,,,,,171.0,,486.0
980,Lucania goodei,,173.0,,,,,,405.0
981,Cerceris rybyensis,,,172.0,,,,,528.0
982,Carassius carassius,,,,172.0,,,,523.0
983,Osmerus dentex,,,,,172.0,,,516.0
984,Libinia emarginata,,,,,,172.0,,493.0
985,Lucania goodei,,174.0,,,,,,454.0
986,Tenthredo campestris,,,173.0,,,,,328.0
987,Carcharhinus acronotus,,,,173.0,,,,480.0
988,Osmerus eperlanus,,,,,173.0,,,518.0
989,Uca pugilator,,,,,,173.0,,508.0
990,Lucania goodei,,175.0,,,,,,538.0
991,Tenthredo campestris,,,174.0,,,,,464.0
992,Cebus sp.,,,,174.0,,,,538.0
993,Spirinchus thaleichthys,,,,,174.0,,,499.0
994,Uca pugilator,,,,,,174.0,,510.0
995,Tenthredo campestris,,,175.0,,,,,540.0
996,Centrophorus squamosus,,,,175.0,,,,482.0
997,Uca pugilator,,,,,,175.0,,480.0
998,Tenthredo scrophulariae,,,176.0,,,,,556.0
999,Centroswcymnus coleolepis,,,,176.0,,,,472.0
1000,Acanthurus nigroris,,,,,176.0,,,494.0
1001,Uca pugnax,,,,,,176.0,,510.0
1002,Lucania goodei,,178.0,,,,,,573.0
1003,Tenthredo scrophulariae,,,177.0,,,,,604.0
1004,Ceratoscopelus warmingii,,,,177.0,,,,488.0
1005,Acanthurus triostegus,,,,,177.0,,,493.0
1006,Uca pugnax,,,,,,177.0,,508.0
1007,Poecilia parae,,179.0,,,,,,503.0
1008,Dolichovespula norwegica,,,178.0,,,,,448.0
1009,Chaetodon kleinii,,,,178.0,,,,496.0
1010,Ctenochaetus strigosus,,,,,178.0,,,486.0
1011,Uca thayeri,,,,,,178.0,,430.0
1012,Uca thayeri,,,,,,178.0,,520.0
1013,Poecilia parae,,180.0,,,,,,355.0
1014,Dolichovespula norwegica,,,179.0,,,,,524.0
1015,Chaetodon unimaculatus,,,,179.0,,,,487.0
1016,Naso lituratus,,,,,179.0,,,497.0
1017,Arenaeus cribrarius,,,,,,179.0,,498.0
1018,Poecilia parae,,181.0,,,,,,407.0
1019,Polistes dominulus,,,180.0,,,,,352.0
1020,Chauliodus danae,,,,180.0,,,,484.0
1021,Naso unicornis,,,,,180.0,,,494.0
1022,Callinectes ornatus,,,,,,180.0,,501.0
1023,Poecilia parae,,182.0,,,,,,456.0
1024,Polistes dominulus,,,181.0,,,,,452.0
1025,Chauliodus macouni,,,,181.0,,,,488.0
1026,Zebrasoma flavescens,,,,,181.0,,,494.0
1027,Poecilia parae,,183.0,,,,,,526.0
1028,Polistes dominulus,,,182.0,,,,,528.0
1029,Chauliodus sloanei,,,,182.0,,,,485.0
1030,Zebrasoma velifer,,,,,182.0,,,494.0
1031,Callinectes sapidus,,,,,,182.0,,440.0
1032,Callinectes sapidus,,,,,,182.0,,508.0
1033,Poecilia parae,,184.0,,,,,,543.0
1034,Vespo crabro,,,183.0,,,,,336.0
