feature,rf,Adaboost,BayesianRidge,gbc,Lasso,mean
323,0.4422933721275423,0.0,0.2175021074198557,0.006534360864001992,0.0,0.13326596808227997
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.06771916002093986,0.0,0.17071047638873363,2.9025680199855046e-05,0.0,0.04769173241797467
326,0.0,0.0,0.0,0.0,0.0,0.0
327,0.0376736861952965,0.008320136415033324,0.021075236624792666,1.8239909996419424e-08,0.0,0.013413815495006498
328,0.21221191127163697,2.5230440569314375e-05,0.23193735339258648,1.8731565385345144e-05,0.0,0.08883864533403563
329,0.07765783904859944,0.0024453916174674273,0.3622385987202144,0.003865660347733635,0.043028944390485484,0.09784728682490008
330,0.038129891880876975,0.0016388773373234755,0.32676526792849275,5.159799934431383e-06,0.0,0.07330783938932553
331,0.012640853533783084,0.0,0.25915714511427723,0.0030711863478166228,0.0,0.054973836999175386
332,0.0,0.0,0.0,0.0,0.0,0.0
333,0.12535468258432522,0.0020913383960263713,0.3750922521526902,0.006282133900607255,0.11064206815394886,0.12389249503751958
334,0.0,0.0,0.0,0.0,0.0,0.0
335,0.06552701474853526,0.0036031204479335262,0.06262681161371371,0.00030567610310700737,0.0,0.026412524582657897
336,0.0,0.0,0.0,0.0,0.0,0.0
337,0.02713778815058801,0.009603074208347667,0.036238449238054665,0.007799385819353839,0.014215351258008699,0.018998809734870576
338,0.11420033390213935,0.008562977784176489,0.7793430953077836,0.045461108028005744,0.5283793575229451,0.29518937450901006
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.1602972883644896,0.0012490392972818877,0.10329339134040867,0.002631115251461231,0.0,0.05349416685072829
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0
349,0.18048506334073436,0.0,0.38174439207794436,0.02963856750239259,0.12767603904500946,0.14390881239321615
350,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
351,0.0831558060846991,2.9375450127714893e-05,0.3766410323126657,0.0032645902963066367,0.20440471842363386,0.13349910451348662
352,0.03607280152613647,0.0,0.10005920675647825,0.013792127069974566,0.0,0.02998482707051786
353,0.037534231846440155,0.001141706713601928,0.018868104602759266,0.00884301452107693,0.0,0.013277411536775655
354,0.17504617761041702,0.0,0.40100304652478147,0.02490231380516412,0.0,0.12019030758807252
