	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S344	424.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S289A
S345	417.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S87G
S346	434.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_Y262W
S347	561.00000	Grus_americana	LWS	Chordata	KM508487
S348	500.00000	Grus_americana	Rh1	Chordata	KM508488
S349	499.00000	Grus_americana	Rh2	Chordata	KM508489
S350	404.00000	Grus_americana	SWS1	Chordata	KM508490
S351	450.00000	Grus_americana	SWS2	Chordata	KM508491
S352	486.00000	Scopelarchus_analis	Rh1	Chordata	EF517404.1
S353	479.00000	Scopelarchus_analis	Rh1	Chordata	EF517405.1
S354	539.00000	Otolemur_crassicaudatus	LWS	Chordata	AB112590.1
S355	502.00000	Otolemur_crassicaudatus	Rh1	Chordata	AB112591.1
S356	420.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86Y
S357	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86L
S358	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86M
S359	435.00000	Bos_taurus	SWS1	Chordata	U92557.1
S360	452.00000	Oryzias_latipes	Rh2	Chordata	AB223053
S361	516.00000	Oryzias_latipes	Rh2	Chordata	AB223054
S362	492.00000	Oryzias_latipes	Rh2	Chordata	AB223055
S363	448.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(400681-404250)
S364	516.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(390932-392688)
S365	494.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(376983-378663)
S366	447.00000	Oryzias_luzonensis	Rh2	Chordata	LC260048
S367	517.00000	Oryzias_luzonensis	Rh2	Chordata	LC260049
S368	486.00000	Oryzias_luzonensis	Rh2	Chordata	LC260050
S369	469.00000	Oryzias_celebensis	Rh2	Chordata	LC260051
S370	516.00000	Oryzias_celebensis	Rh2	Chordata	LC260052
S371	491.00000	Oryzias_celebensis	Rh2	Chordata	LC260053
S372	460.00000	Oryzias_melastigma	Rh2	Chordata	LC260054
S373	519.00000	Oryzias_melastigma	Rh2	Chordata	LC260055
S374	491.00000	Oryzias_melastigma	Rh2	Chordata	LC260056
S375	462.00000	Oryzias_minutillus	Rh2	Chordata	LC260057
S376	517.00000	Oryzias_minutillus	Rh2	Chordata	LC260058
S377	493.00000	Oryzias_minutillus	Rh2	Chordata	LC260059
S378	493.00000	Oryzias_latipes	Rh2	Chordata	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S379	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S380	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E
S381	512.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E
S382	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_I123V
S383	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_M205I
S384	510.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C209V
S385	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C213F
S386	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_A269G
S387	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S388	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S389	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S390	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S391	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S392	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S393	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S394	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_C209V_C213F_A269G
S395	513.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C213F_A269G
S396	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_A269G
S397	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F
S398	469.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S399	454.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S400	463.00000	Oryzias_celebensis	Rh2	Chordata	LC260051_Y198F_R248K
S401	462.00000	Oryzias_melastigma	Rh2	Chordata	LC260054_E33D_I130V_F203Y
S402	485.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P076
S403	416.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P082
S404	452.00000	Microstomus_achne	SWS2	Chordata	A0A1L7P074
S405	466.00000	Paralichthys_olivaceus	SWS2	Chordata	D7RP09
S406	438.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ4
S407	408.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ5
S408	439.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A3
S409	405.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A2
S410	448.00000	Lucania_goodei	SWS2	Chordata	Q7T2U6
S411	397.00000	Lucania_goodei	SWS2	Chordata	Q7T2U7
S412	416.00000	Danio_rerio	SWS2	Chordata	Q9W6A8
S413	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1
S414	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1
S415	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S117A
S416	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S82A
S417	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_W85L
S418	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_V88I
S419	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_A97S
S420	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_Y99F
S421	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_K100N
S422	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I108T
S423	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_G109A
S424	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I119L
S425	419.00000	Danio_rerio	SWS2	Chordata	AB087809.1_C295S
S426	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A52T
S427	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S80A
S428	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A87S
S429	440.00000	Carassius_auratus	SWS2	Chordata	L11864.1_P92S
S430	437.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S94A
S431	441.00000	Carassius_auratus	SWS2	Chordata	L11864.1_L116T
S432	444.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G124S
S433	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S163F
S434	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G217S
S435	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S272A
S436	487.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_G90S
S437	484.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A
S438	477.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_E122D
S439	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A295S
S440	453.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A_E122D_A292S
S441	467.00000	Danio_rerio	Rh2	Chordata	NM_131253.2
S442	476.00000	Danio_rerio	Rh2	Chordata	NM_182891.2
S443	488.00000	Danio_rerio	Rh2	Chordata	NM_182892.2
S444	505.00000	Danio_rerio	Rh2	Chordata	NM_131254.1
S445	528.00000	Metriaclima_zebra	Rh2	Chordata	DQ088651
S446	519.00000	Metriaclima_zebra	Rh2	Chordata	DQ088650
S447	484.00000	Metriaclima_zebra	Rh2	Chordata	DQ088652
S448	423.00000	Metriaclima_zebra	SWS2	Chordata	DQ088649
S449	368.00000	Metriaclima_zebra	SWS1	Chordata	DQ088648
S450	511.00000	Carassius_auratus	LWS	Chordata	L11865.1
S451	505.00000	Carassius_auratus	LWS	Chordata	L11866.1
S452	507.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1
S453	508.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_Q64K
S454	491.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q_Q64K_E150A
S455	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E150A
S456	486.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q
S457	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122I
S458	487.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122D
S459	511.00000	Gallus_gallus	MWS	Chordata	NM_205490.1
S460	525.00000	Gallus_gallus	MWS	Chordata	NM_205490.1_Q122E
S461	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1
S462	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I
S463	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T217A
S464	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_V218I
S465	509.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I_T217A_V218I
S466	503.00000	AncAgnatha_sp.	Rh2	Chordata	AncAgnatha
S467	488.00000	AncActino_sp.	Rh2	Chordata	AncActino
S468	491.00000	AncTeleost_sp.	Rh2	Chordata	AncTeleost
S469	491.00000	AncClupeoc_sp.	Rh2	Chordata	AncClupeoc
S470	489.00000	AncCyprin1_sp.	Rh2	Chordata	AncCyprin1
S471	505.00000	AncCyprin2_sp.	Rh2	Chordata	AncCyprin2
S472	488.00000	AncEutelo1_sp.	Rh2	Chordata	AncEutelo1
S473	489.00000	AncEutelo2_sp.	Rh2	Chordata	AncEutelo2
S474	474.00000	AncEutelo3_sp.	Rh2	Chordata	AncEutelo3
S475	524.00000	AncEutelo4_sp.	Rh2	Chordata	AncEutelo4
S476	488.00000	AncTetrapo_sp.	Rh2	Chordata	AncTetrapo
S477	499.00000	AncSaurops_sp.	Rh2	Chordata	AncSaurops
S478	497.00000	AncSquamat_sp.	Rh2	Chordata	AncSquamat
S479	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_D83N
S480	500.00000	Lethenteron_camtschaticum	Rh1	Chordata	M63632.1
S481	478.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2
S482	495.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E
S483	493.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_S292A
S484	511.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E_S292A
S485	491.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E
S486	484.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_L207M
S487	499.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E_L207M
S488	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1
S489	360.00000	swsanc2_sp.	UVS	Chordata	swsanc2
S490	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3
S491	360.00000	swsanc4_sp.	UVS	Chordata	swsanc4
S492	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5
S493	393.00000	swsanc6_sp.	SWS	Chordata	swsanc6
S494	359.00000	swsanc7_sp.	UVS	Chordata	swsanc7
S495	360.00000	swsanc1_sp.	UVS	Chordata	swsanc1_F60I
S496	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V63I
S497	362.00000	swsanc1_sp.	UVS	Chordata	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S498	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V104I
S499	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S500	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_K147R,G149S
S501	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_V49L,I60V,V63I
S502	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_F81V,I85M,I88V
S503	398.00000	swsanc6_sp.	SWS	Chordata	swsanc6_A118S
S504	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_N149S
S505	359.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V
S506	377.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S
S507	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_S118A
S508	383.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S
S509	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,S118A
S510	369.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S,S118A
S511	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A
S512	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A82S
S513	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,L85I
S514	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,R107K
S515	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,V119T
S516	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A120G
S517	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5_A82S,L85I,R107K,V119T,A120G
S518	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'
S519	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L
S520	366.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C
S521	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S89C
S522	398.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_A114G
S523	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C,S89C
S524	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L,C86S,S89C,A114G
S525	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S526	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S527	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S528	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S529	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S530	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S531	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S532	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S533	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S534	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S535	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S536	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S537	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S538	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S539	355.00000	Xenopus_laevis	UVS	Chordata	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S540	380.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,V91I,T93P
S541	408.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,L116V,S118T
S542	385.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,F86M,V91I,T93P
S543	411.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,V109A,E113D,L116V,S118T
S544	421.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S545	422.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S546	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M
S547	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_T93P
S548	394.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,T93P
S549	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A
S550	355.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D
S551	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_L116V
S552	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_S118T
S553	370.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D
S554	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,L116V
S555	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,S118T
S556	357.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,S118T
S557	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_L116V,S118T
S558	391.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,L116V
S559	391.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,S118T
S560	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,L116V,S118T
S561	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T
S562	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_T108I,E113D,L116V,S118T
S563	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T,V119L
S564	358.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T,A120T
S565	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_A111S,L112I,E113D,L116V,S118T
S566	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_A111S,E113D,L116V,S118T,A120T
S567	383.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F86M,V91I,T93P
S568	385.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F49L,F86M,V91I,T93P
S569	423.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S570	365.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_92-AH003620.2_93_348
S571	360.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_146-AH003620.2_147_348
S572	360.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_253-AH003620.2_254_348
S573	396.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	AH003620.2_1_92-NP_031564.1_93_346
S574	414.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	AH003620.2_1_146-NP_031564.1_147_346
S575	414.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	AH003620.2_1_253-NP_031564.1_254_346
S576	381.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S577	363.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S578	405.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S579	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_R38Y
S580	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T
S581	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F49L
S582	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_V50I
S583	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_T52F
S584	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I57M
S585	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_H64R
S586	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F
S587	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F85L
S588	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_T92P
S589	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I95V
S590	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_H100N
S591	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L104V
S592	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_A114G
S593	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_S118T
S594	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_V137I
S595	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_S145N
S596	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I146F
S597	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_N149S
S598	381.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F,F85L,T92P
S599	363.00000	Mus_musculus	UVS	Chordata	NP_031564.1_A114G,S118T
S600	403.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S601	395.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S602	412.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S603	411.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S604	352.00000	Mus_musculus	UVS	Chordata	NP_031564.1_E113Q
S605	369.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S606	352.00000	Homo_sapiens	SWS	Chordata	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S607	369.00000	Homo_sapiens	SWS	Chordata	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S608	498.00000	Loxodonta_africana	Rh1	Chordata	AY686752.1_N83D
S609	367.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F
S610	412.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_I92T
S611	416.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_V116L
S612	359.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,I92T
S613	360.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,V116L
S614	411.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_I92T,V116L
S615	360.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,I92T,V116L
S616	552.00000	Loxodonta_africana	LWS	Chordata	AY686754.1
S617	558.00000	Loxodonta_africana	LWS	Chordata	AY686754.1_A180S
S618	563.00000	lwsanc_pigmenta_sp.	LWS	Chordata	lwsanc_pigmenta
S619	563.00000	lwsanc_pigmentb_sp.	LWS	Chordata	lwsanc_pigmentb
S620	561.00000	lwsanc_pigmentc_sp.	LWS	Chordata	lwsanc_pigmentc
S621	558.00000	lwsanc_pigmentd_sp.	LWS	Chordata	lwsanc_pigmentd
S622	558.00000	lwsanc_pigmente_sp.	LWS	Chordata	lwsanc_pigmente
S623	536.00000	lwsanc_pigmentf_sp.	LWS	Chordata	lwsanc_pigmentf
S624	561.00000	lwsanc_pigmentg_sp.	LWS	Chordata	lwsanc_pigmentg
S625	564.00000	lwsanc_pigmenti_sp.	LWS	Chordata	lwsanc_pigmenti
S626	532.00000	lwsanc_pigmentx_sp.	LWS	Chordata	lwsanc_pigmentx
S627	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty
S628	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz
S629	533.00000	lwsanc_pigmentx_sp.	LWS	Chordata	lwsanc_pigmentx_A180S
S630	554.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I274V
S631	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I320V
S632	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_T58A
S633	533.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_H294N
S634	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_V76A
S635	501.70000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T160A
S636	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_I259M
S637	359.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217
S638	376.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_F86Y
S639	358.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_S90A
S640	358.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_S90C
S641	424.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F86Y
S642	354.00000	Mus_musculus	UVS	Chordata	NP_031564.1_E113A
S643	367.00000	Bos_taurus	SWS1	Chordata	U92557.1_Y86F
S644	431.00000	Bos_taurus	SWS1	Chordata	U92557.1_S90C
S645	403.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM
S646	363.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_S90C
S647	403.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86S
S648	365.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86F
S649	363.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86F_S90C
S650	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195T
S651	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195S
S652	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220
S653	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195H
S654	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195K
S655	431.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516
S656	443.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_A86F
S657	433.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_N93T
S658	363.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_A86F_N93T
S659	370.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86A
S660	365.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_T93N
S661	430.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86A_T93N
S662	353.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_E114Q
S663	353.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114A
