feature,p_value,score,BayesianRidge,rf,lgbm,gbc,xgb,mean
p48_F,1.989096865185782e-37,247.63246281949756,0.3417086252870667,0.007574664881766057,0.0,0.01541927540807011,4.769083e-06,0.07294146693194195
p48_G,0.0009195884724500995,11.301042862258202,0.3393552342547063,0.03886078415549637,0.0,2.917891973304704e-07,0.0,0.07564326203988
p48_I,0.00040738436332499466,12.906883584891824,0.5274586479585378,0.0008936518003395453,0.2857142857142857,0.0011971280243978527,8.077161e-06,0.16305435813163233
p48_M,0.7023356585578758,0.14645079919631826,0.0,0.0,0.0,0.0,0.0,0.0
p48_V,1.6164981092969369e-10,45.227825462504775,0.18796763022645774,0.005424643438028064,0.0,0.08682037595504742,9.885503e-08,0.056042549694913166
p49_C,0.06313163088815196,3.489870090803659,0.0,0.0,0.0,0.0,0.0,0.0
p49_F,9.183239902988482e-08,30.635664887236974,0.9954219938421089,0.03479865192738725,0.21428571428571427,0.020620687373440992,4.2650227e-05,0.2530339395310368
p49_I,0.0002813814649606021,13.644596473035222,0.14834204927450165,0.011938632806273471,0.07142857142857142,0.0007336708725854308,3.4567395e-06,0.04648927622428195
p49_L,0.9105870524661737,0.012641159458685979,0.0,0.0,0.0,0.0,0.0,0.0
p49_M,0.1605240364470062,1.9832131825245054,0.0,0.0,0.0,0.0,0.0,0.0
p49_S,0.1468920164330949,2.1197981207541674,0.0,0.0,0.0,0.0,0.0,0.0
p49_V,0.6120142029371292,0.25802015377062676,0.0,0.0,0.0,0.0,0.0,0.0
p50_F,0.7113470741024948,0.13730468841206456,0.0,0.0,0.0,0.0,0.0,0.0
p50_I,0.13747166759653842,2.222890919095755,0.0,0.0,0.0,0.0,0.0,0.0
p50_L,0.18205994780361162,1.792521019992956,0.0,0.0,0.0,0.0,0.0,0.0
p50_M,0.037802722632246405,4.3687054142227275,0.06623953073220132,0.00032471260657659554,0.0,0.0010708384518476521,0.0,0.013527016358125112
p50_T,0.18950704720563513,1.7326018938509582,0.0,0.0,0.0,0.0,0.0,0.0
p50_V,1.010157390300762e-05,20.47116360857704,0.2304638527648537,0.007745499219264214,0.2857142857142857,0.0003630148629031773,2.0761912e-05,0.10486148289472338
p51_G,4.86995196291472e-09,37.26981891727617,0.48425295016310915,0.007962188189039847,0.07142857142857142,0.004869310151500149,0.0,0.11370260398644412
p51_S,3.0991075257410837e-07,27.950939156878118,0.07488877363703611,0.007632247132755222,0.0,0.0026621048577433644,0.0,0.017036625125506938
p52_I,0.3659310604373832,0.8209671147185197,0.0,0.0,0.0,0.0,0.0,0.0
p52_L,0.17530263520805875,1.849415945432578,0.0,0.0,0.0,0.0,0.0,0.0
p52_MCAGSW,0.05463049983782666,3.734745756412761,0.024204487071303758,0.005670522432043241,0.0,0.0015386049326371418,2.1437404e-07,0.006282765762004888
p52_T,3.320741246843482e-16,78.5249341896865,0.04114870703171852,0.004701675742005996,0.14285714285714285,0.005712943287631516,3.492133e-07,0.038884163626361566
p52_V,1.1857526233851629e-07,30.068446287461626,0.13287123736562406,0.04147621494923286,0.0,0.0007712928553955895,1.3897348e-07,0.03502377682874576
p53_LIAVTCMG,0.09013415685785803,2.898509613923169,0.0,0.0,0.0,0.0,0.0,0.0
p53_P,0.0005846771231889824,12.191252202546007,0.23969926616453013,0.01737369157987224,0.35714285714285715,0.0003301737506879178,0.0,0.12290919772758949
p53_S,0.20281135842036965,1.6321386430948606,0.0,0.0,0.0,0.0,0.0,0.0
p54_I,0.15771110801176272,2.010284589889716,0.0,0.0,0.0,0.0,0.0,0.0
p54_L,2.781592218404445e-26,149.04365937055687,0.22326787235815074,0.08734630070310051,0.0,0.03986556281447585,2.4247324e-06,0.07009643212163123
p54_T,1.1975219489529198e-12,57.19255736968631,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p54_V,0.2117473304144594,1.5689411344121051,0.0,0.0,0.0,0.0,0.0,0.0
p56_F,0.0016560113821445328,10.156679545613526,0.018262013660854618,0.016355878849871525,0.42857142857142855,0.0011355588781922206,2.8868277e-05,0.09287074964742657
p56_G,2.710501730210799e-07,28.244841491854917,0.43313973231739694,0.028889245807004277,0.07142857142857142,0.0006100556043759801,1.8589337e-05,0.10681723889883624
p56_LITS,0.7253795771039111,0.12372544079757604,0.0,0.0,0.0,0.0,0.0,0.0
p56_V,0.004311931649891615,8.326928458379522,0.2708711291656068,0.016233684072726465,0.0,0.0024143478711758115,0.00089000224,0.05808183266924213
p57_I,3.0241197510989228e-24,133.49783111816524,0.26434137149828135,0.19764860251675678,0.2857142857142857,0.002583996073416113,0.0007157465,0.15020080045776676
p57_L,9.682264000816057e-11,46.45022995579379,0.2039191152381688,0.0007970551575451548,0.35714285714285715,0.0019301294170532032,2.205036e-06,0.11275827239833
p57_M,0.027177456005937527,4.9481850215161804,0.20302182809833988,0.0008157774118490086,0.0,0.0013746068698698448,9.5801255e-08,0.04104246163626273
p57_V,0.8407581909301144,0.04047001270796859,0.0,0.0,0.0,0.0,0.0,0.0
p58_V,0.12233649002761127,2.406426965395085,0.0,0.0,0.0,0.0,0.0,0.0
p59_L,0.11458621206804562,2.5105200471837485,0.0,0.0,0.0,0.0,0.0,0.0
p59_VM,0.508647537196921,0.4383393045942109,0.0,0.0,0.0,0.0,0.0,0.0
p60_F,0.002632064187762043,9.265496800323975,0.053876143596807306,0.017844475730119873,0.0,0.00022141995247475953,9.5399104e-05,0.014407487676657213
p60_I,2.3563421914303084e-07,28.552484723086643,0.012528098743466803,0.0012619626340423917,0.0,0.0009992881538766003,5.331822e-07,0.0029579765427119524
p60_L,0.7625854503267016,0.09149311376945532,0.0,0.0,0.0,0.0,0.0,0.0
p60_V,0.4805980381306826,0.4992758122182197,0.0,0.0,0.0,0.0,0.0,0.0
p60_W,0.0012214643470694873,10.747040333398772,0.1750508074269759,0.010096181156954922,0.0,5.108322604414858e-06,8.531044e-06,0.0370321255900934
p60_Y,1.894871818382112e-06,24.024146101307473,0.07862006670547624,0.06860225556211196,0.07142857142857142,0.21650895528251946,1.3001507e-05,0.08703457009711306
p61_C,0.002223890170551721,9.5885032920594,0.2768638217819148,0.02914475815520651,0.0,0.000105786232021094,0.0,0.06122287323382849
p61_I,0.8926989193334393,0.018239242841956074,0.0,0.0,0.0,0.0,0.0,0.0
p61_V,0.19488422932502825,1.6910268006962659,0.0,0.0,0.0,0.0,0.0,0.0
p62_T,0.5583086919459355,0.34373355609291983,0.0,0.0,0.0,0.0,0.0,0.0
p63_F,0.8173402034762833,0.05347923017861657,0.0,0.0,0.0,0.0,0.0,0.0
p63_I,0.9715268354227338,0.0012770450408824668,0.0,0.0,0.0,0.0,0.0,0.0
p63_L,0.0008593236720991684,11.433785963318531,0.14894017440025387,0.0006886179150784836,0.0,0.0002645987360711306,0.0,0.029978678210280697
p63_M,2.8651156701793106e-05,18.296742643498956,0.016394941306736886,0.015882379290029537,0.0,0.0025328763578419027,2.6400457e-07,0.00696209219183553
p63_S,0.3141739619237739,1.0178968981226695,0.0,0.0,0.0,0.0,0.0,0.0
p63_V,2.192817096248611e-05,18.851587908703806,0.45257068294767755,0.004432041710267807,0.0,0.00030834086069421544,2.2854492e-08,0.09146221767462623
p63_WCTG,0.021735715540231744,5.345885683795847,0.07420999074151534,0.000836597396243178,0.0,2.2868412486832684e-06,4.461362e-06,0.01501066726822059
p64_HCLAN,0.002035157209524806,9.759005150641999,0.09771622174598912,0.005120193443396,0.0,1.4382864392372606e-06,5.775995e-07,0.020567686215066428
p64_K,0.27136302080585806,1.216204623927849,0.0,0.0,0.0,0.0,0.0,0.0
p64_Q,0.831450041612817,0.04541416683999613,0.0,0.0,0.0,0.0,0.0,0.0
p64_R,0.6690143101480038,0.18327037829978687,0.0,0.0,0.0,0.0,0.0,0.0
p64_S,0.5778793785310683,0.3106385472971358,0.0,0.0,0.0,0.0,0.0,0.0
p64_T,0.3604525251338788,0.839966962729072,0.0,0.0,0.0,0.0,0.0,0.0
p65_F,3.0781262385181614e-12,54.843374705650746,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p65_H,0.0002893088278811309,13.589044774567935,0.027544763757542078,0.005904119481199918,0.07142857142857142,0.004146232443022365,0.0007100738,0.02194675218212553
p65_N,0.5785440792140234,0.30955316103348335,0.0,0.0,0.0,0.0,0.0,0.0
p65_S,0.03197563483103651,4.661440272713052,0.20311294825007004,0.020836124888380332,0.0,0.003908038374310484,4.8855608e-08,0.04557143207367368
p65_T,0.001394435503622454,10.489683063423666,0.31226806758071535,0.14089062081668446,0.0,0.12054263903584106,0.0,0.11474026548664817
p65_Y,5.3752164594022126e-34,214.67139084064888,0.13912182015234795,0.1977706148052749,0.0,0.3202148206350399,0.27883524,0.18718849852377548
p67_RTPNCAQ,0.9403260009128859,0.005617408887277101,0.0,0.0,0.0,0.0,0.0,0.0
p67_S,0.3220362616428756,0.9852775504013621,0.0,0.0,0.0,0.0,0.0,0.0
p69_R,0.00575515290126282,7.7835763787703005,0.1005220000697355,0.024302939213237246,0.0,0.001280530086458006,5.9913866e-08,0.02522110585665932
p70_Q,5.213475701328001e-10,42.45930119683629,0.11669102412185091,0.061097609590263745,0.07142857142857142,0.01176063981784077,0.0,0.05219556899170537
p70_S,0.002674019415473683,9.235249247504767,0.3853051107152868,0.03755153836130491,0.07142857142857142,0.0027651070498837557,7.430129e-08,0.09941008037126746
p70_T,0.00816123034372146,7.1321957341504545,0.32152828387165777,0.0014046369573454637,0.0,0.0005473275962101605,4.404273e-06,0.06469693053966534
p71_H,0.0007288035286186225,11.7571521238695,0.04732784315445668,0.03169044317646915,0.0,4.8048625182733334e-06,0.0,0.01580461823868882
p71_P,0.006391367427368796,7.587333550747341,0.15699534202670765,0.004688499256539016,0.0,0.0005334765031941847,0.00020556507,0.03248457657115546
p72_S,0.9071399113019956,0.013639208888494554,0.0,0.0,0.0,0.0,0.0,0.0
p74_L,0.09603343787365427,2.7951287921056154,0.0,0.0,0.0,0.0,0.0,0.0
p74_MI,0.0020403051501038075,9.754143398724874,0.07170017680533475,0.0066390882284967844,0.0,0.1649411458978164,0.0,0.04865608218632959
p74_W,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p74_Y,1.886953682714087e-07,29.04157560373012,0.23531730792610647,0.005096323902243501,0.21428571428571427,0.011418046100311934,0.0,0.09322347844287523
p75_I,0.132706668196978,2.278121623444607,0.0,0.0,0.0,0.0,0.0,0.0
p75_L,0.93468035576479,0.006733106966460854,0.0,0.0,0.0,0.0,0.0,0.0
p76_L,0.860732836454739,0.030854952852473118,0.0,0.0,0.0,0.0,0.0,0.0
p76_V,0.45723591390659,0.5546911709350384,0.0,0.0,0.0,0.0,0.0,0.0
p77_L,0.007222449550786388,7.359300273519585,0.062195538502605376,0.0007813369595190977,0.0,0.00042270699137402797,1.1297442e-08,0.012679918750188122
p77_V,0.019917713588181535,5.502443872575036,0.00060016950395959,0.004173956979138716,0.07142857142857142,0.002332166797443986,0.0,0.01570697294182274
p79_L,2.837139104577927e-31,190.23020252629556,0.0427946104214756,0.19469854250808435,0.0,0.00023164878535868264,0.0,0.047544960342983736
p79_V,2.21625141214248e-06,23.688370203186288,4.8399982903533624e-05,0.0007987427217759373,0.0,1.1814747293021887e-05,0.0,0.00017179149039449855
p80_S,9.819539534032639e-31,185.5602258959839,0.17738271260568186,0.2297961573415818,0.0,1.0,0.0,0.28143577398945274
p81_F,0.000368823141587274,13.104658003337867,0.09743099157743594,0.007161801398116724,0.0,0.0003967516324039586,3.5772969e-06,0.020998624380964497
p81_I,0.059799450419037,3.5813862121955147,0.0,0.0,0.0,0.0,0.0,0.0
p81_L,1.8203999363275495e-11,50.480969487364256,0.11858251454523089,0.006458071284820763,0.0,0.005402385554962163,1.6476424e-05,0.026091889561844207
p81_V,3.587491594572053e-09,37.972422548732496,0.07983413722370628,0.0038937804009257716,0.2857142857142857,0.003673625424941388,2.4957631e-05,0.07462815727906527
p82_C,6.976326265827416e-07,26.180769402245616,0.303483687883353,0.0024770866789613345,0.0,9.90567987034439e-07,0.0,0.06119235302606028
p82_FL,0.008720688895743393,7.009336719391709,0.12480390250862386,0.0031395614325270167,0.0,3.232643332623467e-10,0.0,0.025588692852883045
p82_G,4.190663713386656e-11,48.4613730117077,0.2429057400676491,0.0020529949345410863,0.0,6.250841059377445e-06,0.0,0.04899299716864991
p82_S,0.3050715642721548,1.0570261549357158,0.0,0.0,0.0,0.0,0.0,0.0
p83_G,5.63029736100346e-13,59.08652570516385,0.2513472648485491,0.0070910766429597635,0.0,3.069489653292964e-05,0.0,0.05169380727760836
p83_N,0.18328376781987304,1.7824796856312008,0.0,0.0,0.0,0.0,0.0,0.0
p84_HSIAM,0.9706083148813023,0.0013608049847491635,0.0,0.0,0.0,0.0,0.0,0.0
p84_L,1.1104594785007428e-10,46.1227098935489,0.13089015918163927,0.013744363272209873,0.35714285714285715,0.0007150039685430097,2.0793811e-06,0.10049889258927931
p84_T,0.4181303566480834,0.658143322067765,0.0,0.0,0.0,0.0,0.0,0.0
p85_CMTWS,0.8921719894042086,0.018419931662430524,0.0,0.0,0.0,0.0,0.0,0.0
p85_F,0.0029227986813391738,9.06531484899501,0.41353653567830645,0.005019178170941777,0.2857142857142857,0.00030829468031440667,2.6860646e-06,0.14091619606168776
p85_G,1.377762135971264e-05,19.820640108045065,0.2043146383149435,0.005833746752376034,0.0,0.02107046541696705,0.0,0.04624377009685732
p85_I,0.08334912602539334,3.026966328267437,0.0,0.0,0.0,0.0,0.0,0.0
p85_L,1.1064270354395856e-11,51.69520397484349,0.0371640806438081,0.011621560080193223,0.0,0.0023359175065788317,0.0,0.010224311646116032
p85_V,0.004490207807481515,8.250424197482962,0.5586492253377511,0.0027521406135850735,0.0,0.004563192477442472,3.172877e-05,0.11319925743983758
p86_F,1.8735363024491824e-22,120.38272151564455,0.660690304214331,0.24919615297490533,0.0,0.0530478222129256,0.04324203,0.20123526184957527
p86_M,0.003023209325908417,9.000887503676061,0.09043822914286061,0.09999420459095319,0.07142857142857142,6.913234321265138e-05,0.0,0.05238602750111957
p86_SLAITR,0.04070169219645158,4.240357787052858,0.62039253341117,0.012210760730780566,0.0,0.023709621099219976,0.0,0.13126258304823407
p86_V,0.0013186907977656866,10.59812474207512,0.0778218026677974,0.07643213327067871,0.0,0.0010970829580526204,0.0,0.031070203779305743
p87_C,7.59918385317719e-15,70.16738010418268,0.15222172161321937,0.06044077921924026,0.0,0.00022573555812748037,0.0,0.04257764727811743
p87_I,0.48547580010547087,0.4882558964856704,0.0,0.0,0.0,0.0,0.0,0.0
p87_M,0.8878682058854149,0.01992972917811848,0.0,0.0,0.0,0.0,0.0,0.0
p87_S,0.007453149801616436,7.300783997732808,0.03832748849477436,0.0009206761005374417,0.0,0.0008016095264664332,0.0,0.008009954824355648
p87_T,1.9657123058282954e-12,55.95654552001177,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p87_V,0.12398289006833435,2.385261122139566,0.0,0.0,0.0,0.0,0.0,0.0
p88_C,0.6452397367115856,0.21256436866124492,0.0,0.0,0.0,0.0,0.0,0.0
p88_F,0.003387550925793569,8.784241394732858,0.07470833658363947,0.00219061441055727,0.5,0.011673522706052826,5.2722768e-05,0.11772503929356541
p88_I,1.0900166727083182e-05,20.311433228260064,0.14906494634581793,0.008222787279748622,0.0,0.0007315707669011623,5.884001e-05,0.03161562888064389
p88_L,0.43636357578363394,0.608138083952622,0.0,0.0,0.0,0.0,0.0,0.0
p88_S,0.002982133211625415,9.026974628368741,0.21048211987781287,0.002499083925235879,0.0,8.635638169133942e-05,0.0,0.04261351203694801
p88_T,0.028134274788336862,4.886968054357591,0.28141552628629846,0.0019488227878740343,0.0,0.00016126388997560168,0.0,0.05670512259282963
p88_V,0.004963762703958502,8.061444091650788,0.24661978159159917,0.029911908167205643,0.2857142857142857,0.00111288381697847,5.020746e-07,0.1126718722729364
p89_F,5.558011657967332e-06,21.73092159733075,0.0027883441418124853,0.006265650591608702,0.2857142857142857,0.0045426830290371525,2.6170583e-05,0.05986742681189165
p89_G,0.004720684417649778,8.156016266974838,0.1283051927214823,0.0007645887680304764,0.0,0.00035739861695979834,8.35519e-07,0.025885603125098022
p89_I,2.3569923996414139e-07,28.551878056456246,0.08611183648884685,0.04291668562934709,0.0,0.01038374196041518,1.506157e-08,0.02788245582803578
p89_K,6.192983185881585e-06,21.50210442369465,0.27833775938370164,0.10147652102610814,0.0,0.00028941145802859546,0.0,0.07602073837356768
p89_LEMAN,0.2807670962683114,1.1693602117674824,0.0,0.0,0.0,0.0,0.0,0.0
p89_T,0.003015660921011413,9.005654096335691,0.11443489203060456,0.0013585817280272838,0.0,0.0035905710261246227,0.0,0.023876808956951292
p89_V,0.002814348046097622,9.137498933851955,0.09038505735116778,0.0005300707004674832,0.0,0.00018236260343248398,4.1228336e-07,0.01821958058768473
p90_CTNP,6.415244322349947e-05,16.63694395291104,0.41174498213948757,0.06128691800040161,0.0,0.007721416999458477,0.012484687,0.09864760090396807
p90_G,0.030906934414105275,4.721199619535338,0.015687154690698108,0.05800010449188007,0.0,0.0002535729176322546,0.0,0.014788166420042086
p90_M,0.01695439410832795,5.792671997357942,0.3607134929718225,0.015461377460995553,0.0,0.003780016327827487,0.0,0.0759909773521291
p90_S,4.758121547391684e-25,139.5462413821,0.12333110950582517,0.1017418681701987,0.0,0.15720975729825107,0.0,0.07645654699485498
p91_GAP,3.1326673474897395e-06,22.948951547067445,0.1589914461420829,0.01865367169221679,0.0,0.2167996954948236,0.0,0.07888896266582465
p91_IATCN,0.9046617945191566,0.014380452326850715,0.0,0.0,0.0,0.0,0.0,0.0
p91_S,1.4918430721161347e-05,19.654326417008043,0.062720318719655,0.009874682699339096,0.07142857142857142,0.23883562433937866,7.996483e-09,0.07657184103668535
p91_V,1.2041857360684738e-24,136.49601977707127,0.07268276467890593,0.1797389590660955,0.0,0.03540374129807695,6.443291e-06,0.05756638166683829
p92_P,0.8651526520099713,0.02890881793665131,0.0,0.0,0.0,0.0,0.0,0.0
p92_S,4.435604660411371e-05,17.394405885924403,0.2583949934255857,0.0031034275911704444,0.0,0.0033204040746059446,3.3757804e-06,0.05296444017434284
p92_T,1.2526874575573164e-21,114.51622620800443,0.1299280240099999,0.1965215885995465,0.0,0.006241815418847702,5.880632e-09,0.06653828678180522
p93_L,0.033098625197125725,4.600867282578036,0.1910745758930589,0.0010444561590726759,0.0,2.6117438049632124e-06,0.0,0.03842432875918731
p93_MAQFNH,0.04423997911899131,4.0962194291698495,0.06300608292027998,0.0148845097497925,0.0,0.03436943729798103,8.4005536e-05,0.022468807100878084
p93_P,0.039362141803995915,4.298421299976952,0.514739395374291,0.0360138310683085,0.0,0.007317552591670867,0.002768024,0.11216776062759728
p93_T,0.0001728138783891486,14.623523937472278,0.10368701823065252,0.034316811032876864,0.35714285714285715,0.019495030411689856,2.4019588e-05,0.10293314728116063
p93_V,0.9950076135617876,3.924380460043099e-05,0.0,0.0,0.0,0.0,0.0,0.0
p94_C,0.011317612831206365,6.52890652923553,0.5446366772604393,0.008595297048459712,0.0,0.002696043866809622,0.0064733652,0.11248027668310154
p94_F,9.824206262452885e-05,15.767286603407461,0.2196697062475743,0.016343009173838283,0.0,0.0065502054652241334,0.0,0.04851258417732734
p94_LKY,0.11583136338640145,2.493277445119653,0.0,0.0,0.0,0.0,0.0,0.0
p94_M,0.005032569774525084,8.035536988590191,0.10648085068697045,0.0023763455853156173,0.0,0.00022929005317433543,0.0,0.02181729726509208
p94_S,1.4777922207983898e-11,50.98869024586743,0.12268901726237179,0.03789566154236395,0.0,0.002002552469098167,0.0,0.03251744625476678
p94_T,2.250821745482878e-05,18.797328211791353,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p94_V,4.483000039017079e-22,117.67563405722646,0.01518279849885065,0.14018716967702063,0.0,0.0005711299849613518,0.0,0.031188219632166524
p95_I,0.8358580673993838,0.043035740559080785,0.0,0.0,0.0,0.0,0.0,0.0
p95_L,0.6381216646458263,0.2218484585157688,0.0,0.0,0.0,0.0,0.0,0.0
p95_M,0.09492827135858228,2.813957223864703,0.0,0.0,0.0,0.0,0.0,0.0
p95_TCGA,0.7285152571200224,0.12079966130868362,0.0,0.0,0.0,0.0,0.0,0.0
p95_V,8.883009839824004e-14,63.7814147715177,0.3388158508808988,0.10986866665161144,0.14285714285714285,0.0021575333202783114,2.966725e-06,0.1187404320870074
p96_FLMASN,0.0037357991905144876,8.59842717775141,0.10335876603935919,0.0017976401580077528,0.0,0.0003264110632741775,6.834466e-05,0.021110232384789172
p96_I,0.6407155444836994,0.2184372537421365,0.0,0.0,0.0,0.0,0.0,0.0
p96_T,0.03072312147774104,4.731696654863974,0.4371941378772408,0.016948959655360973,0.0,0.008569319826969105,0.00015364318,0.09257321210810728
p96_V,0.6229027131333198,0.2425217437532834,0.0,0.0,0.0,0.0,0.0,0.0
p96_Y,0.5648647409777302,0.33239841017213034,0.0,0.0,0.0,0.0,0.0,0.0
p97_C,0.0018486297742007533,9.944204922613705,0.3741300408326573,0.0031331964207756595,0.0,7.563329278782693e-05,0.0,0.07546777410924414
p97_N,6.95809246821086e-08,31.253315572852436,0.48425295016310915,0.007962188189039847,0.07142857142857142,0.004869310151500149,0.0,0.11370260398644412
p97_S,0.0006895305759759253,11.866112101961573,0.12163920950563949,0.01804153219727265,0.0,0.0003184903714939412,9.71169e-07,0.028000040648684305
p97_T,0.0007506384634437886,11.69913261055883,0.19208346920487554,0.004943651596742143,0.07142857142857142,0.009056343659164837,8.387087e-06,0.05550408459532906
p98_C,0.06783384950843213,3.3691911040850244,0.0,0.0,0.0,0.0,0.0,0.0
p98_F,0.0007288035286186225,11.7571521238695,0.04732784315445668,0.03169044317646915,0.0,4.8048625182733334e-06,0.0,0.01580461823868882
p98_NTL,0.519935995588445,0.4154107478874242,0.0,0.0,0.0,0.0,0.0,0.0
p98_Q,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p98_S,5.876297089614038e-05,16.816696380180417,0.12322853905560881,0.0030997467077983395,0.7142857142857143,0.0008153328078174271,0.0001154162,0.16830894981176364
p99_C,2.1693688758967248e-06,23.73415706206279,0.10725310718653133,0.017997733037556755,0.0,3.16800181356804e-05,9.787614e-07,0.02505669980071746
p99_F,0.5773959236926463,0.311429543828817,0.0,0.0,0.0,0.0,0.0,0.0
p99_I,5.692199121998917e-05,16.88195632753999,0.040405296263715605,0.0029518839781207304,0.0,0.011387873840509643,7.146861e-06,0.010950440188710742
p99_L,0.9276935924176821,0.008254723984907616,0.0,0.0,0.0,0.0,0.0,0.0
p99_M,0.06073446176624411,3.5551652279718646,0.0,0.0,0.0,0.0,0.0,0.0
p99_S,5.981371052417979e-13,58.934196220475144,0.002824737905430985,0.007393732354539289,0.0,0.0007494124740252957,0.0,0.002193576546799114
p99_V,0.0007349077270547525,11.740755573583035,0.19207056637626027,0.0016315486961770596,0.0,0.0007034025723063775,1.9627251e-07,0.03888114278345062
p99_W,0.48330408261310454,0.4931395778527229,0.0,0.0,0.0,0.0,0.0,0.0
p99_Y,0.00039051636053714006,12.990945716026264,0.31226806758071535,0.14089062081668446,0.0,0.12054263903584106,0.0,0.11474026548664817
p100_H,0.46023944586878884,0.5473143513905764,0.0,0.0,0.0,0.0,0.0,0.0
p100_KMC,0.014692178486644232,6.05227600697804,0.1976073881714044,0.0035760650276924696,0.0,0.0018832204354572505,9.708425e-07,0.04061352889541219
p100_N,0.3969210543782995,0.7205637797483833,0.0,0.0,0.0,0.0,0.0,0.0
p100_Q,1.3651371660343522e-14,68.63178002678282,0.15522244809135607,0.01878320451874696,0.0,0.4229122380502176,0.0002924643,0.11944207099305378
p100_R,5.779696686751088e-06,21.648157088436292,0.30370478621585717,0.04608429776708866,0.0,0.0001623050478072585,0.0,0.06999027780615061
p100_S,0.01832294090782057,5.652569164913302,0.49579081874238307,0.0006557542703635922,0.0,0.00022065052772083914,3.0262214e-05,0.09933949715086163
p100_V,0.27765466045406617,1.1846417972226817,0.0,0.0,0.0,0.0,0.0,0.0
p100_Y,2.0703202038288933e-06,23.834276770041356,0.09274647851959292,0.013249537047802296,0.07142857142857142,0.010450764131035871,2.7529088e-05,0.03758057604293537
p101_E,0.20519305179989422,1.6149759408769022,0.0,0.0,0.0,0.0,0.0,0.0
p101_G,0.008710153321156744,7.011574367176647,0.7749500642641731,0.024609767199256182,0.2857142857142857,0.1305632051855253,9.205949e-06,0.24316930566245348
p101_K,0.026011417452211277,5.0259163524101265,0.09328971814646808,0.0002572119870600373,0.0,0.0002596075144432211,1.355022e-06,0.018761578534004293
p101_R,0.014641977540049998,6.0584979660958735,0.3114086703009333,0.019797454244894205,0.0,0.00012201768241207784,0.0017330603,0.06661224051447238
p102_G,6.192983185881585e-06,21.50210442369465,0.27833775938370164,0.10147652102610814,0.0,0.00028941145802859546,0.0,0.07602073837356768
p102_T,0.0008301334424008376,11.501535504324943,0.35505105423591954,0.026138656320599002,0.0,0.007833924103583615,0.0138281435,0.0805703556275084
p102_Y,0.8543811794769077,0.03376634397333075,0.0,0.0,0.0,0.0,0.0,0.0
p103_M,0.012064922030559713,6.411703119258247,0.2866490485225282,0.003789407376581808,0.0,0.0007378199245064416,0.0,0.05823525516472329
p103_W,4.107096540480244e-05,17.552864480270145,0.48247942216586903,0.1137622376884786,0.0,0.05273659622136613,0.0,0.12979565121514275
p103_YLIP,7.731474294598885e-07,25.957752048959364,0.9382486607833004,0.044586971650401944,0.0,0.04181351749908635,0.07188665,0.2193071602301452
p104_F,5.309118178359007e-07,26.774681918922298,0.20739563987791948,0.0048546714280503925,0.0,8.737840606617444e-06,7.6970494e-08,0.0424518252234141
p104_I,0.004975722039237975,8.056914792860054,0.2543407337474048,0.007933681100981584,0.5,0.00037128396925670395,8.438089e-06,0.15253082738133378
p104_L,0.0019037105901661194,9.887597481525212,0.19833229053965493,0.001070486435554128,0.0,0.003275377214694896,7.022586e-08,0.040535644883152575
p104_V,0.001183586169240194,10.808358886487861,0.11165817596132384,0.008796095232410202,0.5714285714285714,0.0019470775588210675,4.679031e-05,0.13877534209787748
p105_GTMHRPAW,0.001959817757884416,9.831631387374566,0.2232190711601273,0.033288371388359446,0.0,0.0006576423488528198,5.2266023e-05,0.05144347018406316
p105_L,2.4806755569963444e-07,28.439452034207125,0.008494018079247382,0.009865481992840168,0.21428571428571427,0.00047279311367885447,5.0265593e-05,0.04663365461289967
p107_K,4.539455803452486e-06,22.159961782633463,0.020399467202215197,0.003702285110144898,0.0,1.1553026184881935e-06,0.0015954454,0.005139670611584669
p107_P,0.09731183361814631,2.7736433593214525,0.0,0.0,0.0,0.0,0.0,0.0
p107_Q,0.6342372443582067,0.22701744701596868,0.0,0.0,0.0,0.0,0.0,0.0
p107_R,0.037760775687259295,4.370638053672755,0.0695063276538645,0.0014425708772089407,0.0,0.010601552680375815,0.0,0.016310090242289847
p107_VESTYADFG,0.007968944082158865,7.176439222007161,0.4582429190736729,0.007284484103783982,0.5714285714285714,0.000110359706827424,5.1589574e-05,0.2074235847772829
p108_H,7.850901352084807e-17,82.46212441216412,0.11085773827617408,0.014215915154429765,0.0,0.00012460704158677002,1.5066671e-08,0.025039655107772413
p108_I,0.06173531657694065,3.5275730585189424,0.0,0.0,0.0,0.0,0.0,0.0
p108_L,0.9653195025384728,0.00189493897647021,0.0,0.0,0.0,0.0,0.0,0.0
p108_P,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
