feature,lgbm,BayesianRidge,gbc,rf,dt,mean
285,0.011494252873563218,0.11360290746583594,4.6003553707314584e-05,0.0029705816244526406,0.0,0.02562274910351182
286,0.08620689655172414,0.1460455608297974,0.9297146565662908,0.4267306761912448,1.0,0.5177395580278115
287,0.013793103448275864,0.09617528671515543,0.4377418961176196,0.13409151746204231,0.0,0.13636036074861863
288,0.04679802955665025,0.08314978466380173,0.005392292586345012,0.1724781727005135,0.0,0.0615636559014621
289,0.028735632183908046,0.05895512788715677,0.127916904838728,0.33589625269211715,0.0,0.110300783520382
290,0.01293103448275862,0.1546963788430077,0.00030521238111823915,0.022200141745469675,0.0,0.03802655349047084
291,0.017241379310344827,0.17296441231582216,0.0003262037866695392,0.00294184516422312,0.0,0.038694768115411934
292,0.0,0.20869083986485912,0.0005763849651790158,0.004214223663740028,0.0,0.04269628969875563
293,1.0,1.0,0.029714758138696926,0.051719770237964494,0.012483254573738542,0.41878355659008
294,0.0632183908045977,0.20249798490320411,0.0017839751998473493,0.030393586232721512,0.0,0.05957878742807414
295,0.0,0.11077304438402477,0.013367352371138001,0.01371869675185666,0.0,0.027571818701403888
296,0.04310344827586207,0.25581372748974246,0.8002422654620271,0.11049181871459196,0.0,0.2419302519884447
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.11206896551724138,0.03274654866308178,0.02534461668410035,0.006004666626787838,0.0,0.03523295949824227
299,0.07471264367816091,0.14573028620157477,0.012320191834656945,0.08349161047591622,0.0,0.06325094643806177
300,0.09195402298850575,0.12633415573520498,0.1276354320672684,0.3599718125318802,5.324149700780172e-05,0.14118973296397344
301,0.03879310344827586,0.08163972139702244,0.0003009970964923185,0.010047639958631486,0.0,0.026156292380084423
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.17241619847428627,0.00012932180709220785,0.08089160936908782,0.0,0.050687425930093254
304,0.017241379310344827,0.06333984070647557,3.278539073256216e-05,0.005151765177953772,0.0,0.017153154117101343
305,0.09482758620689655,0.07990695573547842,0.003914750239592384,0.00305649570063024,0.0,0.036341157576519525
306,0.0,0.03627464139057271,0.0010834323091003647,0.006845907099994801,0.0,0.008840796159933575
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.006896551724137932,0.11328103076986117,0.0009893509173147898,0.03596289457961253,0.0,0.031425965598185286
309,0.03017241379310345,0.09031749559939087,0.00024923880584678735,0.011930714278760041,0.0,0.026533972495420232
310,0.017241379310344827,0.043354310570025846,0.0003080373614487758,0.009068992631591076,0.0,0.013994543974682106
311,0.0,0.03627464139057271,0.0010834323091003647,0.006845907099994801,0.0,0.008840796159933575
312,0.0,0.06757523494176182,0.0006416257069739742,0.037676300876823485,0.0,0.021178632305111855
313,0.0,0.053724466107821965,0.02036518976650897,0.001103049991951772,0.0,0.01503854117325654
314,0.0,0.03627464139057271,0.0010834323091003647,0.006845907099994801,0.0,0.008840796159933575
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.05172413793103448,0.06500317053827487,0.00027147486840039885,0.005847248434124817,0.0,0.024569206354366914
317,0.0,0.11307033229105412,0.01024725578680059,0.0409973296805198,0.0,0.0328629835516749
318,0.017241379310344827,0.16663659786670143,0.0005550203084981523,0.013379607744696825,0.0,0.03956252104604825
319,0.07241379310344828,0.21935975718753092,0.012764411198814475,0.04076532012024346,0.0,0.06906065632200743
320,0.027586206896551727,0.08499681396226137,0.07675055377691001,0.23296150435234883,0.0,0.08445901579761439
321,0.0,0.04043454191891813,0.0004675168174466696,0.01660048500429837,0.0,0.011500508748132632
322,0.03017241379310345,0.10082104213939626,0.4677576737735908,0.06388044405059098,0.0,0.1325263147513363
323,0.040229885057471264,0.04614671497071658,0.008032794367669434,0.015645595188738117,0.0,0.02201099791691908
324,0.0603448275862069,0.27385465727413555,0.014384238447540283,0.13306386085950675,0.0,0.0963295168334779
325,0.017241379310344827,0.0469489329047213,0.0002470290557441624,0.022445717991455384,0.0,0.017376611852453136
326,0.0,0.12685428779537455,0.004981021416664728,0.004296512730489121,0.0,0.027226364388505682
327,0.0,0.06347002934448208,0.02840927636110789,0.007305631721100284,0.0,0.01983698748533805
328,0.008620689655172414,0.08809746458081642,0.0028827649797496095,0.023510840211103747,0.0,0.02462235188536844
329,0.05603448275862069,0.14142810933896097,0.03130546992708911,0.06477071826873412,0.0,0.05870775605868097
330,0.0270935960591133,0.06384999465737397,0.00020661687210848475,0.0172640269004782,0.0,0.02168284689781479
331,0.021551724137931036,0.1130380012140432,0.002309301603062146,0.01748713400653073,0.0,0.03087723219231342
332,0.04482758620689655,0.09431173737527021,0.002547268688713811,0.015582666647557536,0.0,0.03145385178368762
333,0.1206896551724138,0.11481425570662031,0.02253719115742661,0.017760185030628338,0.0,0.055160257413417804
334,0.017241379310344827,0.08637901185774649,0.0002823750065298638,0.006212890868686368,0.0,0.022023131408661512
335,0.034482758620689655,0.0875133119085513,0.0008010968437663506,0.00413687535793978,0.0009555507078597838,0.02557791868776137
336,0.022988505747126436,0.1901385834100167,0.0007861813857993089,0.0362877963627907,0.0,0.05004021338114663
337,0.04597701149425287,0.04432114729951462,0.00016110950878995599,0.007405359656579305,0.0006322019864495961,0.01969936598911727
338,0.020689655172413793,0.09451600472868368,0.017904693949565648,0.040833613604347126,0.0,0.03478879349100204
339,0.04310344827586207,0.10027094285795872,0.0016141712646020184,0.005195081630395366,0.0,0.030036728805763628
340,0.013793103448275864,0.12397948924243396,0.03267431735052409,0.011180955191416195,0.0,0.03632557304653002
341,0.034482758620689655,0.028791871814081,0.019421579406563055,0.10099579974154162,0.0,0.03673840191657507
342,0.034482758620689655,0.08523064455610027,0.009911019989115403,0.005000489997475972,0.0,0.02692498263267626
343,0.0,0.18958368360203418,0.03827127311191558,0.025088604002670597,0.0,0.05058871214332407
344,0.011494252873563218,0.04940626680130482,6.589726494626349e-05,0.0003641183170478482,0.0,0.012266107051372429
345,0.0,0.06102059818408579,0.00356214154361964,0.013785629528115816,0.0,0.01567367385116425
346,0.005747126436781609,0.033147471283870356,0.0004166935684315137,0.005930524556999962,0.0,0.009048363169216688
347,0.02586206896551724,0.064359505802342,0.0008159106379188978,0.004217008475885377,0.0,0.019050898776332703
348,0.02586206896551724,0.05234768180638399,0.013464334028212092,0.0035290276905491835,0.0,0.0190406224981325
349,0.1264367816091954,0.16187267933563948,0.0004689301581525192,0.011750496094202163,0.04328099064556312,0.06876197556855054
350,0.04597701149425287,0.03747723536002047,0.0007632184488259124,0.018090867903571044,0.0,0.020461666641334062
351,0.008620689655172414,0.16335151151279656,0.018959584406463306,0.08375285585860133,0.0,0.05493692828660672
352,0.004310344827586207,0.04536941271736077,0.0020483162176146335,0.0022545551296592084,0.0,0.010796525778444165
353,0.017241379310344827,0.06881348236116239,0.0016691242054093349,0.00364935419856,0.0,0.01827466801509531
354,0.11206896551724138,0.06577208161170625,0.0006525863634160039,0.006244027216827419,0.0,0.03694753214183821
355,0.0,0.11949386411437814,0.001108629771412655,0.004920527095059114,0.0,0.025104604196169982
