feature,lgbm,rf,gbc,BayesianRidge,Adaboost,mean
308,0.07692307692307693,0.041074503155363574,0.4509839323026575,0.4658197026049341,0.00917299652566735,0.20879484230233986
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.2067726446356549,0.0070232584013931385,0.33758768418351304,0.0,0.1102767174441122
312,0.0,0.00025838092041849674,0.00649574537419092,0.014084697396044359,7.144585524042858e-05,0.0041820539091788405
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.11538461538461539,0.047505632975224,0.04395375312804321,0.20991045012993337,0.0032396844408287915,0.08399882721172895
316,0.0,0.04751367814445176,0.00015540907127198288,0.1485788529850051,0.0,0.039249588040145764
317,0.0,0.1324868681745686,0.0019651502639362324,0.1288950446193886,0.007020919618066331,0.05407359653519196
318,0.0,0.04383308267203202,0.02251601664367652,0.2651411836107721,0.008858664153963424,0.06806978941608881
319,0.05128205128205128,0.16647476131069322,0.0028944952010010448,0.19445088778920014,0.0248747391316315,0.08799538694291545
320,0.0,0.04719732910940137,0.0435390656157014,0.14032157235491005,0.0013020267876874495,0.04647199877354006
321,0.0,0.4573659171836974,0.20961931418726512,0.5160683309859229,0.07986746073709028,0.2525842046187951
322,0.0,0.0,0.0,0.0,0.0,0.0
323,0.05128205128205128,0.08744725737862673,0.11437098400443174,0.18063619031870357,2.0730666227006888e-05,0.08675144273000805
324,0.0,0.0035845266039796052,0.0015018776791224614,0.09373538395276136,0.0,0.019764357647172687
325,0.0,0.04751367814445176,0.00015540907127198288,0.1485788529850051,0.0,0.039249588040145764
326,0.0,0.0,0.0,0.0,0.0,0.0
327,0.15384615384615385,0.04456801388228727,0.00262935895371693,0.15918046342273792,0.0,0.0720447980209792
328,0.0,0.1717242636059896,0.56522679039366,0.07786550863850072,0.040668841191781144,0.1710970807659863
329,0.0,0.017873409311674623,0.027599970183382883,0.5117464198075828,0.006019999898876534,0.11264795984030337
330,0.0,0.017395394053453344,0.02309879235213601,0.22671409033878606,0.0,0.053441655348875086
331,0.0,0.09338122384345213,0.1592348766593893,0.13971599073201665,0.001891332692503566,0.07884468478547234
332,0.0,0.06277472313828425,0.0007279310175695364,0.2215644272981828,0.0,0.05701341629080732
333,0.0,0.03417572874249789,0.011766391733360734,0.142437405952184,0.0019363826402953334,0.03806318181366759
334,0.0,0.023091985717188335,0.008247882085275918,0.2067166708431619,0.002057756987302628,0.04802285912658576
335,0.0,0.01366483759780764,0.01790935045240744,0.573799134598816,0.0028533124097752677,0.12164532701176127
336,0.05128205128205128,0.048409773865001095,0.043136487820520236,0.18522939064010413,0.0013243413713418875,0.06587640899580373
337,0.0,0.21660325617666612,0.00667131141519785,0.3473679247741948,8.256199530155036e-05,0.11414501087227207
338,0.0,0.0348706242147465,0.0005943055808250006,0.2922057327039432,0.0,0.06553413249990295
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.3076923076923077,0.16342609904651367,0.005895108193950862,0.35055578117497477,0.03398602294214204,0.1723110638099778
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.011634279503259947,0.28448023546168627,0.0564837965918673,1.6068484770315123e-05,0.07052287600831678
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.002076934802579721,0.0004652162873544277,0.2398236808144814,0.0,0.04847316638088311
346,0.0,0.0075508272351329266,0.008477728878872477,0.3300407254576405,0.0010707377960714572,0.06942800387354348
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.014774379179619749,0.03757882851796239,0.059603356656045686,0.0,0.022391312870725565
349,0.038461538461538464,0.02349379193920306,0.0031225835818460505,0.2396312027561975,0.0003014969878260391,0.061002122745322226
350,0.0,0.05667931266353631,0.1311882040792318,0.43003749229847477,0.0,0.12358100180824858
351,0.0,0.027383519154471278,0.000748771544233538,0.10681600526921795,0.0025619771608600627,0.027502054625756566
352,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.03449931179509144,0.025153536057468704,0.193653973874492,0.012386527307023372,0.05313866980681511
354,0.0,0.0,0.0,0.0,0.0,0.0
