	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S343	498.00000	Danio_rerio	exoRh	Chordata	NM131212.2
S344	414.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1
S345	424.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S289A
S346	417.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S87G
S347	434.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_Y262W
S348	561.00000	Grus_americana	LWS	Chordata	KM508487
S349	500.00000	Grus_americana	Rh1	Chordata	KM508488
S350	499.00000	Grus_americana	Rh2	Chordata	KM508489
S351	404.00000	Grus_americana	SWS1	Chordata	KM508490
S352	450.00000	Grus_americana	SWS2	Chordata	KM508491
S353	486.00000	Scopelarchus_analis	Rh1	Chordata	EF517404.1
S354	479.00000	Scopelarchus_analis	Rh1	Chordata	EF517405.1
S355	539.00000	Otolemur_crassicaudatus	LWS	Chordata	AB112590.1
S356	502.00000	Otolemur_crassicaudatus	Rh1	Chordata	AB112591.1
S357	420.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86Y
S358	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86L
S359	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86M
S360	435.00000	Bos_taurus	SWS1	Chordata	U92557.1
S361	452.00000	Oryzias_latipes	Rh2	Chordata	AB223053
S362	516.00000	Oryzias_latipes	Rh2	Chordata	AB223054
S363	492.00000	Oryzias_latipes	Rh2	Chordata	AB223055
S364	448.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(400681-404250)
S365	516.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(390932-392688)
S366	494.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(376983-378663)
S367	447.00000	Oryzias_luzonensis	Rh2	Chordata	LC260048
S368	517.00000	Oryzias_luzonensis	Rh2	Chordata	LC260049
S369	486.00000	Oryzias_luzonensis	Rh2	Chordata	LC260050
S370	469.00000	Oryzias_celebensis	Rh2	Chordata	LC260051
S371	516.00000	Oryzias_celebensis	Rh2	Chordata	LC260052
S372	491.00000	Oryzias_celebensis	Rh2	Chordata	LC260053
S373	460.00000	Oryzias_melastigma	Rh2	Chordata	LC260054
S374	519.00000	Oryzias_melastigma	Rh2	Chordata	LC260055
S375	491.00000	Oryzias_melastigma	Rh2	Chordata	LC260056
S376	462.00000	Oryzias_minutillus	Rh2	Chordata	LC260057
S377	517.00000	Oryzias_minutillus	Rh2	Chordata	LC260058
S378	493.00000	Oryzias_minutillus	Rh2	Chordata	LC260059
S379	493.00000	Oryzias_latipes	Rh2	Chordata	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S380	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S381	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E
S382	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E
S383	512.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E
S384	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_I123V
S385	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_M205I
S386	510.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C209V
S387	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C213F
S388	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_A269G
S389	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S390	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S391	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S392	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S393	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S394	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S395	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S396	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_C209V_C213F_A269G
S397	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_C209V_C213F_A269G
S398	513.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C213F_A269G
S399	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_A269G
S400	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F
S401	469.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S402	454.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S403	463.00000	Oryzias_celebensis	Rh2	Chordata	LC260051_Y198F_R248K
S404	462.00000	Oryzias_melastigma	Rh2	Chordata	LC260054_E33D_I130V_F203Y
S405	485.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P076
S406	416.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P082
S407	452.00000	Microstomus_achne	SWS2	Chordata	A0A1L7P074
S408	466.00000	Paralichthys_olivaceus	SWS2	Chordata	D7RP09
S409	438.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ4
S410	408.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ5
S411	439.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A3
S412	405.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A2
S413	448.00000	Lucania_goodei	SWS2	Chordata	Q7T2U6
S414	397.00000	Lucania_goodei	SWS2	Chordata	Q7T2U7
S415	416.00000	Danio_rerio	SWS2	Chordata	Q9W6A8
S416	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1
S417	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1
S418	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S117A
S419	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S82A
S420	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_W85L
S421	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_V88I
S422	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_A97S
S423	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_Y99F
S424	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_K100N
S425	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I108T
S426	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_G109A
S427	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I119L
S428	419.00000	Danio_rerio	SWS2	Chordata	AB087809.1_C295S
S429	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A52T
S430	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S80A
S431	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A87S
S432	440.00000	Carassius_auratus	SWS2	Chordata	L11864.1_P92S
S433	437.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S94A
S434	441.00000	Carassius_auratus	SWS2	Chordata	L11864.1_L116T
S435	444.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G124S
S436	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S163F
S437	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G217S
S438	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S272A
S439	487.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_G90S
S440	484.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A
S441	477.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_E122D
S442	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A295S
S443	453.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A_E122D_A292S
S444	467.00000	Danio_rerio	Rh2	Chordata	NM_131253.2
S445	476.00000	Danio_rerio	Rh2	Chordata	NM_182891.2
S446	488.00000	Danio_rerio	Rh2	Chordata	NM_182892.2
S447	505.00000	Danio_rerio	Rh2	Chordata	NM_131254.1
S448	528.00000	Metriaclima_zebra	Rh2	Chordata	DQ088651
S449	519.00000	Metriaclima_zebra	Rh2	Chordata	DQ088650
S450	484.00000	Metriaclima_zebra	Rh2	Chordata	DQ088652
S451	423.00000	Metriaclima_zebra	SWS2	Chordata	DQ088649
S452	368.00000	Metriaclima_zebra	SWS1	Chordata	DQ088648
S453	511.00000	Carassius_auratus	LWS	Chordata	L11865.1
S454	505.00000	Carassius_auratus	LWS	Chordata	L11866.1
S455	507.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1
S456	508.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_Q64K
S457	491.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q_Q64K_E150A
S458	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E150A
S459	486.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q
S460	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122I
S461	487.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122D
S462	511.00000	Gallus_gallus	MWS	Chordata	NM_205490.1
S463	525.00000	Gallus_gallus	MWS	Chordata	NM_205490.1_Q122E
S464	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1
S465	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I
S466	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T217A
S467	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_V218I
S468	509.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I_T217A_V218I
S469	503.00000	AncAgnatha_sp.	Rh2	Chordata	AncAgnatha
S470	488.00000	AncActino_sp.	Rh2	Chordata	AncActino
S471	491.00000	AncTeleost_sp.	Rh2	Chordata	AncTeleost
S472	491.00000	AncClupeoc_sp.	Rh2	Chordata	AncClupeoc
S473	489.00000	AncCyprin1_sp.	Rh2	Chordata	AncCyprin1
S474	505.00000	AncCyprin2_sp.	Rh2	Chordata	AncCyprin2
S475	488.00000	AncEutelo1_sp.	Rh2	Chordata	AncEutelo1
S476	489.00000	AncEutelo2_sp.	Rh2	Chordata	AncEutelo2
S477	474.00000	AncEutelo3_sp.	Rh2	Chordata	AncEutelo3
S478	524.00000	AncEutelo4_sp.	Rh2	Chordata	AncEutelo4
S479	488.00000	AncTetrapo_sp.	Rh2	Chordata	AncTetrapo
S480	499.00000	AncSaurops_sp.	Rh2	Chordata	AncSaurops
S481	497.00000	AncSquamat_sp.	Rh2	Chordata	AncSquamat
S482	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_D83N
S483	500.00000	Lethenteron_camtschaticum	Rh1	Chordata	M63632.1
S484	478.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2
S485	495.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E
S486	493.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_S292A
S487	511.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E_S292A
S488	491.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E
S489	484.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_L207M
S490	499.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E_L207M
S491	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1
S492	360.00000	swsanc2_sp.	UVS	Chordata	swsanc2
S493	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3
S494	360.00000	swsanc4_sp.	UVS	Chordata	swsanc4
S495	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5
S496	393.00000	swsanc6_sp.	SWS	Chordata	swsanc6
S497	359.00000	swsanc7_sp.	UVS	Chordata	swsanc7
S498	360.00000	swsanc1_sp.	UVS	Chordata	swsanc1_F60I
S499	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V63I
S500	362.00000	swsanc1_sp.	UVS	Chordata	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S501	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V104I
S502	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S503	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_K147R,G149S
S504	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_V49L,I60V,V63I
S505	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_F81V,I85M,I88V
S506	398.00000	swsanc6_sp.	SWS	Chordata	swsanc6_A118S
S507	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_N149S
S508	359.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V
S509	377.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S
S510	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_S118A
S511	383.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S
S512	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,S118A
S513	369.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S,S118A
S514	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A
S515	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A82S
S516	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,L85I
S517	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,R107K
S518	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,V119T
S519	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A120G
S520	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5_A82S,L85I,R107K,V119T,A120G
S521	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'
S522	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L
S523	366.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C
S524	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S89C
S525	398.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_A114G
S526	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C,S89C
S527	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L,C86S,S89C,A114G
S528	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S529	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S530	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S531	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S532	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S533	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S534	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S535	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S536	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S537	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S538	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S539	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S540	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S541	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S542	355.00000	Xenopus_laevis	UVS	Chordata	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S543	380.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,V91I,T93P
S544	408.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,L116V,S118T
S545	385.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,F86M,V91I,T93P
S546	411.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,V109A,E113D,L116V,S118T
S547	421.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S548	422.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S549	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M
S550	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_T93P
S551	394.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F86M,T93P
S552	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A
S553	355.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D
S554	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_L116V
S555	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_S118T
S556	370.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D
S557	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,L116V
S558	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,S118T
S559	357.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,S118T
S560	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_L116V,S118T
S561	391.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,L116V
S562	391.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,E113D,S118T
S563	360.00000	swsanc3_sp.	UVS	Chordata	swsanc3_V109A,L116V,S118T
S564	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T
S565	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_T108I,E113D,L116V,S118T
S566	361.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T,V119L
S567	358.00000	swsanc3_sp.	UVS	Chordata	swsanc3_E113D,L116V,S118T,A120T
S568	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_A111S,L112I,E113D,L116V,S118T
S569	363.00000	swsanc3_sp.	UVS	Chordata	swsanc3_A111S,E113D,L116V,S118T,A120T
S570	383.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F86M,V91I,T93P
S571	385.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F49L,F86M,V91I,T93P
S572	423.00000	swsanc3_sp.	UVS	Chordata	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S573	365.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_92-AH003620.2_93_348
S574	360.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_146-AH003620.2_147_348
S575	360.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_253-AH003620.2_254_348
S576	396.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	AH003620.2_1_92-NP_031564.1_93_346
S577	414.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	AH003620.2_1_146-NP_031564.1_147_346
S578	414.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	AH003620.2_1_253-NP_031564.1_254_346
S579	381.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S580	363.00000	Homo,Mus_sapiens,musculus	UVS	Chordata	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S581	405.00000	Homo,Mus_sapiens,musculus	SWS	Chordata	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S582	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_R38Y
S583	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T
S584	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F49L
S585	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_V50I
S586	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_T52F
S587	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I57M
S588	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_H64R
S589	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F
S590	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F85L
S591	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_T92P
S592	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I95V
S593	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_H100N
S594	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L104V
S595	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_A114G
S596	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_S118T
S597	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_V137I
S598	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_S145N
S599	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_I146F
S600	359.00000	Mus_musculus	UVS	Chordata	NP_031564.1_N149S
S601	381.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F,F85L,T92P
S602	363.00000	Mus_musculus	UVS	Chordata	NP_031564.1_A114G,S118T
S603	403.00000	Mus_musculus	UVS	Chordata	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S604	395.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S605	412.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S606	411.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S607	352.00000	Mus_musculus	UVS	Chordata	NP_031564.1_E113Q
S608	369.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
S609	352.00000	Homo_sapiens	SWS	Chordata	AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S
S610	369.00000	Homo_sapiens	SWS	Chordata	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S611	498.00000	Loxodonta_africana	Rh1	Chordata	AY686752.1_N83D
S612	367.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F
S613	412.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_I92T
S614	416.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_V116L
S615	359.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,I92T
S616	360.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,V116L
S617	411.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_I92T,V116L
S618	360.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1_S86F,I92T,V116L
S619	552.00000	Loxodonta_africana	LWS	Chordata	AY686754.1
S620	558.00000	Loxodonta_africana	LWS	Chordata	AY686754.1_A180S
S621	563.00000	lwsanc_pigmenta_sp.	LWS	Chordata	lwsanc_pigmenta
S622	563.00000	lwsanc_pigmentb_sp.	LWS	Chordata	lwsanc_pigmentb
S623	561.00000	lwsanc_pigmentc_sp.	LWS	Chordata	lwsanc_pigmentc
S624	558.00000	lwsanc_pigmentd_sp.	LWS	Chordata	lwsanc_pigmentd
S625	558.00000	lwsanc_pigmente_sp.	LWS	Chordata	lwsanc_pigmente
S626	536.00000	lwsanc_pigmentf_sp.	LWS	Chordata	lwsanc_pigmentf
S627	561.00000	lwsanc_pigmentg_sp.	LWS	Chordata	lwsanc_pigmentg
S628	564.00000	lwsanc_pigmenti_sp.	LWS	Chordata	lwsanc_pigmenti
S629	532.00000	lwsanc_pigmentx_sp.	LWS	Chordata	lwsanc_pigmentx
S630	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty
S631	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz
S632	533.00000	lwsanc_pigmentx_sp.	LWS	Chordata	lwsanc_pigmentx_A180S
S633	554.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I274V
S634	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I320V
S635	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_T58A
S636	533.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_H294N
S637	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_V76A
S638	501.70000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T160A
S639	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_I259M
S640	359.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217
S641	376.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_F86Y
S642	358.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_S90A
S643	358.00000	Phodopus_sungorus	SWS1	Chordata	JQ036217_S90C
S644	424.00000	Mus_musculus	UVS	Chordata	NP_031564.1_F86Y
S645	354.00000	Mus_musculus	UVS	Chordata	NP_031564.1_E113A
S646	367.00000	Bos_taurus	SWS1	Chordata	U92557.1_Y86F
S647	431.00000	Bos_taurus	SWS1	Chordata	U92557.1_S90C
S648	403.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM
S649	363.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_S90C
S650	403.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86S
S651	365.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86F
S652	363.00000	Chlamydera_nuchalis	SWS1	Chordata	CNUCHCUSTOM_C86F_S90C
S653	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195T
S654	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195S
S655	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220
S656	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195H
S657	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195K
S658	431.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516
S659	443.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_A86F
S660	433.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_N93T
S661	363.00000	Ochotona_princeps	SWS1	Chordata	XM_004592516_A86F_N93T
S662	370.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86A
