	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S290	502.00000	Xenopus_laevis	Rh1	Chordata	L07770.1
S291	502.00000	Lithobates_pipiens	Rh1	Chordata	S49004
S292	500.00000	Lithobates_catesbeianus	Rh1	Chordata	S79840
S293	506.00000	Ambystoma_tigrinum	Rh1	Chordata	U36574
S294	502.00000	Columba_livia	Rh1	Chordata	AH007730.2
S295	502.00000	Taeniopygia_guttata	Rh1	Chordata	AF222329
S296	503.00000	Gallus_gallus	Rh1	Chordata	D00702
S297	511.00000	Carassius_auratus	Rh2	Chordata	L11865
S298	506.00000	Carassius_auratus	Rh2	Chordata	L11866
S299	495.00000	Anolis_carolinensis	Rh2	Chordata	AH007735.2
S300	467.00000	Gekko_gecko	Rh2	Chordata	M92035.1
S301	503.00000	Columba_livia	Rh2	Chordata	AH007731.2
S302	505.00000	Taeniopygia_guttata	Rh2	Chordata	AF222330
S303	508.00000	Gallus_gallus	Rh2	Chordata	M92038
S304	359.00000	Carassius_auratus	SWS1	Chordata	D85863
S305	415.00000	Gallus_gallus	SWS1	Chordata	M92039
S306	443.00000	Carassius_auratus	SWS2	Chordata	L11864
S307	437.00000	Anolis_carolinensis	SWS2	Chordata	AF133907
S308	448.00000	Columba_livia	SWS2	Chordata	AH007799.2
S309	441.00000	Taeniopygia_guttata	SWS2	Chordata	AF222332
S310	455.00000	Gallus_gallus	SWS2	Chordata	M92037
S311	559.00000	Carassius_auratus	LWS	Chordata	L11867
S312	561.00000	Anolis_carolinensis	LWS	Chordata	U08131
S313	558.00000	Columba_livia	LWS	Chordata	AH007800.2
S314	560.00000	Taeniopygia_guttata	LWS	Chordata	AF222333.1
S315	571.00000	Gallus_gallus	LWS	Chordata	M62903.1
S316	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2
S317	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2
S318	553.00000	Capra_hircus	LWS	Chordata	AH006594.2
S319	509.00000	Oryctolagus_cuniculus	MWS	Chordata	AH006945.2
S320	508.00000	Mus_musculus	MWS	Chordata	AF011389.1
S321	509.00000	Rattus_norvegicus	MWS	Chordata	AH006946.2
S322	524.00000	Tursiops_truncatus	LWS	Chordata	AF055457
S323	553.00000	Felis_catus	LWS	Chordata	AF132040
S324	545.00000	Equus_caballus	LWS	Chordata	AF132043
S325	531.00000	Odocoileus_virginianus	LWS	Chordata	AF132041
S326	516.00000	Cavia_porcellus	MWS	Chordata	AF132042.1
S327	532.00000	Neosciurus_carolinensis	LWS	Chordata	AF132044
S328	482.00000	Anolis_carolinensis	MWS	Chordata	AH007737.2
S329	481.00000	Columba_livia	MWS	Chordata	U50598.1
S330	359.00000	Taeniopygia_guttata	SWS	Chordata	AF222331
S331	359.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_I85V
S332	397.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84S
S333	397.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84S_I85V
S334	382.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84G
S335	363.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84G_I85F
S336	405.00000	Gallus_gallus	SWS	Chordata	M92039_V85I
S337	369.00000	Gallus_gallus	SWS	Chordata	M92039_S84C
S338	371.00000	Gallus_gallus	SWS	Chordata	M92039_S84C_V85I
S339	389.00000	Columba_livia	SWS1	Chordata	AH007798.2_V85I
S340	358.00000	Columba_livia	SWS1	Chordata	AH007798.2_S84C
S341	359.00000	Columba_livia	SWS1	Chordata	AH007798.2_S84C_V85I
S342	435.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1
S343	500.00000	Eumaeus_atala	BRh2	Arthropoda	MN831882.1
S344	569.00000	Eumaeus_atala	LWRh	Arthropoda	MN831883.1
S345	352.00000	Eumaeus_atala	UVRh	Arthropoda	MN831884.1
S346	578.00000	Arhopala_japonica	LWRh	Arthropoda	MN831885.1
S347	450.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F
S348	440.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S
S349	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I122F
S350	530.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_G177S
S351	516.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_Y179F
S352	527.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_G177S
S353	526.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_Y179F
S354	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I207C_F208C
S355	475.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_Y179F
S356	508.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_G177S_Y179F
S357	535.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I122F_I207C_F208C
S358	520.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_Y179F_I207C_F208C
S359	526.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_Y179F_I207C_F208C
S360	533.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_I207C_F208C
S361	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S362	571.00000	Poecilia_reticulata	LWS1	Chordata	AB748985.1
S363	562.00000	Poecilia_reticulata	LWS1	Chordata	AB748984
S364	516.00000	Poecilia_reticulata	LWS2	Chordata	LC127183
S365	519.00000	Poecilia_reticulata	LWS3	Chordata	LC127184
S366	516.00000	Poecilia_reticulata	RH2-1	Chordata	LC127186
S367	476.00000	Poecilia_reticulata	RH2-2	Chordata	LC127187
S368	438.00000	Poecilia_reticulata	SWS2-A	Chordata	LC127188
S369	408.00000	Poecilia_reticulata	SWS2-B	Chordata	LC127189
S370	353.00000	Poecilia_reticulata	SWS1	Chordata	LC127190
S371	503.00000	Poecilia_reticulata	RH1	Chordata	LC127191
S372	358.00000	Geotria_australis	SWS1	Chordata	KT749677
S373	439.00000	Geotria_australis	SWS2	Chordata	AY366492
S374	497.00000	Geotria_australis	RhA	Chordata	AY366493
S375	492.00000	Geotria_australis	RhB	Chordata	AY366494
S376	420.00000	Cavia_porcellus	SWS1	Chordata	AY552608
S377	388.00000	Columba_livia	SWS1	Chordata	AJ238856
S378	419.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1
S379	360.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081
S380	360.00000	Anolis_carolinensis	SWS1	Chordata	AH007736
S381	363.00000	Carassius_auratus	SWS1	Chordata	D85863_F86S
S382	357.00000	Columba_livia	SWS1	Chordata	AJ238856_S86F
S383	366.00000	Columba_livia	SWS1	Chordata	AJ238856_V116L
S384	380.00000	Columba_livia	SWS1	Chordata	AJ238856_V116M
S385	372.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1_S86F
S386	419.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1_V116L
S387	420.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081_C90S
S388	361.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081_A86S
S389	508.00000	Phreatichthys_andruzzii	Rh1	Chordata	JQ413240
S390	505.00000	Phreatichthys_andruzzii	exoRh	Chordata	GQ404491.1
S391	502.00000	Danio_rerio	Rh1	Chordata	AF109368
S392	498.00000	Danio_rerio	exoRh	Chordata	NM131212.2
S393	414.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1
S394	424.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S289A
S395	417.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_S87G
S396	434.00000	Homo_sapiens	OPN1SW	Chordata	DQ822478.1_Y262W
S397	383.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1
S398	491.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94T
S399	492.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94A
S400	491.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94S
S401	502.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94V
S402	489.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94D
S403	461.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94E
S404	484.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94H
S405	377.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94R
S406	480.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3
S407	485.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D96N
S408	486.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D124N
S409	486.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D147N
S410	484.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_E194Q
S411	481.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D203N
S412	450.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1
S413	437.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_S117A
S414	446.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_F177Y
S415	425.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_S117A_F177Y
S416	420.00000	Pieris_rapae	PrV	Streptophyta	AB208674.1
S417	430.00000	Pieris_rapae	PrV	Streptophyta	AB208674.1_A116S
S418	561.00000	Grus_americana	LWS	Chordata	KM508487
S419	500.00000	Grus_americana	Rh1	Chordata	KM508488
S420	499.00000	Grus_americana	Rh2	Chordata	KM508489
S421	404.00000	Grus_americana	SWS1	Chordata	KM508490
S422	450.00000	Grus_americana	SWS2	Chordata	KM508491
S423	486.00000	Scopelarchus_analis	Rh1	Chordata	EF517404.1
S424	479.00000	Scopelarchus_analis	Rh1	Chordata	EF517405.1
S425	539.00000	Otolemur_crassicaudatus	LWS	Chordata	AB112590.1
S426	502.00000	Otolemur_crassicaudatus	Rh1	Chordata	AB112591.1
S427	525.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1
S428	521.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L
S429	509.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_Y211W
S430	510.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_V216A
S431	521.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_V216A
S432	513.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_Y211W
S433	515.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_Y211W_V216A
S434	513.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_Y211W_V216A
S435	496.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1
S436	508.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M
S437	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_W211Y
S438	498.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_A216V
S439	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_A216V
S440	500.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_W211Y
S441	494.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_W211Y_A216V
S442	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_W211Y_A216V
S443	420.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86Y
S444	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86L
S445	360.00000	Carassius_auratus	SWS1	Chordata	D85863.1_F86M
S446	435.00000	Bos_taurus	SWS1	Chordata	U92557.1
S447	431.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2
S448	430.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_I169F
S449	429.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_K201R
S450	430.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_T273A
S451	431.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_I169F_K201R_T273A
S452	435.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_Y179F
S453	439.00000	Danaus_plexippus	IV-Rh1	Arthropoda	AY605544
S454	431.00000	Limenitis_a.archippus	IV-Rh1	Arthropoda	EU358777
S455	452.00000	Oryzias_latipes	Rh2	Chordata	AB223053
S456	516.00000	Oryzias_latipes	Rh2	Chordata	AB223054
S457	492.00000	Oryzias_latipes	Rh2	Chordata	AB223055
S458	448.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(400681-404250)
S459	516.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(390932-392688)
S460	494.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(376983-378663)
S461	447.00000	Oryzias_luzonensis	Rh2	Chordata	LC260048
S462	517.00000	Oryzias_luzonensis	Rh2	Chordata	LC260049
S463	486.00000	Oryzias_luzonensis	Rh2	Chordata	LC260050
S464	469.00000	Oryzias_celebensis	Rh2	Chordata	LC260051
S465	516.00000	Oryzias_celebensis	Rh2	Chordata	LC260052
S466	491.00000	Oryzias_celebensis	Rh2	Chordata	LC260053
S467	460.00000	Oryzias_melastigma	Rh2	Chordata	LC260054
S468	519.00000	Oryzias_melastigma	Rh2	Chordata	LC260055
S469	491.00000	Oryzias_melastigma	Rh2	Chordata	LC260056
S470	462.00000	Oryzias_minutillus	Rh2	Chordata	LC260057
S471	517.00000	Oryzias_minutillus	Rh2	Chordata	LC260058
S472	493.00000	Oryzias_minutillus	Rh2	Chordata	LC260059
S473	493.00000	Oryzias_latipes	Rh2	Chordata	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S474	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S475	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E
S476	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E
S477	512.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E
S478	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_I123V
S479	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_M205I
S480	510.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C209V
S481	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C213F
S482	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_A269G
S483	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S484	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S485	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S486	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S487	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S488	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S489	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S490	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_C209V_C213F_A269G
S491	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_C209V_C213F_A269G
S492	513.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C213F_A269G
S493	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_A269G
S494	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F
S495	469.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S496	454.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S497	463.00000	Oryzias_celebensis	Rh2	Chordata	LC260051_Y198F_R248K
S498	462.00000	Oryzias_melastigma	Rh2	Chordata	LC260054_E33D_I130V_F203Y
S499	485.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P076
S500	416.00000	Verasper_variegatus	SWS2	Chordata	A0A1L7P082
S501	452.00000	Microstomus_achne	SWS2	Chordata	A0A1L7P074
S502	466.00000	Paralichthys_olivaceus	SWS2	Chordata	D7RP09
S503	438.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ4
S504	408.00000	Poecilia_reticulata	SWS2	Chordata	A0A140JTJ5
S505	439.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A3
S506	405.00000	Oryzias_latipes	SWS2	Chordata	Q2L6A2
S507	448.00000	Lucania_goodei	SWS2	Chordata	Q7T2U6
S508	397.00000	Lucania_goodei	SWS2	Chordata	Q7T2U7
S509	416.00000	Danio_rerio	SWS2	Chordata	Q9W6A8
S510	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1
S511	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1
S512	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S117A
S513	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_S82A
S514	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_W85L
S515	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_V88I
S516	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_A97S
S517	418.00000	Danio_rerio	SWS2	Chordata	AB087809.1_Y99F
S518	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_K100N
S519	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I108T
S520	417.00000	Danio_rerio	SWS2	Chordata	AB087809.1_G109A
S521	416.00000	Danio_rerio	SWS2	Chordata	AB087809.1_I119L
S522	419.00000	Danio_rerio	SWS2	Chordata	AB087809.1_C295S
S523	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A52T
S524	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S80A
S525	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_A87S
S526	440.00000	Carassius_auratus	SWS2	Chordata	L11864.1_P92S
S527	437.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S94A
S528	441.00000	Carassius_auratus	SWS2	Chordata	L11864.1_L116T
S529	444.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G124S
S530	443.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S163F
S531	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_G217S
S532	442.00000	Carassius_auratus	SWS2	Chordata	L11864.1_S272A
S533	487.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_G90S
S534	484.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A
S535	477.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_E122D
S536	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A295S
S537	453.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A_E122D_A292S
S538	467.00000	Danio_rerio	Rh2	Chordata	NM_131253.2
S539	476.00000	Danio_rerio	Rh2	Chordata	NM_182891.2
S540	488.00000	Danio_rerio	Rh2	Chordata	NM_182892.2
S541	505.00000	Danio_rerio	Rh2	Chordata	NM_131254.1
S542	528.00000	Metriaclima_zebra	Rh2	Chordata	DQ088651
S543	519.00000	Metriaclima_zebra	Rh2	Chordata	DQ088650
S544	484.00000	Metriaclima_zebra	Rh2	Chordata	DQ088652
S545	423.00000	Metriaclima_zebra	SWS2	Chordata	DQ088649
S546	368.00000	Metriaclima_zebra	SWS1	Chordata	DQ088648
S547	511.00000	Carassius_auratus	LWS	Chordata	L11865.1
S548	505.00000	Carassius_auratus	LWS	Chordata	L11866.1
S549	507.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1
S550	508.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_Q64K
S551	491.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q_Q64K_E150A
S552	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E150A
S553	486.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q
S554	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122I
S555	487.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122D
S556	511.00000	Gallus_gallus	MWS	Chordata	NM_205490.1
S557	525.00000	Gallus_gallus	MWS	Chordata	NM_205490.1_Q122E
S558	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1
S559	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I
S560	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T217A
S561	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_V218I
S562	509.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I_T217A_V218I
S563	503.00000	AncAgnatha_sp.	Rh2	Chordata	AncAgnatha
S564	488.00000	AncActino_sp.	Rh2	Chordata	AncActino
S565	491.00000	AncTeleost_sp.	Rh2	Chordata	AncTeleost
S566	491.00000	AncClupeoc_sp.	Rh2	Chordata	AncClupeoc
S567	489.00000	AncCyprin1_sp.	Rh2	Chordata	AncCyprin1
S568	505.00000	AncCyprin2_sp.	Rh2	Chordata	AncCyprin2
S569	488.00000	AncEutelo1_sp.	Rh2	Chordata	AncEutelo1
S570	489.00000	AncEutelo2_sp.	Rh2	Chordata	AncEutelo2
S571	474.00000	AncEutelo3_sp.	Rh2	Chordata	AncEutelo3
S572	524.00000	AncEutelo4_sp.	Rh2	Chordata	AncEutelo4
S573	488.00000	AncTetrapo_sp.	Rh2	Chordata	AncTetrapo
S574	499.00000	AncSaurops_sp.	Rh2	Chordata	AncSaurops
S575	497.00000	AncSquamat_sp.	Rh2	Chordata	AncSquamat
S576	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_D83N
S577	500.00000	Lethenteron_camtschaticum	Rh1	Chordata	M63632.1
S578	478.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2
S579	495.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E
S580	493.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_S292A
S581	511.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E_S292A
S582	491.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E
S583	484.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_L207M
S584	499.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E_L207M
S585	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1
S586	360.00000	swsanc2_sp.	UVS	Chordata	swsanc2
S587	359.00000	swsanc3_sp.	UVS	Chordata	swsanc3
S588	360.00000	swsanc4_sp.	UVS	Chordata	swsanc4
S589	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5
S590	393.00000	swsanc6_sp.	SWS	Chordata	swsanc6
S591	359.00000	swsanc7_sp.	UVS	Chordata	swsanc7
S592	360.00000	swsanc1_sp.	UVS	Chordata	swsanc1_F60I
S593	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V63I
S594	362.00000	swsanc1_sp.	UVS	Chordata	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S595	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_V104I
S596	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S597	361.00000	swsanc1_sp.	UVS	Chordata	swsanc1_K147R,G149S
S598	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_V49L,I60V,V63I
S599	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_F81V,I85M,I88V
S600	398.00000	swsanc6_sp.	SWS	Chordata	swsanc6_A118S
S601	392.00000	swsanc6_sp.	SWS	Chordata	swsanc6_N149S
S602	359.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V
S603	377.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S
S604	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_S118A
S605	383.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S
S606	357.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,S118A
S607	369.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F84S,S118A
S608	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A
S609	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A82S
S610	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,L85I
S611	374.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,R107K
S612	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,V119T
S613	375.00000	swsanc5_sp.	UVS	Chordata	swsanc5_F49V,F84S,S118A,A120G
S614	360.00000	swsanc5_sp.	UVS	Chordata	swsanc5_A82S,L85I,R107K,V119T,A120G
S615	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'
S616	393.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L
S617	366.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C
S618	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S89C
S619	398.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_A114G
S620	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_S84C,S89C
S621	360.00000	swsanc5'_sp.	UVS	Chordata	swsanc5'_F46L,C86S,S89C,A114G
S622	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S623	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S624	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S625	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S626	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S627	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S628	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S629	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S630	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S631	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S632	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	Chordata	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
