	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S327	488.00000	AncEutelo1_sp.	Rh2	Chordata	AncEutelo1
S328	489.00000	AncEutelo2_sp.	Rh2	Chordata	AncEutelo2
S329	474.00000	AncEutelo3_sp.	Rh2	Chordata	AncEutelo3
S330	524.00000	AncEutelo4_sp.	Rh2	Chordata	AncEutelo4
S331	488.00000	AncTetrapo_sp.	Rh2	Chordata	AncTetrapo
S332	499.00000	AncSaurops_sp.	Rh2	Chordata	AncSaurops
S333	497.00000	AncSquamat_sp.	Rh2	Chordata	AncSquamat
S334	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_D83N
S335	500.00000	Lethenteron_camtschaticum	Rh1	Chordata	M63632.1
S336	478.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2
S337	495.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E
S338	493.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_S292A
S339	511.00000	Latimeria_chalumnae	Rh1	Chordata	AH007712.2_Q122E_S292A
S340	491.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E
S341	484.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_L207M
S342	499.00000	Latimeria_chalumnae	Rh2	Chordata	AH007713.2_Q122E_L207M
S343	498.00000	Loxodonta_africana	Rh1	Chordata	AY686752.1_N83D
S344	501.70000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T160A
S345	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_I259M
S346	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195T
S347	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_H195S
S348	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220
S349	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195H
S350	482.00000	Physeter_catodon	Rh1	Chordata	XM_007126220_T195K
S351	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	Chordata	LC543598
S352	482.00000	Laticauda_semifasciata	Rh1	Chordata	LC543599
S353	494.00000	Emydocephalus_ijimae	Rh1	Chordata	LC543603
S354	490.00000	Hydrophis_ornatus	Rh1	Chordata	LC543606
S355	472.00000	Oreochromis_niloticus	Rh2B	Chordata	DQ235681.1
S356	488.00000	Dissostichus_mawsoni	Rh2	Chordata	AY771352.1
S357	497.00000	Xenopeltis_unicolor	Rh1	Chordata	FJ497233.1
S358	486.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea
S359	491.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D
S360	498.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_S292A
S361	500.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D,S292A
S362	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha
S363	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha_V300I
S364	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1
S365	497.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T
S366	481.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_F187Y
S367	500.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T,F187Y
S368	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94I
S369	500.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1
S370	478.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A,Y187F
S371	481.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A
S372	497.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_Y187F
S373	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181R
S374	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181K
S375	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181P
S376	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181H
S377	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181Q
S378	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181F
S379	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_F115A
S380	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A117F
S381	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122D
S382	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122A
S383	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126F
S384	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126L
S385	486.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126A
S386	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W161L
S387	483.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265Y
S388	480.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265F
S389	470.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265A
S390	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267G
S391	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267A
S392	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267S
S393	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267N
S394	493.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y268F
S395	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y274F
S396	488.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A292D
S397	0.00000	Bos_taurus	Rh2	Chordata	NM_001014890_H211R
S398	504.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Lc
S399	449.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Fb
S400	448.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_D
S401	460.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_C
S402	455.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_B
S403	457.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_A
