,Accession,full_species,prediction_value,closest_measurement,abs_diff,max_id
364,MT112883.1,Neogonodactylus_oerstedii,571.9,383.0,188.89999999999998,1543
365,MT112882.1,Neogonodactylus_oerstedii,544.5,383.0,161.5,1543
366,MT112881.1,Neogonodactylus_oerstedii,530.6,383.0,147.60000000000002,1543
367,MT112879.1,Neogonodactylus_oerstedii,535.3,383.0,152.29999999999995,1543
368,MT112878.1,Neogonodactylus_oerstedii,532.0,383.0,149.0,1543
369,MT112877.1,Neogonodactylus_oerstedii,532.2,383.0,149.20000000000005,1543
370,MT112873.1,Neogonodactylus_oerstedii,527.7,383.0,144.70000000000005,1543
371,MT112872.1,Neogonodactylus_oerstedii,529.2,383.0,146.20000000000005,1543
372,MT112871.1,Neogonodactylus_oerstedii,518.4,383.0,135.39999999999998,1543
373,MT112870.1,Neogonodactylus_oerstedii,470.8,383.0,87.80000000000001,1543
374,MT112869.1,Neogonodactylus_oerstedii,466.9,383.0,83.89999999999998,1543
375,MT112868.1,Neogonodactylus_oerstedii,454.7,383.0,71.69999999999999,1543
376,MT112867.1,Neogonodactylus_oerstedii,463.3,383.0,80.30000000000001,1543
377,MT112866.1,Neogonodactylus_oerstedii,467.2,383.0,84.19999999999999,1543
378,MT112865.1,Neogonodactylus_oerstedii,526.5,383.0,143.5,1543
379,MT112864.1,Neogonodactylus_oerstedii,457.9,383.0,74.89999999999998,1543
380,MT112863.1,Neogonodactylus_oerstedii,475.1,383.0,92.10000000000002,1543
381,MT112862.1,Neogonodactylus_oerstedii,465.6,383.0,82.60000000000002,1543
382,MT112861.1,Neogonodactylus_oerstedii,517.9,383.0,134.89999999999998,1543
383,MT112859.1,Neogonodactylus_oerstedii,526.4,383.0,143.39999999999998,1543
384,MG020535.1,Neogonodactylus_oerstedii,468.5,383.0,85.5,1543
385,MG020534.1,Neogonodactylus_oerstedii,458.1,383.0,75.10000000000002,1543
386,MG020533.1,Neogonodactylus_oerstedii,469.9,383.0,86.89999999999998,1543
387,MG020532.1,Neogonodactylus_oerstedii,481.3,383.0,98.30000000000001,1543
388,MG020531.1,Neogonodactylus_oerstedii,490.8,383.0,107.80000000000001,1543
389,MG020530.1,Neogonodactylus_oerstedii,485.9,383.0,102.89999999999998,1543
390,MG020529.1,Neogonodactylus_oerstedii,456.9,383.0,73.89999999999998,1543
391,MG020528.1,Neogonodactylus_oerstedii,464.7,383.0,81.69999999999999,1543
392,MG020527.1,Neogonodactylus_oerstedii,468.7,383.0,85.69999999999999,1543
393,MG020526.1,Neogonodactylus_oerstedii,469.1,383.0,86.10000000000002,1543
394,MG020525.1,Neogonodactylus_oerstedii,470.2,383.0,87.19999999999999,1543
395,MG020524.1,Neogonodactylus_oerstedii,522.8,383.0,139.79999999999995,1543
396,MG020522.1,Neogonodactylus_oerstedii,463.4,383.0,80.39999999999998,1543
397,MG020521.1,Neogonodactylus_oerstedii,570.8,383.0,187.79999999999995,1543
398,DQ646869.1,Neogonodactylus_oerstedii,527.4,383.0,144.39999999999998,1543
399,DQ646871.1,Neogonodactylus_oerstedii,528.6,383.0,145.60000000000002,1543
400,DQ646870.1,Neogonodactylus_oerstedii,562.5,383.0,179.5,1543
401,MW219690.1,Sargocentron_spiniferum,513.0,490.0,23.0,1289
402,MW219689.1,Sargocentron_spiniferum,510.7,490.0,20.69999999999999,1289
403,MW219688.1,Sargocentron_spiniferum,512.3,490.0,22.299999999999955,1289
404,MW219691.1,Sargocentron_spiniferum,448.2,490.0,41.80000000000001,1289
405,MW219687.1,Sargocentron_spiniferum,492.1,490.0,2.1000000000000227,1289
406,ON817142.1,Neoniphon_sammara,432.0,446.0,14.0,71
407,ON817114.1,Neoniphon_sammara,487.9,502.0,14.100000000000023,70
408,ON817113.1,Neoniphon_sammara,513.9,512.0,1.8999999999999773,72
409,MW219678.1,Neoniphon_sammara,512.1,512.0,0.10000000000002274,72
410,MW219677.1,Neoniphon_sammara,513.0,512.0,1.0,72
411,MW219676.1,Neoniphon_sammara,447.5,446.0,1.5,71
412,MW219675.1,Neoniphon_sammara,498.7,502.0,3.3000000000000114,70
413,EF667285.1,Daubentonia_madagascariensis,382.5,406.0,23.5,1444
414,EF667284.1,Daubentonia_madagascariensis,382.3,406.0,23.69999999999999,1444
415,AF425076.1,Oncorhynchus_mykiss,494.2,498.0,3.8000000000000114,1208
416,AF425075.1,Oncorhynchus_mykiss,442.9,434.0,8.899999999999977,1223
417,AF425074.1,Oncorhynchus_mykiss,384.0,386.0,2.0,1207
418,AF425073.1,Oncorhynchus_mykiss,555.8,563.0,7.2000000000000455,1209
419,AF425072.1,Oncorhynchus_mykiss,497.9,498.0,0.10000000000002274,1208
420,AY771352.1,Dissostichus_mawsoni,487.0,490.0,3.0,576
421,AY927651.1,Dissostichus_mawsoni,375.3,414.0,38.69999999999999,575
422,GU906264.1,Sepia_officinalis,486.5,492.0,5.5,1327
423,GU906263.1,Sepia_officinalis,486.5,492.0,5.5,1327
424,GU906262.1,Sepia_officinalis,486.5,492.0,5.5,1327
425,AF000947.1,Sepia_officinalis,486.5,492.0,5.5,1327
426,MN519163.1,Aptychotrema_vincentiana,541.3,557.0,15.700000000000045,1166
427,MN519152.1,Aptychotrema_vincentiana,486.4,500.0,13.600000000000023,1163
428,MN519142.1,Aptychotrema_vincentiana,495.7,500.0,4.300000000000011,1163
429,DQ352179.1,Monodelphis_domestica,544.6,555.0,10.399999999999977,1469
430,MW219664.1,Myripristis_berndti,453.7,493.0,39.30000000000001,1292
431,MW219663.1,Myripristis_berndti,500.6,506.0,5.399999999999977,69
432,MW219662.1,Myripristis_berndti,495.1,495.0,0.10000000000002274,67
433,MT850057.1,Lucania_goodei,550.4,538.0,12.399999999999977,175
434,MT850056.1,Lucania_goodei,522.6,538.0,15.399999999999977,175
435,MT850055.1,Lucania_goodei,558.0,573.0,15.0,178
436,MT663560.1,Lucania_goodei,357.3,359.0,1.6999999999999886,172
437,AY296737.2,Lucania_goodei,447.9,454.0,6.100000000000023,174
438,AY296740.1,Lucania_goodei,558.0,573.0,15.0,178
439,AY296739.1,Lucania_goodei,522.6,538.0,15.399999999999977,175
440,AY296738.1,Lucania_goodei,501.1,538.0,36.89999999999998,175
441,AY296736.1,Lucania_goodei,404.7,405.0,0.30000000000001137,173
442,AY296741.1,Lucania_goodei,549.2,538.0,11.200000000000045,175
443,AY214149.1,Oncorhynchus_kisutch,445.4,446.0,0.6000000000000227,802
444,AY214148.1,Oncorhynchus_kisutch,381.3,380.0,1.3000000000000114,1220
445,AY214147.1,Oncorhynchus_kisutch,498.1,507.0,8.899999999999977,803
446,AY214146.1,Oncorhynchus_kisutch,498.7,507.0,8.300000000000011,803
447,AY214145.1,Oncorhynchus_kisutch,552.9,553.0,0.10000000000002274,804
448,DQ309027.1,Oncorhynchus_kisutch,495.8,507.0,11.199999999999989,803
449,MF035580.1,Heliconius_erato,392.5,390.0,2.5,1563
450,MF035579.1,Heliconius_erato,378.9,389.0,10.100000000000023,1559
451,MF035578.1,Heliconius_erato,435.0,469.0,34.0,1564
452,MF035577.1,Heliconius_erato,539.3,555.0,15.700000000000045,1562
453,MF035575.1,Heliconius_erato,435.0,469.0,34.0,1564
454,AY775106.1,Copadichromis_borleyi,367.9,424.0,56.10000000000002,346
455,AY775065.1,Copadichromis_borleyi,423.2,424.0,0.8000000000000114,346
456,AY775121.1,Copadichromis_borleyi,499.5,494.0,5.5,345
457,AY775071.1,Copadichromis_borleyi,515.2,494.0,21.200000000000045,345
458,AY775061.1,Copadichromis_borleyi,453.1,478.0,24.899999999999977,347
459,AB619216.1,Trematomus_bernacchii,550.0,502.0,48.0,581
460,MN519158.1,Carcharhinus_melanopterus,506.9,507.0,0.10000000000002274,1196
461,MN519147.1,Carcharhinus_melanopterus,497.8,505.0,7.199999999999989,1195
462,GQ422490.1,Pundamilia_pundamilia,524.3,529.0,4.7000000000000455,448
463,AY673767.1,Pundamilia_pundamilia,496.8,506.0,9.199999999999989,446
464,AY673761.1,Pundamilia_pundamilia,453.1,455.0,1.8999999999999773,447
465,AY673754.1,Pundamilia_pundamilia,520.7,529.0,8.299999999999955,448
466,AY673753.1,Pundamilia_pundamilia,520.9,529.0,8.100000000000023,448
467,AY673739.1,Pundamilia_pundamilia,496.8,506.0,9.199999999999989,446
468,AY673709.1,Pundamilia_pundamilia,424.1,455.0,30.899999999999977,447
469,AY673699.1,Pundamilia_pundamilia,520.9,529.0,8.100000000000023,448
470,AY673689.1,Pundamilia_pundamilia,548.0,563.0,15.0,449
471,GQ422513.1,Pundamilia_pundamilia,485.0,506.0,21.0,446
472,MK209527.1,Glossophaga_soricina,543.0,365.0,178.0,1480
473,MK209481.1,Glossophaga_soricina,498.1,365.0,133.10000000000002,1480
