,Accession,full_species,prediction_value,closest_measurement,abs_diff,max_id
358,AF190671.2,Mus_musculus,362.1,360.0,2.1000000000000227,1461
359,M55171.2,Mus_musculus,498.7,498.0,0.6999999999999886,1463
360,AH009854.2,Mus_musculus,511.1,512.0,0.8999999999999773,1462
361,BC139827.1,Mus_musculus,457.3,498.0,40.69999999999999,1463
362,BC132010.1,Mus_musculus,475.6,498.0,22.399999999999977,1463
363,BC104486.1,Mus_musculus,486.1,498.0,11.899999999999977,1463
364,DQ779924.1,Mus_musculus,459.7,498.0,38.30000000000001,1463
365,DQ779923.1,Mus_musculus,461.8,498.0,36.19999999999999,1463
366,AF140241.1,Mus_musculus,479.0,498.0,19.0,1463
367,AF076930.1,Mus_musculus,483.5,498.0,14.5,1463
368,EU329445.1,Poecilia_reticulata,553.8,560.0,6.2000000000000455,1274
369,EU329433.1,Poecilia_reticulata,547.7,543.0,4.7000000000000455,1280
370,EU329432.1,Poecilia_reticulata,547.9,543.0,4.899999999999977,1280
371,EU329431.1,Poecilia_reticulata,547.6,543.0,4.600000000000023,1280
372,EU329429.1,Poecilia_reticulata,547.2,543.0,4.2000000000000455,1280
373,LC127191.1,Poecilia_reticulata,501.1,501.0,0.10000000000002274,1276
374,LC127190.1,Poecilia_reticulata,354.9,359.0,4.100000000000023,1269
375,LC127189.1,Poecilia_reticulata,408.6,408.0,0.6000000000000227,1277
376,LC127188.1,Poecilia_reticulata,440.2,464.0,23.80000000000001,1278
377,LC127187.1,Poecilia_reticulata,471.2,473.0,1.8000000000000114,225
378,LC127186.1,Poecilia_reticulata,519.0,525.0,6.0,1272
379,LC127185.1,Poecilia_reticulata,553.2,560.0,6.7999999999999545,1274
380,LC127184.1,Poecilia_reticulata,534.1,533.0,1.1000000000000227,1279
381,LC127183.1,Poecilia_reticulata,522.9,525.0,2.1000000000000227,1272
382,HQ260690.1,Poecilia_reticulata,534.0,533.0,1.0,1279
383,HQ260689.1,Poecilia_reticulata,491.1,501.0,9.899999999999977,1276
384,HQ260688.1,Poecilia_reticulata,487.4,501.0,13.600000000000023,1276
385,HQ260687.1,Poecilia_reticulata,490.0,501.0,11.0,1276
386,HQ260686.1,Poecilia_reticulata,492.3,501.0,8.699999999999989,1276
387,HQ260685.1,Poecilia_reticulata,382.0,359.0,23.0,1269
388,HQ260684.1,Poecilia_reticulata,473.6,473.0,0.6000000000000227,225
389,HQ260683.1,Poecilia_reticulata,474.2,473.0,1.1999999999999886,225
390,HQ260682.1,Poecilia_reticulata,547.7,543.0,4.7000000000000455,1280
391,HQ260681.1,Poecilia_reticulata,535.0,533.0,2.0,1279
392,HQ260680.1,Poecilia_reticulata,520.4,525.0,4.600000000000023,1272
393,HQ260679.1,Poecilia_reticulata,546.5,543.0,3.5,1280
394,HQ260676.1,Poecilia_reticulata,522.6,525.0,2.3999999999999773,1272
395,EU329436.1,Poecilia_reticulata,547.9,543.0,4.899999999999977,1280
396,AB748990.1,Poecilia_reticulata,408.7,408.0,0.6999999999999886,1277
397,AB748989.1,Poecilia_reticulata,354.9,359.0,4.100000000000023,1269
398,AB748987.1,Poecilia_reticulata,539.3,541.0,1.7000000000000455,1273
399,AB748986.1,Poecilia_reticulata,527.4,525.0,2.3999999999999773,1272
400,AB748985.1,Poecilia_reticulata,561.6,560.0,1.6000000000000227,1274
401,AB748984.1,Poecilia_reticulata,560.3,560.0,0.2999999999999545,1274
402,HQ260677.1,Poecilia_reticulata,548.0,543.0,5.0,1280
403,JF303638.1,Poecilia_reticulata,441.2,464.0,22.80000000000001,1278
404,DQ912023.1,Poecilia_reticulata,501.2,501.0,0.19999999999998863,1276
405,DQ168661.1,Poecilia_reticulata,560.0,560.0,0.0,1274
406,DQ168660.1,Poecilia_reticulata,534.3,533.0,1.2999999999999545,1279
407,DQ168659.1,Poecilia_reticulata,560.4,560.0,0.39999999999997726,1274
408,DQ234860.1,Poecilia_reticulata,408.6,408.0,0.6000000000000227,1277
409,GQ422482.1,Pundamilia_nyererei,524.3,535.0,10.700000000000045,438
410,AY673768.1,Pundamilia_nyererei,496.8,505.0,8.199999999999989,436
411,AY673763.1,Pundamilia_nyererei,453.1,451.0,2.1000000000000227,437
412,AY673756.1,Pundamilia_nyererei,520.7,535.0,14.299999999999955,438
413,AY673738.1,Pundamilia_nyererei,496.8,505.0,8.199999999999989,436
414,AY673708.1,Pundamilia_nyererei,424.1,451.0,26.899999999999977,437
415,AY673688.1,Pundamilia_nyererei,552.5,562.0,9.5,439
416,GQ422522.1,Pundamilia_nyererei,485.0,505.0,20.0,436
417,EU329470.1,Poecilia_parae,530.2,526.0,4.2000000000000455,183
418,EU329468.1,Poecilia_parae,542.5,543.0,0.5,184
419,AY552608.1,Cavia_porcellus,414.3,400.0,14.300000000000011,1133
420,AF132042.1,Cavia_porcellus,520.8,530.0,9.200000000000045,1132
421,EF457995.1,Cavia_porcellus,498.0,499.0,1.0,1350
422,DQ352179.1,Monodelphis_domestica,544.6,555.0,10.399999999999977,1469
423,AY775118.1,Cynotilapia_afra,496.8,496.0,0.8000000000000114,354
424,AY780521.1,Cynotilapia_afra,547.2,525.0,22.200000000000045,357
425,AY775094.1,Cynotilapia_afra,515.8,525.0,9.200000000000045,357
426,GQ422517.1,Cynotilapia_afra,480.6,472.0,8.600000000000023,356
427,GQ422497.1,Cynotilapia_afra,524.2,525.0,0.7999999999999545,357
428,MT850057.1,Lucania_goodei,550.4,538.0,12.399999999999977,175
429,MT850056.1,Lucania_goodei,522.6,538.0,15.399999999999977,175
430,MT850055.1,Lucania_goodei,558.0,573.0,15.0,178
431,MT663560.1,Lucania_goodei,357.3,359.0,1.6999999999999886,172
432,AY296737.2,Lucania_goodei,447.9,454.0,6.100000000000023,174
433,AY296740.1,Lucania_goodei,558.0,573.0,15.0,178
434,AY296739.1,Lucania_goodei,522.6,538.0,15.399999999999977,175
435,AY296738.1,Lucania_goodei,501.1,538.0,36.89999999999998,175
436,AY296736.1,Lucania_goodei,404.7,405.0,0.30000000000001137,173
437,AY296741.1,Lucania_goodei,549.2,538.0,11.200000000000045,175
438,AH005930.2,Galago_senegalensis,537.3,545.0,7.7000000000000455,1450
439,JF823555.1,Poecilia_mexicana,519.6,504.0,15.600000000000023,193
440,JF823560.1,Poecilia_mexicana,534.9,537.0,2.1000000000000227,197
441,JF823559.1,Poecilia_mexicana,530.7,537.0,6.2999999999999545,197
442,JF823558.1,Poecilia_mexicana,544.8,537.0,7.7999999999999545,197
443,JF823557.1,Poecilia_mexicana,558.6,563.0,4.399999999999977,198
444,MW219681.1,Sargocentron_diadema,513.3,491.0,22.299999999999955,1287
445,MW219680.1,Sargocentron_diadema,511.5,491.0,20.5,1287
446,MW219682.1,Sargocentron_diadema,444.7,491.0,46.30000000000001,1287
447,MW219679.1,Sargocentron_diadema,491.4,491.0,0.39999999999997726,1287
448,JX867486.1,Avahi_laniger,388.6,558.0,169.39999999999998,1441
449,JX867484.1,Avahi_laniger,388.6,558.0,169.39999999999998,1441
450,JX867481.1,Avahi_laniger,389.5,558.0,168.5,1441
451,JX867479.1,Avahi_laniger,390.0,558.0,168.0,1441
452,AY775100.1,Aulonocara_hueseri,367.9,415.0,47.10000000000002,342
453,AY775074.1,Aulonocara_hueseri,453.0,484.0,31.0,343
454,AY775112.1,Aulonocara_hueseri,497.6,496.0,1.6000000000000227,341
455,AY780517.1,Aulonocara_hueseri,551.9,526.0,25.899999999999977,344
456,AY775090.1,Aulonocara_hueseri,519.0,526.0,7.0,344
457,GQ422480.1,Aulonocara_hueseri,523.1,526.0,2.8999999999999773,344
458,GQ422516.1,Aulonocara_hueseri,483.1,484.0,0.8999999999999773,343
459,GU906264.1,Sepia_officinalis,486.5,492.0,5.5,1327
460,GU906263.1,Sepia_officinalis,486.5,492.0,5.5,1327
461,GU906262.1,Sepia_officinalis,486.5,492.0,5.5,1327
462,AF000947.1,Sepia_officinalis,486.5,492.0,5.5,1327
463,JX867449.1,Cheirogaleus_medius,407.9,543.0,135.10000000000002,1440
464,JX867448.1,Cheirogaleus_medius,407.1,543.0,135.89999999999998,1440
465,JX867447.1,Cheirogaleus_medius,407.1,543.0,135.89999999999998,1440
466,JX867446.1,Cheirogaleus_medius,409.0,543.0,134.0,1440
467,JX867445.1,Cheirogaleus_medius,408.0,543.0,135.0,1440
468,JX867444.1,Cheirogaleus_medius,408.1,543.0,134.89999999999998,1440
469,JX867442.1,Cheirogaleus_medius,409.5,543.0,133.5,1440
